,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601696.CH.Equity
X601658.CH.Equity,0.0607200527059269,0,0.0606660814958605,0.191588801577575,0,0,0,0,0,0,0,0,0,0,0,0.158798015037087,0,0.22496239063693,0.0434255808185501,0,0,0,0,0,0,0,0.00276743207973662,0,0,0,0,0.0224081441624971,0,0,0,0.00227999390395651,0,0,0,0,0,0,0,0,0.0250546036051916,0,0.0441375294398863,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.15377274457616,0,0,-0.0454628685045561,-0.0325904077362137,0.0591629191909612,0,0,0,0.302589328687384,0,0.00188708780372548,0,0,0,0,0,0,0,0,0,0,-0.0190363601900409,0.0159667389743238,0,0,0,0,0.135115941012397,0.0484732707335183,0.113742679822828,0,0,0,0,0.179269130388699,0.0437006430899444,0.148387129227057,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0523680568458567,0,0,0.0712244324533775,0.0763406492583214,0.045561497978203,0,0,0,0,0,0,0,0,0.0605635839954465,0,0,0.0751051051735148,0.00360151325737808,0,0,0,0,0,0,0,0,0,0,0.052878648535644,0,0,0,0,0,0.544480170782743,0,0,0,0.0484192824622473,0,0,0,0,0,0.0732970975872606,0,0
X601066.CH.EQUITY,0,0,0,0,0,-0.0333879967756168,0,0,0,0.0295591474905939,0,0.437030408696856,0,0,0,0,0,0,-0.0534689713213766,0,0,0,0,0,0,-0.00696866383117319,0,-8.67361737988404e-19,0.0152745435648483,0.228713499386697,0,0,0.153563273333298,0,0.0118322188975347,0,0.0458285383958131,0,0,0,0,0,0,0.0545767770940778,0,0,0,0,0,0
X601328.CH.EQUITY,0.0672553442100036,0,0,0.19074091233205,0,0,0.00449916365252161,0,0,0,0,0.0484115188168638,0,0,0,0,0.0731758716721388,0,0,0.394717795698693,0,0,0,0,0,0,0,0,0,0,0,0,0.038200925238083,0,0,0.0791408923100959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.432296042343378,0,0,0,0,0,0.114436087797506,0,0,0,0,0.0459430406123319,0.0121636645269509,0,0,0,0,0,0.0934122805132098,0,0,0,0,0,0,0,0,0.259142611959328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0.0724671767357273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418495978211492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211396435170419,0,0.126874265994743,0,0,0,0,0,0,0,0.371433084096766,0
X601319.CH.EQUITY,0,0,0,0.0112075486062494,0,0,0,-0.0431918347040077,0,0,0,0,0,0,0,0.135571830764961,0,0,0.263196255134326,0,0,0,0,0.00285584989052422,0,0,0,0,0,0,0,0,0,0,0,0,0.29155677796874,0,0,0,0,0,0,0,-0.0530983344894087,0,0,0,0.243390087386465,-0.128603490870973
X601601.CH.EQUITY,0,0,0,-1.38777878078145e-17,0.434202826487633,0,0,0,0,0,0.275402338442422,0,0,0,0,1.0842021724855e-19,0,0.224415832850245,0,0,0,0,0,0.153299056918154,0.0670954876784612,0,0,0,0,0,0,0.0164164684804059,0,0,0.209732687295543,0,0,0,0,-0.0683418035705548,0,0,0,0,0.0548135601265431,0,0.0257934078443052,0,0,0.0365153691568674
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183990326439521,0,0,0.331355131666632,0.0591020026332206,0,0,0.0308494913543341,0,0.0549288293046591,0,0,0,0,0,0.0147690151076184,0,-0.147790821134764,0.0229719973949606,0,0,0,0,0.603128301842645,0,-0.262971347724776,0,0,0
X601998.CH.EQUITY,0.217854374223537,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0704482480353157,0,0,0,0,0,0,0,0,0,0.000648232589750224,0,0,0,0,0,0,0,0,0.239709507915066,0.482592425915179,0,-0.0681548029848521,3.46944695195361e-18,0,-0.0074868045061515,0,-0.0816109699236562,0.146334507221331,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.152236597501694,-0.189884454316612,0,0,0.0499874736767584,0,0,0,0,0,-0.246116426085718,0,0,0,0,0,0,0,0,0,0.41683410960382,0,0,0.0991059954672474,0,0.156439299140362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183329594268078,0,-0.111025905039845
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.248707846708946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234571159599998,0,0.182782657711362,0,0.00630422538870851,0.00345350489917259,0,0,0,0.14714874741742,0,0,0.17966897701882,0,0.0175514838343423,0,0,-0.16565281503614,0,0,0,0.0208956052164274,0.0289060921370711
X11.HK.EQUITY,0,0,0,0,0,0,0,0.126095018131853,0.598360983393386,0,0,0.0554617547361697,0,0,0,0,0,0.0344176819460328,0,0,-0.206904638178697,0.239843991560192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0718297560394131
X002142.CH.EQUITY,0,0,0,0,0,0.297909095333631,0,-0.279073689606757,0,0.0164632233884179,0,0,0,0,0,0,0,0,0,0.224667671088642,0,0,0,0,0,0,-0.0564780434469614,0,0,0,0,0.274651549701064,8.67361737988404e-19,-0.191380486264965,0,0,0,0,0,0,0,0,0.242461937212583,0.249584790035829,0.0101761648907126,0.158009411483563,0.0749646895377986,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.0155493094401883,0,0,0,0,0.0836023593751739,0,0,0,0,0,0,0,-0.0418165125719612,0,0,0,0,0,0,0,0,0.0184729584131085,0,0,0,0,0,-0.0816423649927648,0,0,0.0539951268465723,0,0.0277940152971523,0,0,0,0,0,0,0,0,0,0,0.785500867828442,0.0666431727687646
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.177667258930531,0,0,-0.0928108199520162,0.112466929265836,0,0,0,0,0.0892364811189681,0,0,0.26299929932185,0,0,0.234078990211724,0.148417086837523,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304362030003416,0.126804463458422,-0.0227545884163119,0,0.159694167199843
X601688.CH.EQUITY,0.0704483998320448,0,0,0,0,0,0,0.0346532948535778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21210045324315,0,0,0,0,0,0,0.281229191521243,0.360512202547566,0,0,0,0,0.0128336832052414,0.0854481018737957,0,0,0.0322235491099939,0,0,0,0.0475213601116105,0,0,0,0,0,0
X600999.CH.EQUITY,0,-0.244500560891315,0,0,-0.003347488818234,0,0,0,-0.00850546117487823,-0.0471288878325765,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0535567285038472,0,-0.0730422883586365,0,0,0,0,0.26549890180634,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.234624024337999,0,0,0,0,0.386812556945213,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0.0107377874510968,0,0,0,0.191250517945191,0,0,0,0,0,0,0,0,0,0,0.0875821943644019,0.029102760932723,0,0,0,0.464722598206153,0,0,0,0,-0.023058670023129,0,0,0,0,0,0,0.060482419961829,0,0.107386043352748,0,0,0,0,0,0.0435327685279968,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0564092412085922,0,0,0,0,0,0,0,0,0,0,0.181911307409121,0,0,0,0,0.112562352470217,-0.104797044207756,0,0,0,0.276729822178733,0.105346156528881,0,0,0,0.0994083609321237,0,0,0,0,0,0,0.0414458550288525,0,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0.0190566920444264,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140870275457102,0,0,0,0.0726770441839497,0,0,0,0.0307932161278077,0.218027547855504,0,0,0,0,0,0.0699516703098439,0,0,3.46944695195361e-18,0,0,0.18277116082457,0.0299944836124722,0,0,0,0,0,0,0.097206838593991,0,0.110888766509994
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107318594601096,0,0.171484746779789,0.0872816520271606,0,0,0,0,0,0,0,0,0,0.0204290953036728,0,0,0,0.117586670261666,0,0.0883166194363691,0,0,0.118411992364735,0,0,0,0.106719304178118,0,0,0,1.38777878078145e-17,0,0,0,0,0.115357228098727,0,0,0.0698212228737011
X000166.CH.EQUITY,0,0,0,0.0436182793888275,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0411590037228923,0,0,0,0,0.0917503283944258,0,0,0,0,0,0,0,0,0.185341605727654,0.134029095618321,0.0289568825184764,0,0,0,0,0.131809792874566,0,0.0661309739079581,0.151445762575761,0,0.0660909238910416,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0.00319499986136116,0,0,0,0,0,0,0,0,0,0,0,0,0.395749514096903,0,0,0,0,0.0384316320927332,0,0,0,0,0.258621673143978,0,-0.226094737933526,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.703242391369966,0,0,0,0,0,0.035429240530103,0,0.110675325568148,-0.154812984632565,0,0
X601229.CH.EQUITY,0.671316523916475,-0.0037165096266267,0,0,0,0.295491133218397,0,0,0.318506719469358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464332691734306,0,0,0,0.163303269743523,0,0,0,-0.0579985790536022,0,0,0,0,0,0,0,0,0,0,0,-0.250611647656193,0,0,-0.137131500120661
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424545894617787,0,0.167044861674589,0.0654892474629841,0,0,0,0,0,0,0.137303661229807,0.00649804007342908,0.173720018813604,0.0952151066274827,0,0,0.0353525886180074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.732780847385101,0.0764070183579836,0,0,0,0,0.0696670177860121,0,0,0,0,0,0,-0.0171139800214699,0.0922635640839479,0,0.0386731965178827,0,-0.0429200371367609,0,0,0.0180168539411336,-0.0191284342834414,0,0,0,0.0281623248134903,0,0,0,0,0,0,0,0,0,0,-0.0329905590485969,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.0947217935868413,0,0,0,0,-0.136781790766576,0,0,0,0,-0.0218325809015247,-0.277784829826091,0,0,0,0,0,0,-0.0254783402893375,0,0,0,0,0,0,0.230842719355248,0.11291511671273,0.610983169148662,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.185830635166045,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.128540608027192,0,0,0,0,0.434480238763055,0,0.0285563188343835,0,0.00848359751555782,0,0,0.115996942230156,0,0,0,0.0557273438065798,0,0,0,0,-6.93889390390723e-18,0,0,0,0.365273873994474
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121025154015131,0.051940123320057,0.0382688359295614,0,0,0,0,0.207723041324404,-0.0730957828288528,0,0,0,0,0,0,0,0,0,0,0,0,0.015614320075327,0,0.133298122199731,0,0,0,0,0,-0.0466510737897753,0.187268557641374,0,0.492465138045376,0.0728913597842507,-0.0272092885855862,0,-0.0472734573872024
X601881.CH.EQUITY,0,0,0,0.0156650991364743,0,0,0,-0.0554873492247165,0,0,0,0.0396566035724399,0,0,0,0,0,0,0,0,0.108934977723381,0,0.086207290246603,0,0,0,0,0.167247839053484,0,0,0,0,0,0.444981058974391,0,0,0,0.0490114920146215,0,0,0,0,0,0,0,0,0,0.0643681499966963,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0.0339144975223825,0,0,0,0,-0.0539628806365596,0,0,0,0,0,0,0,0,0,0.0295662702515465,0,0,-0.00328306878196652,0,0,0,0,0,0,0,0,0,0.393266090454748,0,0,0.336217305663276,0,0,0,0,0,0,0,0,0,0.104308763224274
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.336139820981666,0.0206710393797758,0,0,0,0,0.0988158880646702,0,0,0,0,0,0,0,0,0,0,0.535596800251499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026996703131126,0.299173765954074,0,0,0,0,0,0,-0.603619806833252,-0.154886362541757,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.255277876627439,0,-0.18570367274341,0,-0.222296032838826,0,0,0.912377242257497,0,0,0,0.153881996902197,0,0,0.0519824585005575,0,0,0,0,0,0,0,0,0,0,-0.0325071080193769,0.351442629106606,-0.231076237286289,0,0,0,0.165855074148357,0,0,0.0938386901466358,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.060374062092328,0,0.099624159968848,0,-0.217461383375022,0,0,-0.111326080535426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733662233319733,0.114094072730123,0,0,0,0,0,-0.00618370766426707,0,0.83746258641221,0,0,0.0487485543050481,0,0,-0.0786029528951986,-0.0373534853949984,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.0327762724803475,0.161509289194143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216448943859036,0,0,0,0.11198546309923,0,0,0,0,0,0,0,0,0,0,0,0,-0.119235802369923,0.065162382239587,0,0.572113673793081,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,-0.132530625764638,0,0,-0.164184536691746,0,0.0223205532848803,0,0,0,0,0,0,0,0,0,0,0,0.180005812088613,0,0,0.294522468457327,0.119331740728429,0,0,0,0.294914146918846,0,0.07688781677573,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-0.0320601390954264,-0.0421475166546849,0,0,0,0,0.204585915663143,0
X600919.CH.EQUITY,-0.0430081475208566,0,0,0.0612447909049287,0,0,0,0,0,0.0825813987222,0,0,0,0.118749479854777,0.0785452691529373,-0.1024630328669,0,0,0,0,0,0,0.0198011430629383,0,-0.15300414717813,0.601747178827926,0.0183724475925281,0,-0.0210978436363623,0,0,0,0,0,0.0940292157247734,0,0,0,0,0.116768972967577,0,0,0,0,0,0.132129654898039,-0.074862151389272,0,0,0
X601696.CH.Equity,0,0,0,0,0,0,0,-0.00929483903975021,8.67361737988404e-19,-0.0123107475577681,0,0,0,0,0,0,0,0,0,0,0,0,0.127443359013636,0.0174733769396721,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.239196515815131,0.192061679194626,0,0.121415382973458,0,0,0.0717324089674887,0,0,0,-0.000146040636934445,0,0,0
