,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,-0.268393153798934,0,0,0,0,0,0,0,0,0,0.539782766714257,0,0,0,0,0,0,0.0238667256129797,0,0,0,0,0,0,0,0,0,0,0.792073167686086,0,0,0,-0.341867662098483,0,0,-3.46944695195361e-18,0,0,0,0,-0.0613270831138923,0,0,0,-0.103255923388228,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.121693084415545,0,0.0651730075850333,0.0378040525437204,0,0,0,0.0980112777164348,-0.0922393893881482,0,0,0,0,0,0,0.125430220528203,0,0,0,0,0,0.361896249791969,0,0,0,0.0592175482801448,0.0116310367349481,0,0,0,0,0,0,0.0260239048257825,0,0,0.0393875754103997,0,0.062810927581973,0,0,-0.0101533475438434
X601939.CH.EQUITY,0.324025639375628,0,0,0,0,-6.93889390390723e-18,0,0.0629897138784319,0,0,0,0,0,-0.0327773286857109,0,0,0,0,0,0,0,0,0,-0.0636314020803215,0,0,-0.155887811320998,0,0.437155099438663,0,0,0,0,0,0,0,-0.0998917176252564,0,0,0,-1.38777878078145e-17,0,0,0.232128211678079,0.224382385718827,0,-0.103161886363497,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.0914280562792278,0.0559407387530991,0,0.632810807386873,0.138813338876297,0,0,-0.436182424352309,0,0,0,0,0,0,0,0,-0.748931835703537,0,0,0,0,0,0,0.335580130332479,0,0,0,0.385219910803994,0,0.0603715430107901,0,0,0,-0.144305014243014,0,0,0,6.93889390390723e-18,0,0,-0.196048666932278
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945647129984297,0,0,0,0.433168179569752,0,0,0,0,0,0,0,0,0,0,0.0791984578308754,0,0,0,0,0,-0.0663175284610625,0,0,0,0.231894197895271,0,0,0.000143202893077427,0.104485257566233,0.0986586987208223,0.139213658475587
X601988.CH.EQUITY,0.269312517973417,0,0,0.601912578533362,0,0,0,0,0,0,0.140027179136011,0,0,0,0.236136707150908,0,0,0,0,0.0376601727579051,0,0,0,0,-0.00454186201893818,0,0,0,0.0654404415684682,0,0,0,0,0.0788816516561588,0,0,0,0,0,0.0288567545673355,0,0,0.00301012889029781,0,0,0,0,0.112461954237198
X600036.CH.EQUITY,0,0.0560828362769474,0,0,0,0,0,0,0,0.272549341625734,0,0,0.233149161237286,0.116891809970774,0,0,0,0.0808371342605316,0,0,0,0,0.123114484451421,0,0,0,0,0.0479740755433082,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488888673951401,0,0.221273771822184,0,0,0.0178751783126855,0.0463661018490129,0
X1299.HK.EQUITY,0,0.0226478891893824,0,0,0.0701820976210485,0,0,0,0.218434297721475,0,0,0,0,-4.33680868994202e-19,0.0666729618017618,0,0.207955965016775,0.241861146433725,0.112716348620344,0,0,0,0,0,0,0,0,0,0,-0.162067851626489,0,0,0,0,0,0.0407992327433802,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,1.73472347597681e-18,0.0292127906061675,0.0777814612655297,0,0,0,0,0,0,0,0,0,0.352209822150354,0,0,0,0,0.0495395207540357,0,0,0,0,0,0,0.0137992307471254,0,0.111062804026159,0,-0.00571718477225823,0,0,0,0,0,0.124325283119832,0,0,0.137615745619775,0.0284698770543973,0,0,0,0,0,0.0168340373832854,0,0
X601328.CH.EQUITY,0,0.173930105009081,0.0135819689611656,0,0,0,0.277776173871412,0,0,0,0,0,0,0,0,0,0,0,0.23904044225857,0,0.0287120958417919,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.234590050386071,0,0,0,0,0,0,-0.334548965566277,-0.148767552994224,0,0,0,0.357870386490052,-0.107985299577885,0
X601166.CH.EQUITY,0,0,0,0.271351136145485,0,0.156438873539079,0,0,0.0645514435981038,0,0,0,3.46944695195361e-18,0.3848903266464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257195630214531,0,0,-0.0443331184515254,0,0,0,0,0,0,0,-0.0593109499122895,0,0.032184234321802,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32142349972126,0,0,0,0,0.0392807613922293,0,0.154051910788533,0,0,0.0849948982198505,0,0,0,0,0,0.0359666349576682,0.231018474206122,0,0,0,1.73472347597681e-18,0,0,0,0,0.0729727571600716,0.124321377248956,0.0359391891254489,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.356857703909117,0,-0.150049560292692,0.0773899514671329,0.0780145912075903,0,0,0.457002095737378,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189736815078186,0,0,0,0,0.17617548813912,0.117507346372764,0,0,0,-0.0103645772164066,-0.01304443279295,0,-0.0277618267957552,0,0.161221168612045,0,0,0.100079887949509,0.0301437418237,0
X601601.CH.EQUITY,0,0.198638636944316,0,0,0,-0.0729094212788697,0.105459123202174,0,0.464974057525211,0,0,0,0.00482971753100313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11866321414362,0,0,0.139853059578988,-0.0313157069662358,0,0,0,0,-0.312112167002018,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.199670625319406,0.183586855846664,0,0,0,0,0,0,0,0,0,0,0.414138100154282,0,0,0,0,0,0,0,0,0,-0.0754461680987049,0,0,0,0,-0.112780210847747,-0.0280813169113488,0,0,0,0,-0.0964150281632411,0,0,0,0,0,0,0.0505626821743614,0.0615466675664605,0,-0.101764954671893
X600030.CH.EQUITY,0.0862380896355147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267367011061382,0,0,0,0,0.0260810425986126,0,0,0,0,0.229038791687817,0.0549576697150169,0,0,0,0,0,0,0,0.0510434193028899,0.211312472638348,0,0,0,0.287426814706793,0,-0.0228858927541828,0,0.166782445472904,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0117540637820381,0,0,0,0,0.0235013204905558,0.657835931892276,0,0,0,0,0,0,0,0,0,0,0,0,0.131602748521349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247024538441014,0,0,0,0,0,0.189014301567716
X388.HK.EQUITY,0,0,0,0,0,0,0,0.647953482446175,0,0,0,0,0,0,0,0.117008030359575,0,0,0,0,0.0731336454354984,0,0,0,-0.0212245572787733,-0.410268825310627,0,0,0,0,0,0,0,0,0,0.00127916801572837,0.370396803730712,0,0,0.0282922893761802,0,0,-0.0228053577602698,-0.144666607453901,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.201286507297,0,0,0.0397625014005967,0,0,0,0,0.0454658396193526,0,0,0.282715669184348,0,0,0,0,0,0,0,0,0,0,-0.0101416060796124,0,0,0,0,0,0,0,0,0,0,0,0.0399979340674649,0.0107836575106863,0.0982655422284182,0,-0.0649659373228305,0,0,0.154118829978076
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.17920295980891,0.0365660103127568,0,0,0,0,0.121141368894685,0,0,0,0,0,0,0,0.029123738138439,0,0,0,0,0.0772008787382181,0,0,0.1710860746505,0,0,0.0495867908020959,0,-0.0518414492646294,0.0454973555070102,0,0.0933583403965829,0,0,0.0484268305048723,-0.830159320745323,0
X601998.CH.EQUITY,0,0,0,0,0.247226516380011,0,0,0,0,0,0,0.268022365271471,0,0,0,0,0,0,0.139021026220721,0,0,0,0,0,0,0,0,0,0,0.0949307351042985,0,-0.393209382993976,0.161281969468076,-2.77555756156289e-17,0.277976723535145,0,0,0,0,0,0,0,0,0,0,0,-0.00289166961853846,0
X000001.CH.EQUITY,0,0.194966406834533,0,0,0,0.0734151520735006,0,0,0,0,0,0,0,0,0,0.115321382423044,0,0,0,0,0,0,0,0,0,0,0,0,0.124175942254326,0.105232276831225,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.116016831916009,0,0,0,0,0,0.0207080434191962,0,0
X601818.CH.EQUITY,0,0,0,0.131266912884791,0,0.333433120300239,0.555774208589312,0,-0.0579800568157806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300090695793131,0,0,-0.0779054609175185,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.416049671836404,-0.063102922348263,0,0,0.534720278364278,0,-0.446360250001512,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910705013253068,0,0,0,0,0,0,0,-0.13556859024647,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0694819649620336,0,0.474201458399895,0,0,-0.0869216616839117,0.446393135913529,0.0290898297687695,0.105413128016397,0,0,0,0,0,0,-0.089247731210221
X601066.CH.EQUITY,-0.00770764018402131,0,0,0,-0.0486311159687548,0,0,0,0,-0.0485250485357441,0,0,0,0,0,0,0,0,-0.253878400709293,0,0,-0.207592382582111,0.445879175633077,0,0,0,0,0,0,0,0,0,0.0316518455504777,0,0.0991134882751509,0,0.401266546107347,-0.143999478357074,0,-0.0880447983243588,0,0,0.105801488336011,0,0,-6.93889390390723e-18,0.0961443037848721,0
X600837.CH.EQUITY,8.67361737988404e-19,0,0,0,0,0,0,0,0.117718070088774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436622274463115,0,0,0,0,0,0,0,0,0,0.199315966409894,0,0,0,0.273873426882746,0,0.221192119882244,0,0,0,0,0,0,0
