,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X000166.CH.EQUITY,X2887.TT.EQUITY,X000776.CH.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.278542964032182,0,0.0978863434324127,0,0.153828369371513,0.170080916043462,0,0,0,0,0,-4.33680868994202e-19,0.000742791262922658,0,0.244738580542242,0.0159301775548094,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411462254781374,0,0.0115140946657482,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.296566249956184,2.16840434497101e-19,0,0.0359045661904268,0.0755978333623777,0,0,0,0,0,0.192622820225683,0.224822426168939,0,0,0,0,0.0269484770107244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.270667196637729,0,0,0.198287265687877,0,0,0,0,0,0,0,0.153763851389633,0,0,0,0,0,0,0,0,0,0,0.108160962216856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344454680981186,0,0,0,0,0.0123719198432174,0,0,0,0,0,0,0,-0.00516785073619154
X601988.CH.EQUITY,0.161117796404218,0,0.276642669894581,0,0,0.0579156919284221,0,-0.245381177182865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475333557577134,0,0,0,0,-0.113908142944262,0,0.134758021788325,0,0,0.0405305545434655,0.130761229246576,0,0,0,0,0.0439442404596794,0,0,0.171238239616276,0,0,0
X601658.CH.Equity,0,0.0339843311428554,0,4.33680868994202e-19,0,0,0,0.022070390438227,0,0,0.0309708898752665,0,0.279267756408785,0,0.0680500287003915,0,0,0,0,0,0.0199600074336226,0,0,-0.129256745932327,-0.0467867980433144,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.0396530327385417,0,0,0,0,0,0,-0.0185598730807673,0,0,0,0,-0.0787857592767157,0
X601328.CH.EQUITY,0.347696192483739,0,0,0.12572842023547,0,0,0,0,0,0.0733973059980409,0,0,0.122152655982143,0,0.174858547191013,0,0.0535497184617605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392627857351877,0,0,0,0,0,0,0,0.118381598470158,0
X601318.CH.EQUITY,0,0,0,0,0.00511530217140593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473948501765165,0,0.706381121950276,0,-0.0273163052873921,0,0,0,0.0057291978250324,0,-3.46944695195361e-18,0,0,0,0,0,0.168144323919446,0,0,0,0,0,0,0,0,0.0669645508371806,0,-0.0993835039163928,-0.0237830271658432,0
X600036.CH.EQUITY,0,0,-0.0466413285112801,0,0,0,0,0,0,0.16377880753094,0,0,0,0.24406000190114,0.272036753876668,-0.13618575270493,0,0,0,0.191445844873699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127157675311296,0,0,0,0,0.161482365253394,-0.0547181949888654,0,0,0.0313450367418798
X601166.CH.EQUITY,0.230130064615275,1.38777878078145e-17,0,0,0,0.116529595930257,0,0,0,0,0,0,0,0.0075365837345178,0.19658938509256,0,0,0.0729234789022597,0,0,0,0,0,0.263701204786789,0,0,0,0,-0.0279685381449721,0,0.0215177371059598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,-0.437767591550165,0,0,0.568087284888726,0,0,0,0,0.0498050360869821,0,0,0.120960603863236,0,0,-0.0744793548189769,0,0,0,0,0,0,0,-0.153945992752231,0.318558477002599,0,0,0,0,0.100374670537895,0,-0.127192887125452,0,0,0,0,0,0,0,0,0.0436457908596237,0,0.235968257734604,-0.0545956078319287,-0.0473374958927354,0,0
X601998.CH.EQUITY,3.46944695195361e-18,0.106226118872629,0.163574689962135,0,0.160493753130871,0,0,0.00727152253997788,0,0,0,0.0235945833055529,0,0,0.0972330275810973,0,0,0.0976261425769434,0,0,0.154057504358609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-3.46944695195361e-18,0,0.0380794040404054,0,0,0,0.228996570055897
X600016.CH.EQUITY,0,0,0.161647915725007,0.0055893850790627,0,0,0,0,0,0,0.28251599544355,0,0.300843571826058,0,0,0,0.0627683522698529,0.16279216925735,0,0,0,0.0357676305494453,0,0,0,0,0,0,-0.0346540297150752,0,0,0,0,0,0,0,0.0532732073631118,0,0,0,0,0,0,0,0,0,0.120642336537544,0,0,0
X601818.CH.EQUITY,0.19964306691383,0.0344598249727233,0.0557854221994185,0,0.0594985210245486,0.151469482042587,0,0,0,0.098046214829776,0,0.327150856681114,0,0,0,0.19833708737001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384291770057684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.211780284639818,0,0.0914116966693919,0,0.163568095017742,0,0,0,0,0,0,0,0,0.0569866217927895,0,0,0,0,0.0899236681171618,0,0,0,0,0,0,0,0.499707443755571,0,0,0,0,0,0.0564442234002371,0.035813833319637,0.278240203485825,-0.0277883291276032,0,0,0,0,0,-0.113679017686341,0,0,0,0
X000001.CH.EQUITY,0,0,0,-0.0810481259784801,0.214125208593851,0,0,0.20782344321311,0.0718899536836512,0.165743058831425,0,0,0.16304885711989,0,0,0,0,0,0.0565613420266099,0,0,0,0,0.216519345886043,0.117067301814529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668835188441537,0,0,0,0,0,0.120027435308827,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.18849886571601,0.127379160693904,0,0,0,0,0.134380244260538,0,0,0,0.151764652745778,0,0,0,0,0,0,0,0,0.272458046000527,0,0,0,0,0,0,0,-0.00590519410739416,0,0,0,0,0,0,0,0.0353080379040153,0.0401786428098287,0,0,0
X601169.CH.EQUITY,0,0.0105570394334947,0.156479012020446,0,0,0.066112799609979,0,0,0,0,0.00916046787030243,0,0.0393058330629382,0,0.251360200364986,0.0344335172028208,0,0.0677660078010303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998550615427447,0,0,0.0619374597775413,0
X601229.CH.EQUITY,0.190131873126953,0,0,0,-0.0379181536036932,0,0,0,0,0,0.234200807458818,0,0,0,0,0.0609611249831683,0,0,0.0598347494645981,0,0,0,0,0,0,-0.0462921817847855,0,0,0,0,0,0.0965138062857426,0,0,0,0,0.414834115185295,0,0,0,0,0,0,0,0.0768439294048764,0,0,0,0.00994570215227238,0
X600919.CH.EQUITY,0,0,0,0.0483984315048971,0.327234334665667,0,0,0,0,0,0,0,0,0,0.587202886948421,0,0,0.0784115399896268,0,0,0,0,0,0.0608689399422321,-0.105626049660765,0,0,0,0,0,0,0.255016082375375,0,0,0,0,-0.152866194889832,0,0.0182134991307957,0,0,0,0,0,-0.0280218588911775,0,0.062028161864671,0,0,0.0565677374169953
X002142.CH.EQUITY,0,0,0.0891245195649343,0,0,0,0,0.227594351420982,0,0,0,3.46944695195361e-18,0,0,0,0.030885399151502,0,0,0,0,0,0,0,0.300532064842492,0,-0.135601223793368,0.145711498073056,0,0,0,0,0,0.0258426058779099,0,0,0,0,0,0,-0.0888356381538273,0,0,0,-0.158438148087968,-0.111562416553343,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.012767203882076,0,0,0.19226370016222,0,0.127679388542863,0,0.314210700656037,0,0,0,0,0,0,0,0,0.255391666945887,0,3.46944695195361e-18,0,0.0341761657329342,0,0,0,0,0,-8.67361737988404e-19,0.125105854116765,0,0,0,0,0,0,0.294940971490554,0,0.0456842115000335,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445771898824281,0,0,0,0,0,0,0.111327271205202,0.0818103168206225,0,0,0,0,0.203489075702931,0.26841973796792,0,0,0,0,0,0,0,0,0.183506624994664,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.215011969657932,0,0.124109741856177,0,0,0,0.0815645294772666,0,0.0541102398034302,0,0,0,0,0,0,0,0,0,0.0330462081135222,0,0.0137819016764065,0,0,0,0.470328189057142,0,0,0.00993562999509877,0,0,0,0,0.0169145855132867,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0.0101164780982406,0,0,0,0.270629659186911,0,0,0,0.328076523949898,0.0835166547521727,0,0,0,0,0.0303665128341174,0,0.156502679562738,-0.0426274142320063,0,0,0,0.0712859098311786,0,0,0,0,0,0,0,0,0,0,0,0,0.050249934417352,0,0,0,0,0,0,0,0,0,-0.0462015551259476,0
X2881.TT.EQUITY,0,0,0,0,0.0804045048847359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449998394923258,0,0.0411746057769364,0,0.153529753327162,0,0.105265782563634,0,0,0,0,-0.114957725105239,0,0,0,0,0,0,0,0,0,-0.210353259510464,0,0,0,0,0.128994718379758,0.0106219526472863,0.256199608797569
X2891.TT.EQUITY,0,0,0,0.0256864754015281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342318089323068,0,0,0.076970267284584,0,0,0,0,0,0,0.206176185954042,0,0,0,0,0,0.216055230370287,0,0,0,0,0,0.0257441181568248,0.138990287123462,0,0
X600926.CH.EQUITY,0,0,0.092650913706404,0,0,0,0,0,0,-0.166079168967665,0.0200522444319255,0,0,0,0,0,0,0,0.149610333343974,0.509016865265646,0,0,0,0.178720834632258,0.203412969631634,-0.0805249627205877,0,0,0,0.0370583745465802,0,0,0,0,0,0.041327313451482,0,0.0551787030629099,0.105170112597978,0,-0.156195348529487,0,0,0.0660695370096449,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.00259000677292682,0,0.085172357931987,0.0969973650446717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916551823470268,0,0.091383214395299,0,0,0,0,0,0,0,0,-0.209312609698236,0,0,0,0,0,0,0,0,0,0,0,0.250651770537225,0.114984393397491,0.1233684292581,-0.128448521362205,0,0.0208154515849593,-0.0481220901585315
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0438456169466855,0,0,0,0,0,0,0,0,0,-0.0964181605955264,0,0,0,0,0,0,0,0,0,0,0,0,-0.167566107359845,0,0,-0.0591351504932141,0,0,0,0,0,0.489782447933336,0.233069949752521,0,0,0,0.0996565870825371,0,0,0
X601077.CH.Equity,0,0,0,0,0.119327348866854,0,0,0,0,0,0.127205180844636,0.131957072500477,0,0,0.0480186864241094,0.110226693577868,0,0,0,0,0.0390618296068475,0,0,0,0.0175020439936884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361967937311802,0.279651794692501,0,0,0.108734452212697,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,-0.0482622112245288,0,0,0,0,0,0,0,0.384958443651599,0,0,0,0,-0.103540760740137,0,0.0804602621338299,0,0.587073126142997,0,0,0,0,0,-0.113376217967311,0,0,0,0,0,0,0.129061909817379,0,0,0,0,0,0,0,0.0480619381173772,0,0,0.0276829937660509,0,0.0946306926740679,0
X5880.TT.EQUITY,0,0,-0.0788965551467315,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.116395813032714,0,0,0,0.0267791526669147,0,0,0.0270893932299065,0,0.0763006469246243,0,0,0,0,0.102070247171068,0,0,0,0,0.225263201630271,0,0,0,0,0,-0.0350792066587717,0,0,0.0674211081098747,0.009405406129442,0.0365424223686133,0,0,0.393747055295549,0,0
X2886.TT.EQUITY,0,-0.307858769503047,0,0,0.11672662767441,0,0,0,0,0.055301788889733,0,0,0,0,-0.0682293712410476,0,0,0,0.186643307292408,0,-0.222392597392608,0.379696872194299,0,0,-0.212393531951904,-0.120384040144444,0,0.16403323817963,0,0,0,0.0928316229199469,0,0,-0.260415113845266,0.367754212609747,0,0,0,0,0,0,0,0,0,-0.0875332324752681,0,0.393385959805924,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568811452081531,0,0,0,0,0,0.0971057697448837,0.0369384978535205,-0.0692249520635951,0,0,0,0,0.109931360123855,0,0,0.289931350379229,0,0,0,0,0,0.175270444875558,0,0,0.222869976413316,0,0,0,0,0,0.0322323523071036
X2888.TT.EQUITY,0,0,0,0.0384001208348913,0,0,0,-0.06420230392714,0,-0.0518008252687033,0,0,0,0,0,0,0,0,0,0.132396824951399,0,0,0,0,0,0,0,0,0,0,0,0.0340230252865313,0,0,0,0.0413430983475648,0,0.0393129232741427,0,0,0,0,0,0,0.0847650673197007,0,-0.164204600296077,0.352106891177947,0,0.421465900051556
X2880.TT.EQUITY,0,0,0,0,-0.00345039837119478,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0560298782874701,-0.0670771894861584,0.0650829829641687,0,0,0,0.000661942786457214,-3.46944695195361e-18,0,0.113766519440216,0.106704997168627,0,0,0,0,0,0,0,0.242437586067829,0,0,0,0,0,0,0,0,0,0.108918335769373,0,0,0,0.0536405438818739,0,0.396027345445196
X601577.CH.EQUITY,0,0,0,0,0,0,0.0148568208977923,0,0,0,0,0.0523698370189841,0,0.227955820129051,0,0,0,0.210932598238746,0,0,0.0789374169845191,0,0,0,0,0.0970843643177516,0,0.2251295900101,0,0,0,0,0,0,0,0,0,0,-0.151585489008231,0,-0.107861709680822,0,0,0,0.28345506440543,0.231734889086735,0.158570747406805,-1.38777878078145e-17,0,0
