,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X267.HK.EQUITY,0,0,0,0,0.555740458602684,0,0,0.0120507993809718,0,0,0,0,0,0,0,0,0,0.373829524266962,0,0,0,0,0,0.192315983701753,0,0,0,-3.46944695195361e-18,0,0,-0.20363009276186,0,0,0,0,0,0,0,-0.0986361853892195,0,0,0.13585916862092,0,0,0,0,0,0,0.0417821102168307,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,-0.0318945873833799,0,0,0,0,0,0.26081935325768,0,-0.022106062091778,0,-0.0263298144468341,0,0,0.156024645987937,0,0,0,0,0,0,0,0,0.0932316433621631,0,-0.0287117608032176,0,0,0,0,0,0,0,0,-0.263270905865365,0,0,0,0,0,0.594547839868067,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.12449653033527,0,0,0,0,0,0,0,-0.0750944637717315,0,0,0,0,0,0,0,0.0528607310057541,0,0,0,0,0,0,0,0,0,0,0,0.411011406935306,0.0598901332420356,0,0,0,0,0.0555591195180138,0,0,0,0.20475607129651,0,0.121083269264778
X601688.CH.EQUITY,0,0,0,0,0.100472801016213,0,0,0,-0.0321348562752415,0,0,0,0,0,0,-0.167087171918902,0,0,0,0,-0.490139105764536,0,0,0,0,0,-0.0340113537804128,0.302813365901661,0.149536346583675,0,0,0.0636390729548258,0,0,0,0,0,0,0,0.416386908649786,-0.0149407234991325,0,0,0.0945483043216034,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.207576565423984,0,0,0,0,0.363444836784147,0,0,0,0,0,0,0,0,0.170715991290948,0,0,0,-0.00526050682319751,-0.0679265812242771,0,0,0,0,0,0,0,0,0.0840335975289066,0,0,0,-0.0141553903824001,0,0,0,0,0.134420250675449,0,0,0,0,-0.158755114291007,0,0,0.244934920220926,0,-0.218918048842159,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.0317362460094054,0,0.0122271068526128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425505641925534,0,0,0.11851829929943,0,0.101459430056361,0,0,0.0449173234956701,0,0,0,0,0.0630740014081288,0.27178795853422,0,0,0,0,0,0,0,0,0,0.263663600165247
X600837.CH.EQUITY,0,0,0.0768074991399733,0,0,0.0232732106538029,0.0698909688842173,0,0,0,0,0,0,0,0,0,0,0,0,0.105978242105414,0,0,0,0,0,0.137996134388432,0,0.111353722971374,0,0,8.67361737988404e-19,0,0,0,0.292590186790454,0,0,0.0286032437768825,0.00201718780127068,0,0,0,0,0.13125532399235,0,0,0,0,0,0
X601336.CH.EQUITY,-0.045927114254864,0,0,0,0,-0.0509017575677269,0,0,0,0,0,0,0,-0.0062939452274983,0.174792648207538,0,0.107143992465355,0,0,0,0,0,0,0.0205752481235159,0,0,0,0,0,0,0,0,0,0,0,0.463795088820019,0.241017466756734,0,0.235022107677711,0,0,0,0,0,0,-0.159593885994141,2.16840434497101e-19,0,0,0
X601229.CH.EQUITY,0.104782043033282,0,0.324140340962088,0,0,0,0,0,0,0.0639058525073071,0,0,0,-0.326593002640604,0.141356792836219,0,0,0,0,0,0,0,0,0,0,0,0,0.0303955710637741,0,0,0,-0.17216896519482,0,0.0669198483504516,0,0,0,0,0.278104008832917,0,-0.071468484227523,-0.111922267952663,0,0,0,0,0.476408215337867,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,-0.154947489898458,0.0477301112176409,0.0445470139591076,0,0,0,0,0,0,0.125698079664567,0,0,0.0381673261062843,0,0,1.38777878078145e-17,0.231719856879228,0,0,0,0,0,0,0,0,-0.0116985011100004,0,0,0,1.73472347597681e-18,0,0.306712653115445,0,0,0,-0.0414596022151207,0.215672253572591,-0.02361372745627,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0162522429551116,0,0,0,0.185366715823689,0,0.037586476810086,0,0,0.0585011914919076,0.38682908675769,0.360657396767772,0,0.0647182093505839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039581675818082,0,0,0,0,0,0,0,0.0326613306178427,0,0,0,0,0,0,0,0,0,0,0,0.0855459976633811
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.168662993823944,0,0,0.151364827408523,0.183370770017848,0,0,0,0,0.275399050717483,-0.13844160949522,0,0,-0.151111645320013,0.0813174198836017,0,0,0.041297090619408,0,0,0,0,0,0,0.349211397781312,0,0,0,0,0,0,0,0,0,-0.0214767107772595,-0.00896467073313076,0,0,0,0.198673233717883
X000166.CH.EQUITY,0,0,0,0,0,0.0165705969862735,0,0,0,0,0,0,0.0902852340389634,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0414640397720457,0,0,0,0,0.136361868546445,0,0,0,0,0.407348946228496,0,0.0797994917629833,0,0,0,0,0,0,0,0,0,0.065402149280716
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081110654452698,0.0673005706508299,0.0628943123044957,0,0.144578884612676,0,0,0,0,0.000357255866543329,0.285550453860905,0,0,0.0303247190769958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153644311507952,0.0548134982116601,0,0.0552051002462736
X2881.TT.EQUITY,0.175942222736329,0.118896840749994,0,0,0,0,0,0,0,0,0,-0.277740577563717,0,0,0,0,-0.128072914088649,0,0,0,0,0,0,0.206112745786773,-0.0702006397730418,0,0,0,0,0.429513038966877,0,0.429576816103424,0,0,0,0,0,0,0,-0.106426425653483,0.12842497842496,0,0.00633247959096758,-0.184483811132401,0,0.0715690800842516,0,0,0.0347490871231426,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323746176713677,0,-0.0302187749287999,0,0,0,0,0,0,0,0.0711201795023592,0,0,0,0.00321562678135373,0.000620204614629962,0.354741593247799,0,0,0,0,0,0,0,0,0.01323573495835,0.219541175234385,0,0.0324650711416081,0.0451403739697857,0,0.00141996863332105
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062568370722717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486021314239793,0.159977780713205,0.0739342369833534,-0.12404294522942,0,0,0,0,-0.0863976501086174,0,0,0,0,0,0,0,0.0518345514681375,0,0.0134834936996734,-0.0315787560400344,0,0.287730830568556
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0459935591137696,-0.0964539234063451,0,0,0,0.0515870467846207,0,0,0,0,0,0,0,0,0,0,0.0889832607672059,0.084056920477127,0.102302445503298,0,0,0,0,0,0,0.0277261441033114,0.180391602392073,0,0,0,0,0,0,0,0.0412891278774786,0,0,0,0,0,0,0.347611756790964
X2891.TT.EQUITY,0,0.113835691238429,0.185047133485622,0,0,0,0.0269630243298042,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334946224835463,0,0,0,0.0677120139136681,0,0,0,0,0,0,0,0,0,0,0.422226910551511,-0.146779780140074,0,0,0.00785902186718674,0,0,0.362088215358978,0
X2886.TT.EQUITY,0.353628186085782,0,0,0,0,0,0,0,0.202323813692229,0,0,0,0,0,0,0,0,0,0,0,-0.065982789499918,0,0.0645833200945593,-0.0601732577774484,0,-0.0102693265148365,-0.0871713497209022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856396376327759,0,0.304965647205183,0,-0.0841198153824983,0.030748750692465,0,-0.15370813691102,0,0
X601916.CH.Equity,-0.360067982750529,0,0,-0.329548429472256,0,0,-0.504948530946191,0,0,0,0,0,0,0,-0.239181957992726,0,0,0,0,0.0514678839187476,0.620986242992381,0,0.0689704476913838,0,0.322732805652164,0,0,0,0,0,0,0,0,0,0,0,0.733721950881558,0,0,0.235303334111949,-0.000470487513093351,-0.0697469341301287,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0348251378028079,0.391635531537871,-0.128747688886946,0,0,0,-0.15467499705601,0,0,0.348123035835256,0,0,0,0.0478056872716953,0,0.0117146027832157,0.007174894622439,0,0,0,0,0,0,0,0,0,0,-0.0297358242584683,0,0,0,0,0,0,0,0,0,0,0.142297939688552,0,0.183096158369183
X600919.CH.EQUITY,0,0,0.244903731070096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327488058399401,0,0,0.0687694484673216,0,0,0,0.0191650969943253,0,0.0759741178278715,0.0625291841636675,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0428180029473972,0.569688331360061,0,0,0,0,-0.150052243206907,0,0,-0.123314688996676,0,-0.0421486356272603,0,0.0651534655188709,0,0,0,0,-0.0830586415000992,0,0,0,0,0,0,0,0,0,0,0.13360858280126,0.472185309736599,-0.0979721309011381,0.223860711641765,0,0,0,0,0.152351405600272,0
X601009.CH.EQUITY,0,0,0.210681747573801,0,0,0,0,0,0,0,0,0,0,0.185696922864135,0,0.055596528205972,0,0,0,0,0,0,0,0.126358424854639,0,0,0,0,0,0,0.123475973431559,0,0.0729287265709468,0,0,0.152085749700915,0,0.0673030464907008,0,0,0,0,0,0,0.104301687145432,0,0,0,0,0
X601901.CH.EQUITY,0,-0.0421134338415358,0,0,0,0,-0.102970090292783,0,0.0826732355252041,0,0,0,-0.135765154731113,0,0,0.0266509584606458,-0.141645437117328,0,0.635204440963158,0,0,0,0,0,0,0,0,0,0,-0.005307387619787,0,0.0369442968599907,0,0,0,-0.12708599517241,0,0,0,0,0,0,0,0,0,0,-0.021674336375992,0,0,0.367606751487299
X2892.TT.EQUITY,0,6.93889390390723e-18,0,0,0,0,0.169765723086486,0,0,0,0,0,0,0,0,0.0267903349801281,0,0,0,0,0,0.0644867112887285,0,-0.0456612498527529,0,0,0,0,0.176568660047412,0,0,0,0,0,0,0,0.148297839747756,0,0,0,0.00212029627996791,0,0.131695028359495,0,-0.0899640135294673,0.58055256878255,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193406094677705,0,0,0,0.0354503214586252,0,0,0,0.57046482305223,0.185477939286694,0.0335673259538506,0,0,0.09059854013479,0.0740910070958704,0,0,0,0,0,0
