,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.105270038412718,0,0.0381600226252161,0,0,0,0,0,0,0,0.282864998445406,0.174997888612492,0,0,0.0672790077453661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0581576488112428,0,0,0,0,-6.93889390390723e-18,0,0.0324167705189196,0,0.137604367906913,0
X601318.CH.EQUITY,0,0,0,0,0,0.159121882676727,0.0632576957680659,0,0.125457032402406,0,0,0,0.142060981229963,0,0,0,0,0,0,0,-0.0335495879474002,0,0,0,0,0.0429985981795692,0.175014139498203,0,0,0.432986564282456,-0.243793842557494,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.278709456066463,0,-0.0860329238467519,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.733037339259062,0,0,0,0,0.00537471555593186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200507783538016,0,0.0987384483457075,0,0,0,0,0,0.141897385730657,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0659816831296705,0,0,0.00905468898554889,0,0,0.0186461135955705,0
X601288.CH.EQUITY,0.305888931855868,0,0.0877857750468106,0,0,0.321780948056664,0,0,0,0,0,0,0,0,0.0149354412995501,0.0827939822105782,0,0,0,0,0,-1.38777878078145e-17,-0.0114950356083425,0,0,0,-0.0980661867479016,0,0,0,0.211848058104185,0,0,0,0,0,0.103095926766988,0,0,0,-3.46944695195361e-18,1.73472347597681e-18,0,0,0,0,0,-0.0755644986271443,0,0
X5.HK.EQUITY,0,-0.199244368160908,0.119384764691156,0.150238320943091,0,0.0142806726097535,0,-0.162846491634248,0,0,0,0.0295170959843673,0.197777286402371,0,0,0,0,0.575081093904648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192893486858521,0,0,0,0,-0.10912725207626,0,0,0,0,0,0,0.0730006241808313,0.252208309292433,0,0,0
X601988.CH.EQUITY,0.044762001799091,0.107565389602132,0.23265041460318,0.244328810877627,0,0,0,0,0.10052294278078,0,0,0.0940995243335667,0,0,0,0,0,0.263519062612464,0,0.0419981307596232,0,0,0,0,0,0,0,0,0,0.0804282577032559,0,0,0,0,0,0,0,0,0,0,0,0.0827076164047887,0.0205078937516351,0,0,0,0,0,-0.210354816309651,0
X600036.CH.EQUITY,0,0.0304175081978509,0,0,0,0,0,0.249185230405044,0,0,0,0,0.19805347081287,0.234468914415678,0.0513211131010998,0,0,0,0,0,0,0,0,0,0,0.0141711123808603,0.16022533081088,0,0.0422681105044197,0,0,0,0,0,0,0,0.011194545162919,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.115188966873023,0,0,0,0,0,0,0,0.0796527770945372,0.298504267340652,0,0.221459248872388,0,0,0,0,0.148481812639828,0,-0.0909652181205372,0.115460522224148,0,0,0,0,0.00592896150007614,0,0,0,0,0,0.0444877263522066,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.239993717728517,0,0,0,-0.0375826578730427,0,0.141794349583651,0,0,0,0,0,0,0,0.023885473534999,0,-0.0961391250575207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491586675713429,0,0,0,0,0,0,0,0,0.140721132172053,0,0.0449307460222241,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,-0.224860953793719,0,0,0,-0.131019055959103,0,0,0,0.151642435332229,0,0,0,0,0,0,0,0,0,-0.21784392797327,0.0851403544750397,0,0,0,0,0.471557138069882,0,-0.0177132166111873,0,-0.258393838917814,0,0,0.480743295929647,0,0.0816688071172251,0,0.202922661189619,0.163746691607601,-0.114311771572862,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.302221448043274,0.0121878620236375,0,0,0,0,0,0,0,0.0175031818058083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259884626237025,0,0,0
X601328.CH.EQUITY,0,0,0.121737742192385,0,0,0,0.0741485886077489,0,0,0,0,0,0.513830069334206,0,0,0,0,0,0,-4.33680868994202e-19,0.00499393691228057,0,0,0,0,0,0,0,0.100652270148825,0,0,0,0,0,0,0,0,0,0,0,-0.0760953763745683,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.032044473664398,0,0.17302602174226,0,0,0,0,0.560201841342862,0,0.096657695879393,0,0,0,0,0,0,0,0,0,0.0274900855436476,0,0,0,0,0,0,0,0,0,0.113517996999367,0,0,0,0,0,0,0.171935875482,0,0,0,0,0.0503693583260862,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.377938715217674,0,0,0,0,0,0,0,0,0.065370441648959,0.0774837420680815,-0.0243654813320611,0,0,0,0,0,0.111903458679841,0,-0.124596048482344,0.238878679300567,0,0,0,0,-0.0332557069370931,0,0.243079487346218,0,0,0,0,0,0,0,0,0,0,0.108256885958277,-0.194544075975898,0.216526490409718,0,0,0
X601601.CH.EQUITY,0,0,0,0.0218593571943251,0,0,0,0.0907133431536531,0,-0.116971162811636,0.23252271322743,0,0,0,0,0,0,0,0,0,0,0,0.368922119208967,0,0,0,0,0,0,0,0.164510428355208,0,0.0488715657109381,0,0,0,0,0,0,0.137602475166683,0,0.0331413235600358,0,0,0,0,0,0,0.052449214101368,0
X388.HK.EQUITY,0,0,-2.16840434497101e-19,0.0192051760249434,0,0,0,0.088701459597909,0,0,0,0,0,0.0334811245846691,0,0,0,0,0,-0.0627926466329899,0,0.582664133831206,0,0,0,0,0.0205055283180123,0,0,0,0,0,0,0,0,0,0,0,0.0232638858592517,0,0.0258094609196901,0,0,0,0,0,0,0.0758288420505319,0,0
X601319.CH.EQUITY,0,0,0.0758873474866216,0,0,0,0,0,0,0,0,0,0,0.3645384161153,0,0,0,0,0,0,0,0,0,-0.16935929453659,0,0,-0.254760167533558,0,0,0.348002844023492,0,0,0,0,0,0,0,0,0,0.105208686193743,0,-0.0862553741110096,0,0,0.191454012591158,0,0.0196015372160238,0,0,0
X11.HK.EQUITY,0,0.192504617930912,0,0,0.172745192423906,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0552862774359792,0,0,0,0,0,0.547611891453517,0.0661522709680809,-0.0974824550429616,0,0,0,0,0,0,-0.027681783675432,0,-0.00218341232211023,0.0258318972830993,0,0,0,0,0,0,0.0407586032219603,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0134537362555611,0,0,0,0.0213654383181597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378527485497755,0,0,0,0,0.0992582046788528,0,0,0,0.288790653780966,0.0718137378926389,0.00784765745296948,0,0,0,0,0,0,0,0,0.0115794884729338,0
X600016.CH.EQUITY,0,0.195950831818986,0,0,0,0,0,0,0,0,0,0.288065856516928,0.095635238069187,0,0,-0.173234697403592,0,0.0683360001676549,0,0,0,0,0,0,0,0,0,0,0,0,0.108828790124865,0,0,0.166473431079802,0,0.389081061019249,0,0,0,0,0,0.156585270951134,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.225635067483183,0,0,0,0,0,0,0,0,0,0.121978819620944,0,0,0,0,0,0,0.179461179982967,0,0,-0.0225859452905498,0.117959646552301,0,0,0,0,0,0.0555403464563519,0,0.0868572884434603,0,0,0,0.0834314817079528,0.00903520336824052,0,0,0,0,-0.11114659628544,0.182809391152559,0,0,0,0,-0.110047717424757,0.0517464378590582,0
X2388.HK.EQUITY,0,0,0,0,0.0347356063651645,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.102020294312704,0,0.42383670756134,0,0,0,0,0,0,0,0,-0.0859484054814634,0,0,0,0,0.172739803973928,0,0,0,0,0,0,0,0,0.0625254304612638,0,0,0,0,0.17626492041685,0.157858245408101,0,0,0
