,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X600958.CH.EQUITY,X600926.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0.734353880377007,0,0.0351655859490388,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0637618165499691,0,0.097920505358084,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0871530163552503,0,0,0.0969587822929248,0,0,0,0,0,0,0,0,0,0,0,-0.04512726144991,0,0,0.00124086151855657,0,0.000751941682543838,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0280831595289992,0,0,0,0.0503539583483437,0,0,0,0,0.353559192980436,0,0,0,0,0,0,0,0,0,0,0,0,0.0863231178134228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709796967539099,0.00354212663073792,0.0219583441152323,0.036809414146662,0
X601939.CH.EQUITY,0,0,0,0,0.728761438545011,0,0,0,0,0,0,0.20508412385116,0,-0.0517802027087398,0,0,0,0,0.00401700345955555,0,0.0465061452062284,0,0,0.00278309553265663,0,0,0,0,0,0.0764593212490342,0,0,0,0,0,0,0,0,0,0,0,0,0.0619652171925584,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0696838410145501,0.213144321381842,0,0,0,0,0,0.0781918661762581,0,0,0.139455039152795,0.102125983825328,0,0,0,0,0,0.0135094485045711,0,0.327780529023571,0.0430799666125529,0,0,0,0,0,0.056252419774203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.236198615061443,0,0.82784043790115,0,0,0,0,-0.0860053052270799,0,0,0,0,-0.0481166997216265,0,0,0,0,0,0,0,0,0,-0.0689321707518411,0,0,0,0,0,0,0,0,0,-0.0460455043151289,0,-0.0144072872666881,0,-0.0406624641938917,0,0,0,0.179705469801023,0,0,0,0,0.0286709116023906,-0.0973030656074011,0,0,0
X600036.CH.EQUITY,0,0.150387284470452,0.0282203013061234,0,0.272103901496898,0,0,0,0,0,0,0,0,0,0.156468488516434,0,0,0.0675595472922641,0,0,0,0,0.117388648537508,0,0.0316604854297754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158043840221427,0.135205355463603,0,0,0,0.00163319617553582
X601988.CH.EQUITY,0,0,0,0,0.0430287368971516,0.0124955912080487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0200196530724227,0,0,-0.01442938349945,0,0,0,0,0,0,-0.0270583059009954,0,-0.0792144084062817,-0.0815221218336213,0.898422219080614,0,0,0,0,0,-0.102068074224767,0,0,0,0,0.18279650483879
X1299.HK.EQUITY,0,0,0,0,-0.107541657584684,0,0,0,0,0.406336579077802,0,0,0,0.0668317549442736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502695145371627,0,0,0.29756400858268,-0.117655233297496,0,0.0302497065074815,0,0,0,0.134750111034713,0,0,-0.0469762034039983,0,0,0,0,0
X5.HK.EQUITY,0,0.227862135138347,0,0,0,0,0,0,0,0,0,0,-0.171899351699587,0,0,0,-0.133810421246731,0,0,0,0,0,0,0.00920389497379984,0.291762925168513,0,0,0,-0.119756389237375,0,0,0.224794721936351,0,0,0.276593705445961,0,0,-0.00691251155399233,0,0.0788180400299553,0,-0.0838748060773871,0,0,0,0,0,0.0269736560897908,0,0
X388.HK.EQUITY,0,0.0545079925442744,0,0.253660924666516,0,0,0,0.0496649917566596,0.250653715488681,0,0,0,0,0,0.123555939972658,0,0,-0.438970545386993,0,0,0,0,0,0,0,0,0.0843826034371246,0,0,0,0,0.258118907555416,0.0827819377490129,0,0,0,0,0,0,-0.122932741477543,0,0,0.173006727303324,0,0,0,0,0.125248671395632,0,0
