,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0.397007983407933,0.0261882909246485,0.120352220637526,0,0,0,0,0,-0.0895305560261943,0,0,0,0,0,0,0,0,0.0409419917452801,0,0,-0.079897103594143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148481525783951,0.0851955257929804,0,0.0929133849331585,0,0,0,0,0,0,0.114974974131607,0
X601939.CH.EQUITY,0.187943838469094,0,0,0.04488802065548,0,0,0,0,0,0,0.193819764838655,0,-0.0242843299050313,0.321289893829495,0,0,0,0,-0.138153259411306,0,0.175749666965922,0,0,-0.0438349173792105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115257433330349,-0.00139816365189547,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0457995026324295,0,0,0,0.219486358741941,0.183452571498446,0,0,0,0,0,0,0,0,0,0,0,0,0.166657499474371,0,0,-1.73472347597681e-18,0,0.105128063177085,0,0,0,0,0,0,0,0,0,0,0.044609613955096,0,0,0,0,0,0,0,0,0,0.154754380265314,0,0,0,0,0
X601288.CH.EQUITY,0.444185998921345,0,0,0,0.234028326212454,0,0,0,0,0,0,0,0,0.0444789043458045,0,0,0.0177538623089719,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0548699961289784,0,0,0.0707376582639359,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0432373403538705,0,0.0842812489800532,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.108772353197098,0,0.468395660996153,0,0,0,0,0,0.398299289182429,0,0,0,0,0.114029503774305,0,0,0,0,0,0,0,0.0597394922204977,0,0,0,0,0,0,0,0,0,0,0.0449477666634022,6.93889390390723e-18,0,-0.17915533355061,0,0,0,0,0,0,0,0,0,0.117226788244492,0,0,0
X600036.CH.EQUITY,0,0.0367291119056716,0,0,0,0,0,0,0.0250360094186746,0,0,0.0894059797932079,0,0,0,0.122108121407719,0,0,0.184781118865448,0,0,0.0155124181101189,0,0,0,0.278212362462914,0,0,0,0,0,0.128319481576126,0.0238760558040158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127641725074175,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.144004162679731,0,0,0.128957972930501,0,0,0,0,0.270136534502909,0,0,0,0.329521210326962,0,0.208730771649628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491797023881083,0,0,0,0,0,0,0,0,0,0,0,-0.02272634924416,0,0
X5.HK.EQUITY,0,0,0,-0.114087447536745,0,0,0,0,0,0,0,0,0,0,0,-0.0430742297064265,0,0,0,0.301847730946598,0,0,0,0.584525903901835,0,0,0,0,0.144773237314793,0,0,0,0,0,-0.365617440120499,0,0,0.0828111000070239,0,0,0,0.315226740558334,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0914835718241206,0,-0.0476685016693453,0,0,0,0,-0.190710925960744,0,0,0,0,0,0.214659755321542,0,0,0,0,0,0,0,0,0.0628106333310548,0,0,0,0.232065734671001,0.11515212995086,0,0,0,0,0.19404850098076,0.116660980860145,0,0,0,0,0,0,0,0,0,0,0.0479770591734008
X601658.CH.Equity,0,0.125140742679696,0,0.000964586841843641,0.127227553018326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210049342337951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14012720656616,0,0,0,0.537544924437386,0,0.12733441662138,0,0,0,0,0.178624345121364
X601328.CH.EQUITY,0.0597536570383809,0,0,0.528873846039134,0,0,0,0,0,-0.0462083134556717,0,0.0340755151984764,0.0125667466580667,0,0,0,0,0,0,0,0,0,0,0,0.180583378977322,0,0,0.163481727629454,0,0,0,0,0,0,0,0,0,0,0,0.0901367605930773,0,0,0,0,0,0.038129006063708,0,0,0,0
X601166.CH.EQUITY,0.0012246691597697,0,0,0.0286109307629676,0,0.370647569999012,0,0,0,0,0,0,0,0.0518978274771789,0,0.0627279115457565,0,0,0,0,0,0,0,0,0.259874616861506,0,0,0,0,0,0,0,0,0,0,0.0230664675224722,0,0,0.0356121791462215,0,0,0,0,0,0,0,0,0,0.10561364663965,0
X388.HK.EQUITY,0,0,0.278343284873654,0,0,0,0.153466361924843,0,0,0,0,0,0,0.152784593655046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529111809670883,0,-0.0519145403606635,0,0,0,0,0,0,0,0,0.0225440473894454,0,0,0,0
X600000.CH.EQUITY,0.253016139451608,0.0882952656523675,0,0,0.0341889861626316,0,0.000625939575533175,0,0.0614427590263219,0,0,0,0,0,0,1.73472347597681e-18,0.0334671902509592,0,0,0,0.0697325567158052,0,0,0,0,0,0,0,0,0,0.0236203216435763,0,0,0,0,0,0,0,0,0,0,0,0,0.18984344475285,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0564100576683336,0,0,0,0,0,0,0,0,0.0222337170352789,0.217857327419839,0,0,0,0.29844758694365,0.00713699107804385,0,0.0537784098899161,0,0,0,0,0,0,0,0,0,0,0.154473326652176,0,0,0,0,0,0.100817858029191,0,0,0
X000001.CH.EQUITY,0,0,0.281125950050337,0,0,0.0791182633943503,0,0,0,0,0.0176696538324464,0,0,0,0,0,0,0,0,-0.0517259701610752,0.0865529295133039,0,0.0553153408364931,0,0,0.0817301209210667,0,0,0,0,0,0,0,0,0,0,0,0,0.0431156817128164,0,0,0,0,0.20286429564933,0,0.190084962218379,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.109224341743325,0.133581701693006,0,0,0,0,0.0365924172334407,0.136776282752586,0.269670048448965,0,0.120421749134676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766932963194239,0,0.0174401428593402,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.171023342806095,0,0,0,0,0,0,0,0.0766141485480795,0,0,0,0,0.0741557480150243,0,0,0,0.175868852053858,0.0275597712752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307082173176423,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0321275993318076,0,0.58027351091771,0,0,0,0.0270492032232438,0,0.116001944366301,-0.0822473368286728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433878898577225,0,0,0,0,0,0,0,0.14982885672407,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0.31211127904421,0,6.93889390390723e-18,-0.0706825511947947,0,0,0,0,0,0,0,0.0570415954002346,0,0,0.6328196643591,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.013356825329439,0,0,0
