,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X600061.CH.EQUITY,X2892.TT.EQUITY
X601166.CH.EQUITY,0.186173849677882,0,0.0206292638411389,0.24682384890933,0,0.0320193743536094,0.0507792640378769,0,0,0.0680998370056253,0,-0.00143433893970576,0.230339398548603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166838045144207,0,-0.0460811524466289,0,0
X601319.CH.EQUITY,0,0.162973039400299,0,0,-0.164685610478404,0,0.014568293195909,0,0,0,0,0,0,0,0,0,-0.0837558446083087,0.0715233584315459,0,0,0,0,0,0,0,0,0.0355465102166945,-0.0769669715772247,0,0,0,0,0,0,0,0,0,0,0.00342931932776799,0,0.103510195172106,0.684467725808372,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.119488596707897,0,0,0.270175191836374,0,0,0,0,0,0,0,0.167626045004884,0,0,0,0,0,0,-0.0134716207239039,0,0,0.204549686887097,0,0,-0.0458471969387509,0,0,0,0,0,0,0.142777494981869,0,0,-0.0253873561786627,0,0,0,0,0,0.184691965437569
X11.HK.EQUITY,0,0.102792388667418,0,-0.0764418241009187,0.305099683058053,0.184960645229601,0,0,0,0,0,0.130165847028571,-0.0622198065019733,0,0.21051624439978,0,0,0.235909300959297,0,0,0,0,0,0,0,0,0,-0.0266534867861848,0,0,0,0,0,0,0,0,0,0,0,0,-0.10771629528597,0,0.253919717478876,0,0,0.0564352587702796,0.10622353624722,0
X601601.CH.EQUITY,0.171325184797166,0.139058836784321,0,0,0,0,0.0794903738751907,0,0.0498932302199619,0,0,0,0,0.124806803361217,0,0.0118778189246043,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.433875876227301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0373004236747853,0.136283232168772,0.237329359687546,0.259029200867791,0,0.29779026915002,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775175627094799,0,0.0766051643118089,0,0,0,0,0,0,0.0482030618849314
X2388.HK.EQUITY,0,0.342575053527592,0,-0.277085814239345,0.0762976843016246,-0.320793659101049,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.315996320954798,0,-0.0616281760176569,0,0,0,0.0151480415144916,0,0,0,0,0,0,0,0,0,0,0,-0.0535548472966879,0,0,0,0,0,0,0,0,0.129999199372184,0.560624716269274,0,-0.0474951159170723,0,-0.00504530432143043
X267.HK.EQUITY,0,0,0,0,0,-0.429704618176627,0,0,0,0,0,0,0,0,0,0.303783812914678,0,0,0,0,0,0,0,0,0,0.179047578443787,0,0,0.432373989543383,-0.244257615098151,0,0,0,-0.127361758503638,0,-0.121728563823269,0,0,0,0,0.0608687209878093,-0.0758644159660235,0,0.219230841315663,0,0.360184345248841,0,0
X600016.CH.EQUITY,0,0,0,0.0856114935191227,0,0,0,0,-2.16840434497101e-19,0.0234147277732581,0,0,0.213948935318644,0,0.0181351061862783,0,0,0,0,0,0,0.0228764079456475,0,0,0,0,0.075786092574393,0,0.0969781067539181,0.0043087153900074,0,0,0.277231532209745,0,0,0,0,0,0,0,0,0,0,0.159994212163972,0,0,0,0
X601998.CH.EQUITY,0,0,0.180150383344714,0,0.023472400624796,0,0,0,-5.42101086242752e-20,0,0,0,0.0600235550601186,0,0,0,0,0,0,0,0.00369826585407008,0.322773095267131,0,0,0,0,0,0,0.0553436918391021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249415009899301,0,0,0.397376183092308,0,0.0119793357378816,0.24538225158375,0,0,0,0.227489689109427,0,0,0,0,0,0,0,0.0395266855338373,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.103355861125729,0,0,0.114145456715625,0,0,0,0,0,0.0740566567437736,0.0439672702231437,0,0,0,0,0,0,0.116302146733893,0,0.148517676787773,0,0,0,1.73472347597681e-18,0.17855328595098,0,0,0.0344856480233276,0,0,0,0,0,0,0,0,0,0,0.000166003728204641,0,0,0,0
X601818.CH.EQUITY,0.00552918820412823,0,-1.73472347597681e-18,0,0,0,0.0782527769754242,0,0,0.330787700958122,0,0,0,0,0,0,0,0,0.504378270942631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257633901801044,0.157302270759177,0,0,0,0,0.0289217707764596,0,0,0,0,-0.0540281973723629,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324201268771383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588130157429357,0,0.114695571130321,0,0.215516778805321,0,0,0,0,0.174682386938364,0,0.0176150693620581,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.0202247024833437,0,0,0.009693000129675,-0.00498766757568651,0,0,0,0,0,0,0,0.425933266873703,0,0,0.0894069049285832,0,0,0,0,0,0.00615159237786942,0,0,-3.46944695195361e-18,0.00740541613139296,0.158394880503223,0,0,0,0,0.130716007020806,0,0.180252671281866,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.0837676257832526,0,0,0,0,0,-0.133639902833918,-0.160672330969549,0,6.93889390390723e-18,0,0.253158034979975,0,0,0,0,0,0,0,0,0,0.102978749970584,0,0,0,0,0,0,0,0,-0.0203920656239957,0.137122987054789,0,0,-0.0163134123613643,0.379933312256473,-0.0663000175919241,0,0,0,1.38777878078145e-17,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.0673164104597161,0.15915088410728,0,0,0.192319203912764,0,0,0,0.0811552247278876,0,0,0,0,0,0.34518114508972,0,0,0,0,0,0,0,0.111901255234912,0,0,0,0,0,0,0,0.117996592251924,0,0,0.00867169884533269,0,0,0,0,0,0,-0.0273160488801685
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0772396397019038,0,0,0,0.0286564639531241,-0.0525226453922832,0,0,0,0,0.432553251970351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617440963643267,0,0,0,0.0108083623970185,-0.0388727599014075,0.0553470384940257,0,0,0.255235549867749,0,0,0
X601229.CH.EQUITY,0.0570675506547773,0.175543527272403,0,0,0.013324916529568,0,0,0,0,0.139496607426741,0,0,0.337692378015867,0,0,0,0,0.0139267617226914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331530009070592,0,0,0,0,0,0,0,0.0124578645482627,0,0,0,0,0,0.120402459417053,0
X002142.CH.EQUITY,0,0,0,0,0,0.0385112134016355,0,0,0,0,0,0.304380991180658,0,0,0,0,0,0,0,0,0,0.112216764094151,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113070636270904,0,0,0.146894233781009,0.205653425206265,0.0203664673915945,0,0,-0.0221994657918123
X601169.CH.EQUITY,0.103646267576981,0,0,0,0,0,0.231554964253296,0.0523831471293596,0.0225837402740061,0,0,0,0,0,0,0,0,0,0,0.229356619415057,0,0,0,0,0.135089417018726,0,0,0,0.24629375391761,-0.194364906485091,0,0,0.139430062676191,0.0518146895842412,0,0,0,0,0.00383530817331245,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,-0.0876939836294985,0,0,0,0,0,0,0,0,0,0.0183860240933016,0,0.0231195786880145,0,0,0,0,0,0,0,0,0,0.158383370592629,0,0,0.119633037924399,0,0,0,0,0,0,0,0.0905189324141425,0.0393508425337437,0,0,0,0.253743558157762,-0.0524550663130028,0.398292785397684,0.0282937436838868,0,0,0,0.100560890532165,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.347906842518912,0,0,0,0,0,0,0,0,0,0,0,0,0.191399381526928,0,0,0.216589389403479,0,0,0.0931205646084297,0,0,0,0,0,0,0,0,0,0,0,0,-0.1688068483366,0,-0.348645646694368,0,-0.123122216562445,0,0,0.00157349580584968,0.115608587239125,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.13957596353655,0,-0.102932091883257,0,-0.121801431985657,0,-0.094534942036983,0,0.0291159583323648,0,0,0,0,0,0,0,0,0,0,0.323679471016763,0,0,0,0,0.234834546970154,0.793930777290792,0,0,0,-0.0679744331223736,0,-0.026276885056129,0,0,0,-0.442378934234213,0.0683698877632236
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673302230810633,0,0,0,0,0,0,0,0.565704388760337,0,0,0.0365995524160257,0,0.0277497885569375,0,0.302215299899841,0,0,0,0,0,0,0,0,-0.0225332866706282,0,0,0,0.0810826781071709,-0.0442094846577711,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,-4.33680868994202e-19,0.0273924673615105,0,0,0,2.16840434497101e-19,0.0348530333030649,0,0,0.0324276548756806,0,0,0.0101372515694799,0,0,0,0,0,0,0,0,0,0.025678709593868,0,0,0.0924825751623733,0,0.0684235351302097,0,0,0,0,0,0,0,0.206120575601314,0,0,0.401038968559881,0,0,0
X2881.TT.EQUITY,0,0,0,0,0.0105694598087521,-0.230263706236046,0.194708167256908,0,0,0,-0.152436665902805,0.0219627219372813,-0.0266068281946348,0,0,-0.197087439811841,0,-0.0617565952246581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00497354142031142,0.86939421585483,0,0,0,0,0,0,0.121601256993484,0,0.220811249584923,0,0,0.109362128572226,0.0180681736777596,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,-0.0490121914633748,0,0,0,0,0,-0.0602941694398634,0,0,0,0.0983503302553147,0,0,0,0,0.0144076863757611,0,0,0.0303730395384386,0,0.208156766197543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577416038733134,0,0,0,0,0.00343109481665331,0
X2886.TT.EQUITY,-0.155561060849609,0,0,-0.0996288336870694,0,0,0,0,0,-0.0581054806122353,0.116458705031219,0,0.0993001968255943,0.387685845410268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0806053591136318,0,0,0,0,0.0697154681988882,-0.330596623843499,0,0,0,0,0,0.206695343504159,-8.67361737988404e-19,0,0,0,0,0,0.451279286420285
X000776.CH.EQUITY,0,0,0,0,0,0,0,-0.0401544487138184,0.0318355799288391,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.530744751626753,0,0,0.0288500884913633,0,0.0146378351775386,0,0.0482689146426667,0,0,0,0.269588703044934,0,0,0,0,0,0,0,0,0,0,0,0.225886756815399,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0.0522747477980408,0,0,0,0,0,0,0,0.177608484713992,0,-0.0507748985836072,0,-0.00872877356191912,0.331156565458014,0,0,0,0,0,0,0,-0.000942472765253484,-0.0902532329719612,0,0,0,0,0,0,0,-0.267309979217971,0,0.293088419917317,0,0,0,0,0,0,-0.0862823770750945,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.211019609292641,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.158854684930746,0,0,0,0,0,0.270983350816547,0.0413691799103117,0,0,0.0896705869697199,0,0.295111163775936,0,0,0,0,0,0,0,0,0,-0.0881692490304024
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.076628937004881,0.152372832980287,0,0,0.051773559051153,0,-3.46944695195361e-18,0.263651015025342,0,0,0.10494563422174,0,0,0,0,0,0,0,0,0.0706063437083006,0,0,0,0.108295956677543,0,0,0,0,0,0,0,0,0,0,0.0378724772951863,0,0,0,0
X601009.CH.EQUITY,0.069653455643271,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.135362516823195,0,0,0,0,0,0.158587072477854,0.199073734592122,0,0,0,0.110082401007684,0,0,0,0,0,0,0,0.14679974569881,0,0,0,0,0,0,-0.000331951472078572,0,0,0,-0.0310570042711218,-0.0518022703671962,0.388184968022077,0,0,-0.0789778744274264,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664408505878326,0,0,0,0,0,0,0,0,0.0104264023714986,0,0.129593052656593,0,0.0245009465361909,0,0,0,0,0,0,0,0,0,0,0,0,0.0907870150672178,0
X2884.TT.EQUITY,0.409414807977331,0,0,-3.46944695195361e-18,0.129889475606541,0,-0.0903495806931521,0,0,0,0,-0.114713205159745,-0.280434314345058,0,0,-0.124253448576314,0,0,0,0,0,-0.00356799118065079,0,0,0,0.289304287207298,0,0,0,0.213661815079651,0,0,0,0,0,0,0,-0.257006732991248,0.196314373917502,0,0,0,0,0,0,0,0,0.541956347016813
X600061.CH.EQUITY,-0.0665520502264511,0,-0.115061743537481,0.029453673227796,0,0,0,0,0,0,0,0,0,-0.0315493497354422,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387445828386224,0.140482875006917,0.213082602675615,0,0,0.223416245902308,0,0,0,0,0,0,0,0,0,0.480517891312633,0,-0.0798781791783282,0.0356140611604774,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0.246127080338291,0,-0.0395772356341047,0,0,0,0,0.254810442788851,0,0.0541813960995438,-0.160821559010119,0,0,0,0,0,0.0244159482030274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24360062732442,0,0.00709834289794669,0,-0.181435003470686,0,0,0.456658647880923,0,0
