,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X000627.CH.EQUITY,X388.HK.EQUITY
X601398.CH.EQUITY,0,0,0.439243046212985,0,0,0,0,0,0,0,0,0.349362164441025,0,0,-1.73472347597681e-18,0.0172978306933599,0,0,0,0,0,0,0,0,0.146084966228083,0,0,0,0,0,0.120027973317356,0,-0.0348692031929719,0,0,0.118079213207938,0,0,0,0,0,0,-0.149736791588057,0,0,0,-0.0496473531053725,0.120651611501764,0,-0.0814274754956339
X601288.CH.EQUITY,0,0,0.284750691089134,0.162657570595389,0,0,0.330131747542525,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.047716627371258,0,0,-0.024305961480817,0,0.166994705855413,0,0.0164293187697952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705430431987878,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.223955081035753,0.288279805614307,0,0.0692016272057398,0,0.0679612423170485,0,0,0,0,0,0,0.102284703698604,0,0.126209514982602,0,0,0.0811314657087285,0,-0.0859708846891048,0,0,-0.00577795838964911,0,0,0,0,0,0,0,0,-0.0432013394050119,0,0.154159185149477,0.0502115394161794,0,0,0,0,0,0,-0.0121430453993429,0,0,0,0,-0.0018866794645954,0,0,-0.0934090402272126
X601988.CH.EQUITY,-2.77555756156289e-17,0.125933824167146,0.253093616570937,0,0,0,0,0,0,0.330309360415977,0.0404407138737378,0,0,0,0,0,0,0,0,0.148037777683173,0,0,-0.0609777542614087,0,0,0,0.0732096704257688,0,0,0.152417806439098,0,0,0,0,0,0,0,0,0.0633633370846339,0,0,0,0,0,0,0,0,0,0,-0.251495090665997
X5.HK.EQUITY,-0.378229442335924,0,0,0,0,0.454481271186766,0,0.502018692547559,0,0,0,0,0.25950941155137,0.00704049297500757,-0.121787877868894,0,0,0,0,0.175103936603512,0,0,0,0,0,0,0,0,0.118580465822787,0,0,0,0,0,0,0,0.0354890090103587,0,0,0,0,0,0,0,0,-0.487128898292223,0,1.73472347597681e-18,0,0
X601658.CH.Equity,0.0410168501776969,0.0947443101124845,0,0,0,0,0.0717705038226879,0,0,0,0,0,0,0,0,0,0.345210771932799,0,0,0,0,0,0,0.0420430085436922,0.163517013955572,0,0.071555108896727,0,0,0,0,0,0,0.00246536303647209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.296705036995451,0,0,0.0623302798784027,0.240241032040359,0,0,0,0,0,0,0,0,0.0015778812760649,0,0,0,0.138659799516654,0,0,0.319786908284249,0,0,0,0,0,-0.0341781220129422,0.0713475147394641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339846496588761,-0.202446865462031
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.111846746981534,0,0,0,0,0,0,0,0.320615162412532,0,0,0,0,0.0101713229132056,0,0,0,0.209458203904683,0,0,0,0,0.0388933967382098,0.19413816106704,0,0,0,0,0.111417685932791,0,0,0,0,0,0,0.022977818687554,0,0,0,0,0.0880506074540787,0.110621873082635
X600036.CH.EQUITY,4.33680868994202e-19,0,0,0,0,0,0,0.163821791200916,0,0,0.128824164301678,0,0,0,0,0,0.351992723395411,0,0,0,0,0,0,0.0129483138784551,0,0,0,0.064744912529622,0,0,0,0,0.00513943583809389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416114582874192
X267.HK.EQUITY,-0.00942357527384611,1.73472347597681e-18,0,0,0,0,0.273193691635868,0,0,0,0,0.433792988700125,0,0.121498617265345,0,0,0,0,0,0,0,0,0.0197836622371917,0,0,0,0,0.235562394704842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648066279237603,0,0,-0.00870946899507574,0,0
X601166.CH.EQUITY,0,0.00160646775910168,0.0718627600883854,0.0140299858851713,0,0,0.113367703254475,0,0.051480742744641,-0.0279344391539921,0,0.293005962073935,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.232475615402686,0,0,0.191817021866725,0,0,0,0,0,0,0,0.0307923989499446,0,0,0,0,0,0,0,0,0,0,0,0.0421247503066469,0,0,0
X601998.CH.EQUITY,0.23733209831255,0,0,0,0,0,0,0,0,0,0.015076555846047,0,0,0,0,0,0,0,0,0.0279337380156449,0,0,0,0,0.254598869839962,0,0,0.0845247256961439,0,0,0,0,0,0.258261229716502,0,0,0,0,0,0,0,0,0,0,0,0,0.117535684190536,0,0,0
X600000.CH.EQUITY,0,0.0523893466111281,0,0,0.0658679500016355,0,0.115116982760981,0.0958436206695256,0,0,0,0,0,0.0205149930037028,0.0937690089250969,0,0,0.158255745365588,0,0,0,0.198111345447232,0,0,0,0,0.0631507179386319,0,0,0,0.076642227872857,0,0,0.0495596610370059,0,0.0674808946270608,0.00497402830323962,0,0,0,0,0,0,0,0.00913275930707236,0,0,0,0,0
X600016.CH.EQUITY,0.153870627481736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219803304125675,0,0,0,0,-0.0156083932407054,0,0.203757860217019,0,0,0,0,0,0,0,0,0.266175113614936,0.0558469072260813,0,0,0,0,0.0493658589016692,0.0918269121312337,0,0,0,0,0,0,0.0521957783921521,0,0
X601818.CH.EQUITY,0,-4.33680868994202e-19,0,0,0,0,0.229383472765115,0,0,0,0,0,0.164331164021738,0.293889397296927,0,0,0,0,0,-0.0515995656719931,0,0,0,0,0,0,0,0,0,0,0.0740831273024561,0,0,0,0,0.0144569364750619,0,0,0,0,0,0,0,0,0.121402967256931,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515385463461888,0,0,0,0,0,0.36016155885678,0,0,0,0.198781412626239,0,0.219455472686105,0,0,0.113963041925006,0,0,0,0,0,0,0,0,0,0,0,-0.262186075827711,0,0.20841086535216,0.173057116432653
X000001.CH.EQUITY,0,0,0,0,0,0.233833877999835,0,0,0.247611581395556,0,0.0387222858095491,0,0,0,0,0,0,0,0,0,0,0,0.0459190800608328,0,0,0,0,0,0,0,0,0.361668391237971,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290812013420597,0,0,0,0
X600015.CH.EQUITY,0,0,0.0528459324575348,0,0,-0.070471328058806,0,0,0,0,0,0,0.262220637524981,0.189481083600972,0,0.0934898806707148,0,0,0.205713052929062,0.0694651168265927,0,0,-0.0574878897773025,0,-0.0592299890286057,0,0,0,0,0,0.419001915684795,0,0,0,0,0,0,0,0,0,-0.08174432074893,0,0,0,0,0,0,0,-0.0999437595138307,-0.0608954269085511
X601169.CH.EQUITY,0.123525609094002,0,0,0,0,0,0.0310659350919995,0,0,-0.00915057730304748,0,0,0,0.081887460424471,0.177843432055873,0,0,0,0,0,0,0.156392877871314,0,0,0,0,0,0,0,0,0.405932752817125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756860331590528,0,-0.0621396132949318,0,0,0
X2388.HK.EQUITY,0.000239569540837026,0,0,0,0.0721727045047501,0,0,0,0,0,0,0.105531012408322,0,0.231925349314082,0,0,0,0,0,0,-0.125200911265366,0.174778056817462,0.18090968821865,0,0.207479985979898,0,0,0.496903373928024,-0.110658634740178,0,0,-0.061478527711987,-0.407992718831035,0,0.0535825644718709,0,0,0,0,0,-0.825962614903097,-0.0583731378654812,0,0,0,0,0.367051109834934,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.164198329449027,8.67361737988404e-19,0,0,0,0.052868394589931,0,0,0,0,0.0954081126513233,0,0.160882423503865,0,0,0,0,0.16493715097844,0,2.16840434497101e-19,0.176247626031287,0,0,0,0,0,0,0,0,0,0,0,0.0495267529786557,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,-0.0166405304353354,0.141950535412937,0,0,0,0,0,0.328038195166239,-8.67361737988404e-19,0.00479067896902468,0,0,0,0.244526176733421,0.0532734652322936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875847356100886,0,0,0.0890986556945445,0,0,0,0.0111969647730409,0,0.0815509203137697,0.0476312953895699,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114174177439891,0,0,0,-0.314002398248638,0,0,0,0.170987287806994,0,0.317369091603581,0,0.401168916091825,0,0,0,0,0,0,0.00377043363575795,0,0,0,0,0,0,0,0,-0.113894896663167,0,0,0,0,0,0.129844567250135
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.128226772567059,0,0,0,0,0,0.0524244637956028,0,0,0,0.306100568865833,0,0,0,0,0.0105437021582904,0,0,0,0,0,0,0,0.0942871714960057,0.0198539081074922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901999285269876,0
