,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2891.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X601881.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0.0903820031057381,0,0.17276719522232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136762886964949,0,0,0,0,0,0.0276078624087955,0,0,0.424581737147717,-0.1955179365783,0,0,0,0,0,0,0,0.157615644752639,0,0.112605097082795,0,0,0,0,0,0,0,0,0,0.0373891665886244,-3.46944695195361e-18,0
X601939.CH.EQUITY,0.0864268270910901,0,0,0.338538548765033,0,0,0,0,0,0,0,0,0,0.174142034280955,0,-0.116236547689628,0,0,0.000460886264322735,-0.0956966352034972,0,0,0.267164291355448,0,0,0,0,0,0,0,0,0,0,-0.0279529945411588,0,0,0,0.242731355487891,0,0,-0.0719348909139856,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.221752925711076,0.0544200436478562,0.0423831913262746,0,0,0,0,3.46944695195361e-18,0.0741676944598159,0,0,0,0,0.0257578499626057,0,0.0913524892466294,0,0,0,0,0,0,0,0,0,0,0,0,0.25473388767358,0,0,0,0,0,0.137403724973012,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.423120531009323,0,0,0.181696844995883,0,0.0554499820215227,0,0,0,0,0.195242981619421,0,0.109640501301634,0,0,0,0,0.0513972714877669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520086003538625,0,0,0,-0.0389631510415698,0,-0.0663731142634034,0,0,0,0,0,0,0,0,0,0.00916530206388115
X601988.CH.EQUITY,0,0.177013251473504,0,0.213070800542522,0,0,0,0,0,0.390284914382269,0,0,0,0,0,0.377824377377986,0,0,0,-0.149035955710723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397184298568608,0,0,0,0,0,0.054147884610429,0.0806609559667931,0,0,0,0,0,0.150177854926512,0,0,0.108631504697891
X600036.CH.EQUITY,0,0.163858609360528,0.0218269135103453,0,0,0,0.0249890515467709,0.181535578677144,0,0,0,0,0.199254447955032,0,0,0,0,0,0,0.0697234304416374,0.0360135458905575,0,0,0,0,0,0.175957904782086,0,0,0,0,0,0,0,0,0,0,0.0709522237343202,0,-0.000370739443664379,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.352607013393654,0,-1.73472347597681e-18,0,0,0,8.67361737988404e-19,0,0,0.231358255780285,0.0731332993689579,0,0.145012951808143,0,0,0,0,0,0,0,0,0,0,0,0.0944080574578989,0,0,0,0,0,0,0,0,0,0,0.0295484700036567,0,0,0
X601628.CH.EQUITY,0,0.0285600242212917,0,0,0,0.463432439984363,0.0409027430899873,0,0,0,-0.156222530824529,0,0,0,0,0,0,0,0,0,0.156935626379346,0.0745965752113427,0,0,0,0,0,0,0.0477763425300097,0,0.0298223636297991,0,0,0,0,0,3.46944695195361e-18,0.0258196784810348,0,0,0,0,0,0.0371029154323994,-0.0436533816616779,0,-0.0636197879086164,0,0,0
X5.HK.EQUITY,0,0,0,-0.125216368928376,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565285361366295,0.769551643226711,0.0401981393457428,0.605738524501326,0,0,0,0,-0.0178306194048289,0.111478018271685,0,0,0,0,0,0,0,0.0320101145289473,0,0,0,0,0.150150751868322,0,-0.0773170577548586,0,0,0.127200709994776,0,0
X601658.CH.Equity,0,0,0,0.154156019954227,0,0,0,0,0,0,0,0,0,0,0,0,0.205151624865319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760412740573534,0,0,0,0,0,0.203866886595721,0,0,0,0,0,0.01457414866705,0,0.177194593331586,0,0,0
X388.HK.EQUITY,0,0,0.243048071860365,0,0,0,0.184137820419017,0,0,0,0,0,0,0,0,0,0,0,0.0103509043586666,0,0,0,0,0,0.0307316501086864,0,0,0,0.168785088651581,0,0,0.0145367184950944,0,-0.00123188306830666,0,0,0,0,0,0,0,0,0,0,0.00233821676307399,0,0,-0.120984214518834,0,0
X601328.CH.EQUITY,0.364175769874337,0,0,0.163968601929303,0,0,0,0,0,0,0,0,0,0,0.134916295131368,0,0,1.73472347597681e-18,0.0252299336787943,0,0,0,0.0883078759355008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184731836522728,0,0,0,0.0504172686214573,0,0,0,0
X601166.CH.EQUITY,0,0.153462471472965,0,0.128234703716308,0,0.166949271330488,0,0,0,0.0410298403819751,0,0.014692714290768,0,0.141839921526662,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200060045084195,0,0,0,0,0,0,0.0889931013369595,0
X600000.CH.EQUITY,0,0,0,0.261240919800858,0.0692612619982731,0.147251519707097,0,0,0.0634316806561821,0,0,0.123288172093959,0.114841864176839,0,0,0,0,0,0.000737435645271434,0,0,0,0,0.00957759714532255,0.129310286263956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173911511652147,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232921947091599,0,0.0134439387199826,0,0,0.10233305651829,0,0,0,0,0.208188355927463,0,0.0945112565916148,0.264857044935718,0,0,0,0.0235930537970503,0.0212520937106504,0,0,0,0,0,0,0,0,0,0,0,0,0.124643934185918,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.15837468120429,0.0411015892193782,0,0,0,0,0,0.448096547934821,0,0,0,0,0,0,0.0984756229005154,0,0,0.033023990844993,0,0,0,0.0940633730358467,0,0.0592441210268522,0,0,-0.0690794773945184,0,0,0,0,0.179215553821247,0.0598779452651673,0,0,0.0540580391814306,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239759309197382,0,0,0,0.225493409714638,0,0.0570875543479164,0,0,-6.93889390390723e-18,0,0,0,0.25883569409662,0.158247953126057,0.198463778696975,0,0,0,0,0,0,0,0,0,0.0739338517616329,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.555299893522356,0,0,0.0803853587782942,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,6.93889390390723e-18,-0.0319656891407205,0,0,0,0,0,0.108521700967499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168360768481005,0.235106712953378,-0.0348477147395723,0,0
X600016.CH.EQUITY,0.193329177896675,0,0,0.320884381597721,0.169783476625088,0,0.0187298778662158,0,0,0,0,0.0431333903446516,0,0,0,0,0,0,0,0,0,0.0056917951646092,0.0651024705828947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998570583576671,0,0,0,0.0434443286140448,0,0,0,0,1.73472347597681e-18,0,0,0,0
X601601.CH.EQUITY,0,0,0.562795565208495,0,0,0,0,0,0,0,0.0702148888474898,0,0,0,0,0,0,0,0,0,0,0.304545457565025,0,0,0,0,0,0,0,0.371776831342091,-0.106827528094283,0,0,-0.184564023834276,0,0,0,0,0,-0.136171546556409,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,-0.0476083028630462,0,0,0.172916435638798,0,0,0,0.131628292125679,0,0,0,0,0,0,0.0909999899890238,0,0,0,0.508872549183625,0,0,1.73472347597681e-18,0,0.026637221418043,0,0,0,0.12097071775381,0,0.0870651104660614,0,-0.035200857283091,0,0,0,0,0,0,0.0530068029358625,0,0,8.67361737988404e-19,0,0,0,0,-0.0318952218285727
