,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,-0.251790917808888,0,0,-0.0847132364963968,0,0,0,0,0,0,0,0,0,0,0,0,0.214444448642465,0,-0.021464985452959,0,0.690005437601882,0,0,0,0,0.108755247010148,-0.0931397742375511,0.861078821104862,0,-0.209863588418434,0,0,0.0579659772275214,0,0,0,0,0,0,0,0,0,0,0,0,0.214408275046492,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0720062152641327,0,0.232827624163474,0.0220581392206812,0,0,0,0,0,0,0.0687787816772778,0.00562170839967049,0,0,0,0,0,0,0,0.243441868267082,0,0,0.198546715934703,0.0470616813894592,0.0115958678479674,0,0,0,0,0,0,0,0,0,0,0,0.0663060772695456,0,0,0,0,0
X601939.CH.EQUITY,0.304285873843061,-0.188728277474193,0,0,0,0,0,0,0,0,0,0,0,-0.0408146894424558,0,0,0,0,0,0.0548595504308633,0,0,0,0,-0.00705680991351228,0,0,-0.0785614772267695,0.111904029404532,0.56066537864931,0,0,0.12340012578918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.11369618004607,0,-0.216208733470779,0,0,0.0182678574286153,1.03054486667105,0,-0.155623144249053,-0.056504521289455,0,0,0,-0.224653601098634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.318573958457383,0,-0.00371720567744733,-0.0378215850562427,0.105097346281026,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0667305201117374,0.488409813322166,0,0,0,0,0,0,0,0,0,0.0440686395203534,-0.0510902104261017,0,0,0,0,0,0,0,0,0.0294284073697467,0.0719998216693551,0.15177347965247,0,0,0,0,0,-0.0816345699187714,0,0,0,0,0,0.32363547830744,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.390083862551369,0,0,0,0.171649252812182,0,0,0,0,0,0,0,0,-0.219087329023424,0,0,0,0.20439142807617,0,0,0.0711751544337114,0,0,0,0,0.00941123572884463,0,0,0,0,0,0,-0.215424489820923,0,0,0,0,0,0,0,0,0,0.421355230777666,0
X1299.HK.EQUITY,0,0.0541679334752337,0,0,0.410486791772175,0,0,0,0.0560348248671659,0,0,0,0,0.128993133344834,0,0.313895165607235,0.140431088284544,0,0,0,0,0,0,0,0,0,0,-0.168140461571403,0,0,0,0,-0.0666344100857963,-0.143425296263262,0.13248106589255,0,-0.0600954365931399,0,0,0,0,0,-0.161784472716308,0,-0.0672278878427689,0,0,-4.33680868994202e-19
X600036.CH.EQUITY,0.0258914315953744,0.286461616287148,0,0,0,0,0,0,0,0.402863190753289,0,0,0,0.106361153608875,0.0991651583198057,0,0,0.103862207610126,0,0,0,0,0.109819546084127,0,0,0,0,0,0,0,-0.26561689463118,0,0.396451855334418,0,-0.00929361989827437,0,0,0,0,0,0,0,0.21841013641469,0,0,0,0,0
X601628.CH.EQUITY,0,0.176997514944428,0.00801151741387158,0.0802408769634075,0,0,0,0,0,0,0,0,0,0,0.20991657930842,0,0,0,0,0,0,0.0486376513370881,0,0,0.210889898444811,0.0169844311791078,0,0,0,0,0.131023930464511,0,0.0970888015568128,0.119439229031419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.785218883156143,0,0,0,0.0527147538860784,0,0,0,0,0,0.0798290245984471,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0140841058016614,0,0,0,-0.296031251731765,-0.065381969800768,0,0,-0.0995966341694843,0,-0.0177100677008176,0,0,0,0,-6.93889390390723e-18,0,0.158684508505711
X601166.CH.EQUITY,0.240261878235175,0,0.116909103326552,0.216817148761492,0,0.0235407427971041,0,0,0.00615417441166172,0,0,0,0.310408454423995,0,0,0,0.00738248055089365,-0.133853378396705,0,0.0741709279748405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152287879535522,0,0,0,0
X601319.CH.EQUITY,-0.0181628832576955,0,0,0,-0.0183415730086065,0,0,0,0,-0.0374758207651432,0,0,0,0,0.0646244614134872,0,-0.142449377076216,0,0,0,0,0,0,0,0,0.224058670269377,-0.0894664645835555,0,0,0,0,0.649801342313805,0,0,0,0,-0.0457199660877979,0,0.0750648288754602,0,0.0454342880651187,0,0,0,-0.0576488401240128,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0214340536348534,0,0.085737719572262,0,0,0.359827493243963,0.431782587477793,0.020925052008253,0,0,0.0014285984667524,0.0313260379550364,0,0,0,0,0,0,0,0,0,0,-0.150872829698175,0,0,0,0,0,0,-0.0381770166503472,0,0,0,0,0.175833672128799,-0.00687826811261491,0,0,0,0,0,0,0.17178207776427,0
X11.HK.EQUITY,0,0,0,0,0.370050647958029,0,0,0.0169425042335016,0,0,0,0,0,0,0.139028281923665,0,0,0,0,0,0,0,0,-0.632707591744568,0,0.173545570919395,0,0,0.099592200859897,0,0,0.53566969999665,0,0,0,0,0,0,0,0,0,0,0.199420841790978,0.0278235926592608,0.0461548664444031,0,0.0711287913072738,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.0282817583277272,0.357298058019782,0,0,0,0,0,0,0,0,0,0,0,0,0.0904350847144787,0,0,0,0,0,0,0,0.169399725882964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0982052149959396,0,0,-0.0788202824570095,0,0,0,0,0,0.000444825086528641,0.374868215890954,0,0.547082340197896,0.140129323268039,0,0,0,0,0,-0.0842234463567113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700733680673756,0,0,0,0,0,0,0
X2388.HK.EQUITY,-0.0241348621147526,0.337077626957708,0,-0.276624953180681,0.219201833385722,-0.48941983692332,0,0,0,0,0,0,0,0,0,0.491272386633048,0,-0.104527122791262,0,-0.122460488338062,0,0,0,-0.10872350856271,0,0,0,-0.0566897774336991,0,0.122683337969166,0,0,0,0,-0.000503982200073125,0,0,0,0,0,0,0,-6.93889390390723e-18,0.425672014341858,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0669665489882591,-0.108890093568899,0,0,0,0,0.183619755031236,0,0,0.0795575864286174,0.0944168667413978,0,-0.110756463051044,0,0,0,0,0,0.0634861317554316,0.204391079541329,-0.249587629637198,0,0,0,-0.190742795768738,-0.309646075847461,0,0,0,0,0.160397008536466,0,0,0.108003616474885,1.73472347597681e-18,0,0,0.181952425945244,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625648147166368,0,0.231906959896192,0.144579317037246,0,0.373411299682859,0,0.0247048751036061,0,0,0,0,0,0,0.0248951932738293,0,0,0,0.146558876513461,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0812439466229587,0,0.0429994277219697,0,0.163037666871927,0,0,0.252353710577946,0,0,0,0.0594492087288795,0,0,0,0,0,0,0,0,0.0520163189290265,0,0,0,0.086792781953126,0,0,0,0,0,0,0.178985331243198,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0423753620763465,0,0,0,0,0,0,0.211527716710832,0,0.0678218636205017,0,0,0,0,0,0,-3.46944695195361e-18,0.110977016705115,0,0,0,0,0,0,0.00317467713991694,0,3.46944695195361e-18,0.342668108229846,0,0,0,0,0,-0.024289628783058,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.083218139627713,0,0,0,0.123255478530182,0,0,0.159745955772426,0,0.0166449347610685,0,0,0,0.018965240670805,0.0280359308270794,0,0,0.0159744214311501,0,0,0,0.104843996258332,0,0,0,0,0,0,0.150837953785307,0,0,0.095409904318781,0,0.108771540341642,0,0,0,0,0,0,0,0,0.00197426727571115,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.186010892424826,0,0,0,0.291820614600544,-0.0930964793073762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31539918082637,0,0,0,0,0,-0.0333516750774756,0,-0.335275292177213,-0.231670789394339,0,0,0,0,0.494283105743816,0,0.246315157730397,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398390557803096,0,0,0,0,0,0,0,0,0,0.0201584730410857,0,0.0643035440530339,0,0,0,0,0,-0.0123692095960229,0.146092143940046,0,0,0,0.340130171033037,0,0.0259054963880068,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.0440299882143343,0.0178266995454705,0,0,0,-0.0325612306225241,0,0,0,0,0,0.215992325587257,0,0.0457467966999457,0,0,0,0,0,0.0955800010335758,0.0364893594578532,0,0,0,0,0.0106296137776192,0.00543485366909087,0,0.196035162457645,0,0,0,0.274461617853541,0,0.080722720875394,0,0,0,0.0397620101748061,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0.0132988696915145,0,0,0.104548148363102,0,0,0.11424384919715,0,0,0,0,0,0,0,0,0,0.0924569702787585,0,0,0,0,0.157342364164816,0,0,0,0,0,0,0,0,0,0.283984005359313,0,0,0,0,-0.14598964094292,0,0,0.0194949800946501
X600837.CH.EQUITY,0,0,0,0,0,0.0333250443027277,0,0,0.0328502904399618,0,0.115566007229971,0,0,0,0,0,0,0,0.0763009690733053,0,0,0,0,0.35162985346009,0,0,0,0.0255962057501375,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0234572805215262,0.308776053480951,0,0,0,0,0,0.0429411378143022,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256397442685169,0,0,0,-0.0637078198484676,0,0,0,0,0.213569454100304,0,0,0,0,0,0,-0.297113293766301,0,0,0,0,0,0,0,0.503780889736101,0,0,-0.0096756457837266,0,-0.0108746830210978,0,0.0121169852975581,0,0,0
X601229.CH.EQUITY,0.43088767020233,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0251704693014064,0,0.0440311906956323,0,0.0893317728115157,0,0,0.069366208261233,0,0,0,0,0.123638413145768,0,0,0,0,0,0,0.154840300630134,0,0.0341045903715582,0.14991795041543,0,0,0,0.117424160121765,0,-5.42101086242752e-20,0,0,0,0,0,-0.025804205275622,0,0,0
X002142.CH.EQUITY,0,0.4526070515768,0.256477291019328,-0.0258837324511337,0,0.0596417565750518,0,0.0918521259387692,0,0,0,0,0,0,0.00761052920359371,0,0,0,0,0,0,0.00865013558388798,0,0,0,0.0920227891931414,0,0,0,0,0,0,0,-0.13089053081194,0,0,3.46944695195361e-18,0,0.00847264533669215,0,0,0,0,0,-0.0766557382622633,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,-0.369165743557041,-0.097029862076341,0,0,-0.143890132976476,0.0562514552770818,0,0,0,0.227134125512456,-0.0660299611673907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49859215872444,0.0208770164417906,0,0,0,0,0.0848190221351502,0,0.120946033661038,0,0,0,-0.294139759873118,0,0.0638293110096589,0
X000166.CH.EQUITY,0,-0.0886795230787508,0.0253229863474822,0.0491656394420071,0,0,-0.0243999037960251,0,0,0,0,0.106536262982965,0,0.157236937478712,0,0,-0.0301846929461033,0,0,0,0,0,0,0,0.225740264048113,0,0,0.0190547100933356,0,0,0,0,0,0,0.0811804179794616,0,0,0.438023999779562,0,0.12479579021892,-0.0270729369225499,0.0242051601759264,0,0,0,0,0,0.0639720904229949
X600015.CH.EQUITY,0.263979007337097,0,0,0,-0.231106878423904,0,0,0.0769141591939323,0,0,0,0,-0.346358158909299,0,0,0,0,0,0,0,0,0.666058412992953,0,0,0,0,0,0,0,0,0.199778456567071,0,0,0,0,0,0,0,-0.170523449756799,0,-0.0402426788348669,0,0,0,0,0,-0.0466321503294982,0
X2882.TT.EQUITY,0.0402882988099036,0,0,0,0,0,0,0,-0.141896666103652,0,0,0.0439767619102288,0,0,0,0,-0.095252431019539,0,0,0,0,-0.194665028055501,0,0,0,0,0,0,0,0,0.279758277072885,0,0,0,0.17924631548564,0,1.14077373916809,0,0,0,0,0,-0.204152016595833,0,0,0,0,-0.0328266951495797
X002736.CH.EQUITY,0,0,0,0,0,0.0105681585690894,0.0581491374276674,0,0,0,0,0.0377417481230847,0.0412776475359149,0,0,0,0,0,0.280828327166585,0.0194852715920971,0,0,0,0,0,0,0,0,0,0.0765672133962497,0,0.0452616138461385,0,0.0714125400233005,0,0,0,0.282715440044897,0,0,0,0,0,0.0109972612307611,0,0.153819916677758,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223272261155821,0,0.0012408062554272,0,0,0,0,0,0.429653045489821,0,0.130833220569981,0.0251589566638471,0,0,0,0,0,0,0.220210638801318,0,0,0,0,0.160229443892411,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,-0.0216517813642082,0,0,0,0,-0.110079515726107,0,0,0,0,0,-0.344565919665574,0,0,0.246584895672058,0,-0.160102216442402,-0.061331474487548,0,0,0,0,0,0,0,0.465815678458768,0,0,0.368436710042888,0.280626426132639,0,0,-0.0659667260218869,0.550903216146066,0,0,0,0,0.181997892777743,0,0,0,0,-0.0561856928764691,-0.0138798343842192,0,0,-0.61577515059444
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.114720454457127,-0.0154700556738295,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.092664561649226,0,0,0,0.413233477226109,0.00611189001608009,0,0.00813862723407904,0,0.0436956062366108,0,0,0,-0.0829014553694217,0.354654939824335,0,0,0,0,0,0
X2886.TT.EQUITY,-0.276304057201246,0,0,0,0,0,0,0,0,-0.23573822488307,0.370912086144836,0,0,0.205038585406699,0.045368125163729,0.0734139107139241,0,-0.19318905032291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21482248968971,0.058737718570461,2.77555756156289e-17,-0.167733038262025,0,-0.161163457885755,0,0,0,0,0.141273946890108,-6.93889390390723e-18,0.110380465294859,0,0.356469363953301,0
X000776.CH.EQUITY,0,0,0,0,-0.114099382345899,0,0,0,0,0,0,0,0,-0.0458043956591432,0,0,0,0,0,0,0,0,0,0,0.34321971825758,0.0103063082531531,0.147982430203861,0,0,0,0,0.349127762826818,0,0,0,0,-0.0086366746563212,0,-0.0365965873294257,0,0,0,0,0.22829592772311,0,0.0155777128539315,0,-8.67361737988404e-19
X2891.TT.EQUITY,0,0,0,0.00867034155396906,0,0,0,0,0,0,0,0,0,0,0,0.0972657591919414,0,0.154395443931453,0,0,0,0,0,0,0,0,0,0,0.0639871773067895,0,0.28657708897758,0,0,0.0294586179664724,0,0,0.10271457402802,-0.900301533888738,5.42101086242752e-20,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,-0.176868034969182,0,0,0,0,0,0,0.190408967086504,0,0,0,0,0,-0.0150601432351348,0.0663385289849525,0,0.0544717646153261,0,0,0,0.354847382228246,0.138149363425133,0,0,-0.0832918629837682,0.228545682145319,0,0,0,0,-0.0818221867606999,0,0.0311304750989101,-3.46944695195361e-18,-0.0170988237714892,0,0,0,0,0.24038065084515,0,0
X600919.CH.EQUITY,0,0,0,0.0617906394240634,0,0,-0.110310796108515,1.0511622833107,-0.278099655034107,0,0,-0.19450234697271,0,0,1.73472347597681e-18,0,0.181087879138896,0.169310581858843,0,0,0,-0.432109521603963,0,0,0,0,0,0.125065037711661,0,-0.210062920451268,0,0,0,0,0,0.425332421907563,0,0,0,0,0.0271463456540425,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.00911748061892547,0,0,0,0,0,-0.106831977453274,0,0,0,0.254134435803886,0,0,0,0,0,0.156033357204352,0.171240919377272,0,0,0,0.372156482817414,0.0186194891595425,0,0,0,0,0,0,0,-0.0510722164366623,0,0,0,0,0,-0.0551035399383643,0,0,0,-0.186343984698394,-0.08909978296423,0.340266204684213,0,-0.241468247084096,0,0,0.0316533568370261
