,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0.412955599394185,0.0442369187989269,0.102905239257368,0,0,0,0,0.109132949843254,-0.0462526292979346,0,0.0110985306121516,0,0,0,0,0,0,0,0,-0.0981837904092118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926299726714998,0,0.0440772935791326,0.0722742710771798,0,0,0,0,0,0,0.112598168505518,0
X601939.CH.EQUITY,0.503914974854155,0,0,0.116670991722649,0,0,-0.0963979216470737,0,-0.133804408001865,0,0.0189818172350039,0,0,0.40373040565691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258851309498788,0,0,0,0,0,0,0,0,0,0.0669851217491881,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.215734449931499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286396614524836,0,0,0,0,0.0369631804696049,0,0,0,0,0,0,0,0,0.0380872217316676,0.0786664147521533,0,0,0,0,0.219257376059086,0,0,0,0,0,0,0.100017329437538,0,0,0,0
X601288.CH.EQUITY,0.414292246670724,0,0,0,0.28238794480411,0,0,0,0,0,0.0158974400064691,0,0,0,0,0,0.035027053088046,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0651050490430927,0,0.0527218047262953,0,0,0.0766607268894636,0,0,0,0,0,0,0,0,0,0.0689705760600518,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.155875398276688,0,0.420375587776557,0,0,0,0,0,0.376894242832372,0,0,0,0,0.140667530347871,0,0,0,-0.0367140773094218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709037895391844,-0.127357633964312,0,0,0,0,0,0,0,0,0.108422144945816,0,0,0,0,0.061487751205813
X600036.CH.EQUITY,0,0,0.0833600174930378,0,0,0,0,0,0,0,0,0.220377773101739,0,0,0,0.194034559524835,0,0,0,0,0.0540072376744019,0.0428476651825385,0,0,0.103206953102454,0.127277130726208,0,0,0.0373359643828607,0,0,0.0449137246988072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127806985522549,0
X1299.HK.EQUITY,0,0,0.144055112593122,0.0970489065716175,0,0,0,0,0,0,0,0,0.182223439278677,0.135400396344242,0,0,0,0,0,0,0,0,0,0.0395769377554355,0,0,0,0,0,0,0,0,0,0.0612613081329942,0,0,0.168800638720828,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0394556061794356,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,-0.0840420947411883,0,0,0,0,0.230406483622291,0,0,0.557952744807971,0,0,0,0,0.199348363182985,0,0,0,-8.67361737988404e-19,-0.221250234673639,0,0,0,0,0,0,0,0.188268051028011,0,0,0,0,0,0,0,-0.0680939537093272
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279590758832564,0,0.0602160939004727,0.121438546094981,0,0,0,0,0,0,0,0,0,0,0,0,0.0442617791027038,0.130166717739864,0,0,0,0,-6.93889390390723e-18,0,0,0.183859985725617,0.03319526010017,0,0,0,0,0.00317737869649817,0,0,0
X601658.CH.Equity,0,0,0,0,0.161787610440276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35192627568138e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926648153052748,3.46944695195361e-18,0,0.032227075985478,0,0.58626013264137,0,0.0344438775645245,0.0315931357840827,0.081304354453613,0,0,0
X601328.CH.EQUITY,0.0978818116475558,0,0,0.585965096947498,0,0,0,0,0,0,0,0,0.0507731966437843,0,0.00471428117656871,0,0,0,0,0,0,0,0,0,0.161784480035489,0,0,0,0,0,0,0,0,0,0.024273012640532,0,0,0,0,0,0,0,0,0,0,0,0.0585145093123623,0,0,0
X601166.CH.EQUITY,0,0,0,0.00610314311017296,0,0.423790278180809,0,0,0,0,0.0462637944425914,0,0,0,0,0.0478645744899719,0,0,0,0,0,0,0,0,0.212121503162406,0,0,0,0,0,0,0,0,0,0,0.0335763361159526,0.0382570772711455,0.0375064016590444,0.102983772284494,0,0,0,0,0,0,0,0,0,0.00866603043386483,0
X388.HK.EQUITY,0,0,0.195542016013611,0,0,0,0.118048044017562,-0.0257909540890185,0,0,0,0,0,0.173146982505611,0,0,0.228693772328732,0,0.147828652545733,0.0752032907282112,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.105788326595549,0,-0.360770345207963,0,0,0,0,0,0,0,0,0,0,0.121804866118235,0,0,0
X600000.CH.EQUITY,0.192635753659326,0.0863750530927668,0,0,0.0259804038723874,0,0.140064180772155,0,0.0715797070439932,0,0,0,0,0,0,0.0852370380280401,0,0.0767454506249233,0,0,0,0,0.0507818903120012,0,0,0,0,0,0,0,0,0,0.0273338550467367,0,0,0,0,0,0,0,0,0,0.0374596486253955,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.00615155235011763,0,0,0,0,0,0,0,0,0,0,0,0,0.255036709050473,0,0,0,0,0,0.163297818505672,0,0,0.0644018470831821,0,0,0.0239281332953689,0.119513697709195,0,0,0,0,0.316396292876159,0,0,0,0,0.0026342517673697,0.0417544924277498,0,0,0,-0.0343554560933155
X000001.CH.EQUITY,0,0,0.105932007502481,0,0,0,0,0,0,0,0.00796585574553012,0,0,0.0983527433394142,0,0,0,0,0,-0.0369753356045043,-0.0466888548791409,0.0357333930445959,0,0,0,0.188383786262204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195358749237079,0,-0.017107009880911,0.225388168553255,0.270758313722498,0,0
X600016.CH.EQUITY,0,0.0278552854539854,0,0.0968251061427687,0.148924543528101,0,0,0,0,0.0135193345557617,0.136806815263329,0.269094836711416,0.0237685215702024,0.111709263243255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838169360177248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0322317258558517,0,0,0,0,0,0.117506822210567,0,0.219969176140538,0,0,0,0,0,0,0,0,0,0,0,0,0.121818683083336,0,0,0,0.208683651822408,0.0729258810385544,0,0,0,0,0.036816845379381,0,0,0,0,0,0,0,0,0.137802164605267,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0601281827674897,0,0.489564154835477,0,0,0,0.173548329048433,0,0,-0.0503546967505553,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082072472706347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.016635290761584,0,0.0290922602737735,-0.133746000505021,0,0.375130609360335,0,0,0,0,0,0,0,0.319725989332201,0,0,0,0,0.0227983414589965,0,0,0,0,0,0,0,0.0469204577532634,0.0687156132171808,0,0,0,0,0,0.259789545554783,0,0,0,0,0,0,0,0,0
