,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.163231612592178,0.324801667784371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131462507498249,0,0,0,0,0,0.0218172192477094,0,0,0,0,0,-0.0208778428043857,0,-0.0456782780969676,0,-0.314026584998728,0,0,0,0,0,0.15444123199948,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.207507335086836,0,0.288004671950842,0,0,0,0,0,0,0,0,0,0.0612479854825851,-0.0118473870111498,0,0,0,-0.262270940548588,0.274209950155171,0,0.192390052927406,0,0,0,0,0.0636155059157323,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.480140332738357,0,0,0.0413422954606221,0.107467816343093,0,0,0.0577048106171314,0,0,0,0,0.152647800807487,0,0,0,0,0,0.141945921855321,0,0.00873762044893981,0,0,0,0,0,0,0,0.314882103262932,0,0,0,0.0213053172898112,0,-0.125744353858832,0,0,0,0,0,0,0,0,0,0.0136506244570703,0,0,0
X601288.CH.EQUITY,0.359595047792169,0,0.170696202609492,0,0.0504942491413011,0.0280832075750653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131462198812981,0.0514756364962041,0,0,0.0656656255966414,0.215572759435403,0,0,0,0,0,0,0,0.00312746515823727,0,0,0,0.0694966001177193,-0.0252512181827258,0,0
X5.HK.EQUITY,0,-0.165901369958522,0,0.140340313970311,0,0,0,0,-0.221560218189096,0,0,0,0,0,-0.0152393210151786,-0.103920536124636,0.0826655610009537,0.213520828659478,0,0,0.429829920651312,0,0,0,0,0,0,0,0,0,0.197991384292161,0,0.00165326891840879,0,0,0.0810738308702204,0,0,0,-0.125945064875515,0,0,0,0,0,-0.0550306160786002,0,0.276221923719937
X601988.CH.EQUITY,0,0,0.168054270777348,0.253781805947102,0,0,0,0.0889393864846049,0,0.183864072991715,0.0979628942788515,0,0,0,0,0,0,0,0.20255297068698,0.238752974553243,0,0,0,0,0,0,0,0.0397384910309828,0,0,0,0,0,0.00942040907775178,0,0,-0.030095936420574,0,0,0,0,0,-0.174051915037799,0,0,0,-0.088926459157368,0
X600036.CH.EQUITY,0,0.417402875125045,0,0,0,0,0,0,0,0,0,0.0564610806627353,0,0.0089580653659385,0,0.0630857980320241,0,0,0,0,0.215709776097556,0,0,0.237788327352144,0,0,0,0,0,0.0143261975676994,0.058620746705039,0,0,0,0,0,0.050057235870544,0,0,0,0,0,0,-0.0350489855870763,0,0.0841391975827266,0,0
X601628.CH.EQUITY,0,0,0,0.311753809024031,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.114052901724601,-0.0620558585274995,0.244938497000136,0,0,0,0,0,-0.059790373132669,0.215934641462688,0,0,0,0,0,0.069708939091557,0,0,0,0,0,-0.12106121099078,0,0,0,0,-8.67361737988404e-19,0,0.065802901874372,0,0,0,0
X1299.HK.EQUITY,0,0.117360358613489,0,0,0,0,0,0,0,0,0,0,-0.144732879962816,0,0,0.309806352681235,0.160357782435777,-0.0101563418784308,0.197849694148574,0,0.162909855179802,0,0,0.0130422521503823,0,0,0,0,0,0,0,0,0,0,0.169819647283122,-0.11039667346983,0,0,0,0,0,0,0,0.0432472833377888,0,0,0,0
X601166.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.151156150967976,0,1.38777878078145e-17,0,0,0,0,0,0.377251855381246,0,0,0,0,0,0,0,0,0,0.376806117118358,0,0,0,0,0,0.11684973410579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102888109585115,0,0,0
