,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY,X601997.CH.EQUITY,X2887.TT.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,-1.38777878078145e-17,0.864064624457137,0,0,0,0,0,0,0.150440905750412,0,0,0,-0.0139334918294673,0,0,0,0.157636015624098,0,0,0.13093411634652,-0.387226106724537,0,0,0,0,0,0,0,0,0,-0.00739206293649332,0,0,0,0,0,0,-0.0201451626290047,0,0,0,0,-0.00544434691914437,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.718789180327478,0.200174054508262,0,0.00252432859606471,0,0,0,0,0,0,0,0,0,0,-0.0252091909364731,-0.0179071500578543,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.118939835241731,0,0,0,0,0,0,-0.23861007739925,0,-0.0745369220046103,0,0,0,0,0,0,0.0884096015021143,-0.158447296868361
X601939.CH.EQUITY,0.222491990930787,0.262935873330651,0,0,0.128469012903034,0,0,0,0,0,0,0,0.269336781544116,0,0,0.0439284427479163,0,0,0,0,0,0,-0.092878015662088,0.24221195523158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823048959955212,0,0,-0.109638086956514,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.472285877759088,0.108631018788838,0,0,0.159792477309537,0,0,0,0,0,0,0,0,0,0,0,-0.0986317658857848,0,0,0,0,0,-0.344147500679725,0,0.359242611847526,0,0,0,0,0,0,0,0,0,0.0660884093393797,0.0745664336873483,-0.0480799358261676,0,-0.0190894787605692,0,0,0,0,-0.05764511499521,0,0.18160118066147,0,0,0.0179120366776942,0
X601658.CH.Equity,0,0,0,0.0575981187970257,0,0,0,0.437350387360212,0,0,0,0,0,0,0.199346235041103,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.29850956365045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000658506775338315,0,0,0,0,0.200107887511741,0
X601328.CH.EQUITY,0.514785889254222,0,0,0.0424880960718006,0,0,0,0,0,0,0,0,0.256379311678004,0,0,0,-3.46944695195361e-18,0,0.0559099397590779,0,0,0,0,0,0,-0.132006139626353,0.00607137231726223,0,0,0,0,0,0,-0.0402982456018296,0,0,0,0,0,0,0,0,0,0.073505253595122,0,-0.0161459675197926,-0.00778650272267407,0,0.0552654335136169,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0957499101068687,0,0,0,0,0,0.394611009123495,0,0,0,0.0248958801332785,0.0967127861185497,0,0,0,0,0.0101479140694914,0,0,0,0,0,0.436381549304384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0501812064885941,0,0,0,0,0,0,0,0.0665592919065459,0,0,0,0.0795797431273083,0,1.01851596106234,0,0,0,0,0.0223830526570546,0,0,0,0,0,0,0,-0.0591365366633688,-0.058944707693776,0,0,0,-0.0750216912078249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463132433350926,-0.171876773015503,0,-0.10039161273492
X601166.CH.EQUITY,0,0,0,0,0.00402774496526877,0,0,0,0,0,0.295551044758942,0,0,0.0708782757695682,0,0,0,0,0,0.298913779782158,0,0.0672646070984751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157787546914234,0,0,0.200497856183256,0,0,0,0.102387662507839,0,0,0,0
X601998.CH.EQUITY,0.278353787770839,0,0,0,0,0,0,0.0111762246203419,0,0,0,0,0,0.149675836386908,0,0,0,0,0,0.0660463216319458,0.31193511216453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674247672933442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
