,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601916.CH.Equity,X601696.CH.Equity,X2884.TT.EQUITY,X601236.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.191404231575953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560406099176741,-0.264347000785039,0,0,0.0677402393319422,0.0153147850436806,0,0,-0.16461967681703,0,0,0,0,0,0,0,0,0,0.171442806146865,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.208258980795061,0,0,0,-0.0194342047436715,0,0,0,0,0,0,0,0.138022694088999,0,0,0,8.67361737988404e-19,0,0,0,0.100838311251502,0,0,0,0,0,0.28855933666212,0,0,0,0,0,0,0,0.22951054281898,0,0,0,0.0451405562369498,0,0,0,0.0988170533263017,0,0
X601939.CH.EQUITY,0,0,0,0.740029856294599,0,0,1.35525271560688e-20,0,0.00273039092503637,0,0,0,-0.0410337084205427,0,0,0,0.0136603966504005,0,0,0,0,0,0.0634472921758332,0,0.0194997604209082,0,0,0,0,0,0,0,0,0,0,0.0179950835069037,0,0,0.0160394296122468,0,0,0,0,0.0725678421071702,0.00561070710468858,0,0.137480591444541,0,0,0
X601288.CH.EQUITY,0.031504673974682,0,0.794125097357898,0,-0.0636315707238665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169313159293335,0.0498429471869219,0,0,0,0,0,0,0.0596841923432443,0.00357319843779113,0,-0.0292783411579344,0.0558988305039863,0,0,0.00895013929031118,0,0,0,0.0313143912844006,0,0,0,0,0,0.0974842986172512,-0.144187169912298,0,0
X601628.CH.EQUITY,0.0129018764744084,0,0,3.46944695195361e-18,0,0,0,0,0,0.240240306838373,0,0.180099767641186,0,0,0,0,0,0,0.21133062760579,0,0,0,-0.130165944366198,0,0,0,0,-1.73472347597681e-18,0,0,0,0.323115654329089,0,0,0,0,0.30491828279565,0,0,0,0,0,0,0,0,0,0,0.0932075661216548,0,0
X600036.CH.EQUITY,0,0.000953591719487685,0.0194590330879742,0.354146268769209,0,0,0.00470306968195143,0,0.124779218680119,-0.0146077480952074,0,0,0,0,0,0.129376283421623,0.105830519677464,0,0,0,0,0,-1.73472347597681e-18,0,0.0998983221392155,0.0801611537126384,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0646152504828179,-0.104704840498682,0,0,0,0,0,0,0,0,0.0839486698523549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224044831836597,0,0,0,0,0.940107769482789,0.0249419492018491,-0.0679688212242622,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.207187805131448,0,0,0.0797275914361386,0,0,0,0,0,0.0438739393705528,0,0,0,0,0,-0.184548757141766,0,0,0.169011227151105,0.0802141331390154,0.26335460869505,0,0,0,0.0261614552412192,0,0,3.46944695195361e-18,0,0,0,0.046962221263487,0,0,0,0,0,0,0,-0.0896677243781041,0,0,0.181051190136443,0.23353687445884,0
X5.HK.EQUITY,0,0,0,0,-0.00846260210872464,0.057639680190749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246620893416214,0.496163113335021,0,0,0,0,0,0,0,0,-0.0479231502717019,0,0,0,-0.0302185375595796,0,0.083628987891261,0,0,0,0,0,0,-0.0755262382772319,-0.149542322335982,0,0,-0.179839952443593
X388.HK.EQUITY,0,0,0,0,0.46832247047879,0,0,0.031425994057054,0.260823253622525,0,0,0,0,0,0.0274801919884218,-0.158484549514756,0,0,0,0,0,0.165482257427268,0,0,0,0.417282385758845,-0.166268314560364,0,0,0,0,0,0.0389224505495298,-0.284504389156729,0,0,0,0,-0.266721684835634,0,0,0,0,0.217884793650864,0,-0.116218353589229,0,0,0,0
X601658.CH.Equity,0,0,0,0.217749603410977,0,0,0,0,0,0,0,0,0,0,0,0,0.212319850499885,0.213856985959356,0.00130095221658313,0,0,0,0,0,0,0.0103795319069114,0,0,0,0,0,0,0,0,0,0,-0.0172726468518317,0,0,0,0,0,0,0,0.0258479068368948,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.220907383512311,0,0,-0.0729996943511721,-0.00920070373952837,0.0633292650280432,0,0,0.220243171036857,0,0,0,0,0,0,0,0,0,0,0,0,-0.0806189836722417,0,0,-0.0240370426374322,0.0941446866611776,0,0,0.0896814547519554,0.0689296293725608,0.113345489695864,0,0.0343348270385699,0,0.0252502505118651,0,0.173509491675921,0.0580296614279515,0,0,0,0,0,0,0,0.145625325099564
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0242815464353359,0,0.413930799108662,0,0,0,0,0,0,-0.0555264620120678,0,0,0,0,0,0,0,0,0,0,0.23759640032049,0,0,0.144457659852625,0,0.0382568442357668,0,0,0,-0.0125021861869375,0,0,0,0.0778679736293012,0,1.14699683480708e-05,0,0,0,0,0.0854083676201116
X601166.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0.1758498761317,0.238244532181913,0,0,0,0.0538273448210178,0,0,0,0,0.0300858057370634,0,0,0,0.0687807262873154,0,0,0,0,0,0.0135572916031122,0.0462440563117514,0,0.00379629034791938,0,0,0.00886598863036318,0,0,0,0,-0.0178465056081333,0,0,0.370681386561762,0.0356478037033284,0,0,0,0,0,0,0.0307361297953506,0,0
X601328.CH.EQUITY,0,0,0,0.0463316967932057,0,0.112007677417763,0.0205395317739105,0,0,0,0,0,0,0,0,0.0289599643715512,0,0,0,0.373202761785122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250134451939447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0967103056680046,0,0,0,0,0,0,0,0,0.0458464635180571,0,0,0,0,0,0.423771895560574,0,0.146536620147201,0,0,0,0,0,0,0,0,0.114692715626016,0,0,0,0,0.0215982424921551,0,0,0,0,0.295700463604867,0.120472137655927,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.270621402315961,0,0,0,0,0,0.0854254699167282,0,0,0,0.0446713029761932,0,0,0,0.00116784374072093,0,0,0,0,0,0,0,0,0,0,0,0,0.159061786382055,0,0.138580714596988,0,0,0,0,0.0213073745475485,0,0,0,0,-5.42101086242752e-20,0.11475362289637,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.156577887588817,0,0,0,-0.0913838210083794,0,0,0,0,0.00638964356059457,0,0,0,0.0547334993183877,0,0.164980763748829,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902332219606433,0,0.391396713411873,0,0,0,0,0,0,-0.0392312129206363,0.0611524555591005,0,-0.0664334798553441,0,0
X601601.CH.EQUITY,0,0,0,0,0.206751976260828,0.0856175466536677,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,1.73472347597681e-18,0.202648674006654,0,0,0,0,0,0.0358729258803346,0,0,0,0,0,0,0,0.205450775768575,0,0,0.351272845535128,0,-0.150188926005187,0,0,0,0,0,0,0,0.0158219600478007,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.163664041027297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865534168873012,0,0.284071026859409,0,0,0,0.0771704452884532,0,0.00110357011797026,0,0,0,-0.262142390293765,0,0,0,0,0,0,0,-0.0786874331150434,0,0.616878579498605,0,0.0492171727001671,0.053997329810029,-0.117626578673691,0
X601998.CH.EQUITY,0.198335610087649,0,0,0,0,0,0,0,0.0302258612943699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163449893443281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325385380521328,0,0.513697528998983,-0.0196674755527393,0,0.000548343332087934,-0.0901865817256013,-0.0417162580140851,0.0879423478232287,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0252887540112248,0.241791061338069,0,0,0,0,0,0,-0.0780819395738606,0,0,0,0,0,0,0,0,0,0,0.389114725282252,0,0.176659952990369,0,0.0220741350570662,0,0,0,0,0.0799246850952932,0,0,0,0.0422605357092029,0,0,0.0389805283806302,0,0,0,0.00557328461144531,0,0.021299240078661
X2388.HK.EQUITY,0,0,0,0,-0.13957616636251,0,0,0.24112701452119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418622557797987,0,0,0,0,0,0,0,0,0,0.221287549210569,0,0,0,0,0,0,0,0,-0.0407548546036583,-0.162727798267542,0,0,0.0389420598404678,-0.0389698710312947,0,0.118750465890878
X11.HK.EQUITY,0,0,0,0,0,0,0,0.151875860154113,0.457044978527596,0,0,0.136214688118405,0,0,0,0,0,0,0.000259206209400472,0,-0.0835126487616199,0,0.170769293290089,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.018490426754379,0,0,0,0,0,0,0.0078133649487308
X002142.CH.EQUITY,0,0,0,0,0,0.116851278696149,0,-0.133546319441128,0,0.0638963495359619,0,0,0,0,0.0234584638014892,0,0,0,0,0,0,0,0,0,0,-0.155472317214872,0,0,0,0,0,0.672047212541111,0,-0.0952314317188753,0,0,0,0,0,0,0,0,0.115375566249797,0.0907563300159407,0.177684484758236,0,0,0,0.0448949901578245,0
X267.HK.EQUITY,0,0.0459411391216017,0,0,0,0,0,0,0,0.193192234222966,0,0,0,0,0,-0.042138452859969,0,0,0,0,0,0,0.417835010952845,0,0.0672077760455373,0,0.0112243908017391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.161794056080931,0.372931608246674
