,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY
X601166.CH.EQUITY,0,0,0.128729705820933,0,0,0,0,0,0.04025375143013,0,0,0.0325697772898261,0.145705262615547,0,0.00186044303979558,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.170675752960896,0.395788390403666,0,0,0,0,0.010114693108298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.153352861859652,0,0,0.0304923678700852,-0.351659132160313,0,0,0.0737097985802371,-0.0767610464247309,0,0.287387926181375,0,0.0600897231436362,0,0,0.262878285683427,0,0,0,0.172984864764262,0,0,0,0,0,0,-0.226848168661559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291289029507468,0,0,0,0.204503522610287,0,0.0163458241036221,0,0,0
X000001.CH.EQUITY,-0.0113525486950223,0.0698160990255148,0,0,0.162588360398166,0,0,0,0,0.0844369013257195,0.311791484692552,0,0,0,0,0,0,0,0,0,0,0.127610409858148,0,0,0.20805540845369,0,0,0,0,0,0,-0.255391379409092,0,0,0,0,0,0,0,0,0,0,0,-0.0421520773604513,0.344978513634993,0.0334794866590834,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.020214452376536,0,-0.00886719638167616,0,0,0,0,0,0.13293116936077,0.0493033245904802,0,0,0,0,0,0,0,0,0,0,0.436460149057425,0,0,0,0,0,0,0.0352608025420027,0,0,0,0,0.12977401637973,0,0,0,0,0,0.0838614218033574,0.135320365870558,0
X601601.CH.EQUITY,0,0.304251886635128,0,0,0,0,0,0.0664257927588856,0.115521895429491,-0.0995433176809609,0,0,0.163186643206151,0,0,0,0,0,0.380243483101288,0,0,0,0,0,0,0,0,0,0,0,-0.0454302998387173,0.0458930133295824,0,0,0,0,0,0,0,0,0,0,0,-0.0588288401709561,0.0816647863321529,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.142347951656568,0,0,0,0,0.294305981514247,0,0,0,0,0,0.128261705922727,0,0,0,0,0,0,0,0,0.15029807561983,0,0.020046827686311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.163694332148036,0,0,0.116640215995108,0,0,0,0,0,0,0,0,0,0,0.36997225912529,0,0,0,0,0.12084988224258,0,0,0,0,0,0,0,0,0,0,0,0.0241013276500928,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0077193138385073,8.67361737988404e-19
X601066.CH.EQUITY,0,0,0.0785280311466845,0,-0.0304269413230296,0.0630628012567884,0,0,0,0,0,0.0411173196395419,0,0.423514573148157,0,0,0,0,0,0,0.114498990032176,-0.177042386645678,0,-0.081745390356231,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0743434184714556,0,0,0,0,0,0.153914412160239,0,0
X601319.CH.EQUITY,0,0.252522126259821,0,0,0,0.0880253700167399,0,0.0647472287783196,0.00453995603380047,0,0,0,0,0,0,0,0,0,0,0.195488636332264,0,0,0,0,0,0,0,0.0656351288878683,0,0.019039099051021,0,0,0,0,0.0462203210681266,0,0.0578248541993295,0,0,0.048750770372236,0,0,0,0,0,0.112516093164193,0.104008871809851,0,0,0
X300059.CH.EQUITY,0,0.0393982038070435,0,0,-0.00599015974818728,0.0320900146163672,0,0,0,0.0829725378457892,0,0.0458466513615834,0.0145805910581929,0,0.0444068867739431,0,0,0,0,0,0,-0.0976474764595732,0,0,0,0,0,0,0,0,0,0,0,0,0.285613566660462,0.217516139543673,0,0.326778511453912,0,0,0,0,0,-3.46944695195361e-18,0.0448512800737176,-0.157829356827564,0,0,0.096907839258926,0
X601998.CH.EQUITY,0,0,-0.0402876002263533,0.412993810042961,0.0540431919163057,0,0.101854220450421,0.0382481834886986,0,0,-0.0664864384651934,0,0,0,0,0,0.0883843700797981,0.251546113970039,0,0,0,0,0,0,0,0.373726319427983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419023721027359,0.104972583968268,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0709329785008483,0.697941768012628,0.054139547098991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287688378340387,-0.0331389133461591,0,0,0,0,0,0,0.130500443644509,0,-0.0975806961522306,0,0,0,0,0,0,-0.0921755738921223,0,0.157481199984023,-0.031299457744809,0,0,0,0,0.0260843314920921,0.0550162125110183
X600016.CH.EQUITY,0,0,0,0,0,0.120772387468636,0,0,0,0,0,-0.0874806618361079,0,0,0,0.103260443631497,0,0,0,0,0.0786535343443345,0,0,0,0,0,0,0,0.0332536152388984,0,0,0.14406103881741,0,0,0,0,0,0,0,0.444457959563822,0,-0.276457986005903,-0.13868852110377,0,0,0.430198557572046,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.128461477046506,0,0,0,0.15085117897814,0,-1.73472347597681e-18,0.0339207423740098,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.297698227773757,0,0,0,0,0,0,0.0139697746507981,0,0,0,0,0,0,-0.266245827778666,0.0859031989751425,0,0,0,0,0,0,0,0.0039272107802464,0,0,0,0,0
X002142.CH.EQUITY,0,-0.0154648133978826,0,0,0.166211138846942,0,0,0,0,-0.0501750023956051,0.048364919575178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178120840275099,0.207534748570924,0,0,0,-0.063173731057835,0,0,0,0,0,0,0,0,0,0,0,0,0.122438175275636,0,0,0,0.0573088027957654,0
X601818.CH.EQUITY,-0.078230068995529,0.284907244184358,0,0,0,0,0,0,0,0,0.252520098832343,0,0,0,0,0,0,0,0,0,0.283819339088391,0,0,0,0.240475505469533,0,0,0,0,0,0,0,0.13396971985392,0.0413527997842788,0,0,0.0765795909866259,0,0.0776100959637055,0,0,0,0.0166492167343162,0,0,0,0,0,-0.242396803446092,0
X600999.CH.EQUITY,0,0,0,0,0.161078692031956,0,0,0.0833567958797032,-0.039707868132952,0,0,0,0,0,0,0.0801544033005039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886304058467513,0,0,0,0,2.77555756156289e-17,0,-0.130442743435666,0,0,0.0562708603248902,0,0,0,0,0,0.310238135939297,0,0.0391539995289608
X601336.CH.EQUITY,0,0,0,0,0,0.529046167273281,0,0,0,0.073305394494912,0,-0.171391714385398,0,0,0.0322649455699871,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.038441862769699,0,0,0,0,0,0,0,0,0.103963695947613,0,0,0,0.0570844892124508,0.0567035257765881,0,0,0.219294088972043,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376896280058777,0,0,-0.145255532006008,0,0,0,0,0,0.141119792308114,0.02286795766519,0,0,0,0.259969154855878,0,0.32509401064946,0,0,0,0,0,0,-0.00362859587318622,0,0,0,0,0,-0.0486416076837572,0,-0.101028964747145,0.162854610950266,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0736117684365393,0,0,0,0,0,0,0.362446322238414,0,0,0.203668753951538,0,0,0,0.071497303130472,0,0,0,0,0,0.0280065911525254,3.46944695195361e-18,0.241240032622466,0,0,0,0,0,0.00473272685988222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,-3.46944695195361e-18,0,0,0.0464205262243579,0.067076920727267,0.054540523292849,0,0,0,0.0386640397081186,-3.46944695195361e-18,0,0,0,0.272848229781191,0,0,0,0,0,0,0,0,0,0,0,0.176616800266187,0,0,0,0,0,0,0,0,0,0,0,0,0.109849890168338,0.113537708298913,0,0,-0.539006146910041,-6.93889390390723e-18,0,0.245215241269983,0,0
X267.HK.EQUITY,0.165834392720601,0.21693248197432,0,0,0,0.0279153314121995,0.0348221546840803,0.291939272995877,0,0,0,0,0,0,0.179806878001212,0,0,0,-0.774472133313367,0,0,0,0,0,0.157301676962184,0,0.0559411922709018,0.182525160433298,0,0,0,0,0,4.33680868994202e-19,0,0.12525096261912,0,0,0,0,0,0,0,0,0.0402228566136104,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,-0.121000147018708,0,-0.292409755802828,0.292492783277512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345919670036954,0.106872410188071,0,0,0.227562298727605,0,0,0,-0.0725415677445703,0.118825696322943,0,0,0,0,0,0,0,0,0,0,0,0.136923329190393,0.120274758336578,0.198804858384245,0
X2882.TT.EQUITY,0,0,0,0,0,0,0.13028960393651,-0.00405414732319233,0,0,0,0,0.0469267588671599,0,0,0,0,0,0,0,0,0.0862184108291346,0.0193274577692352,0,0,0,0,0,0,0.0657732645833639,0,0,0,0,0,0,0,0,0.403756973421991,0,-0.0388731564284113,0,0.126469919921246,0.195288578903578,0.10220443916777,0,0,0,0,0.123785746609819
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747085031334538,0,0.0317482411816624,0,0,0,0.167717251979645,0,0,0,0,0.0190845504012325,0,0,0.0291345880477165,0,0.171874917442498,0.0934615618769871,0,0.118498731328111,0,0,0.0497194452266214,0,0.0091791678816982,0,0,0,0.235829387415651,0,0,0,0.0924591046299686,0,0.0565327036148997,0,0
X600918.CH.Equity,0.10450276074176,0,0,0,0,0,0,0,0,-0.0203435575300405,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0208749572845913,-0.0304354845324451,-0.00640921517966318,0,0,0.242359756817182,0,0.113396155132093,0.181274474496465,0,0,0,0,0,0,-0.012328755604295,0,0,-0.0502628511830857,0,0,0,0,0,0,0,0,0.379064970440259,0
X601229.CH.EQUITY,0,0,0,0,0,-0.0336974102895906,0,0,0.20728417237044,1.73472347597681e-18,0,0.169803146134868,0,0,0,0,0,0,0,0,0,0,0,0.000697111815575201,0.126236122499713,4.33680868994202e-19,0,0,0.0723131247961416,-0.0966170913179238,0,0,0,0,0,0,0,0,0,0.0811384873533945,0,0,0,0,0,0,0.372747788154241,0.487373708729229,0,0
X000776.CH.EQUITY,0,0,-0.038649981841091,0,0,0,0,0,0,0.062361048929992,0,0,0,0,0,0,0,0.100697418343866,0,0.451372174320807,0,0,0,0,0,0,0,0,0,0.181936452344474,0,0,0.0654705798415954,-0.0431139997014968,0,0,0,0,-0.00492219587876155,0,0,0.143973376933329,0,0,0,0,0,0,0,-0.0252834718922942
X2881.TT.EQUITY,0,0,0.279906482496641,0.194969688062159,0,0,0,0,0.0554800619152903,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462005073294708,0,0,0,0,0,0.294122375578459,0,0.312007485528295,0,0,0,0,0,0,0,0,0.166432398972581,0.0574738759074858,0,-0.25678524089888,-0.138835450285731,0,0,0
X601169.CH.EQUITY,0,0.0927551768239951,0.1382543643345,0,0.31194078488769,0,0,0,0,0,0,0,0.042029837853758,0,0,0,0,-0.0179932800693549,0,0,0,0,0.712103694693941,0.00149773669537685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142131865542186,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0804676076296961,0,0,0,0,0.102785929210104,0,0,0,0.170817151717798,0,0.0718996995779979,0,0,0,0,0,0.141303063166854,0,0,0,0,0.00785484423919667,0,0,0.0892485416635297,0,0,0.0311563308428273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271447560196071,0,0.0986793244641324,0
X601881.CH.EQUITY,0,0,0,0,0,0,-0.0393667880728733,0,0,0,0,0,0,0.182930922076711,0,0,0,0,0,0,0,0,0,0,0.0711100795711542,0,0,0,0,0.0907564277845585,0,0,0,0,0.536551738004375,0.140267642519201,0,0,0,-0.050762012053849,0,0,0,0.0722246101346571,0,0,0,0,0,0
X2886.TT.EQUITY,0,0.0709941964172965,0,0,0.0573837920506804,0,0.0747073164634817,-0.0139838785224939,0,-0.146892727599422,0,-0.0490728240659248,0,0,0,0,0,0,0,0,0,0.0750524182372122,0,0,0,0,0.083749525738934,0,0,0,0,0,0.0504961737598037,0.162835272038877,0,0,0,0,0,0,0,0,0,0.405656797170905,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0.0738629319456419,0,0,0,0,0,0,0,0,0,0,0,0.0168984453805906,0,0,0,0.0258002804693064,0,0,0.0261781064737829,0,0,0,0,-0.0383142511685817,0,0.04142210932547,0.145162262519906,0,0.0365961159673177,0,0,0,-0.092646062034619,0.451114934723931,0,0.115303019289815,0,0.265144230980494,0,-0.269575020397791,0,0.0440191595877734,0,-0.153956534310708,0
X600926.CH.EQUITY,0,0,0,0,0,0.262771731915879,0,0,0,0.171749179559038,0,0,0.361223084104943,0.0738905602487512,0,0,0,0,0,0,0,0,0,-0.0704780541471749,0,0,0,0,0,0,0,0,0.00102531567071034,0,0,0,0,-0.0235174024674822,0,0,0,0,0,0,0,0,0,0,0,-0.0265117642530044
X600919.CH.EQUITY,0,-8.67361737988404e-19,0.0816765127304799,0,0,0,0,0,0.140871491027701,0,0,0,0,0,0,0.156504346519876,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.292185992860074,0.561916405644572,0,0,-0.145558470417093,0,0,0,0,0,0,0,0,0,-0.397819969869653,0,0.0158713976980341,0,0,0.399047474101823,0,0,0
X601009.CH.EQUITY,0,0.175645245065257,0,0.0720303388130286,0,0.0535468814790595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107959696229615,0,2.16840434497101e-19,0,0,0,0.205618185419648,0.00309332206609753,0,0,-0.176992376252242,0,0,0,0,0,0,0.184441642794724,0,0,0,0.325854592095767,0,0,0.0727618315613987,0,0,0,0,0,0.0310545643346761
X601788.CH.EQUITY,0,0,0,0,0,0,0,-0.0855609143795421,0,-0.0978814386545848,0,0,0,0.447741615655489,-0.116183959504159,0,0,0.251477613849639,0,0,0,0,0,0,0,0,0.106818287792567,0,0,0,0.0220686317229222,0,0,0,0,0,0.319071497938538,0,0,0,0,0.0837201209428788,0,0,0,0,0,0,0.0721827279425102,0
X601696.CH.Equity,0,0,0,0,0,0,0.0775838178889525,0,0,0,0,-0.073742721869312,-0.0397190457486764,0,-0.147031242589888,0,0.101352369804777,0,0,0.213641244240641,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275764262780579,0.253026591529296,0.58841231503041,0,-0.0550703918288249,0,0,0,0,0,0,0.185737816681505,0,0,0.0328825865167767,0,-0.0348304744905088
X2884.TT.EQUITY,0,0,0,0,0,0,0,0.0522775079224971,0,0.207933216119614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137309827152002,0,0,0,0,0,0,0,0,0,0,0,0.471730425621056,0,0,0,0.0781646026279465,0,0,0.0168589618095788,0,0,0,0
