,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2887.TT.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.430749727050499,0.512494070958874,0,0,0,0,0,0,0.135255470946713,0,0.0958394966601821,0,0,0.0651788844913227,0,0,0,0,0,0.0170788394773674,0,0,0,0,-0.0745547453824922,0,0,0.0562118266266284,0,0,0,0,0,0,0,0,0,0,0,0.0262559966496309,0,0,0,0,0,0,-0.0118925801146481,0,-0.191232790203106
X601288.CH.EQUITY,0,0,0.670442770972763,0.263738404711404,0,0,0.0337346232683835,0,-0.0478330940375981,0,0,0,0,-0.0254845543794134,0,0,0,0,-0.00830078397064734,0,0.135737359312028,0,-0.200948840212364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075022498320761,0,0,0,0
X601939.CH.EQUITY,0.128903076666096,0.242577847339516,0,0.186126475370549,0,0.045551460319317,0,0,0,0,0,0,0,0,0.228486167743898,0,0,0.0678248321869982,0,0,-0.0382597182861664,0,-0.0520409718958591,0,0,0,0,0,0,0,0,0,-0.0566547553809396,0,0,0.231829007621838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0924972917243167,0.502865939592383,0.152256122960325,0,0,0,0,0,0,0.154354673304665,0,0,0,0,0,0,0,0.243788119994065,0,0,0,0,-0.133961365176852,0,0,0,-0.0815205498748331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103753374449779,0,0.131990666534463,0,0,0,-0.131846215423926,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223384807254247,0,0,0,-0.208560521312865,0.225718129472858,0.0208315567614383,0,0.0846390635513618,0,0,0,0.128485451734704,0.294439432407081,0,-1.38777878078145e-17,0,0,0,0,0,0.260451325435672,0,0.175419797386469,-6.93889390390723e-18,0,0,0,0.049568101498962,0,0,-0.0849918937653604,-0.453870999745774,0.725983356397205,0
X601658.CH.Equity,0,0.109788132476468,0.0946035191012591,0,0,0,0.0262569599825123,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.123296806806422,0.237057784246049,0,0,0,0.0129208199699722,0.0668180218834524,0.056158350527311,0.0171036124802249,0,0,0,0,0,0,0.124083996365612,0,0.103334871308267,0,0,-0.0410306302263066,0,0,0,0,0,0,0,0,0.0708770686566619,0,0.0353920914432219
X601328.CH.EQUITY,0,0.313392878847448,0,0,-2.16840434497101e-19,0,0,0,0,0.0141607918197402,0,0,0,0,0.0396975548061777,-0.104061400909325,0,0,0,0.0308761147106246,0.0337652124310276,0.218063377683598,0,0,0.122680048800185,0,0,0,0,0.254951258072007,0,0.0522165076935072,0,0,0,0,0,0,0,0,0,0,0,-0.190601057891889,0,0.136243557017802,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528948769907649,0,0,0,0,0.104111091048349,0,0,0,0.162197724072262,0.137389701257864,0,0,0,0,0,0.18859894745666,0.0322462183447023,0,0,0,0,0,-0.142955560448588,0.0538703214639955,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.110770310479464,0,0,1.38777878078145e-17,0,0.0792147594083094,0,0,0,0.0332999714230528,0.0918709205549092,0.0767110582769828,0.439093801245432,0,0,0,0.220829289175312,0,0.0108396750340778,0.0932259875754878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131961109498952,0,-0.0188174354525263,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0981989304949637,0.111761453861684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461053205441339,0.209688743406629,0,0,0,0,0.135809728034039,0.121238550606332,-0.151259638135463,0,0.0877070164136264,0,0,0,0,0.165287262803746,0,0,0.167146132685704,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.169530074375288,0,0,0,0.0963074322027646,0,0,0,0,0,0,0.312374023466918,0,0,0,0.0360555709399404,0,0,0,0,0,0,0,0.0891916874869176,0,0,0.0147290389389029,0,0,0.160441428853451,0,0,0.220617647135008,0,0,0,0,0
X601998.CH.EQUITY,0.106781011797913,0,0,0,-0.0382076590231878,0,0,0,0.250120911264281,0,0,0,0,0,0,0.199891223852303,0,0,0,0,0,0,0,0,0.36550505569622,0,0,0,0.0984533556451982,0,0,0,0,0,-0.10443552817661,0,0,0,0,-0.00654125618614838,0,0,0,0,0,0,0,0,0,-0.0549226317998449
X600000.CH.EQUITY,0.208520730528047,0,0,0,0,0,0,0,0.0120598889171075,0,0,0,0,0,0,0.167269004180358,0,0.129578177026471,0,0.0290287723570551,0,0.367116873610929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563932607598888,0,0,0,0,0,6.93889390390723e-18,0.180007252960852,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0499392940508591,0,0,0,0,0,0,0,0,0.0223888989556317,0.239367048256877,0,0,0,0,0,0,0.229362507421506,0,0,0,0,0,0,0,0,0,0,0.040159240138082,0.387708248312004,0,0,0,0,0,0,0.0236988735449373,0,0,0,0.0299579088550262,0,0
X601818.CH.EQUITY,0,0,0.0549750105304765,0,0.105394837806123,0,0,0,0,0,0,0.0676415657967714,0,0.51542413243575,0,0,0,0,0.144764224690883,0,0,0.0849681086462397,0,0,0,0,0,0,0,0,0,0.0717187346934011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863328607007322,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.393459563188749,0,0,0,0,0,0,0.0729710446656678,0,0,0,0,0,0,0,-0.0758763767774962,0,0.121171508047053,-4.33680868994202e-19,0,0,0.221668143012131,0,0,0,0,0,0.0741833806729774,0.22096805540193,0,0,0.240472875201134,0,-0.022060974166406,0.148362738528163,0.0712903637071318,0,0,0,-0.0643589243934595,0,0,0.231328177390847,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.034821991159724,0,0.0948361810057435,0.0351463047402296,0,0.391794071659052,0,0,0.0934043678718926,0,0,0,0,0,0,0,0,0,0,0,0.062287435318097,0,0.00804215639493675,0,0,0,0,0.0092257886347329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281937204715622,0.0232002380762333,0,0.0367751270259655
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.110945217369416,0,0,0.0300959452182901,0.0224379671812803,0,0,0,0,0.253797940641503,0,0.0466914185528123,0.0963626469450898,0,0,-0.0386042489159254,0,0,0,0,0,0.0452257018473729,0.50657745904717,0,0,0,0,0,0,0.0922534201134057,0,0,0,0,0,0.145255742891771,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,-0.0240838092915752,0,0,0,0,-0.03467759316233,0,0,0,0.210604254361365,0.310559369397801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290074118373587,0,0,0,0.0666485133424858,0,0,0,0,0,0,0,-0.0733756196352928,0.133214027756279,0,0,0,0,0
X600919.CH.EQUITY,0.0942680593966273,0.00682303028455394,0,0.00157320529820888,-0.0831453693813873,0,0.124068867715281,0,0,0,0,0,0,0,0,0,0,0.230603741233809,0,0,0.0245777368980279,0,0,0.0618815066319313,0,-0.0302837601079021,-0.110250170680006,0.0647160305368308,-0.056514591525039,0.473420104973438,-0.215144862350279,0,0,0,-0.0395507074029526,0,0,0,0,0.135215970932159,0,0,0.0778745709922281,0,0,0,0.0430965687120898,0,0,0
X2388.HK.EQUITY,0.192224880040873,0.0721867008547487,0,0,0.182191596419872,0.0593154417569625,0,0,0,0,0,0,0,0.063652069881001,0,-0.241836503369343,0,0,-0.57040156378124,0,0,0.306995557362364,0,0,0,0,0.0284081764606817,0,0,0,0,0,0,0,0,-0.460365309463648,0.699169647668862,0,0,0,-0.0737600577348477,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.00408148475600682,0,0,0,0.067510649774955,0,0,0,0,0,0,0,0.365592038269453,0,0.0333987725705419,0.0357470649587508,0,0.0213313233981367,0.255184926597696,0,0.0754586669328581,0,0,0,0,0,0,0,0,0,0,0,0.0419323647600779,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.112353948220109,0,0,0,0.0803119495488423,0,0,0
X1299.HK.EQUITY,-0.0206104700977165,-0.0299220961338319,0,-0.153193882823789,0,0,0,0,0,0,0.113265524011593,0,0,0,0,0,0,0,0,0,0,0,0,0.148538195469188,0,-1.73472347597681e-18,0,0,0.379263727865292,0.488055855815191,0.0861259506917478,0,0,0,-0.178637971329467,-0.0414665439656374,0,0,0,0,0,0,0,0,0.0393919800007947,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.016592541197144,0,0,0,0,0.173274815293287,0,0.352759206934072,0.020065376451442,0,0,0,0.0342530150354816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303917178358466,0,0,0.26508938130982,0,0,0.210864115240182,0,0,0,0,0,0,0,0,0,0,0,-0.1114092393205,0,0
X601916.CH.Equity,0,0,0,-0.0596479748072663,-0.0889592473470606,0,0,0,0,-0.0344777212755628,0,0.435780322392066,0,0,0,0,0,0,0,0,0.0868661154862367,0,0,0.0930432835287945,0,0,-0.00376034258188181,0,0,0.133100121761499,0,0,0,0,0,0.0376694267187414,0,0,-0.0740037980646704,-0.0760376442353649,0,0,0,0,0,0,0.366312109046654,0,0,0
