,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X600918.CH.Equity,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY
X601328.CH.EQUITY,0.367408296528549,0,0,0.215162728598986,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0.143624350996747,0,0,0.0538670442377,0,0,0,0,0,0,0.138318866965276,0,0,0.00826470197057649,0,0,0,0,0,0,0,0,0,0,0.050429030128757,0,0,0,0,0,0,0.0437414962118083,0,0,0,0
X388.HK.EQUITY,0,0,0.273895424471297,0,0,8.67361737988404e-19,0.208793984236888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546177573256059,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0379920603294361,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.491484657178699,0,0,0,0.0318532476599177,0,0,0,0.0344528028504566,0,0.00994361819471334,0,0,0,0,0,0,0,0,0.223953396832466,0,0,0,0,0,0,0,0,0.0321621220748026,0,0,0,0.0454831444725632,0.106732469569282,0,0,0,0,0,0.0091718151561981,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.360874750735182,0,0,1.73472347597681e-18,0,0.21877911830734,0,0,0,0,0,0,0.0142762763992227,0,0,0,0,0,0,0.0980634304753344,0,0,0,0,0,0,0,0,0,0,0.0396719057646051,0,0,0,0,0,0,0,0,0,0,0.099096809205837,0.0507608248566665,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858368707753854,0,0,0.0694945304319381,0,0,0.238023035087707,0,0,0,0,0.077572693393763,0.265554711695192,0.0859017150421409,0,-4.33680868994202e-19,0.0128668266710419,0,0,0,0,0,0,0,0,0,0,0.102125807748562,0,0.0154197420425666,0,0,-4.33680868994202e-19,0,0
X000001.CH.EQUITY,0,0,0.491075763482922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332359483982902,0,0.0147100328868496,0,0,0,0,0.242595815615164,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069043880170481,0.227968670200029,0,0,0,0
X601319.CH.EQUITY,3.46944695195361e-18,0,0,0,0,0,0,0,0.170986283199123,0,0,0,0,0,0,0,0,0,0,0,0.0838424627779456,0,0,0.14387180657403,0,0,0.0715955355544738,0.215598270679356,0,0,0.0309670738139387,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.218162599171946,0,0,0,0,0,0
X600016.CH.EQUITY,0.175296243755822,0,0,0.272169160969811,0.15645792631517,0.0518217169068464,0,0,0,0,0.124817644198909,0,0,0,0,-1.38777878078145e-17,0,0,0,0.00524756157248982,0,0,0,0,0,0,0,0,0,0,0.072226536889977,0,0,0,0,0.0167839236223282,0.12038883407985,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.288661734113233,0,0.136883431711806,0,-0.0454864247425925,0.155072213970215,0,0,0,0,0,0,0,0.329259046233301,0,0,0,0,0,0,0,0,0,0,0,0,0.211803902801543,0,0,0,0,0,0.0752064122762682,0,0,0,0,0,0,-0.0187957857746379,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.0384313955423147,0.354904399009822,0.126155786625536,0,0,-0.0978010422147587,0,-0.021765291502188,0,0,0,0,0.304791517363902,0,0,0.0860963427878701,0,0,0,0,0,0,0,0,0,0.091357135857765,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.685169215655065,0,0,0,0,0,0,0,0,0,0,0,0,0.0238193726070747,0,0,0,0.340303055734137,0,0,0,0,0,0,0,0,0,0.322998040562334,-0.156899263328501,0,-0.190358631506226,0,0,-0.0476012634081791,0,0,0,-0.142853851618905,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0238139788034466,0,0,0,0,0,0.44101894385419,0,0,0,0,0.0589283908971777,-0.108855503830924,0,0,0,0,-0.00819249273532867,0,0.302660496172737,0,0,0,0,0.0530044707107363,0,0,0,0,0,0,0,0.136902292339701,0,0.0284166312174578,0,0,0.059277366523048,0,0,0,0
X601998.CH.EQUITY,0.168994066591755,0.222025030579354,0,0,0,0,-0.0249469077678209,0,0,0,0.137647285343749,0,0,0.27114054713096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167901884476118,0,0,0,0,0,0,0,0,0,0,0.0721829949326683,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.238648932656285,0,-0.226658263997515,0,6.93889390390723e-18,0,0,0,0,0.00771840501360182,0.174994062174363,0,0.0998755176845638,0,0,0,0,0,0,0,0.341833433457583,0,0,0,0,0,0,0,0.0595645149955914,0,0,0,0,0.0746476711516203,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.163940591699593,0,0,0.237249223084364,0,0,0,0,0,0,6.93889390390723e-18,0,0.319155313665159,0,0,0.0245116539607105,0,0,0,0,0,0,0.140228529518813,0,0,0,0,0,0,0,0.00753228067754257,0,0,0,0.0321997368054533,0,0,0,0,0,0,0,0,0,0,0,0,0.0421048775158303,0,0
X002142.CH.EQUITY,-0.0185060888738758,0,0,0,0,0.715117043235666,0,0,0,0,-0.214200530220125,0.27163830109241,0,0,0,0.117151489043671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19176898572589,0.0600344736791282,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427253918622369,0,0,0,0,0
X601688.CH.EQUITY,0,0,0.107066262455208,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.120055703239243,-0.00642702362349467,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.134233241318808,0,0.540689453840702,0,0,0,0,0,0,0,0,0.189319119720564,0,0,0,0,0,0,0,-0.00815651674928645
X601211.CH.EQUITY,0,0,-0.0231729833711463,0,0,0,0,0,0,-0.0825174177657429,0.0688075075007976,0,0,0,0.0238084355813253,0,0,0,0,0,0,0.0479766228775849,0.166294907196664,0.140208477309796,0,0,0.467675268994839,0,0,0,0,0,0,0,0,0,0.129777281418358,0,0,0.0483099824350098,0,0.139565747109458,0.0216136677042439,0,0,-1.0842021724855e-19,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338628892253824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118923635881382,0,0,0,0,0,0,0,0,0,0,0.171199147404722,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344707271812456,0.242609434919421,0,0,-0.0624092185267877,0.0322471553669356,-0.16146067301521,0,0,0,0,-0.0552469340276453,0,0,0.574566588389169,-0.0428280381480351,0,0,0,0,0,0.220598096186061,0,0,0,0,0,0,0,0,0.0781997484350309
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.104982601576584,0,0,0,0,0,0.15801773029016,-3.46944695195361e-18,0,0,0,0,0,0.176174871516278,0,0.100170664060374,0.146090631020675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210913197196838,0.0883934822928389,0,0,0,0.0536242984713843,0
X601336.CH.EQUITY,0,0,0,0,0,0.337354699623474,0,0,0,0,0,0,0.0296268445317062,0,0,0.139462923528531,0.0351275631644903,0,0,0.0615651745211809,0.0842266484532375,0,0,0,0,0,0,0,0,0,0.0554004491207979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333937584745915,0,0.145244382503177,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0551437307817264,0,0,0,0,0,0,0,0.291776006018763,0,0.126057564350068,0,0,0,0,0.349817547125553,0,0,0,-0.00269602081261711,0,0,0,0,0,0,0,0,0,-0.0323261073904779,0,0,0,0,0,0.232082494784173,0.0365766365453424,0,-0.0158563654531321
X2881.TT.EQUITY,8.67361737988404e-19,0,0,0,0,0,0.0429303401532396,0,0,0,-0.0272205676869256,0,0,0,0,0,0,0,0,0,0,-0.136186976095993,0,0.032162524010104,0,0,0,0,0,0.60924421748801,0,0,0,0,0,0,0,0.258736374471189,0,-0.0399656275542756,0,0,0,0,0.0768922111913128,0,0,-0.0592397239875374,0,0.0516884657425337
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0823288789076851,0,0,0,0,0,0,0,0,0.0660703863950899,0,-0.0188177959994847,0,0,0,0,0,0,0,0,0,0,0,0.0234198539935531,0,0,0,0,-0.130570322045503,0,0,0,0.0784884089756634,0,0,0,0.393818978637272,0,0.185119200868702,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.109153430435147,0,0,0,0,0,0,0.12847579350718,0,0,0,0,0,-0.184891953747176,0,0.109028441599308,0,0,0,0,0,0.564696273429109,0.0921124456531197,0,0,0,0,0,-0.00775119770708274,0,0,0.106520200379534,0.0369931057382853,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.184103360250279,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0340987797547817,0,0.107974285130306,0,0,-0.0563062122921901,0,0,0,0,0,0,0.0919851322051532,0.297741814389839,0,0,0,0,3.46944695195361e-18,0,0,0,0.0681745257079125,0.34109204487485,0
X2886.TT.EQUITY,0,0,0,-0.102073827161966,0,0,0,0.0460675663169634,0,0,-0.0581074840532463,0,0,0.141903742973964,-0.0728380298793823,0,0,0,0.0748697526486176,0,0,0,0,0,0,0.0517522319651201,0,0,0,0,0,0,0,0.275365197787608,0,0,0.0560164498676267,0,0,0.0723132317755292,0,0,0,0,0,0.359691455545423,0,0,0.00963505423086648,0.178940084923014
X600015.CH.EQUITY,0,0.237701625699911,0,0,0,0,0,-0.132045135688236,0,0,0.037232224961119,0.042233236045443,0.185483091926509,0,0,0.0500723912921702,0,0,0,0,0,0,0,0,0.224155370434095,0.0961586796549857,0,0,0,0,0,0,0,0,0,0,0.346015468717875,0,0,0,0,0,-0.22179446190516,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0.141121524871033,0,0,0,0,0,0,0,0.164163865323683,0,0,0,0,-0.0942113981458252,-0.000961188016278511,0,0,-0.0803026970441229,0.162169231332566,0,0,0,0,0,0,0,0,0,0,0.0427859658383839,0,0,0,0.00549275500620449,0,0,0.0537350436859985,0.127182458809305,0.0441442982067371,0,0,0,0,0,0,0,0,-0.119438901551405,0,0.445312602752395
X000776.CH.EQUITY,0,0,0.000738446210225718,0,0,0,0.0780558165382519,0,0,0.031581180980589,0,0,0,0,0.152997623662222,0,0.101323785219496,0,0,0,0,0,0,0,0,0,0.172722687694842,0,0.0318073823405339,0,0,0,0.0882444178547635,0,0.0535842294461147,0.0289024066745481,0,0,0,0,0,0,0.244612390353647,0,0,0,0,0.0364508076826269,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0585722778543454,0,0,0,0,0,0,0,0,0,0,0,0.0758479614417513,0,0,0,0,0.148244063003641,0.23465868177305,0,0,0.0174163740065056,0,0,0,0,0.183157176113982,0,0,0,0,0.0642035597227348,0,0,0,0,0,0,0.379273124279732,-0.0747305860517701,6.93889390390723e-18
X601916.CH.Equity,0.355582607052932,0,0,0.291030381384901,0,0,0,-0.114887627501582,0,0,0,0,0,0,0,0.0237940806528004,0,0.0664693708064537,0,0,0,0,0,-0.232407751737626,0,0,0.00950794549164287,0,0,-0.00123556877764016,0,0,0,0,0,0.460855258660058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0.0798593256838944,0,0,0,0,0.0745304296615776,0,0,0.110532254429335,0.0542833484909491,0,0.1175907180643,0,0.165732953324851,0,0,0,0,0,0,0,0.0531810286965394,0,0,0,0,0.155948276652577,0,0,0,0,0,0.0715101728625544,0,0,0,0,6.93889390390723e-18,0,0.0950717939971646,0,0,0,-0.0580100624118832,0,0
X2884.TT.EQUITY,0,0,0,-0.167806760645637,0,0,0,-0.167156206211756,0.0627528119274012,0,0,0,0,0,0,0.238959681101814,0,0,0,0,0,0.0633450453119576,0.140812025129604,-0.048578434160613,0,0.10538555793835,0,0,0,0,0.0365244223404979,0,0,0,0.223111845014649,0,0,0.0517999110548278,0,0,0,0,0,0,0,0,-0.0238836321564539,0,-0.035672972531028,0.563967225032751
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360857659711588,0,0,0,0,0,0,0.126602474217771,0,0,0,0,0,0.135782483314383,0,0,0,0,0.463098450864926,0,0,0.00398013119510426,0.0445321123544072,0,0,0,0,0,0.162921234471882,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0.0179689148035883,0,-0.285049435072801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0209626470333169,0,0,0.165262329067399,0,0,0.284380039346299,0,0,0,0.139181638500598,0,0.251741061790371,0.303282771077848,-0.199746611818278,0,0,0.00616969033657972,0,0.148361467254218,0
X600919.CH.EQUITY,0,0.023086254580314,0,0,0.0447601964492156,0,0.0228212729961635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12430310404999,0,0,0.162299306006667,0,-0.0139069453129566,0,0,0.142681895502116,0.194113586495395,0,0,0.121444561747933,0,0
X2892.TT.EQUITY,1.0842021724855e-19,0.0320208488281018,0,0,-0.0312974147497329,0,0,0,-0.00250678598362489,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0.0193182584605924,0,0,0,0,0.071944115506707,0,0,0.0494314898515376,0,0,0,0.116737412567171,0,-0.048640788914672,0.435253121249228,0,0,-0.00755245842704179,0,0.413890347246724,0,0,0,0
