,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0.207087570457441,0,0.0595960088493725,0,0,0,0,0.26440135018909,0.0335716802117619,0,0,0,0,0,0.161544924513624,-1.38777878078145e-17,0,0,0,0,0,0,0,0.161093200125736,0,0,0,0,0,0,0,0,0,0,0.037842859757684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.447017791901653,0,0,0.0125786479817697,0.0106832854730543,0,-0.0272561523563982,0,0,0,0.208446545325255,0,0.219145334939855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.00797635343199249,-1.0842021724855e-19,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.134407469896207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104315577390796,0,0,0,0,0.0797321253282941,0.174100872738436,0,0,0,0,0.0911908192762401,0,0,0,0,0.0441168838628008,0.207841671226576,0,0
X601288.CH.EQUITY,0.382227245911317,-1.73472347597681e-18,0,0,0.351758051095328,0,0,0,0,0,0.0751151428189684,0,0,0.0504914759796989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882601344660871,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.316833121056895,0,0,0,0,0,0,0.227126968921307,0,0,0,0,0.150056432647928,0,0,0,0,0,0,0.00762330799945909,0,0,0,0,0.100585722207815,0,0,0,0.102964477539347,0,0,0,0,0,0,0,0,0,0,0,0.0585197878277865,0,0,0,0.0423900506500289,0,0
X600036.CH.EQUITY,0,0,0.125474552006624,0,0,0,0.0539056247991517,0,0,0.0213245875747887,0,0.323112484726593,0,0,0,0,0,0,0,0,0,0,0.171725125103693,0,0,0.000783887682764609,0,0,0,0,0,0.0410288787641234,0.0152320216187081,0,0,0,0,1.73472347597681e-18,0,0.128474409108354,0,0,0,0,0.008416768239486,0,0,0,0.131792268184393,0
X1299.HK.EQUITY,0,0,0,0,0.371033898116165,0,0,0,0,0,0,0,0,0.324524199687133,0,0,0,0,0.28754131025243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757526724620184,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.102319665366344,0,0,0,0,0,0,0,0,0,0.309066496491234,0,-0.281500615135069,0,0,0.921794652621262,0,-0.799054890714349,0,0,0.622664847892663,0,0,0,0,0,0.270110784662815,0,0,0,0,0,0,0,0,0,0.0109871188150239,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.045879155755813,0,0,0,0.080194392466001,0,0.292169554377998,0,0,0,0.139951455282865,0,0,0,0,0,0,0,-8.67361737988404e-19,0.15945038740198,0,0,0,0,0,0,0,0,0,0.0787517713768984,0,0,0,0,0,0,0.0426713340496872,0,0
X601658.CH.Equity,0,0.117803648526937,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254000761518635,0,0,0,0.453811725183977,0,0,0,0,0,0,-0.0442450843830553,0,0,0,0,0,0.358644810213605,0,0,0,0,0,0,0,0,0,-0.489459303738383,0,0,0,0.157887094928325
