,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0195303566694739,0.2760369426114,0.149629916885412,0,0,0.244427933014849,0,0,0,0,0,0,0,0,0,0,-0.049989614786377,0,0,0,0.138632953051997,0,0,0,0.116697511680116,0.0720668540212697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153181509146726,0.0448352356934449,0,0
X601318.CH.EQUITY,0,0,0,0.0529402168469855,0,0.0412383165267553,0,0,0.152139762276697,0,0,0.253859951197039,0,0,0.0388125457728208,0,0,0,0.0714410372072494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122117969218134,0,0,0,0,0,0.122320890513369,0,0.0487675848694836,0,0,0.0828827790510758,0.0733630681370013,0,0,0.162609646016623,0.12268401035853
X600036.CH.EQUITY,0,1.73472347597681e-18,0,0,0,0.199858341550255,0,0,0,0,0,0.346813537422221,0,0,0,0,0.0107298229907516,0,0,0,0,0,0.135067019015092,0.148995270598238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241815243154853,-0.00551383410226786,0,0.061069200108759,0.00342220414864221,0,0,-0.0417340382976023,0.0328232461394434,0,0
X601939.CH.EQUITY,0.585875282386854,0,0,0,0,0,0,0,0.24939648680075,0,0,0,0,0,-6.93889390390723e-18,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0576014514728574,0,0,0,0,0.0714215265361547,0,0,0,0.00435569612152528,0,0,0,0,0.127061375387836,0,0,0.0675053974356226,0,0,0,0.0802325809774563,0,0,0
X601288.CH.EQUITY,0,0.0280105044001774,0,0.255926631205657,0,0,0.0446793904008671,0.438724707685317,0,0,0,0,0,0,0,0,0,0,0,0.00778225484924978,0,0,0.0885095209986893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268838563852437,0,0,0.0530301460429434,-9.07516242696038e-05
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.315258167367863,0,0,0,0,0.150639397172213,0,0,0,-0.0604759768412803,0,0,0,0,0,0.188188916672545,0,0,0.122626981933344,0,0,0,0,0,0,0,0,0,0,-0.100029559201631,0,0,0.285587148327511,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,-0.146826065873428,0,0,0,0,0,-0.0145398465312481,0.139236259495674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842961055649194,0,0,0,0,0.244231138612119,0,0,0.382838472321396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0829162422400059,0,0,0,0.461029201647901,0,0,0,0,-0.00372310661342057,0,-0.0764260903850966,0.113726915902364,0,-0.0709434808245954,0,0,0,0,0,0,0,0,0.0486926459663409,0,0,0,0,0,0,0,0,0.217563057453282,-0.0209431062793782,0,0,0.074486618056327,0,0,0,0.0269544340902327,0,0,0,0,0,0,0,0,0.159230538055126
X5.HK.EQUITY,0,0.331714862250731,0,0.131073346377488,0,0,0,0,0,-0.127046868880682,0,0,0.0560981983437268,0,0,0,0,0,0,0,0,0.238647196176374,0,0,0.251584605963166,0,0,0.0501446331495226,0,0,0,-0.0517965980252822,0,-0.0901927699017754,-0.071415668080286,0,0,0.0564522839626278,0,-0.126246712493345,0,0,-0.0625972158058472,0,0,0.162618763355746,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0590711965250997,0,0,0,0,0,0,0,0,0,0,0,0.248606064114128,0,0,0,0,-0.0498662917451156,-0.247418910521554,0,0,0,0,0,-0.369321731063579,0,0,-0.278604960998436,0.249246016663329,0,0,0,0.341313373879023,0,0,0,0,0,0,0,0.29496411451632,0.037926026162801,0,-0.0436577497489197,-0.0620149789369235,0,0.0827465759350309
