,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2880.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.0625713369250346,0.419245442272694,0.269384959884644,0,0,0,0,0,0,3.46944695195361e-18,0,0.0674228706441365,0,0,0,0,0,0,-0.0881110102833301,0,0,0,0.221995657082575,0,0.0713190481478168,0,0,0,0,0,0,0,0,-0.157937196120549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256068686665629,0
X601939.CH.EQUITY,0.0614599424456447,0,0,0.0949014283002921,0,0.118425832200745,0.0324087718480877,0,0,0.000142857953901551,0,0,0,0.221982990347481,0.259261679156771,0,0,0,0.0375960109400283,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0584306178216323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.357699605917159,0.207607520109683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073780206276466,0,0,0.051396955045333,0,0,0,0.140342218394998,0,0,0,0,0,0.0895594238901024,0,0,0,0,0,0,0,0,0.00760752873185232,0,0,0,0,0,0,0,0,0.070355072270081
X601988.CH.EQUITY,0,0,0.463828046990832,0,0.106981070046876,0.212328700979404,0.0768255159594131,0,0,0.0795080926517368,0,0,0,0,0,0,0,0,0,0,0.0406671565466191,0,0,0,-0.0133388167227228,0,0,0.192300785370277,0.0785202181325704,0,0,0,0,-0.0930417811329951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.520687350676228,0,0,0,0,0,0,0,0,0.0269713380283907,0,0,0,0,0,0,0,0,0,0.648864983266853,0,0,0,-0.0539768736798809,0.312544355072401,0,0,0,0,0,0,0.0641385091184322,0,0,0.0112734363084245,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.098989138995761,0,0,0,0.0732598040968335,0.278254730427089,0,0,0,0,0.030948074629156,0.0553565134951447,0,0,0,0,0,0,0,0,0.1967416956655,0,0,0,0,0,0,-0.0295440787556517,0,0,0,0,0.0202624024226232,0,0,0,0,0.112651982816843,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.177859030163286,0,0.129508356923842,0,0,0,0,0,0,0,0,0.0904643533954003,0.00812128752054261,0.124647712153105,0,0,0,0.379752063803186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00909419634588839,0,0,-0.029759890531541,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0932284468743485,0,0,0,0,0,0,0,0.086879261216094,0.118033454602907,0.0227380095295449,0.137367426543209,0.0935077128546706,0,0,0,0.00937145142407818,0,0,0.0655169265250205,0,0.0954310107585144,0,0,0,0,0,0.144303032574845,0,0,0.0189627506138104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.444566989737318,0,0,0,0,0,0,0,0.296605326891261,0,0,0,0,0,0,0.142657565573008,0,-0.0760975922672655,0,0,0,0,0,0,0,0.122471252989929,0,0,0,0.0247687491019866,0,0,0,0,0,0,0.197369787014522,0,3.46944695195361e-18,0,0,0,0,0,0.0972340526594688,0,0,0,0
X601166.CH.EQUITY,0,0.00310590157490671,0,0.0880108080340283,0,0,0.0147941804671906,0,0,0,0.281445791243005,-6.93889390390723e-18,0,0,0.157424203667308,0.0183874367978384,0,0,0,0,0,0,0,0,0,0,0,0.267555696327774,0,-0.111545382223804,0,0,0,0,0,0,0,-0.166807799212612,0,0,0.134676826175343,0,0,0,0,0,0,0,0.109018796246773,-0.184899154608592
