,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0,0,0.400608011728371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638420753660132,0.0975502978780726,0,0,0,0,0.00309728113872805,0,0,0,0,0.105006727288343,0,0,0.0821478592888012,0,0,0,0,0,0,0.112872112004898,0,0,0,0,0.0213009273545255,0,0,0
X601318.CH.EQUITY,0,0,0.0640926828621251,0.158290646916597,0,0,0,0,0.105892396265655,0,0,0,0.0538199221477337,0,0,0,0.0670476552629007,0,0.177144633984746,0,0,0,0,0,0,0,0,0,0,0,0,0.119958474050489,0,0,0,0,0,0,0,0.0201459079699871,0,0,0,0,0.0595815015461902,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.177851382751165,0,-0.0265968640848988,0,0,0,0.177870696294546,-0.0288630159479873,0,0,-3.46944695195361e-18,0,0,0.153016692807583,0,-0.142898557208735,0.567683601697637,0,-5.42101086242752e-20,0.128853722752184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549105475583112,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.132317033749396,0,0,0,0,0.0995870922763051,0.274314582127755,0,0,0,0,0,0.243522616225765,0,0,0,0,0,0,0,0.155471947732074,0.293438930829372,0.0408738475942902,0,0.0121719314608938,0.00486917122799938,0,0,0,0,0,0,0,0,0,0,-0.0747033201398949,0,0,0,0,0,0.0794096846623607,0,-1.73472347597681e-18,0,0,0,0,0
X601288.CH.EQUITY,0,0.133101891543051,0.0939355224860446,0,0,0.0958851414242329,0,0.42837188446929,0,0,0,0,0,0,0.115202411696932,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0974400050630926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041408813349146,0,-0.0573879583799317,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224158128837495,0,-0.149926343195884,0,0,0,0,0,0.612722376268694,0.114358215479233,-0.0393397770461718,0,0,0,0,0.0812700508130079,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673788918015863,0,0
X1299.HK.EQUITY,0,0,-0.116916637039609,0.289191871180262,0,0,0,0,0,0,0,0.0131623299826473,-0.202441013522807,0,0,0,0,0,0,0,0,0,0.212468590719248,0,0.137534866934872,-0.0332898733103526,0,0,0,0,0,0.272936591327973,0,0,0.0417840774886072,0.296321256550851,0,0,0,0,0,0,0,0,0,-0.229396098286605,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.259905481816644,0.50543552484167,0,0,0,0,-0.0539188558484722,0,0,0.0492757151651101,0,0,0,0,0,0,0,0,0,0,0,0.0414354798331751,0,-0.0772559171550906,0,-0.0542199698285348,0,0,0.0852888192890555,0,0,0,0,0,0,0,0,0.210281865629291,0,0,0,0.156967520576474,0,-0.00914693951066612,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0018854707053351,0,0,0,0,0,0,0,0,0,0,0,0,0.252484685045061,0,0,0,0.262602054927137,0,0.171450120324178,0,0,0,0,0,-0.0445337872058023,0.0576126158433172,-0.0623990383805331,0,0.221283086636741,0,0,0,0,0,0,0,0,0,0,0.0395635687814662,0,0,0,0
X601166.CH.EQUITY,0,0,0.0949083340448004,0.0892783554252276,0,0,0,0,0,0,0.0284705042850473,0,0.0765672480728204,0,0,0,0,0,0,0,0,0.132670275508295,0,0,0,0.372281886024976,0,0,0.0212050478674101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00081890494973535,0,0.0273899266802121,0,0,0,0
