,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X601236.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0.211281865841439,0,0.0890940897347809,0,0,0,0,0.274143722139571,0.0444297706625043,0,0.0511178970769915,0,0,0,0.146683429231176,0,0,0,-0.0251866550748431,0,0,0,0,0.106049233284216,0,0,0,0,0,0,0,0,0,0,0.0451707591455364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.420371166911814,0,0,0.0290070142168857,0,0,-0.0248542080110196,0,0,0,0.229590445999482,0,0.206042119275853,0,0,0,0,0,0,0,0,0,0,0,0.00922212521613797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142973065618254
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.078071248480096,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0.11540269222665,-6.93889390390723e-18,0.0963464373404028,0,0.165172069130401,0.148786709360814,0,0,0,0,0,0,0,0,0,0,0.202626294095372,0,0
X601288.CH.EQUITY,0.467528156937238,0,0,0,0.160448931281509,0,0,0,0,0,0,0,0.100870371597751,0,0,0,0.0624402650876314,0,0.0773697402380364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0695397478573966,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.564101697313025,0,0,0,0,0,0.12757524508999,0,0,0,0,0,0.138989675224748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138746142033627,0,0
X600036.CH.EQUITY,0,0,0.0593082383784003,0,0,0,0.0583893207978374,0,0,0.0183647843663979,0,0.398073174744365,0,0,0,0,0,0,0,0,0.100748858266716,0,0,0,0,0,0,0.0427824113597131,0,0,0,0,0,0,0,0,0,0,0,0.234390609614274,0,0,0,0.0836306671435114,0,0.0119460158229474,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.364443450086835,0,0,0,0,0,0,0,0,0.31610325174222,0,0,0,0,0,0.288122883111527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716296488969861,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.335367939872368,0,0,0,0.858397515224728,0,-0.665791282093389,0,0.715642589728946,0,0,0,0,0,0,0.192490350674667,0,0,0,0,0,0,0,0,0.0141501519150154,0,0,0,0,0.322366129020368,0,0,0,0,-0.281158354736267
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.139064020137989,0,0,0,0.185629202268663,0,0.124890014204307,0.101266980291927,0,0,0,0.225133652301683,0,0,0,0,0,0,0,0,0.00408152966201551,0,0,0,0,0,0,0,0,0,0.0915333395328702,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387794308266606,0.460590445239653,0,0,0,0,0,0,0,0,0,0,0.110245919882155,0,0,0,0.472346085917292,0,0,0,0.0933635571021671,-0.138949030995843,0,0,0,-0.58931870606626,-3.46944695195361e-18,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.321735310246464,0,0,0,0,0,-0.109002988827581,0,0,0.36491591890105,0,0,0,0.139383756348275,0,0,0,0,0,0,0,0.155975475727244,0,0.0144806258697268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110582917017329,0,0,0.0782364762867261,0
X601166.CH.EQUITY,-6.93889390390723e-18,0.0653157615704447,0,0,0,0.273526683708671,0,0,0.0191621618820154,0,0.0713165437638323,0,0,0,0,0.0620833841254049,0.0670417111258029,0,0,0,0,0,0,0,0.17140831965489,0,0,0,0,0.0216196720737284,0,0,0.0198597141394268,0,0,0.0843591427432767,0.133035207751339,0,0,0.0354883475310517,0,0,0,0,0.00491224856725967,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.170474419521864,0,0,0,0,0,0.335101866489398,0,0,0,0,0,0.135318939395193,0,0,0,1.73472347597681e-18,0,0,0,0,0.0902617487554634,0,0.00571973652825506,0.100780906685709,0,0,0,0,0,0,0,0.117856094259865,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.0929906019858272,0,0,0.0454591010303452,0.531285155896112,0,0,0,0.05972138236526,0,0,0,0,0,0,0,0,0,0.0604557333714652,0,0,0,0,0,0,0,0,0,0.00865395337916739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041440514515209,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999159676453539,0,0,0,0,0.121652310269522,0.313316188480502,0,0,0,0,0,0,0.00218644401860656,0.28555892375755,0,0,0,0.163941679946237,0,0,0,0,0,0,0,0,0,0.0385143495673984,0
X000001.CH.EQUITY,0,0,0.294601880835124,0,0.0671770125006031,0,0,0,0,0,0,0,0,0,0.0991294534700904,0,0,0,0,0,0,0,0.163961045406742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.17330151106526,0,0.199226748290142,0,0
X600016.CH.EQUITY,0,0.157450294034081,0,0,0.20078211839798,0,0,0,0,0,0.211256442975955,0,0.0277622935397906,0,0,0,0,0,0,0,0,0,0.0394633668576892,0.00703725556048026,0.0170856319957284,0,0,0,0,0,0,0.129776663597383,0,0,0,0.218424815034826,0,0,0,0,0,0,0.00240808368215177,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.00290901859025971,0,0,0,0,0,0,0,0.197041515666226,0,5.55111512312578e-17,0,0,0,0,0,0.238393014567876,0,0,0,0,0.0268996404809611,0,0,0.202499775211137,0,0,0,0.0601589583622991,0,0,0,0,0,0,0,0.0227056286716125,0,0,0,0.218891677581249,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.0703213100626103,0.146575128408468,0,0,0.0596524878386288,0,0,0,0,0,0,0,0,0,0,0.324609594845936,0,0,0,0,0,0.00970723680823213,0,0,0,0,0,0,0.0993035313464893,0,0.0763405685355824,0,0,0,0,0.133331613055939,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.209947066037815,0.3081177445814,0,0.0944342287655823,0,0,0,0,0,0,0,0,0,0,0,0.603305897379422,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.208547148320389,0,0,0,0,0,0,0,0,0,0,0,0,-0.0908857755012823
X601066.CH.EQUITY,0,0,0,0,0,0,-0.0600421564281406,0.17557511590392,-0.0813930562996113,0.0586632716170837,0,0,0,0,0,0,0,0,-0.196297805720103,0.0918710049226722,0,0,0,0,0,0.228088843764848,0,0,0,0,0,0,0,0,0,0,0,0,0.374599720420983,0,0.194277466534777,0,0,0,0.254126872185509,0.0318994762666211,0.129901816798733,0,-0.0621572281822794,-0.1536258582958
