,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601916.CH.Equity,X601696.CH.Equity,X2884.TT.EQUITY,X600926.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0.0281057043680114,0.19220704367306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574332471062354,-0.282453566174804,0.0517274536532204,0,0,0,0,0.00677600542734093,-0.175982291804983,0,0,0,0,0,0,0,0,0,0,0.169888030892418,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.120796772522575,0,0,0,-0.0150151474339101,-1.38777878078145e-17,0,0.0063974951826736,0,0,0,0,0,0.076155341989465,0,0,0,0,0,0,0,0,0.0511725635771487,0,0.0125279159871388,0,0.18008438617966,0.067089832744018,0.0648311449572357,0,0,0,0,0.330874479671617,0,0,0,0,0,0,0,0,0,0,0.138199602180653
X601939.CH.EQUITY,0,0,0,0.660756397078031,0,0,0,0,0.0514161794319163,0.0371907819826939,0,0,-0.0118118495754766,0,0,0,0.0194617169925266,0,0,0,0,0,0.00812934381391833,0.0474263373780081,0,0,0,0,0,0,0,0,0,0,0,0.0648332768674223,0,0,0,0,0,0,0,0,0,0,0.213706988559659,0,0,0
X601288.CH.EQUITY,0,0,0.752917019287827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470648903717528,0,0,0,0,0,0,0,0,0,0.108683080122607,0,0,0,0.018941524863467,0,0,0.0766686487597091,0,0,0,0,0,0.0749163965200339,-0.211547958764856,0,0
X601628.CH.EQUITY,0.0123144400676709,0,0,0,0,0,0,0,0,0.226098604567629,0.195181902540016,0,0,0,0,0,0,0,0.18980570043298,0,0,0,0,-0.13603945459466,0,0,0,0,0,0,0,0.358761311214587,0,0,0,0,0,0.283112638929674,0,0,0,0,0,0,0,0,0,0.102812864502198,0,0
X600036.CH.EQUITY,0,0.0543724220682166,0,0.355385593524701,0,0,0.00671773749111552,0.0318750320113983,0.0797661543552941,-0.0129567191667614,0,0,0,0,0,0.152017734416955,0,0,0,0,0,0,0.124432745490258,0.0513073740672033,0,0,0,0.0323536038581861,0,0,0,0,0,0,0,0.0211942298587168,0,0,0,0.0354843857393105,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0316320348737248,-0.0456262006331262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137326299713387,0,-0.0729572468298077,0,0.998465655925386,0,0.0508229782151556,0,0,-1.73472347597681e-18,0,0,0,-0.0412151158009917,0,0.0106572586343978
X1299.HK.EQUITY,0,0,0,0,0.129694221736085,0,0,0,0.00323574552727654,0,0,0,0,0,0,0,0,0,0,0,-0.0482856396666501,0,0,0,0.137818701525891,0,0,0.458604059556403,0,0.265866482322658,0,0,0,0,0.009693170611285,0,0,0,0,0.00211807935827629,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0523004261749054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197962637127952,0,0.201723473914999,0.539841459270237,0,0,0,0,0,0,0,-0.0637585468769744,0,6.93889390390723e-18,0.127030391528086,0,-0.20920944859673,0,0.0644066075773138,0,0,0,0,0,-0.274535375646551,-0.0446802118170885,0,0,0
X388.HK.EQUITY,0,0,0,0,0.357861322718905,0,0,0.380057111010272,0.121533250506067,0,0,0,0,0,0,0,0,0,0,0,0,0.161418811257666,0.0685753499445914,0,0,0,0,0.0118229691263966,0,0,0,0,0,0,0,0,0,0,0,-0.24081141526797,0,0,0,0,0,-0.33557985069214,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.243670342442548,0,0,-0.108765147484769,0,0.0111929842742437,0,0,0.16166442955139,0,0,0,0,0,0,0,0,0.0413259870155622,0,0,0,0,0.19830705226216,-0.0669865893245485,0,0.125564791510817,0,0,0.0804805765686952,0.00285901745388939,0.174100782686528,0,0,0.00687739283588246,0,0.0205981151806138,0.162352263598548,0.0152763752727508,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.214839841651204,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.21554771314738,0.213739756088778,0.00132813546777927,0,0,0,0,0,0,0,0,0.010262300995659,0,0,0,8.45924715082102e-05,0,0,0,0,0,-0.0172569417850209,0,0,0,0,0,0,0.0250508923466815,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0402822891827947,0,0.00884997587385646,0.429854868775777,0,0,0,0,0,0,0,0,0,0,0.00111720647093661,0,0,0,0,0,0,0,0.2855066075128,0,0,0.151119985374755,0,0.0829465994460595,0,0,0,0,-0.0371271345042136,0,0,0.0551995750892962,0,0,0,0,0,0,-0.0504391820230896
X601166.CH.EQUITY,0,0,0,0.0227842327036318,0,0.151552054467034,0.0629287766509501,0.0104637089383692,0,0,0,0.0499351704864643,0,0,0,0.0343041718632232,0,0,0,0.0769205754127822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54862826267653,0,0.0489834896904152,0,0,0,0,0,-2.16840434497101e-19,0.0264095711487038,0,0.0645494889008978
X601328.CH.EQUITY,0.129217843648118,0,0,0.0810273439539805,0,0,0.00708034800695144,0,0,0,0.05810718921307,0,0,0,0,0.0993353977134192,0,0,0,0.389769204983469,0,0,0,0,0,0,0,0,0,0,0.0212470456829026,0,0,0,0,0.0746312104041144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.120949782355537,0,0,0,0,0,0,0,0,0.0740737689492131,0,0,0,0,0,0.351016502920834,0.0941546877255154,0,0.196875577945702,0,0,0,0,0,0,1.73472347597681e-18,0,8.67361737988404e-19,0,0,0,0,0,0,0.0172148099267035,0,0.283636447865706,0,0,0,0,0,0,0,0.0845989855152711
X000001.CH.EQUITY,0,0,0,0,0,0.231134609867553,0,0,0,0,0.0705331078078353,0,0,0.0248155729552464,0,0.0466961504414005,0,0.00128973367864453,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.183269158931383,0,0.138534784173681,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0944984114882284,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.186574880115803,0,0,0,-0.0432058127799136,0,0,0,0,0.0114465222260866,0,0,0,0.0579475841970293,0,0.134624329101434,0,0.0776313768173004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364876247083069,0,0,0,0,0,0,0,-0.0584594535453234,0.0601672145702601,0,-0.0157695702049572,0,0
X601601.CH.EQUITY,0,0,0,0,0.216267610974519,0.1081450704026,0,0,0,0.00839074116521168,0,0,0,0,0,0,0.0301231920204238,0.411072822729779,0,0,0,0,0.108203907771581,0,0.172954540047082,0,0,0,0,0,0,0.0615309832486375,0,0,0.233093311135879,0,0,-0.170553614080967,0,0,0,0,0,0,0.00342109303525931,0,0,0.222115251309018,0,0
