,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X600000.CH.EQUITY,0,0.109523542997147,0,0,0,0,0.213696137504734,0,0,0,0.30378903359681,0,0,0.164366332148916,-0.0247476846506452,0,-0.0812015078019492,0,0,0,0.079950591292071,0,0.201879514243968,0,0,0,0,0,0,0,0,0,0,0,0.0697034589880908,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,-0.0337659462878357,0,0,0,0,0.242628944540551,0,0,0.0755109620751911,0,0,0,0,0,0,-0.115129248566277,0,0,0,0,0.0827239978909713,0,0.00798501940375759,0,0,0,0,0,-0.0274735474610449,0,0,0,0.106108061819314,0,0,0,0,0.0644700429224633,0.505672021719102,0,0.11367221784793,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0124318950231796,0,0,0,0,0,0,0,-0.0151496059236454,0,0,-0.113997383010455,0,0,0,0.257266076282866,0,-0.298874023169108,0,0.253381775626749,0.17636793498849,0,0,0,0,0,-0.0206092884933067,0.185259686781578,0.248223724983185,0,0,0,0,0,0,0,0,0.0630701356031016,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.240108021086205,0,0.010232690527756,0,0,0,0.490970884341138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372033433040622,0,0,0,-0.141729090550358,0,0.328129091643991,0,0,0,0,0,0,0,0,-0.0921076954948337,0,0
X11.HK.EQUITY,0.313187944155821,0,0,0,0.00742854158980476,0,0,0,0.242003216393007,0,0,0,-0.043579529536072,0,0,0,-0.0363523296981929,0,0,0.427460787413303,0,0,-0.270774250387806,0,0,0.0978207326756299,0,0,-0.0493000571523622,0,0,0,0,0,-0.0505819432340351,0,-0.0291216400020492,0,0,0,0,0,0,0.0506576743238719,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.029527267361653,0,0.650874239113874,0,0,0,0,0,0.118619268414133,0,0,-0.0233190295240833,0,0,0,0,0,0,0,0,0,-0.416181687750479,0,0,0,0,0,0,0,0.396816694311371,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.205617250913503,0.0409005211937192,0.024390285288799,0,0,0,0,0,-0.0416199820475311,0.27052441957401,0.0934922575693298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486645936006643,0,0.0361367141217322,0.0700808507294631,0,0,0,0,0,0,0.129869945333661,0.0628054797274148
X601998.CH.EQUITY,0.0781355901492684,0,0.187409198977762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15593152717009,0,0,0,0,0,0,0,0,0,0,0.00625104181381353,-8.67361737988404e-19,0.260829580247618,0,0,-0.0777503894029421,0,0,0,0,0,0,0,0,0,0,0.0257199913141115,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0247199053966907,0.20140224806416,0,0,-0.0508329949089662,0,0,0,0.46471947386873,0.0264338907768128,-0.00947830271835233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213276600696684,0.170831934651208,0,0,0.279148478008572,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.1078509221331,0,0,0,0,0.200818342453024,0,0.062718754832424,0,0,0,-0.0885603354555706,0,0,0,0,0,0,0.0322898413364623,0,0,0,0,0.0617896512139456,0.285353754086758,0,0,0.336075600223392,0.059085361742405,-0.0362216906919021,0,0.11988299038087,0,0,0,0,0,0,0,0,0,0,0.0100494895696323
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0969292947613118,0,0,0,0,0,0.0971896765427771,0.0186255889964231,0,-3.46944695195361e-18,-1.73472347597681e-18,0,0,0,0,0,0.237563461031827,0,0,0,0,0,0,0.0717915655541142,0.103695134842336,0.0611626028197389,0,0,0,0,0,0.346116135574268,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,-0.026622465101397,0,0,0,-0.117602763865712,0,0,0,0,0.282573214070842,0,0,0,-0.153050271076207,0,0.405355307450749,0,0,0,0,0,0,-0.0161708744181661,0,0,0,0,-0.0772740594450861,0,0.101379010787999,0,0,0,0,0,0,0,0,-0.0514503767697429,0.168593553711823,0.015197872345982,0,0.09993950193756,0,0
X002142.CH.EQUITY,0.0163851433115866,0.0698428562172484,0,0,0,0.161738698045391,0.0418991864957438,0,0,0.065328782210611,0,0,0,0.217942015530827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126462360605941,0,0,0,0,0,0.0234819735868546,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.028634684965662,0,0,0,0,0.080313079470907,0,0,0,0.00295468041313726,0,0,0,0,0,0,0,0.0356334890802414,0,0,-1.0842021724855e-19,0,-0.261929319018956,0,0,0,0,0,0,0.208676290515223,0.121520486519425,0.00949834667431726,0,0.178002208323849,0,0,0,0,0.0579789379379483,0
X601688.CH.EQUITY,0,0,0,0,0,0.14280215570898,0.0387566300819003,-0.267283410162893,0,0,0,0,0,0,0,0,0,0,-0.473974630435624,0,0,0.164736352007179,0,0,0,0,0,0.0946141210614747,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.344858404139129,0.4676477054512,0,0,0.0293966666398626,0,0,0
X601211.CH.EQUITY,-0.0334713114433017,0,0,0,0,0,0,0,0,0,0,0,0,-0.0524825605048099,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0023176472336224,0,0.0935986293938948,0,0,0.0657346600349231,0,0,0,0,0.325550999860988,0,0.0847303187600278,0,0.0367220814190458,0.0603443170308761,0.224764424920652,0,0,0,0,0,0.182156552652734
X600837.CH.EQUITY,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.176461161644581,0,0,0,0.0583075692504768,0,0,0.333427370541714,0,0.0354679614734387,-0.09036476938124,0,0,-0.147873478325287,0,0.269722348793788,0,0,0,0,0,1.73472347597681e-18
X601229.CH.EQUITY,0.101994125550058,0,0.101375299014622,0,0,0,0,0,0,0,0,0,0,0.183823674516238,0,0,0,0,0,0,0,0,0,0.0503564011944151,0.246994408730561,0,0,0,0,0,-0.0738386359478985,0,0,0,0,0,0,0.10240280882241,0,0,0,0,0.0427190117718727,0,0,-0.205409473512434,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,-0.010679651158705,0.193303186926804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124200203368597,0,0,0,0,0,0.199628670645688,0,0,0.477282222135689,0.276974430830394,0,0,0,0,0,0,0,0.0205291087012286,0,0,0,0,0.012243336442818
X2882.TT.EQUITY,-0.118008881946085,0,0,0,0.0536506432191539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128194688778009,0,0,0,0,0,0.0573741378438682,0,0,0,0,0.0063224398938091,0,0,0,0,0.324383298987248,0,0,0,0,0,0.027203553719615,0,0,0,0.0380352594857504,0,0.0139994197394337,0
X601169.CH.EQUITY,-0.0472934288672506,0.0735705705323692,0,0,0.0659656793620931,0.194980783140698,0,0,0,0,0,0.160138449975991,0,0,0,0,0,0.0533754463368277,0,0,0,0,0,0,-0.0121815082977218,0.0197986181087214,0,0,0,0,0,0,0.630301457565987,0,0,0,0.0540710048251591,0,0,0.086893877939413,0,0,0,0,0,0,0.109009524803357,0
X600015.CH.EQUITY,-6.93889390390723e-18,0,0.00816663402577987,0,0.201655140240328,0,0,0,0,0,0,0,0,0,0,0.0289492668917034,0,0,0,-5.42101086242752e-20,0,0,0.353205175089758,0,0,0,0,0,0.0406107101334824,0.163555278570096,0,0.286559886572102,0,0,0.0250616432894564,0,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0.0346150961901743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144069849020648,0,0.0412338194499005,0,0,0,0,0,0.0589294814793441,0,0,0.361608747853081,-0.0196541546331922,0.274840895460394,0,0,0,-0.0247315792354107,0,0,0.254935591625548
X2881.TT.EQUITY,0.0455115181022565,0,0,0,0,0,0,-0.0377861049792646,0,0,0,0,0,-0.270530061566838,0,0.0639627499498469,0,0,0,0,0,0,0,0,0,0,0,0,-0.118396481250899,0.0848184355360076,0.727441753342146,0,0,-0.119895583086084,0,0,0,0,0,0,0,0,0,0.266213330521407,0,0.140939962143859,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.163020713082052,0,0.0239357684591626,0,0,0.304956471169978,0,0,0,-0.0411539752456466,0,0.0902788266988548,0,0,-0.0491294508131867,0,0,0.511608864405696,0.0658263214153128,0,0,0,0,0,0,0,0,0.0945815697806123,0,0,0,0,0,-0.0382118665437191,0,0,0,-0.0281791028449493,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706773731446589,0,0,0.089849799517494,0,0,0,0,0,0,0.0111174297413096,-0.0247123192809029,0,0,0,0.249011069249417,0,0,0.125881186308093,0,0,0,0,0,0,0,0,0,0,0,0.254392217612866,0.105609729906842,0,0.336303475407688,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0360893005052673,0,0,0,0.339896366025402,-0.0493773978046097,0,0.172990253559316,0,0,0.0341286731308965,0.0941160544050974,0,0.000937262516722606,0,0,0,0,0.0116563829229372,0,0,0,0,0.233824972061882,0.113150375440102,0,0,0,-0.0307735958687306,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.184981420135458,0,0,0,0,0,0,0.0664739092272468,0,0,0,0,2.77555756156289e-17,0,0.0607862494071977,-0.107086658109186,0.0793038948367336,0,0.115399606582883,0,0,0,0,0,0.407539366467864,0,0.087755012873588,0.00964444455708092,0,0,-0.172637595159221,0,0,-0.0592764096533097,-0.0377279088691413,-0.0122782331519094,0.0435011939760619,0,0
X2886.TT.EQUITY,-0.0889067139383634,-0.0775556462981395,0,0,0,0,0,0.0493248034665329,0,0.0267049156284159,0,0,0,-0.117248348123941,0,0,0.068926053413096,0.145417681079851,0,0,0,0,-0.156978451605291,0,0,0,0,0,0,0,0.0557748062286629,0,0,-0.00318797617788796,0,0,-0.0600564068270249,0,0,0,0,0,0,0,0,0,0.786342755465646,0
X000776.CH.EQUITY,0,0,0,0.0800087740014294,0,0,0,0,0.0166062617030898,0,0,0,0.174387096278591,0,0,0,0,0,0,0,0,0.146875421187721,0,0,0,0,0.123718748691544,0,0,0,0,0,0,0.181817596019028,0,0,0,0.105356522295027,0,0,0,0,0.00625997406332647,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0.177303956170361,0,0,0,0,0,0,0,0.00636567701967618,0,0.0150176708575626,0,0,0,0.38463214172818,0,0,0.114325315900518,0.13411606411634,0,0.144690748264752,-0.0072825032347476,0,0,0,0,0.0355190502299112,0,0,0,0,0.0330453341145906,0,0,0,0,-0.0372821641177211,0,0,0,0
X600919.CH.EQUITY,0.154513337152559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169656477005408,0,0,0,0,0.394489394796604,0.0220602106816224,0,-0.0209640588105912,0,0,0,0,0,0,0,0,0.0611873550531494,0,-0.0393734360307599,0,0
X601009.CH.EQUITY,0.24530297473875,0,0.239560186249068,0,0,0,0,0,0,0,0,0,0,0.414158361838827,0,0,0,0,0,0,0,0,0.0374923833525672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317042518619151,0,-0.00721820350768715,0,0,0,0,0,0,-0.0661177673796284,0.0631402340405414,0
X2884.TT.EQUITY,0,0,0,0.0725557822614136,0,0,0,0.0757311664479422,0,0,0,3.46944695195361e-18,0,0.0619683854664909,0,-0.175962944759783,0.0158424393931604,0,0,0,0,0,0,0.0102667887283563,0.0513872621181607,0,0,0,0,0,0.115756934024955,0,0,0,0.24403451293342,0,0.0673405180111261,0,0,0.0782440111257839,0,0,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0,0,-0.364994915482875,0.0407156783903933,-0.148241109415924,0,0.183726030381887,0,0.208966493475782,0,0,0,0.0274785061602115,0,3.46944695195361e-18,0,0,0,-0.0776013187726102,0.206056233520513,0,0,0,0,0,0.0240719982645972,-0.0519557908607889,0,0,0,0.140527825695084,0.0887444198594276,0,0,0,0,0,-0.164122583237961,0,-0.158403148118693,0,0,0
X2892.TT.EQUITY,0,0,0,-0.115479522505745,0,0,0,0,0,0,0,0,0.340692114687625,0,0,0.0617109002728707,0,0.103850528891241,0,0.226715521433679,0,0,0,0,-0.0306680785641142,0,0,0,0,0,0.0419353183241824,0,-0.0334786126706003,0,0,0,0,0,0,0.579619075028761,0,-0.142983570866225,0,0,0.190442717451363,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288307458659882,0,0,0,0.101926170344147,0,0,0,0,0,0,0,0.390700829328172,0,0.153706497016556,0,0,0,0,0,0.22071877209146,0,0,0,0,0,0,0,0.169080809880183,0.0804962664603521,0,0,0,-0.0319914445241243,0
