,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0.507424415581249,0,0,0,0.0175428067890842,-0.0198887446183475,0,0,0.159438658750741,0.0681281280544573,0,0,0,0,0.0972313476562224,0,0,0,0,0,0,-0.0266627547322563,-0.0639685014912879,0,0,0.125629675181194,0,0,-0.0188642130516414,0,0,0,0,0,0,0,0,0,0,0,0,0.0584753413435412,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0439312287293389,-1.73472347597681e-18,0.0253500074485572,0,0,0,0,0.0821052905081803,0,0.300339616249081,0,0,0,0,0.107202474488279,0,0,0,0,1.73472347597681e-18,0.127687394046583,0.149168360855166,0,0.0254129600958362,0,0,0,0,0.101665863438939,0,0.0218989314633677,-0.0160113929305692,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.244239278704347,0,0,0.493666975064931,0,0.00191464152322803,0,0,0,0,0.0640243884601935,0,0,0,0,0,0,0,0,0,0,0.0621029015541523,0.0296917935385345,0,0,0,0,0,0,0.0242746778305273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432983154441047,0,0,0,0.0442509861358792
X601288.CH.EQUITY,0.130722520080719,0,0.328798781117428,0,-0.0530577031394615,0,0,0,0,0.113097602179318,0,0,0,0,0,0,0,0,0,0,0,0.210542396569845,0.157068036251564,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228686010631891,0,0,0,0.0413209174833548,0
X5.HK.EQUITY,0,0,0,0,0,-3.46944695195361e-18,0,0.263120171613824,0,0,0.068141059218715,0,0,0,0.165119449383723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350609487040458,0,0,0,0,0,0,0,0,0.22330364309923,-0.412597668061788,0,0.212624433290854,0,-1.38777878078145e-17,0.170250679173091,0,0
X601988.CH.EQUITY,0.0902383224364557,0,0.170848399700742,0,0.0150845825278138,0,0,0.041173122265396,0.0220992230712106,0,0,0.0887128667084595,0.162852794563153,0,0,0,0.154988394928444,0,0.392073296454364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317003065287839,-3.46944695195361e-18,-0.0411618877192064,0,0,0,0,0,0,0,0,-0.0131735357998799
X600036.CH.EQUITY,0,0,0,0,-0.029434129974965,0,0,0,0,0,0,0,0,-4.2351647362715e-22,-0.032982760086406,0,0.00425460921788954,0,0,0,0,0.72234804705073,0.119997469148585,0,0,0,0,0,0,0,0,0.135054145563917,0,0.03218739903945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124092565168868
X1299.HK.EQUITY,0,0.166193228838454,0,0,0.171715794946917,0,0,0,0,0.0421011375028881,0,0.21667741523978,0.190420547479717,0,0,0.261905047361652,0,0,0,0,0,0,0,0.0451340791885599,0,0,-0.14909056359532,0,0,0,0,0,0,-0.257863142645454,0,0,0,0,0,0.0974916572213865,0,0,0,-0.224480615960794,0,0,0,0
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286845,0,0,0,0,0.39923272788179,0,0.240415756940044,0,0,0.0269291041562183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0321369039842369,0.230941965437018,0,0,0,0.0732526690079621,0,0,0,0,0,0.229299515137706,-0.018701195164835,0,0.0339362694919921,0,0,0,0.249851236895761,0,0,0,0,0,0,0,0.213506533852591,0,0,0,0,0,0,0,0,0.0181880854454036,0,0,0.0158506325097996,0,0,0,-0.00526002036760348,0,0.0258983991691002,0,0
