,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,-0.0874237743563569,0,0,0,0,0,0,0,0,0,0,0.605298636658424,0,0,0,-0.0589323281305882,0,0,0,0,0,0,0,0,0,0,0,0.70464239090525,0.132086145855759,0,-0.349652235122307,0,-6.93889390390723e-18,0,-0.172767143327971,0,0,0,0,-0.18655326213341,0,0,-0.0283847949581372,0,0,0,3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0,0,0,0.0427080999519803,0,0,0,0.0333731044233515,0,0,0.260618849848222,0.114773658153818,-0.0275624714548894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414973258249246,0,0,0,0,0,0,0,0,0.0821886941733138,0,0,0,0.0424836733223669,0.0361060027620185,0,0,0,0
X601939.CH.EQUITY,0.243799700177715,0,0,0,0,0,0,0.0771592214927266,0,0,0.034440731520939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152875140700238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428296672156754,0,0.251874900700418,0,0.0842829914646742,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.259115332721736,0,0,0.0456893178481936,0,0.0166221042370246,0,0.219656705355346,0,0,0,0,0.0638382251544191,0,0,0,0,0.266129451169688,0,0,0,0,0.0811884247296077,0,0.101528930424361,0,6.93889390390723e-18,0,0,0,-0.0144600467961936,0,0,0,0,0,0,0,0,0,0,0,0.0818351960105752
X5.HK.EQUITY,-0.0518642819948293,-0.323147297744965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.242981577713141,0,0,0.225926884791673,0,0.441233828855436,-0.015799997937408,0,0,0,0,0,0,0,0.148688694854245,0.17877064216022,0,0,-0.0615296074378039,0.0626154606379339,0,0,0,0,0.0493715610375157,0,0,0,0,0,0,0.307584256989101
X601988.CH.EQUITY,0.291502555913864,0,0,0.503365344466286,0,0,0,0,0,0.127288745175508,0,0,0.0847760272611619,0,0,0,0.0535187090458193,0,0.00541642810407026,0.108565580365837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156698491457277,0,-0.075907409232626,0,0,-0.0553703320120484,0,0,0,0.0268949893985956
X600036.CH.EQUITY,0,0.285214385407573,0,0,0,0,0,0,0,0,0,0.26998066709662,0,0.206291428351504,0,0,0,0,0,-0.108315344206056,0,0.0500072172194738,0,-0.0867987510072544,0,0,0,0,0,0.116253810934019,0.0736011524959852,0,0,0,-0.118090028298803,0,0,-0.0326179026572642,0,0,0.0768883731352808,0,0.302563826112478,0,-0.0514205646493651,0,0.0118318660761075,0
X1299.HK.EQUITY,0,0.222261451884705,0.0365744326991836,0,0,0,0,0,0,-0.0510243814137546,0,0,0,0,-0.187330213023713,0.322299987609221,0.304005310330414,0.223965560630137,0,0,0,0.000483861599351463,0,0,0,0,0,0,-0.157178882843042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.146189043966091,0,0,0,0,0,0,0,0.0494947763716826,0,0,0,0.343538906912988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428570002772231,0,0,0,0,0,0,0,0.13131592279944,0,0,0,0.141297560508095,0,0,0.0614168755691155,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.225453755712898,0,0,0.345138047305566,0,0,0,0,0.0831636747071024,0,0,0,0,0,0,0,0,0,0.0543142774236284,0,0.11601306975322,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.121563791827647,0,0,0,0,-0.00347188058546405,0,0,0,0,0,0,0,0.144091311905884
