,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X002736.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0.131256702741871,0,0.0880514070320757,0,0,0,0,0,0,0.228084995069761,0,0,-0.280452052699552,0,0.101300541583418,0.117305838452385,0,0,0,0,0,0,0.142453091490728,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0352221006810616,0,0,0.288946671429557,0,0,0.0260232789216634
X601318.CH.EQUITY,0,0,0,0,0,0.0745540271006681,0,0,0.263483191388205,0,0,0.333018876065689,0,0.107070684496574,0,0,0,0,0,0,0,0,0,0.0839536481559093,0,0,0,0,-0.248086006201387,0.0442286948130256,0,0.113515990068343,0,0,0,0,0.0952616807901918,0,0,-0.0157393666426273,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.486314424078274,0,0,0.0132541228611965,0,0.156596850584142,0,0,0,0,0,0,0.0457989687141862,0.0180982978401261,0,0,0,0.0201164035217777,0,0,0,0,0,0,0,0,0,0,0.364795887707815,0,-0.113401670680973,0.0728775827116605,0,0,-0.0812226834747902,0,0,0,0,0,-0.0252265318862699,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.571929856954222,0,0,0,-3.46944695195361e-18,0.122705049251696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199869590454791,0,0,0.0457649198879785,0,0,0,0,0,0,0,0,0.0583937508143935,0.121010605356724,0,0,0.0120803658791815,0,0,0,0
X5.HK.EQUITY,0,0,0.0935740295953738,0.0366887655641693,0,0,0,-0.223906927591219,0,0,0,0.166167608319949,0,0,0,0.61959635563933,0,0,-0.0775607174636617,0,0.177837351278477,0,0,0,0,0,0,0,0,0,0,0,0.0208913980445973,0,0.249534743223762,0.19281734346839,0,0,0,0,-0.155906343709264,0,0,0,0,0,-0.0506736373786236,0,0
X601988.CH.EQUITY,0,0,0.114776222131379,0.343866041385574,0,0,0,0,0.175360723360802,0.139304027706892,0.135426184203758,0,0,0,0,0,0.102285933663011,0,0,0.0342195138034243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175285261962609,0,0,0,0,0,0,0,0,-0.165754418052656,0
X600036.CH.EQUITY,0,0.157527460954005,0,0,0,0,0,0.0526591949416348,0,0,0,0.401171860056339,0.0328613449082497,0.212151229390918,0,0,0,0,0,0,0,0,0,0.12973592216662,0,0.0387876435738626,0.00176093035163727,0,0,0.0805540927998808,0.0270556095443701,0,0,0,0,0.037107946883874,0,0,0,0,0,0,0,0,-0.0580176648650973,0,0,-0.056332579902177,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.181171334562063,0,0,0.102244803764265,0,0,-0.188241779096196,0,0.336636594592654,0.201211629824383,0.13319679181579,0,0,0,0.0942789642890928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240691716417163,0,0.114408092314862,0,0,0,0,-0.0714244515572451,0,0.107839349362929,0,0,0,0
X601628.CH.EQUITY,0.179719924265529,0.42238703726347,0,0,0,0,0,0,0,0,0,0,-0.102969288096273,0,0,-0.283761506195166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580868482751612,0,0,-0.038960798797775,0.0714601268069248,0,-0.223995492058974,0,0,0,0,0,0,0,0.0602329897841709,0,0,0,0.127158671895042
X601166.CH.EQUITY,0,0,0,0,0,0.15244704011566,0.146311383674094,0,0,0,0,0,0.186617820645603,0.477114985977745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944552791405508,0,0,0,0,0,0,0,0,0,0.170389131518996,0,0,0,0.0081764437950475,0,0,0,0,0
X601328.CH.EQUITY,0,0.0158092323993086,0,0,0.0669355802866826,0,0,0,0,0.0433053677074105,0,0.289788307623563,0,0,0,0,-0.11069182125008,0.189968862517583,0,0.0787626791122054,0.0516562601799189,0,0,0,0,0,0,0,0,0.0638325906238528,0,0.20808026556657,0,6.93889390390723e-18,-0.040557906214128,0,0,0,0,0.0354062922665038,0,0,0.0688443333275065,0,0,0,0,0,0
X600000.CH.EQUITY,0,8.67361737988404e-19,0,0,0,0,0.129227133132155,-0.0188761118990117,0,0,0.39810038825799,0,0.0622854988063324,-0.0493721207903297,-0.0196397294165741,0,0,0,0,0.0544479601133673,0,0,0.195847452129338,0,0,0,0,0,0,0,0,0,0,0,0.0202120456627986,0,0.251644857940142,0,0,0,0,0,0,0,0,0,0.065236769004993,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.108644017333507,0,0,0,0,0,0,0,0,0,0,-0.0893549770425897,0,0,0.234752478452151,0,-0.280093858067869,0,0.183593505274009,0.237407224121998,0,0,0,0,0,-0.0318887120440805,0.210774184405126,0.275633722503893,0,0,-4.83875723793752e-05,0,0,0,0.0014949236518116,0,0,0.127062846147355,0,0.0201541834405565
X601601.CH.EQUITY,0,0,0,0,0,0,0.146396204839315,0,0.219328789232563,0.184854044125655,0,0,0.00985516521995044,0,0.221559204250544,0,0.167524934527168,0,0,0,0,0,0,0,0,0,0,0,0.167539725158862,0,-0.0650808971983916,0,0,-0.115004451153504,-0.0638947612672362,0,0,0.200537626593748,0,0,0,0,0,0,0,0,0,0.00882407123186334,0
X388.HK.EQUITY,0,-0.101189086017821,0.205071518492416,0,0,0,0,0.550171045324839,0,0,0,0,0,0.254083066866713,0,0,0,0,-0.143331108168096,0,0,0,0,0,0,0,0,-0.385601193522553,0,0,-0.175966164745461,0,0.312722779328493,0,0,0.0282128509583436,0,0.161720944548126,0,0,0,0,0,0,0,0,0,-0.110999957774319,0
X11.HK.EQUITY,0.0302430897440089,0,0,0,0.178598166636069,0,0,0.229665806120436,0,0.0204511778492426,0,0,0,0,0,0,0,0,0,0,0.48311574971587,0.040829535510374,-0.00651165989435937,0,0,0,0,0,-0.149586794864471,0,-0.177402658877528,0,0,0,0,0,0,0,0,0.0434442177529653,0,0,0,0,0,0,0,0.0601157347924486,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0621931306713652,0.0575931417695743,0,0,0,0,0.018991492817687,0,0.637974180564613,0,0,0,0,0,-0.167514730830929,0,0.156368457932044,-0.00230747362937949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780888687581154,0,0,0,0,0,0,0.0423321819530804,0.0555069290334084,0.231020746429993
X601998.CH.EQUITY,0,0,0.0252378487607562,0,0,0,0,0,0,0,0,0.0343708417816526,3.46944695195361e-18,0,0,0,0,0,0,0.428693421234891,0,0,0,0,-0.214999298684007,0,0,0,0,0,0.0344824787728181,0,0.321315213940834,0,0,-0.0553611112987205,0,0,0.0636874840664232,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124884207399747,0,0,0,0,0,0,0,0.0511549488260746,0.164691685030454,0,0,0,0,0,0,0.0435136537301394,0,0,0,0.289726597306523,0,0,0,0,-0.102934806561967
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.320899722037094,0,0,0,-0.0411142345116288,0,0,0,0,0,0,0,0,0.01754481087653,0,0,0,-6.93889390390723e-18,0.172939696960348,0,0,0,0.0354823284762293,0.142563654187892,0,0.296923167730036,0.0664152449502982,0,0,0,0,0,0,0.075264179691146,0,0,0,0,0
