,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0152157494172456,0.328784690954966,0.0422910492750363,0,-0.00185877951167907,0.348625890729883,0,0,0,0,0,0,0,0,0,0,-0.06304424732171,0,-0.0274182735502305,0,0.156596966134632,0,0,0.0599719040591754,0,0,0.0855400904554049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460884285284513,0
X601318.CH.EQUITY,0,0,0,0.124847884534405,0,0.0433100752107682,0,0.137466705103918,0.110601670997286,0,0,0,0.316919566489772,0,0,0,0,0.041002318176378,0,0,0,0,0,0,0,0.0331084829843429,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.138293420979246,0,0,0.0843479005917819,0,0,0.0578957550562974,0.0294149008965627,0,0.00888813308976267,0,0.225824929460518,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.240765578326387,0,0,0,-0.174966688941293,0,0,0.275729040837807,0,0,0,0,0,0,0,0,0,0.207796194786683,0,0,0.118903858369271,0.00691650346882429,0,0,0,0,0.0492474128851212,0,0,0,0,0,0,0,0.367699887457785,-0.0144266020682346,0,0,0.00495883963165798,0.0259975596946204,0,-0.0929411673514254,0,0.0228056854957054,0
X601939.CH.EQUITY,0.495824546086727,0.00547763602335475,0,0,0,0,0,0,0.231128945191658,0,0,0,0,0,0,0,0.10942542170709,0,0,0,0,0,0,0,0,0,0.0903335332539234,0,0,0,0,0,0,0,0,0,0,0,0,0.100965310500771,0,0,0,0,0,0.109934230002692,0.0494866328356633,0,0,0
X601288.CH.EQUITY,0,0,0,0.223940065087471,0,0,0.0425225642847425,0.462769112703074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447008749653686,0,0,0,0.0331804755056241,0,0,0,0,0,0,0,0,0,0,0.0154165165138131,0,0,0,0,0,0,0,0.0654752079805607,0,-0.0390759222262979,0,0.0425033219314217
X1299.HK.EQUITY,0.0137961374430352,0,0,0,0,0,0,0,0,0.253572319717395,-0.155044470431688,0,-0.0429653059215288,0,-0.0669430142368133,0.235039346621596,0,0,0,0,0.213185311398119,0,0,0,0,0,-0.114845610086029,0,0.0936029390158255,-0.0175540453376719,0,0,0,0,0,0,0,0,0,0,0,0,0.134552270157458,0.139308497426021,0,-0.0239319720454318,0,5.42101086242752e-20,0,0
X601628.CH.EQUITY,0,0,0,-0.0543281493619267,0,0,0,0,0,0.194936994865342,0,0,0,0,0,0.0401102346511836,0,0,0,0,0.153033127785963,-0.0545026236429223,0,0,0,0,0,0,0,-0.00310362765453946,0,0.39206204832536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530905575174678,0,0,-0.0214081839089429,0
X601988.CH.EQUITY,0.045145104302674,0,0,0,0.409860961793046,0,0,0,0,0,0,0.124542814971018,-0.0614278984675046,0,0,-0.0262067737406333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198116300978483,0.17163113405514,0,0,0,0,0,0,0,0,0,0,0,0,0.133058490673771,0,0.020141625659479
X5.HK.EQUITY,0,0.320333490125225,0,0.177105041614229,0,0,0,0,0,-0.0772298242499679,0.0084922888510728,0,0,0,0,0,0,0,0,0,0.330891593991214,0,0,0,0.152287866034644,0,0,0,0,0,0,-0.182814894906195,0,0,-0.023082154575948,0,0,0.0186225368146497,0,-0.0758025029650909,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.00409050673911488,0,0,0,0,-0.134138247012947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908052191498434,0,0,0,0,-0.169413438273972,0,0,0,0.223487352292416,0,0,0,0.211649195321262,0,0,0,-3.46944695195361e-18,0.0671097679889617,0,0,-0.358090099351056,0,-0.0525563657870795,0,8.67361737988404e-19,0.104286367249491,0
