,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.349634759717933,0.11426394412174,0.205577467733793,0,0,0,0,0.00254498309550688,0,0,0.0937161742658156,0.151986030467527,8.67361737988404e-19,0,0,0,0,0,0.0197146664027071,0,0,0,0,0,0,0,0,0,0.0160353113389764,0,0,0,0,0.0545158298585085,0.0257151536559873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.586049281715369,0,0,0,0,0,0,0,0,0,-0.0208655385895963,0,0,0,0,0,0,-0.0014901275968727,0.108933582814466,0,0,0,0.0394800412283098,0,0,-0.03464188458631,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.144349682766525,0,0,0,0,0.034177289245458,0,0.0340781062710804,0,0,0
X601288.CH.EQUITY,0,0.191264187084631,0,0.504591577774359,0,0,0,0,0,0,0.147220750233804,0,5.82665356660683e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361734611029706,0,0,0,0,0.0553663772611055,-0.013857225855357
X601988.CH.EQUITY,0,0,0.205137461459067,0,-0.00929845520175256,0,0,0.321065963890428,0,-0.18140666252561,0,0,0.00620455482010836,0,0,0,0,0,0,0,0,0,0,0.0552235921578685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498887267022728,0,0,0,0,0,0
X5.HK.EQUITY,0,0.31938058258936,0,-0.0630955241786037,0,0.112369257577584,0.10634054901505,-0.0502889992111674,0,0.0157413113079234,0,0,0,0,0,0,0,0,0,0,0.221009905223697,0,0,0,0,0,0,0.23193814641623,0,0,0,0,0,0,-0.00461295357553458,-0.109450176487066,0,0,0.0684907612596181,0,0,-0.0961240722732815,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,-0.153730757433605,0,0,0,0.157620320900305,0,0,0.0599365021265635,0.0696815588279717,0,0,0,0.231743169485856,0,0,0,0,0.45355985826282,0,0,-0.149203653082676,0,0,0,0.0143422882499736,0,-0.0098053164553519,0,0,0,0,0,0,0,0,0,-0.0429563319422641,0,0,0,0.396978163288264,0
X601318.CH.EQUITY,0,0.208178388366097,0,0,0,-0.0217364420954489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384863990823878,0,0.127190081551802,4.33680868994202e-19,0,0,8.67361737988404e-19,0,0,0,0.041045140207837,0,0,0.0485383175134907,0.259449609340661,0,0.02332552751598,0,0.0284771330020587,0,0,0,0.182696661045035,0.0474443008293449,0,0,0.0914881617964921,0,0
X601328.CH.EQUITY,0.145009789549289,0.0973915551815387,0,0.242393128874936,0,0,0,0,0,0,0.0639901052581502,0,0,0.113787316592338,0,0.0320782720948305,0,0.0912447888931681,0,0,0,0.157338785552464,0,0,0,0,0,0,0,0,0,0,0,0.0393444671628738,0,0,0,0,0,0,0,0,0,0.0500423739500466,0,0,0,0.0722230711686843,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0355782324827377,0,0,0.0438623211186129,0.438971195892045,0.109260247837832,0,0.192767471951521,0,0,0.0802091783346276,0,0,0,0,0,0,0,0,0.0436688457617215,0,0,0,0,0,0,0,-0.0257799024876977,0,0,0,-0.0783538454455069,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.232944750146159,0,0,0,0.14891400791628,0,0,0,0,0,0,0,0.445629460456821,0,0,0,-0.149325366487428,-0.0446832370501454,0,0,0,0.0563880813619448,0,0,0,0.0816927926894074,0,0,0.183904016202175,0,0,0,0,0,0,0.0992655346697982,0,0,0,0.0335451161299121,0,0,0.0587949966963831,-0.0638300456674582,0,0
