,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X600926.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0.215809596669153,0,0.289090442154068,0,0.128110129206387,0,0,0,0,0.0265672485214633,0,0,0,0,0,0.0842983551254337,0,0,0,0,0,0,0,0,0,0.100693657693856,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0549800842529128,0,0,0,0,0,0,0.101008987177444,0,0,0,6.93889390390723e-18,0
X601318.CH.EQUITY,0,0,0,0.068066790718866,0,0,0,0,0,0,0,0,0,0.0641948632136628,-1.38777878078145e-17,0.0345339038935395,0,0,0.40983014057907,0,0,0,0,0,0.109393418116913,0,0,0,0,0.00157297503115097,0.125031307263442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251766945516265,0,0,0.012274849580877,0,0
X601939.CH.EQUITY,0,0,0,0,0.21751062177538,0,0.156486635538624,0,0,0.0963293660416792,0.159158116116185,-0.278735122056835,-0.137360758985998,0,0,0,0,0,0,0,0.729962741906798,-0.0709049297133445,0,0,-0.00239122126150399,0,0,0,0,0,-0.0959303181031409,0,0,-0.0437817959278858,0,0,0,0,0,0,0,0,0,0,0,0.0578064090248224,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.230453198071532,0,0,0,0.000669207700573701,0,0,0,0,0,0.281910021715953,0,0,0,0,0,0.104848150710429,0,0,-0.18327960372042,0,0,0.236232000474491,0.370401680029763,0,0,0,-0.0915154127166094,0,0.079451158974649,0,0,0,0,0,0,0,0,0,0,0,0.0723476650254425,0,-0.18600574910557,0
X601288.CH.EQUITY,0.137347599815589,0.236785842762755,0.171391838035776,0,0,0,0.124152830595088,-0.0484254969312571,0,0.0304483701353381,0,0,0,0.00731626852456931,0.230304598263789,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0897189233839908,0,0,0,0,0,0,0,-0.0102092852667765,0,0,0.144804882354215,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.104073749383705,0.0602693565944839,0.192029016626984,0,0,0,0.113151098331892,0.0446867737225033,0.0229645540071437,0,0,0,0,0.145235110547041,0,0,0,0,0,0,0,0,0.062558740323307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05428147475215,0.254711560754991,0,0,0,0.0292795306278655,0
X601988.CH.EQUITY,0.0294338998414511,0,0.137049635580471,0,0.0479307010742367,0.415556065191056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0249396204684814,0,-0.0816716515523169,0,0,0,0,0,0,-0.0399621178388241,0,0,0,0,0,0.405084706700778,0,0,0,0,0,0.0324491702596604,0,0,0
X1299.HK.EQUITY,0,0,-0.146282012518759,0,-0.00147337019787383,0,0,0,0,0.260031804446749,0.137024187570865,0,0,0,0,0,0.0589106659411035,0,-0.10308010340357,0,0,0,0,0.28471016443454,0,0,0,0,0,0,0.15299949107505,0,0,0,0.266919669871907,-0.0927351704606559,0,0,0,0.0880353007416217,0.0463441461187057,0,0,-0.142126201937498,0,0,-0.0770541545825053,0,0,0
X5.HK.EQUITY,0,0.154031898935918,0,0,0,0,0,0,0,0,0,-0.2143395121347,0,0,0,-0.0487727476993193,0,0,0.0121447521769405,0,0,0,0,0.0201290664119575,0.396588114371809,0,0,0,0,0,0.2808973132931,0,0,0,0.204879706277367,0.0727403906425736,0,0,0.195058494464109,0,-0.0516340879278155,-0.0630651440115867,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.279845426505022,0,0,0,0.00302724183301357,0.0828839896724234,0,0,0,0,0.228155723259765,0,0,0,-0.554389788963661,0,0,0,0,0.0189169088703638,0,0.303286366505932,0,0,0,0,0,0.410435762585098,0,0,0,0,0,0,0,-0.0129698691643245,0,0,0,0,0,-0.204854954632415,0.26655989747729,0,0,-0.202527335325678,0.214293584055091
X601658.CH.Equity,0.186361079638941,0.0802122566975894,0,0,0,0,0,0,0,-0.0209405923982266,0,0,0,0,0.288006196096581,0,0,0.0156601024262329,0,0,0,0,0,0,-0.0256268310571901,0,0,0,0,0,0,0,0.0834411879676294,0,0,0,0,0.274220592064933,0.00302306271968396,0,0,0,0,0,0.0132529465293226,0,0,0.0974445818075893,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168394431537846,0,0,0,0,0,0,0,0.301172133448695,0,0.101726760438988,0,0.0456084109745629,0,0,0,0,0,0.119689742718139,0.0613983862448051,0.00429135085452539,0,0,0.143567292449003,0,0,0,0,0,0,0,0.0786492982658455,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.141237117108099,0,0,0,0,0,0,0.128161627531731,0,0.389943238918537,0,0.0665051751987693,0,0,0.153984387038447,0,0,0,0,0,0.0441568804238297,0,0,0,0,0,0,0.118840870942613,0,0,0,0,0.0705861223215675,0,0.183596787402639,0,0,0,0,0,0,0,0.107646016997973
X000001.CH.EQUITY,0,0,0,0,0.149078918419413,0.307592690610135,0,-0.037782623252534,0,0,0,0,0.0461780162449918,0,0,0,0,0,0,0,0,0,0.110233325603128,0,0,0.303207641470934,0,0,0,0,0,0,0,0,0.0378895782278684,0,0,0,0,0,0,0,0,0,0,-0.275946857535503,0.245201836324247,0,0,0
X601328.CH.EQUITY,0,0,0.0174206249436101,0,0.0149685518680533,0,0.126913790732323,0,0,0.0567824326574728,0.169372983149629,0,0,0.0102629976365787,0,0.0890367746328654,0,0.129203803685639,0,0,0,0,0,0,0,0,0.281635969530105,0,0,0,0.0762441119411606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.221939677725016,0,0.405945800125021,0,0,0,-0.0184682708201606,0,0,0,0.00983549002925091,0,0,0,0,0,0,0.271565315669771,0,0,0,0.0247175129691702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505534449294335,0,0,0,0.0962558125245015,0.0784258288111384,0.145112362965451,-0.0646531405224899
X601066.CH.EQUITY,0,0,0.0550296045948824,0,0,0,0,0.0111598837767431,0,0.0353352401361106,0,0,0.527029656783842,0,0,-0.0876605349136991,0,0,-0.087980824079433,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0158231399934074,0,0,0.186183876803641,0,0,0,0,0,-0.0437977908450993,0.140320011897222,0,0,0.0462657256077523,0,0,0.020036265083336,-0.0154272625397453,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.472198496014121,0,0,0,-0.339563791957503,0.353026832709476,0,0,0,0.525835593431013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059404614520776,0,0,0,0,0,0,0,0.0807331092106005,0,-1.38777878078145e-17,0,0,0,0,-0.050388683716163,-0.142487785046856,0,0,0.0549957023612283
X601319.CH.EQUITY,0,0,0,0.0175102329803182,0,0,0,0,0,0,0,0,0,0.0742783380668526,0.00826088995493644,0,0,0,0,0.18176726931123,0,0,0,0,0,0.0815913382545054,0,0,0.117093360753668,0,0,0,0,0,0,0.265569077557286,0,0,0,0,0,0,0,0,0,0,0,0,0.0341240907772301,0
X600016.CH.EQUITY,0,0,0,0.137008736316525,0,0,0.275814609782582,0,0.0315071158552767,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.309612443050483,0,0,0,0,0,0,0,0.0629233215735081,0,0.0337203170968748,0,0,0,0,0,0,0.0697714909208307,0,0,0,0,-0.0136897376731024,0,0.141109180549947,8.67361737988404e-19,0,0,0,0
X601998.CH.EQUITY,0,0,0.0531356871510188,0,0,0,0,0,0,0,0.304448172043128,0,0,0,0.197744797902846,0,0,0.051952110582791,0,0.190954024387682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790211794437183,0,0,0,0,0,0,0.0430680546571482,0,0,0,0,0,0,0.0950379563956224
X300059.CH.EQUITY,0,0.0226214671368829,0,0.0362831831957828,0,0,0,0,0,0,0,0,0,0,-0.0472765583450515,0,0,0,0,0,0,0,0,0,0,0,0.184077196833818,0,0,0,0,0,-0.00210830435474878,0,0,0,0,0,0,0.481938878284714,0,0.126937850294587,0,0,0,0.0124659313553418,0,-0.0436910883699797,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.622596978521925,0.118909951331306,-0.227902377649795,0,0,0,0,0,0.139402506995186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227607170100863,0,0.0908576067859758,0,0,0,0,3.46944695195361e-18,0,0,0,0,-8.67361737988404e-19,0,0.0821154144401851,0,0,0,0,-0.000971949033825697
X2388.HK.EQUITY,0,0,0.0679666642134613,0,0,-0.204376009331377,0,0,0.283956944611119,0.05633705126304,0.115146026808282,0,-0.027132251417923,0,0,0.132976434002006,0,0,0,0,0,0,0,0,0,0.241808588005847,0,-0.0211233287041914,-0.551278485252335,0,0.295472803354868,0,0,0,-1.38777878078145e-17,0,0,0,0.177774008716527,0,0,0,0,-0.05966606408622,0,0.00218635912436312,0.0795817486805487,0,0,0
X11.HK.EQUITY,0,0.131411808212372,0,0,0,0,0,0,0.333127824042103,1.73472347597681e-18,-0.214738628239731,0,0,0.153647380425731,0,0,0.0717289226887227,0,-0.131120769873859,0,0,0,0,0.339699211660343,0,0,0,0,-0.0687249743583778,0.0625694455653472,0,0,0,0,0,0,0,0,0,0,0,0,0.161402243558529,0,0,0,0,-6.93889390390723e-18,0,0
X601818.CH.EQUITY,0.229633586768125,0.087591332003774,0,0.0088256207219644,0,0,0,0,0,0,0,0.21204287014667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199748414234913,0,0,0,0,0,0,0,0.113512356479211,0,0.104404469710789,0,0,0,0,0,0,0.0689840396310057,0.0560704342934276,0,0,0,0
