,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601997.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.339509823559876,0,0.112063526851027,0,0.0332411638021431,0,0,-8.67361737988404e-19,0,0,0,0.0217176779888056,0,0,0.132572829142503,0,0,0,0,0,0,0,0,0,0,0,0.0608160258905423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X601939.CH.EQUITY,0.0677612019444542,0,0.293118848822992,2.16840434497101e-19,0,0,0,0,0,0,0,0.0093325630756825,0,0,0,0,0,-0.0211994192005962,0.0870762534445038,0.236404818953627,0,0,0.0385342076913238,0,0,0,0.0908971105129586,0,0,0,0,0.0078577058194944,0,0,0.0754488619285063,0,0,0,0,0,0,0,0,0.136321580402896,0,0,0,0,0,0
X601288.CH.EQUITY,0.452187059823406,0.215804235682946,0,0.13354010532876,0,0,0.174599974664677,0,0.0870436004446812,0,0,0,0,0,0,-0.0962445351567854,0,0,0,0,0,0,0,0,0,0,0,0.186079454304055,0,0,0,0,0,0,0,-0.0788374471753882,0,0,0,0,-0.0773460422288324,0,-0.0851591432959354,-0.0427385972899004,0,-0.0766204347337301,0.161999740647139,0,0,0
X601988.CH.EQUITY,0.23880906357239,0,0.503897926236466,0,0,0,0,0,0,-0.17560141299318,0,0,0,0,0,0,0,0,0.0347710275769216,0,0,0,0,0,-0.0202982399002841,0,0,-0.151447667910287,0.109971147429545,0,0,0,-0.154511795725333,0.0845480883210938,0,0,0,0,0,0,0,0,0.102965764484865,0,0,0,0.110737236611425,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.264487102998276,0,0,-0.0895579656275746,0,0,0.15660272341789,0,-0.0418072713067201,0,0,0,0,0,0.0747468967347665,0.124080184381518,0,0,0,0,0,0,0,0.133680453595577,0,0,0,0,0,0.0861986163102444,0,0,0,-0.0293599663038785,0,0,0,-0.0906117968315894,0,0,0,0,0,0,0
X601658.CH.Equity,0.0102212755039938,0,0,0.100180559477012,0.107011235334836,0,0,-0.0895180150638177,0,0,0,0,0.0554226803096681,0,0,0,0,0,0,0.135215719203227,0,0,0,0.300807821751387,0,0,0,0,0,-0.15189050248482,0.136516694925473,0,0.0103872085651971,0,0.0018553200419626,0,0,0,0,0,0,0,0,0,0,-0.0706682190403878,-0.0493658515941494,0.387079881858939,0,0
X601328.CH.EQUITY,0,0,0.159157045993293,0.0501433311013042,0,0,0,0,0,0,0,-0.023995160264416,0,0,0,0,0,0,0.193781982315539,0,0,0.113254963951324,0,0,0,0,0,0,0,0,0.0678168966823738,0,0,0,0,0,0,0,0,0,0,0.0280622846192698,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0142769833090397,0,0,0,0,0,0,0,0,0,0.0491635303587273,-0.0482822890169003,0,0,0,0,0,0,0,0,0,0,0.254192112779084,0,0.101875426095067,0.0270012311347146,0,0,0,3.46944695195361e-18,0,0,0,0,0.209336275366185,0,0,0,0,0,0,0,0,0.197254122562783,0,0,0,0.0813961591330218,0
X600036.CH.EQUITY,0.0050971666274029,0,0,0,0,0,0,0,0,0.199020049029274,0.129816656516815,0,8.67361737988404e-19,0,0.0168021647457085,0.24567216741947,0,0,0,0,0,0,0,0,0.0666023505908899,0,0,0.0464527839553197,0,0,0,0,0,0,0.0298545945053976,0,0,0,0,0,0,0,0,0,0,0,0.0286092273011049,0.270351066232145,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0173452491289858,0,0,0.228532783103302,0,0,0,0,0,0,0,0.267661481528853,0,0,0,-0.177107074335124,0,0,0,0,6.93889390390723e-18,0,0.156918781749002,0.0779817425872798,0,0,-0.061063076494424,0.229292906840288,0,0,0,0,0,0,0.201120938298691,-0.0315503847148805,-0.0276537213701169,0,0,0,0,-0.0593665663919855,0,0,0
