,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0.171026241055643,0,0.0738581778923781,0,0,0,0,0,0,0,0,0.402617278283444,0,0,0.00257989396656242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850005726881268,0,0,0,0,0,0,0,0,0,0,0.102974816311133
X601318.CH.EQUITY,0,0,0,0,0,0.144162898067311,0,0,0.111409238485793,0,0,0,0,0,0,0,0,0,0,0,-0.0472304543410826,0,0,0,0,0,0.149461552286666,0,0,0.576751756499965,-0.307606963910669,0,0,0,0,0,0,0,0,0,0.275470108138799,0,-0.0656753594500273,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.537679108407472,0,0,0,0,0,0,-0.0556196376758035,0,0,0,0.0914281647159787,0,0.129612402023583,0,0,0,0,0,0,0,0,0.151512458937056,0,0,0,0,0,0.0785428674044923,0,0.319223337875422,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.057023071120719,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.212522745162504,0,0.179311502367769,0,0.0256638466374768,0.332733880197366,0,0,0,0,0,0,0,0,0,0.0812352278920326,0,0,0.000602851802826193,0,0,0,-0.0556765703349308,0,0,0,-0.119260538877602,0,0,0,0.206092361548428,0.0196765929842389,0,0,0,0,0.115356289243158,0,0,0,0,0,0,0,0,0,0,-0.0768806947264118,0,0
X5.HK.EQUITY,0,-0.00494283626294127,0.117344815207987,0.0715136575236901,0,0.228542851439817,0,-0.357132404954438,0,0,0,0,0.175880092324537,0,0,0,0,0,0.63150170430738,0,0,0.0846629703112246,0,0,0,0.000963767728224109,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.107650142787608,0,0,0,0,0,0,0,0,0,0.123155101235919,0.0686847190253807,0,0,0
X601988.CH.EQUITY,0.117721434630807,0.0947106496584297,0.169495493053546,0.0817487925370173,0,0,0,0,0.108944789513085,0,0,0.2907807948204,0,0,0,0,0,0,0.128934746491747,0.0686007339340404,0,0,0,0,0,0,0,0,0,0,0,0,0.101250408497627,0,0,0,0,0,0,0,0,0.10697190935958,0,0,0,0.127374806919904,0,0,0,-0.135068676659281
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.310708463902685,0,0,0,0,0.262278857405768,0.206001706506446,0,0,0,0,0,0,-0.00273716057277731,0,0,0,0,0.00582648024107943,0.162322880066727,0,0.0340483277242082,0,0,0.0295564973887183,0,0,0,0,0,0,0,0,0,0,-0.0246215134511659,0.0275033446583752,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.198677534761048,0,0,0,0,0,0,0,0.0678992845639886,0.212507282207189,0,0,0.238761443541087,0,-0.0740528807305968,0.282068310176188,0,0,0,0.0343233185578548,0,0,0,0,0.00332665230018526,0,0,0,0,0,0.0630132295932405,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00815885653737355,0.286970570070418,0,0,0,-0.0358831231272963,0,0.226657557987698,0,0,0,-0.0527478344126206,0,0,0,0,0,0,-0.144638277973315,0,0,0,0,0,0,0,0,0,0,0,-0.00698214299343095,0.0684426618539297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152046866199183,0,0.0396343371972537,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0425445605568984,-0.264695984714084,0,0,0,-0.272122732449324,0,0,0,0.61917130256799,0.0261890267868593,0,0,0,0,0,0,0,0,-0.375293027619975,8.67361737988404e-19,0,0,0,0.142129874006528,0,-0.094573984532561,0,-0.114724349704458,-0.276188731686018,0,-0.0792923825934113,0.36713293523936,0.191771542572173,0,-0.0178376362869539,0.293131877843338,0.113148639715746,0,0
