,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,-0.0599202653096206,0,0.238473057929831,0,0,0,0,0,0,0,0.0300522374610836,0,0,0,0.207264032475352,0,0.377801127731006,0,0,0,0,0,0,-0.13311929678646,0,0,0,0,0,0,0,0.183017625910952,0,-2.16840434497101e-19,0.00223602009565928,0,0,0.0952735680195461,0,0,0,0,0,0
X601939.CH.EQUITY,0.0984128652334081,0,0,0.35812448915173,0,0,0,0,0,0,0,0,0,0.167396580417436,0,0,0,0,0,0,-0.0743761785856585,-0.105841453491945,0.262497569971951,0,0,0,0,0,0,0,-0.048396613405592,0,0,0,0,0,0,0.352913133481479,0,0,-0.108943248898948,0,-0.0278215250784028,0,-0.058675352869378,0,0,0,0,0
X601318.CH.EQUITY,0.115527696997788,0,0,0,0.285033423524083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001416632654359,0,0,0,0,0,0,0,0,0,0,0,0,0.304947000303601,0,0,0,0,0,0,0,-6.93889390390723e-18,0,6.93889390390723e-18,0.0759306983117868,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.404919067464621,0,0,0.13548396153196,0,0,0,0,0,0.324469088116693,0,0.181058095846273,0.00258729130231012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296936274905915,0,0,-0.0671973742689373,0,0,0,0,0,0,-0.104858527211533,-0.0438666071121052,0,0,0,0,0,0,0,0,0,0.0713972332842447,0
X601988.CH.EQUITY,0,0.428099367584489,0,0,0,0,0,0,0,0.3512621656306,0,0,0,0,0,0,0,0,0,0,-0.270363418791771,0.340035468038018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129778114067503,0,0,0,0,0,0,0.0131464151193344,0,0,0.194465917200527,0
X600036.CH.EQUITY,0,0.149760120000107,0,0,0,0,0,0,0.112022558433921,0,0,0,0.0614154788543386,0,0,0.202714324379852,0,0,0,0,0.14774291785562,0,0,0,0,0.398400092749926,0,0,0,0,-0.00221258983706583,0,0,0,0,0.0376249641136578,0,0,0,0,0,0,0,0,0,0,0.0356655876542514,0,0.0200784760292457,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.21941710603987,0,-0.116719005917907,0.425088265665226,0.034329767285565,0,0,0,0.182276641222454,0,0,0.34079413721438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107263379568135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.428666710697702,0.656870168693849,0,0,3.46944695195361e-18,0.663180290129616,0,0,0,0,0,0,0,0,0,0,0,0,-0.124417555867435,0.247222095976784,0,0,0,0,0.0408819567293773,-0.134828644402639,0,0,0,0.0555114145674745,0,0
X601628.CH.EQUITY,0,0,0.0205557461110794,0,0,0.140642762976943,0,0,0,0,0,-0.147095160364128,0,0,0,0,0,0,0.371302958278091,0,0.16679261217254,0,0,0,0,0.0579520443359171,-0.0286680374258434,0.10906365164452,0,0,0,0,0,0,0,0.077702967148572,0,0.147425767394085,0,0,0,0,0,-0.0846047041761722,0.119519475086194,-0.0589837171575645,0,0,0,0
X601658.CH.Equity,0,0,0,0.118400223661369,0,0,0,0,0,0,0,0,0,0,0,0,0.340637800862577,0,0,1.73472347597681e-18,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619271769693036,0,0.28286042445163,0.0126866551211153,0,0,0
X601328.CH.EQUITY,0.370893347449794,0,0,0.212661225825393,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0.141042792777732,0,0,0.0548092783745073,0,0,0,0,0,0,0.141003376091775,0,0,0.00811641427073688,0,0,0,0,0,0,0,0,0,0,0,0.0502717329404779,0,0,0,0,0.0470231236232805,0,0,0,0,0
X388.HK.EQUITY,0,0,0.265755071018254,0,0,0,0.20392208026632,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051115807645291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037953455951703,0,0,0,0,0
X601166.CH.EQUITY,0,0.00157925458825037,0,0,0,0.415772106508911,0,0,0,0.0459693886662791,0,0,0,0.0277165663004789,0,0,0,0,0,0,0,0,0,0,0.297958417931875,0,0,0,0,0,0,0,0,0.0252261590192822,0,0,0,0,0,0.0290748232311594,0,0,0,0,0,0,0,0,0,0.128209890248698
X600000.CH.EQUITY,0,-3.46944695195361e-18,0,0.0809715953113037,0.138518228814412,0,0,0,0,0,0,0.0558861789229241,0.36257444483617,0,0,0.0246920703047245,0,0,0,0,0,0,0,0.0325108834512519,0,0,0,0,0,0,0,0,0,0,0,0.0629274532229946,0,0.108436854093008,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0365168501462707,0,0,0,0.0452890866777276,0,0,0.0719458691080773,0,0,0.218469881683793,0,0,0,0,0.190912973026817,0.169829643073459,0,0.082488484307829,0,0,0,0,0,0,0,0,0,0,0,0,0.129237727249107,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.446569361355227,0,0,0.0363894281943923,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695549662600744,0,0.00855565317474215,0,0.103455224959246,0,0,0.290361458103511,0,0,0.00975348834555812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198732455888483,0.0395641101651313,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.0516804187353535,0,0,0,0,0,0,0,0,0,0,0,0.140331855552743,0,0,0.131015440666349,0,0,0.0568999939366133,0.232884073548348,0.0102583695591828,0,0.0449390594814128,0,0,0,0,0,0,0,0.0778915169646048,0,0,0,0,0.16911353839087,0.0539641408263105,0,0,0,0,0
X600016.CH.EQUITY,0.184503851266259,0,0,0.31881823655496,0.0885482113351464,0.0562767873318111,0,0,0,0,0.106361457488914,0,0,0,0,0,0,0,0,0.0162977918929515,0,0,0,0,0,0,0,0,0,0,0.076963967249036,0,0,0,0,0.122919511335064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.291886997117549,0,0.0746217277203651,0,-0.0895292579589822,0.154676885656796,0,0,0,0,0,0,0,0.381785416221259,0,0,0,0,0,0,0,0,0,0,0,0,0.201744122662961,0,0,0,0,0,0.0772410896144853,0.117827002988232,0,0,-1.73472347597681e-18,-0.0226619559576855,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.0405470880963224,0.350929598538891,0.113965158466961,0,0,-0.104912813261866,0,0,0,0,0,0,0.303802272629296,0,0,0.0542008792129504,0,0,0,0,0,0,0.0126748366777951,0,0,0.106145013704182,0,0.00380717058160389,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0
X601601.CH.EQUITY,0,0,0.689610162243194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114899602866134,0.323645314627241,0,0,0,0,0,0,0,0,0.363199981950758,0,-0.14619015838963,0,-0.176853395785473,0,-0.0448858790444066,0,0,0,-0.151293399615374,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0233322416085601,0,0,0,0,0,0.422514856897187,0,0,0,0,0.0587990337438622,-0.105485530195632,0,0,0,0,-0.00830195419571307,0,0.285579136380383,0,0,0,0,0.0510817594805723,0,0,0,0,0,0,0,0.137794540255691,0,0.0274822058766286,0,0.0597030826238,0,0,0,0,0
X601998.CH.EQUITY,0.192475409580433,0.194235190318818,0,0,0.0121782634024524,0,0,0,0,0,0.119665925987074,0,0,0.285424930408033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192455383632132,0,0,0,0,0,0,0,0,0,0,0,0.0603043824064062,0,0
X267.HK.EQUITY,0,0,0,0,0.134184978139493,0,0,0.270933118985196,0,-0.202063723618439,0,0,0,0,0,0,0.0977044443970552,0.0147712286762791,0,0,0,0,0,0,0,0,0,0.27100627193076,0,0,0.00366578314026409,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X601818.CH.EQUITY,0.121212854224562,1.38777878078145e-17,0,0.272149998170308,0,0,0,0,0,0,0,0,0.284373517987133,0,0,0.063777148315168,0,0,0,0,0,0,0.145812192881233,0,0,0,0,0,0,0,0.00649258897680458,0,0,0,0,0,0.0267377779402899,0,0,0,0,0,0,0,0,0,0,0.0289695527292019,0,0
X002142.CH.EQUITY,-0.1806218149822,0,0,0,0,0.648779167558685,0,0,0,0,-0.182057584576986,0.339098923455306,0,0,0,0.116956015464764,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.196370165158242,0.200629661455616,0,-0.0929087286580064,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.00984715371130486,0,0,0,0
