,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.0539017638722384,0,0,0,0,0,-0.216595181358893,0,0,0,0,-0.302979096040308,-0.213144441798267,0,0.160084421679343,0,0,0.859412563840253,0,0,0,0,0,0,0,0,0,0.190785883915972,0,0,0,0,0,0,0,0,0,-0.110426477545688,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0136687254840426,0,0,0,0,0,0,0,0,0,0.00871630440326484,0.0620462461462373,0,0.0632907052748692,0,0,0,0,0,0,0,0,-0.0664783420265127,0,0,0,0,0.040258622460746,0,0,0,0,0,0,0,0,-0.249374416052318,0,0,0.141684459895341,0,0,-8.67361737988404e-19,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0926361164053355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273401063803897,0,0,0,0.182442255915754,0,0,0.203051678640409,0,0.0101662850211229,0,0,0,0,0,0,0,-0.0721035030138247,0,0,0.0828202904686247,0,0,0,0.169296176893209,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0210575245346038,0,0,0,0,0,0,0,0,0,-0.011506208183384,0,0,0,0.189310852596091,0,0,0,0,0.0843760369172626,0,0,0,0,0,0,0,0,0,0,-0.149482838365691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707194850484324,0.21771737675282,0,0.158789971551545,0,0,0,0.0296187996219555,0.0052987360550008,-1.0842021724855e-19,0.541857036802158,0,0,0,0.0238131564329915,0,0,0.090835137867925,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107397621596429,0.318820343173919,0,0,0,-0.23529553603604,0,0,0.0974210308907856,0,0,-0.0339915238459674,0,0,0,0.0246768257700446,0,0,0,0,0,0,0,0,0,0,-0.189196651935983,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.114936374882699,0,0,0,0.0876050914781967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256489151473805,0.023318467260883,0,0.0121243112534845,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00730354988797207,0,-0.0160622033534154,0,0,0.377845391122156,0.19781519270489,0.0852061896428559,0,0,0,0,0,0,0,0,0,0.0795968467637682,0,0,0,0,0.0092586719358583,0.144935859975537,0,0,0,0,0,0.0836337885856099,0,0,0.158989563175776,0,0,0,0,0,0,0.0955876187591788,0,0,0,0.00978448204743057,0,0,0
X600036.CH.EQUITY,0,0.286072195051722,0,0,0,0,0.0804156656539408,0.260617858958575,0,0,-0.00840022567024437,0,-0.192031726684784,0,0,0.198754844107175,0.0617026122222994,0,0,0,0.10844187805072,0,0,0.0962022594871778,0,0.313856743570102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374088960692181,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.126783179837863,0,0.180110202180367,0.0768175384801585,0,0,0,0,0,0,0,0.0962144183776832,0,0,0.105002429025964,0,0.19909121068089,0.0252514136717583,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0188640641143872,0,0,0.0474400113780204,0,0,0,0,0,0,0,0,0,0.135065203422979,0,0,0
