,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.265184035138984,0,0,0,0,0,0,0,0,0,0,-0.0562297442389923,0,0,0.256851353182127,0,0,0,-0.0387978182589634,0.0140234784069726,0,0,0,0.0180535919401388,0,0,0,0,0,-0.108229871718228,0,0,-0.0787776071778886,0,0,0,0,0,0.217289964177363,0.199742763506428,0,0,-0.0140874606161529
X601318.CH.EQUITY,0,0,0,0,0,0,0.0454834414951297,0,0,0,0.0347024166726799,0,-6.93889390390723e-18,0.120483223722543,0.256463252073743,-0.0276838188414579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396403618928467,0,0,0,0,0,0,0,0,0,0.0811823095556261,0,0,0.049705129631148,0.037519156571586,0,0,0,0
X601939.CH.EQUITY,0.281187241294904,-0.0199919835436583,0,0,0,0,0,0,0,0,0.114041870220226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364939607146749,-0.611025184722527,0,0.159536123158727,0,-0.0272130608001094,0,0,0,0,0,0,0,0,0,0.208630371785121,0.561817693149572,0,0.0424533914898014,-0.219279592386597,0.302829769374149,0,0
X601288.CH.EQUITY,0.219370718816868,0,0,0,0,0.00776204124740568,0,0,-3.46944695195361e-18,0,0,0,0.0704352576870279,0,0,0,0,0,0.0483593931732249,0.161036978006505,0,0,0.229126634681764,0,0,0,0,0.158598883468905,0,0.132818378753722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221182768964908,0.0620518416865596
X5.HK.EQUITY,0,-0.361246854375915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186018598150869,0.228790960861366,0,0,0.458352531262428,0,0,-0.00677649363047991,0,0,0,0,0,0,0.211058363881353,0,0.119085892407157,0,-0.0664474809380888,0.0497872830143016,0,0,0,0,0,0,0,0,0,0,0,0.308095832675473
X601988.CH.EQUITY,0.275519668828313,0,0,0.421284407853913,0,0,0,0,0,0.154769922986556,0,-0.141298477627767,0,-0.0495510446240874,0,0,0.012197988722141,0,0,0.208445008062453,0,0,0,0,0,0.0206555374831583,0,0,0,0.0729789756213086,0,0,0,0,0.0416884726227826,0,0,0,0,0.0194660823953329,0,0,-0.00639581454517507,0,0,0,0.0483463666074924,0
X600036.CH.EQUITY,0,0.300603593416815,0,0,0,0,0,0,0,0,0,0.305011814135705,0,0,0.178191589335193,0,0,0,0,0,0.0403944720171439,0,0,-0.047239341783596,0,0,0,0,0,0.0348296468654209,0.0793584879566052,0,0,0,0,0,0,0,0,0,0,0,0.272091500648903,0,-0.0637123877634602,-0.0429058751424154,0.0780552902700552,0
X1299.HK.EQUITY,0,0.226766906939944,0,0,0,0,0,0,0,-0.0582868585914109,0,0,0,-0.221961134053931,0,0.297915985693928,0.317061626653148,0,0.19460560741265,-0.00633261998199861,0.0444498368572178,0,0,0,0,0.0973254338318115,0,0,-0.169187833282877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0660949000973079,0,0,0,0,0,0,0,0.00960799879203801,0,0,0,0,0.346780993853996,0,0,0,0.057102758966576,0,0,0,0,0,0,0,0,0,0,0.10282905917894,0,0,0,0,0,0,0,0.144484500097538,0.126256976184177,0.0610758679905486,0,0.0707845031546363,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.409772820249126,0.183780002368724,0,0,0,0,0,0,0,0.364540356279112,0,0,0,0,0,-0.105989797918063,0,0,0.357013804061774,0,0.2737397455653,0,0,0,0,-0.127411459128243,0,0,0,-0.0313374443420638,0,0,0,-0.18149811389718,0,0,0,0,0,0,0,0.0907933486260454,0
