,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X600919.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.106112716730032,0,0.54815880097502,0,0.0332315464272916,0,0,0,0,0,0,0,0,0,0,0.0999820087978082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118767695499878,0,0,0,0,0,0.0392937294609486,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0318234860376997,0,0,0,-0.0641748863169399,0,0,0,0.0965506550151181,0,0,0.0260168910834999,0,0.514578238010827,0.0166716186456401,0,0,0,0,0,0.118439901731247,0.025306923390516,0,0,0,0,0.106256218572035,0,0,0,0,0,0,0,0,0,0,0,0,0.118420480052028,0,0.0185959726950442,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.373524729590113,0,0.0861212150411763,0,0,0,0.148192096099942,0,-0.126112718741346,0,0,0,0,0,0,-0.054726119686286,0,0.494374877287918,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.0678582354997477,0,0,0,0,0,0,0,0,0.0928697192115117,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0813828581408228,0.102453703592535,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.351982819438447,0,0,0,0.208927920807364,0,0,0,-0.033206300102661,0,0.397914783323868,0,0.0113117089255819,0,0,0.0062763345227832,-0.0557096759158269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.162961440922619,0.203772937383817,0.17819563007084,0,0,0,0.0859394747499334,-0.0189594084950841,0,0.00298433911682525,0,0,0,0,0,0.188221109989532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713290225128699,0,0,0,0,0,0,0.000546944692268663,-0.0138224095444903,0.0341242707492694,0.210602931239425,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.25824525244429,0,0.0237879539257775,0,0,0.0661204499396568,0,0,0,0,0,0,0.194517222886114,0,0,0,0.0887687862164892,0,0,0,0,0.133127495512225,0,0.0265777383009225,0.0648692421606294,0,0,0,0,0,0.0639220121049108,0,0,0,0,0,0,0,0,0,0,0,0,0.083772022038786,0,-0.0209709453256832,0,0.114631099872092,0
X601988.CH.EQUITY,0.0831742642857166,0,0,0,0.139355246473009,0.121448650835902,0,0,0,0,0,-0.0415057946665556,0,0,0,0,0,0,0,0,0,0,0.0968018490708326,-0.0112386650131518,0,0,-0.000645502380388739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627870524808215,0,0,0,0,0.0517362090006221,-0.169447720798469,0,0,0
X1299.HK.EQUITY,0,0,-0.0522679073620673,0,-0.0562681485369966,0.0876156491004653,0,0,0,0.32605697799768,0,0,0,0,0.0936738859825968,0,0,0,0,0,0,0,0,0,0.320524903808565,0,0,0,0,0,0,0.116545211075634,0,0,-0.073103559265894,0.163327255608393,0,0.0595064276925503,0,0,0.0857400092632721,0,0,0,0,-0.138672977027829,-0.0489950173272591,0,0,0
X5.HK.EQUITY,0,0.195669689010754,0,0.0946146870598238,0,0,0,0,0,0,0,-0.171469263056455,0,0,0,0,-0.189626847910391,0,0,0,0,0,0,0,0.0646730099240063,0.36619701823862,0,0,0,0,0,0.234620938052792,0,0,0.0582450400183498,0.198069353808541,0,0,0,0.113141708717276,-0.146596265466474,-0.0400444471815209,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.143917399810205,0,0.234202559805109,0.0499307726772087,0,0,0.0638751330092672,0,0,0,0,0,0,0,0,0,-0.417825651600708,0,0,0,0,0.0871627227594291,0,0,0.232795402024375,0.123480066116752,0,0,0,0,0.35058436746434,0.228673838890289,0,0,0,0,0,0,-0.0306051537194511,0,0.0992202706428606,0.113848447663143,0,0,0,0,0,-0.482718522793535,0
X601658.CH.Equity,0.00644278196919737,0,0,0,0,0,0,0,0,0,0,0,0,0.0425747724918678,0,0.294149826544447,0,0.0198747559921635,0,0,0,0,0,0,0,0,0,0,0,0,0.114267824943384,0,0.00543121565392421,0,0,0,0.0108214255467693,0,0.436003001078902,0,0,0,0,0,0.0813873579620771,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0405382491726754,0,0,0.103015616152104,0,0,0.107831208283873,0.0575994560720327,0,0,0,0,0,0.228778933630086,0,0,0,0,0,0,0,0,0,0,0.0545700869151488,0.0773101400077882,0.181722940875527,0,0,0,0,0,0,0,0,0.113236626329633,0,0,-8.67361737988404e-19,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0985820427328205,0,0,0,0,0,0,0.416750203810146,0,0,0,0.0673355271588291,0.18947615161074,0,0,0,0,0,0,0,0,0,0,0,0,0.0968847985735068,0,0,0.0688428903432691,0,0.0509875277875033,0,0,0,0.0938089639568366,0.0380793736068027,0,0,0,0,0,0.15698742536613,0.063761952938617
X000001.CH.EQUITY,0,0,0,0,0.109262899792929,0.411735475865284,0,0,0,0.0826645010094267,0,0,0.0941666636717975,0,0,0,0,0,0,0,0,0,0,0.482752710163422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.135710105458765,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0864164722834112,0,0,0,0,0,0,0.0343040053077024,0,0,0.494383430721011,0,0,0,-0.0507196350841769,0,-0.0640709193298124,0,0,0,0,0,0,0,0.0836506102352917,0,0,0.255172082423996,0,0,0.0866419218201307,0,-0.0620208120939497,0,0,0.0039517992206344,0,-0.00984940887797781,0,0,0,0.0843462331818807,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0086449701848977,0,0.0140386702966235,0,0.120419674259887,0,0,0,0.107284910400085,0,0,0,0,0,0,0.13488521648516,0,0,0.0233354186554097,0,0,0,0,0,0,0.181563219547941,0,0,0,0.160563072412869,0,0,0,0,0,0,0.122410375842304,0,0,0.132823802989255,0,0,0,0,-1.73472347597681e-18,0,0,0
X601601.CH.EQUITY,0.0429927936087514,0.218555338577273,0,0.472456596700436,0,0,0,-0.0534690598662966,0,0,0,0.064352470438715,0,0,0,0,0,0,0.0240485544543679,0,0,0,0.0371657160070038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311923005790614,0,0.0823358919904705,0.0481811235201439,0,0.221428770212092,0
X600000.CH.EQUITY,0,0,0,0,0,0.441670723321177,0,0,0,-0.125590693883324,0.285042826743059,0,0,0,0,0.513119668269639,0,0,0,0,0,0,0,0,0.0693203813126642,0.018768350810553,0,0,-0.0627519070328027,0,0,-0.0766627747116066,0,0,0,0,0,0,0,0.0588553425767688,0,0,-0.0399348942372494,0,0,-0.115553998260085,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0100066213189768,0,0,0,0.137204728961841,0,0,0,0,0,0,0,0,0,0.0649561413509179,0,0,0,0,0.144821688623789,0,0,0,0,0,0.212865975660609,0,0,0,0.00293607023607992,0,0,0,0.0570308733493729,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00426780035114303,0,0,-0.0442426122922347,0,0,0,0,0,0,0,0,-0.0196238931805465,0,0,0.490708024512737,0,0,0,0,0,0,0,0,0,0.442673127615103,0,0,0,0,0.0107407273502139,0,0,0,0,0.002599601066254,-0.118217012127889,0.0516722207071568
X600016.CH.EQUITY,0,0,0,0.20782187955474,0,0,0.147435669963828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184709805622417,0,0,0,0,0,0,0.0777345928548846,0,0,0.0753394659394061,0,0,0.0360711463624896,0,0,0,0.214872263995317,0,0,0,0,0,0,0,0,0,0,-0.139440557868275
X601998.CH.EQUITY,0,0,0.275361932935405,0,0,0,0,0,0,0,0.253271951372261,0,0,0,0.047178403014908,0.0339561580885914,0,0.0340707726880914,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.109539533019675,0,0,0,0,0,0.395555829051381,0,0.0539011345058914,0,0,0,0,0,0,0,0,-0.10140930629165,-0.0516827031904847,0,0,0
