,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0749061745841046,0.230241731930956,0,0,0,0,0.427993612567316,-0.20077295846229,0,0,0,-0.126874370642306,0,0,0,0,0.770586476693954,0,0,-0.0626307868242815,0,0,0,0,0,0,0,0,0,-0.0189765625346829,0,0,-0.00773882306956161,0,0.00623432469027368,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.120546220207859,0.0160028799822751,0,0,0,0.243248475162562,0,0,0.0810563559961209,0,0,0.0468423886770756,0,0.039683277027043,0,0,0,0.154102792552389,0,0.143649076319758,0,0.0118033717600045,0,0,0,0,0,0,0,0,0,0,0,0,0.0536940865191147,0,0,0,0,-6.93889390390723e-18
X601939.CH.EQUITY,0.394835304599783,-0.345506134338008,0,0,0,0,0,0,0,0.000431738043468691,0,0,0,0,-0.0355827869652631,0,0,0,0.0771138540184716,0,0,0,0,0,-0.0913385763344486,0,0,0.220645890524415,0,0.697248603821442,0,0.0913779251485918,0,-0.0350874163781672,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168777841401663
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.146276708849152,0,0.0831590100849296,0.654624719958654,0,0,0,-0.302372934092979,0,0,-0.457855703555975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229620007217391,0,0,0,-0.117020729721602,0,-0.164022107702653,0,0,0,0.10260222992965,-0.0719374850074764,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.106090459416138,0,0.396209667043739,0,0,6.93889390390723e-18,0,0,0,0,0,0.0740857244029636,-0.0412223419400749,0,0,0,0,0,0,0,0,0,0.286183930427806,0,0,0,0,0,0,0,0,0.0457666425676531,0,0,0,0.265853785064661,0,0,0,5.42101086242752e-20,0,0,0
X601988.CH.EQUITY,-0.35160786933781,0,0,0,0.420689219064921,0,0,0,0,0,0,0,0,0,0,0,0,-0.184390165067824,-0.197761806961652,0,0,0.588160683884458,-0.327484345426557,0,0.269359230149721,0,0,0,0,0,-0.0406660935213393,0,0,0,0.0594415393117338,0,0,0,-0.178646226825245,0,0,0,-0.164016492476669,0,0.0511288801293624,0,0.472617424069533,0
X600036.CH.EQUITY,0.192606459147603,0.0631958123275162,0,0,0,0,0,0,3.46944695195361e-18,0.349813076336578,0,0,0,0.181732332023646,0.150098001572128,0,0,0.184811343114821,0,0,0,0,0.151899147753242,0,0,0,0,-0.315463759935743,0,0.0772957320067038,-0.00357138345543433,0.25252111875146,0,0,-0.0865664368095252,0,0,0,0,0,0,0,0.220657074059796,0,0,0,0,-0.0328990631545937
X1299.HK.EQUITY,0,0,0,-0.0267450864446943,0.394946567025684,0,0,0,0.024554449047371,0,0,0,0,0.0927602699107991,0,0.00747132902462089,0.224364057388836,0,0,0,0,0,-0.0156677015152447,0,0,0,0,-0.0735028926635654,0,0,0,0,0,-0.178248767739725,0.106747398536362,0,0,0,0,0,-0.142356807287501,0,0,-0.00590984628588615,-0.0217966225190489,0,0,0.114578908608157
X601628.CH.EQUITY,0,0.055762573521246,0.0245891049684484,0.0620569027093629,0,0,0,0,0,0,0,0,0,0.184827947152207,-0.0259456740595292,0,0,0,0,0,0,0.149019604954029,0,0,0.255696571558167,0.0399463780632674,0,0,0,0,0.168919499424118,0.0420723082400124,0,0.149186481724456,0,0,0,0,0,0,0,0,-0.0774858377985833,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00342182540639043,0,0,0,0.66557449805022,0,0,0,0,0,0,0,0,0,0,0.140638683008741,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00445403842594137,0,0,0,-0.257383566628355,0,0,0,-0.141809804166139,0,-0.193663007519309,-0.168101794319065,0,0,0,0,0,0.146152741118339
X601166.CH.EQUITY,0.217129907569399,0,0,0.250053273914046,0,0,0,0,0,0,0,0.26784919432563,0,0,0,0,0.0574431186013532,-0.0362402497874604,0,0,0,0,0,0,0,0,0,0.0180725536483773,0,0,0,0.037516603420177,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.148091216913227,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0183263833003174,0.0475042709633911,0.190303863078373,0,0,0.0626497607355908,0.528979165650218,0,0,0,0,0,0,0,0.0505396610424939,0,0,0,0,0,0,0,0,0.01353354585128,0,0,0,0,0,-0.0210734009689423,0,0,0,0,0.235318251756989,0,0,-0.178182126450566,0,0,0,-0.0709549684152594,0.0645071992825387,0
X601319.CH.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,-0.00906245682392411,0,-0.0547046832965392,0,0,0,0.346487552154811,0,0,0,0,0,0.0491479914142726,0,0,0,0,0,0.382998224103676,0,0,0,0,0,0,0,0,0,0,-0.13814806872035,0,0.045746095809219,0,0.0379051837607348,0.279878414568398,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.114148134273435,0,0,0,0,0.00512297271405346,0,0.561946848834989,0,0,0,0.0325739249526807,0,0.0267892286026417,0,0,-0.0904572041130924,0.0656343274908372,0,0,0,0,0,0,0,0,0,0,0.0631246314758841,0,0,0,0,0,0,0.0120093323858855,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.36638928282327,0,0.233344991034183,0,0,0,0,0,0,0.157473910518226,0,0,0.0199294041233359,0,0,0,0,0,0,0,0,0.0185071325171357,0,0,-0.253796026326896,0,0,0,0.373600236847374,0,0,0,0,0,0,0,0,0,0,0.066388369809136,0.0811823066585255,0,0.0027904245392812,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.00120794240247789,0,0.0022913422261706,0,0,0,0.0977154935923227,0,0,0.697200859687516,0.0210687148692148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351771327096449,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.508429358627486,0,-0.237999874423744,0.0421836416333536,-0.322440386704774,0,0,0,0,0,-0.018717166197239,0,0,0,0.383184625677599,0,0,0,0,0,0,0,0,0,0,0,0,-0.261511736368895,0,0,0,0,1.73472347597681e-18,-0.00386373343815714,0,0,0,0,0,0,0,0,0.574056171479174,0,0,-0.0230163567473525,0
