,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.182905412698693,0.387579755741559,0.197950626428817,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237484725351202,0,0,0,0,0,0,0,0,-0.0784467425584892,0.0252443562527601,0.141346587280382,0,0,0,0,0,0,0,0,0,0,0,0.0958939329002379,0
X601939.CH.EQUITY,0,0,0,0.145214114204813,0,0,0.0680574260422816,0,0,0,0,0,0,0.222485005349279,0.133417437946735,0,0,0,0,0,0.199921357602237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.453627073081368,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.14981110763362,0.0659290363357923,0,0,0,0.0268764972562676,0,0,0,0,0,0.00797180944942733,0,0,0,0,0,0,0,0.0485742063287136,0,0,0,0,0.0517053342455704,0,0,0,0,0.0484058817958584
X601988.CH.EQUITY,0.141358015386176,0,0.433626621293349,0,0.00963394011411196,0.0719631777411519,0.0792703666343585,0,0,0.0644674576592111,0,0,0,0,0,0,0,0,0,0,0.26396093179124,0.0264486082080292,0,0,0,0,0,0.103054461099847,0,0.117787463359298,0,0,0,-0.200109869834066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0245813273439684,0,0,0.302740046930117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881613560657548,0.718294400870521,0,0,0,0,0,0.217445751984015,0,-0.18573954404213,0,0,0,0.161725739672867,0,0,0,0.0867938809117171,0,0,0,0,0
X601658.CH.Equity,0,0,0.0750262978029844,0.120198067092887,0,0,0,0.0494558855690219,0.228679258374694,0,0,0,0,0.0502238455837524,0,0,0,0.0144336471933618,0,0,0,0,0,0.206859670124708,0,0,0,0.0721039168192963,0,0,0,0,0,0,0,0.039854893712478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.115737543452606,0,0.145561653297523,0,0,0,0,0,0,0,0.175052810270596,0.0904374602556738,0,0.0450507797811814,0,0,0,0.377937710884052,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321400217275913,0,0,0.00048317432384277,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.060861986557894,0,0,0,0,0,0,0,0.105750969824842,0.115461075411657,0.0450910849672348,0.20701968903024,0,0,0,0,0.00283131768286549,0,0.0218464406179415,0.0888560318130068,0,0.0889876747115704,0,0,0,0,0,0.128774381349137,0,0,0.0437900418210032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0627075848098698,0,0,0,0,0,0.296694630374079,0,0.0604665489061379,0,0,0,0,0,0,0.0943581735860911,0,0,0,0.166220759136848,0,0,0,0,0,0.0736500582585465,0,0,0,0,0,0.241832498894642,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.272075258050074,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.140320014271765,0,0,0,0,0,0,0.249487605126692,0,0,0,0,0,0,0,0.077826757494686,0,0,0,0,0,0,0,0,0.34739284252786,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.105517913923089,0,0.136388089912851,0,0,0,0,0,0,0,0,0.0257086520330407,-0.192905202575171
X267.HK.EQUITY,0,0,-0.0879980995336399,0,0.191684992028314,0,0,0,0,0.354350467182276,0,0,0,0.186157341221658,-1.38777878078145e-17,0,0,0,0,0.15888495199127,0,0,0.186540984045846,0.0344385481081236,-0.0979963264837664,0,0,0,0,0,0,0,0,0.265302094347097,0,0,0,-0.0919122421459269,0,-0.0865722727163709,0,0,0,0,0,-0.16129855554399,0,0,-0.148299887383402,0
X600000.CH.EQUITY,0,0,0,0.0849176676510442,0,0,0,0,0,0.141229479677686,0.0370323122791086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127877285865253,0,0,0,0,0,0,0.207380971400718,0.0500336146292625,0,0,0,0,0,0,0,0.147177721285257,0,0,0,0.238428518256693,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,-0.110402650936376,0.273845022671083,0,0,0,0,0,0,0,0,0,0,0,0,-0.242189717292386,0,0.285615260328204,0,0,0,0,0,0,0,0,0,0,-0.261412051800196,0,0,0.175123604922501,0,0,0,0,0.221707465093808,0,0,0,0,0,0.0388725136244894,0.163042234858729,0,0
X600016.CH.EQUITY,0,0.179861930888501,0,0,0,0.304661356000629,0.0854107257539996,0,0,0,0.290557966688337,0,0,0,0,0,0,0,0,-0.291624495456547,0,0,0,0,0.303572945541015,0,0.109063015900214,0,0,0,-0.125690043104744,0,0,0,0,0,0,0,0,0,0,-0.077029195176024,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.288976454567008,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.378592019111123,0,0.133375920378222,0.144795174310751,0,0,0,0,0,0,0,0.175239678302937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503755230611223,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0123144417829014,0,0,0,0.325576709289633,0.0229131979259443,0,0,0,0,0,0,0,0,0,0,0.164578448161402,0.0734191431933327,0,0,0,0,0,0,0,0,0,0,0,-0.12317520102971,0.174349802751622,0,0,0,0,0,0.00988224162396438,0.172235565944497,0,0,0,0,0,0,0.199746056884472
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0987250962774391,0,0,0,0,0,0,0.164815397112078,6.93889390390723e-18,0,3.46944695195361e-18,0,0,0,0,0,0,0.0685370304481435,0,0,0,0,0,0,0,0,0.216279447181684,0.109790848071674,0,0,0,0,0,0,0,0,0,0,0,0,0.129543994422477,0,0
X600015.CH.EQUITY,0,0,0,0.118553868885666,0,0,0.0907149334281357,0,0,0,0,0,0.0542817207231262,0.0818856714824203,0.265882398330379,0,0,0,0,0,0.016668655348363,0.0440939335811139,0.071420104431673,0,0,0,0,0,0,0,0,0,0,0,0,0.137429529674495,0,0,0,0,0,0,0.0941733537073769,0,0,0,0,0.0470785133613549,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.0453935557174534,0,0,0,0,0.109683623183547,0.207302922890329,0.0172662081232665,0,0,0,0,0,0,0,0,0.167245698086252,0.0657839515669288,0,0,0,0,0,0,0,0,0,0.219199204351013,0.0168071727512042,0,0,0,0,0,0.0354540362954223,0,0.0444006354803689,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.241582411957166,0,0,0.238355776575217,0.131860499888594,0.0983277235389719,0,0,0.190970312887986,0,0,0,0,0,0,0,0,0,0,0,0.0984518917235336,0,0,0,0,0,0,0.192720374404279,0,-0.0866051395078038,0,0,0.188699825843332,0,0,-0.323752878931683,-0.126616204154923,0,0,0,0,0,0,0,-0.0959618683402246,-0.404046035717976,0,0,0
X600919.CH.EQUITY,0,0,0,0.0167645738231888,0,0.35484474487872,0.0231880077482523,0,0.0237620446616083,0,0,0,0,0,0,0,0,0.376403386267646,0,0,0,0,0,0,0,0,0,0.132084942564469,0,0,0.11818234362494,0.0898792387317567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.149864909519362,0,0,0,0,0,0,0,0,0.0413321240687888,0,0,0.123335970059865,0,0,0,0.26226507034201,0,0,0,0,0.0330226024487518,0.0427485211938876,0,0,0,0,0.212004191364093,0,0,0,0,0,-3.46944695195361e-18,0.123696322694618,0,0,0,0,0,0,0.0162899064333597,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.159415793470892,0.37399922962525,0,0,0,0.0372803464141045,0,0,0.0674664416311363,0,0,0,0,0,0,0,0.265082448696987,0,0,-0.0503332565835388,0,0,0.174927952940661,0,0,0,0,-0.000411490678984013,0,-0.135114393882827,0,0,0.0908021584340656,0,0,0,0,0,0,0
