,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600918.CH.Equity,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498674574181558,0,0,-0.123869853010268,0,0,0,0,0,-0.122515119940493,0,0,-0.167025994854501,0.124856599357197,0.0565672043524604,0,0,0,0.297779935232103,0.299944290359171,0,0,0,0,0,0,0.0101024161851827,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.202076979671501,0.0891096369393154,0,0,0,0,0,0,0,0,0,-0.035869666581268,0,0,0,0.431460109596115,0,0.0116022782435227,0.101544024171536,-0.359329091214541,0,0,0,0,0,0.183932556277461,0,-0.101722467919444,0,0,0,0,0,0,0,0,0,0,0.304319386213199,-0.0321737856191535,0,0,0
X000001.CH.EQUITY,0,0.0930985932720385,0.129111273007085,0,0,0,0,0,0,0.474676459514294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449332979727976,0,0.0762077415545639,0,0,0,0,0,0,0,-0.0558489634166868,0,-0.104531133314283,0,0,0,0,0,0,0,0,0,0,0.206295018427725,0,0
X601601.CH.EQUITY,0,0.403783486000603,0,0,0,0.0272501411356808,0,0.0399585911874011,0,0,0,0,0,0,0,0,0,0.155732339793506,0,0,0,0.141609724622079,0,0,0.00942354339295434,0,-0.0699306450940405,0,0,0,0,0.245971004589157,0,0.188189453660029,-0.0474877838944957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947179158777732,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00474482289801125,0.0454882466962851,0,0.0319425840805344,0,0,0,0.230160343363601,0,0,0,0,0,0,0,0,0.22897150635788,0,0,0.00297552510388351,0,0,0,0.282339445202815,0,0.0748319874239162,0,0,0,0,0,0,0,0,0.173929743491301,0,0,0
X300059.CH.EQUITY,0,0.211959218207754,-0.0138998951625637,0,0,0,0,0,-0.072520181210753,0,0.0880041543106165,-0.0695936573860289,0,0,0.316733928731217,0,0,0,0,0,0.059669383707378,-0.105620185902381,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11043906906064,0,0,0,0,0.135810188384573,0,0,0.180440252315819
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0400271293642164,0.110991352352768,0,0,0,0,0.156839502328495,0,0,0,0,0.0172856946068488,0,0,0,0,0,0,0.014498471557659,0,0.0607095296602491,0,0,0,0,0,0,0,0.320576373553876,0,0,0,0,0,0.00757823313846759,0,0.134709425813063,-0.0560038278213277,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.16995836053891,0.108583484493485,0,0,0,0.00639217382702149,0,0,0,0,0.141399965509589,0,0,0,0,0,0.0249642448972844,0.141031834715723,0,0,0,0.0555173970188205,0,0.0255746185569199,0,0,0.00480004649337984,0.16142372785731,0,0,0,0,0,0,0,0,0,0,0,0.0524287443167856,0,0,0.109288120618168,0
X002142.CH.EQUITY,0,0,0.00552685196390975,0,0,0,0,0,-0.0446548440633295,0.126926497816985,0,0,0.339487926216422,0,0,0,0,0,0,0.030627176367345,0,0,0.0331419114688326,0,0,0,0,-0.0677732814543529,0,0,0.140460933248495,0,0,0,0.0385748933430617,0,0,0,0.325975364199755,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,-4.33680868994202e-19,0,0,0,0,0,0.119729008686858,0,0,0,-0.107555666050066,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601057451840585,0,0,0,0.212131063216452,0,0,0,0,-0.180156781681454,0,0.240827883651697,0.021612906994758,0.0637678748689933,-0.0159006639511634,-0.0243490559842088,0,0.100511620181037,0,0,0,0,0,0.159543678592776,0,0.145571015677061
X601319.CH.EQUITY,0,0.0662502751010484,0,0,0,0,0.0940155198541978,0,0,0,0,0,-0.0137246036609603,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00877131486198326,0.0399809372092186,-0.0724899264582253,0,0,0.0901347590073548,0,0.128816449731174,0,0,0,0.159545648943383,0.0923000771068909,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.134519974022243,0,0,0.506168802796605,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0451253243393103,0,0.249969961482417,0,0.0418349150915246,0,0,0,-0.0454070249008648,0,0,0,0,0,0,-0.155212503250958,0,0,0,0,-0.0595689172847106,0,0,0.0817021236377445,0
X601998.CH.EQUITY,0.155017726058386,-0.0336971607598378,0.231882397011073,0,0.227036674637891,0,0.0834085190613078,0,0,-0.175602909483813,0,0,0,0,0,0,0.187342306970331,0,0,0,0,0,0,0,0.374799742508075,-0.181881548977358,0,0,0,0,0,0,0,0,0,0,0.174086146619151,0,0,0,0,0,0.0414654835229704,0,0.0943683025784708,0,0,0,0,0
X600016.CH.EQUITY,0,0.0977243030711027,0.0281391222713573,0.0927482843705339,0,0,0.0382110516987361,0.0684429279901213,0,0.0611475273852609,0,0,0,0,0,0,0.14474602561296,0.126121426656599,0,0,0,0,0,0,0.0333087585527461,0.0791863407140731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422799144490556,0,0,0,0,0,0,-0.0964495125571166,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.17498918344798,0,0.222175192277218,0,0,0.00467109022986592,0,0,0,0.145994841967868,0,0,0,0,0.0734609826873645,0.212759171568867,0,0,0,0,0,0,0,0,0.0903986435520546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351114751700485,-0.0746714615333267
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.160445019602251,0,0.150780804000374,0,-0.0641000923843378,0,0,0.0979968939840962,0,0,0,-0.118007481459134,0,0.550469420187248,-0.0239166582094414,0,0,0,0,0,0.0874971538014947,0,0,0,0,0.064535834180871,0,0,-0.0146042614511696,0,0,0.116228090033568,0,-0.245016201688173,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0.175531237010478,0,0,0,0,0,0,0,-0.0662805936039064,0,-0.170761353002229,0,0,0,0.232406056591829,0,0,0,0.165641904418215,-0.203531791110003,0,0,0,0,0,0,0.00936629395990972,0.230629358110973,0.0102397629295081,0,0,-0.142538842338395,0,0.195738040413671,0,0,0,0,0,0,0,0,0,0,0,0,0.149645576160394,0,0
X267.HK.EQUITY,0.268899861894307,0,0.152404515677251,0,0,0,0,0,0,0,0,0,0,0.154406835065912,0,0,0,0,0.400475117659846,0,-0.324400423976394,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0558545307744742,0,0,0,0,0,0,0,0,0,-0.0977284438796188,0,0.0669827556752263,0,0,0,0.0205401769868659,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0.0326813333828042,0,0.00434353491722079,0.0601259686320045,0,0,0,0.281310150113672,0.0734965142388849,0,0,0,0,0,0,0,0,0,0.116638686585748,0.0934621093356925,0,0,0.45098294213151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308737626976442
X601211.CH.EQUITY,0,0,0,0,0,0.0153932942786739,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.262664631376131,0,0,0,0,0,0,0,0,0.0673569467709528,0,0.0630387082437747,0,0,0,0,0,0.0573619586579874,0,0,0.28234032497552,0,0,0,0.0553309569105226,0,0,0,0,0.213463436941146,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0.0478587166897117,0,0.14997887899578,0,0,0,0,0.101758187980128,0,0,0,0.124039731710771,0,0,0,0,0.208285999268237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.65477564815944,0,0,0,0,0,0.0801146649713073,0,0,0,0,0
X601336.CH.EQUITY,0,0.11268745461914,0.0777306031377215,0,0,0,0,0.295535186258672,0,0,0,0,0,0.120798281214277,0.0349530593703962,0,0,0,0,0,0,0,0,0,0,0,0.236007695782598,-0.0991635654798818,0,0,0,0,0,0,0,0,0,0.15906400880661,0.0655438599014777,0,0,0,0,0,0,0,0,0.0176498608990839,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444454573470768,0,0,0,0,0,0,0,0,0.194299154861041,0,0,0,0,0,0,-0.0017795925504828,0,0,-0.0602605033596233,0,0,0,0,0.490891569328228,0,0,0,-0.0284209707063059,0,0.0914363935667601,0,0.00831236526836395,0,0,0,0.197130980283733,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352055651831412,0,0,0,0,0.208823025205154,0,0,0,0,0.196448204567611,0.138689145493811,0.0646258590861793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197505979708234,0.0845041141032599,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0.220500611909128,0,0.0306453316242411,0,-0.0218906703964023,0,0,0,-0.216177991155852,0,0.050865414589741,0,0.0511182723967121,0,0,0.0843578237396615,0,0,0.264995245560254,-0.113577573582584,0,0,0,0,0,0,0,0.266073335039037,0,0,0,0,-0.150650521593041,0,-0.265638920353851,0,0,0.125636214063145,0,0.349381270547766,0,0
X000166.CH.EQUITY,0,-0.0294073846269095,-0.041895539909807,0,0,0.0654550029451623,0,0,0,0,-0.191256680682881,0,0,0,0.0658331703969046,0.0583999330191548,0,0,0,0,0,0,0,0,0,0.127585172538727,0,0,0,0.491906428599903,0,0,0,0,0,0,0,0,0,0,0,0.196202292788187,0,0.191140206142735,-0.190551877454364,0,0.238079004052262,0,0.0398362253083528,0
X2881.TT.EQUITY,0,0,0,0.0819966566357917,0,0,0,0,0.289502477515759,0.0405479356491942,0.166653793714989,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-6.93889390390723e-18,0.00912042912965236,0,0,0,0,0,0,0.362025622228365,0,0,0,0,0,0,0,0,0,0.203999576975894,0,-6.93889390390723e-18,0,0,0,0,0.0659153720867026
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0783669687402861,0,0,0.0128347536841627,0,0.0259686694216634,0,0,0,0.150266827387211,0.0488784356469268,0,0,0,0,0,0,0,0.0964584350895639,0.170164510671971,0,0.0580073372123288,-0.0236173941391171,0,0,0.0791706251328568,0,0,0,0,0,0,0,0,0,0,0.197912597758677,0,0,0
X600926.CH.EQUITY,-0.0505522316011024,0,0.028623054855165,0,0,0,0,0,0,0.673665363999818,0,0,0,0,0,0,0,-0.0657915524872402,0,0,0,-0.0504391178634941,0,0,0,-0.016677822382864,0.0407751264847552,0,0,0,0,0,0,0,0.099022840006989,0,0,0,0,0,0,0,0,0,0,0,0,-0.0818989333017427,0,-0.0393038910440425
X601169.CH.EQUITY,0,0.0686111157113046,0,0.149091283968504,0,0,0,0,0.0783757070432972,0,0,0,0,0,0,0,0,0,0,-0.0403613058774418,0.047078529187412,0,0,0.736232312480483,-8.67361737988404e-19,0,0,-0.016547212501961,0,0,0,0,0,0,0,0,-0.187115402617339,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.122653038091208,0.0723344178780212,0,0,0,0,0,0,0,0,0.156802187234989,0.0400598811999394,0,0,0,0,0,0,0,0,0,0,0,0.00123544594793021,0.0240604736744472,0,0,0,0,0,0,0,0,0.00390631377523339,0,0,0,0.0488495943030753,0,0.587023183559904,0,0,0,0
X600918.CH.Equity,0.0765561698967111,0,0,0,0,0,0,0,0,0,-0.132303909319683,0,-0.0788990301140191,0,0,0,0,0,0,0.170076720127654,0.00384235307642916,0,0,0,0,0,0,0,0,0,0,0.0548382045305274,0,0,0,0,0,0.273924277366045,0,0,0,0,-0.0244753328948585,0,0,0,0.223095930824779,0,0,0
X2886.TT.EQUITY,0,-2.16840434497101e-19,0,0,0,0.0305642641526494,0,0,0,0,-0.131580436829185,0,0,0,0,0,0,0,0,0,0,0.0507623201297637,0,0,0,0,0,0,0,0,0,0,0.3044837375284,0,0,0,0.259032263584191,0,0,0,0.0867214291381293,0,0,0,0.228060624759324,0.00162329681242775,0,0,0,0
X601009.CH.EQUITY,0,-0.0571449727720465,0,0.108552102034599,0,0.0885277441601512,0,0,0,0,0,0,0.0502292415771841,0,0,0.14114788141557,0.00321450632294263,0,0,0,0.0354378321916127,0,0.120926708413427,0,0.167254687203415,0,0,0,0,0,0,0,-0.0702829931806438,0,-0.0445281300460187,0.0685996233539549,0,0,0,0,0.198726601638973,0,0,0,0,0.090214419710159,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.0194551604657247,0,0.00165969185447501,0,0,0,-0.0928677995566323,0,0,0,0,0,0,0,0.0516603856549654,0,0,0,0,0,0,0,0.107514916570575,0,0.485281010484003,0,0,-0.0570976061857571,0.303600299419764,0,-0.107169196741357,0,0,0,0.0988747715144956,0,0,0.00555597010680516,0,0,2.16840434497101e-19,0
X600919.CH.EQUITY,0.149238737795622,0,0,0.203524753449789,0.0847025971369309,0,0,0,0.0153547856711861,0,0,0.517166853192731,0,0,0,0,0.195982794364555,0,0,0,0.0662822016727505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688577385328595,0,0,0,0,0,1.73472347597681e-18,-0.224221805646109,0.183231451797304,0.0295237363777686,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,-0.0953022739067807,0,0,0,0,0,0,0,0,0.0370619938772664,0,0.194964081923784,0,0,0,0,0,0,0,-0.00612410289161811,0,0,0,0.0128210593159881,0,0.401898186853026,0,0,0,0,0.015286620927258,0.189766515158958,0,0.069347807973408,0,-0.0848895182462053,0,0.242872339903796,0,0,0.0624115469358404,0,0,0,0,0
X601901.CH.EQUITY,0.18897184431954,0,0,0,0,0,0,0,0,0,-0.262499760270472,0,0,0,0,0,0,0,-0.227271843858506,0,0,0,0,0,0,-0.134885330338329,0.0635433274008469,-0.36242232484206,0,0,0,0.214241081704862,0,0,0,0.227373386911396,-0.120921731792629,0.204182709866459,-0.00151393297876156,0,-0.131550414760777,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.190377809375771,0,0,0,0,-0.0863664280810235,0.0810256142534568,0,0,0,0,0.156910990744317,0,0,0,0,0,0,-0.242154455160366,-0.0780672584846099,0,0,0,0,0,0,0,0,0,0.217137696109245,0.297011013023426,0,0,0,0,0.259842490558053,0,0,0,0,-0.165926301566856,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,-0.0983510224965181,-0.0845279280667331,-0.0313609926616462,0,0,0,0,0,0,0.241647629620549,0,0,0,0,0,0,0,0,-0.161166494158825,0,0,0,0,0.0428369394315272,0,0,0,0,0,0.277821934368231,0.0825951922550061,0,0,0,0,0.174810665414867,0.00342469296114112,0,0,0,0.252838419944119,0,0,0
