,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.45020444296805,0.108079423276336,0,0.229044024243227,0,0,0,0,0,0,0,-0.0435461955365716,0,0,0,0,0,8.67361737988404e-19,0.132127613589084,0,0,0,0,0.273074551473951,0,0,-0.0107825989433725,0,0,0,0,0,-0.134338699050552,0,-0.23094944027807,-0.126530127841707,0,0,0,0,0,0.0487618038188073,0.088648381499387,0,0,-0.0637563192675332
X601318.CH.EQUITY,0,0,0,0,0,0,0.00967094359869111,0,0,0,0,0,0,0.0713442252591304,0.276696407958914,0,0,0,0,0,0,0,0,0.0406468243344653,0,0,0,0,0,0.408640091256177,0,0,0,0,0,0,0,0,0.110775058672187,0,0,0,0.055183461019572,0.0175889751879703,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142703313538058,4.33680868994202e-19,0,0,0.214272085747886,0,0.0548007302173505,0,0,0,0.0949982040088603,0,0,0,0.0264677554725778,0,0,0,0,0,0,0,0,0.100163097381449,0,0.116340601330403,0.0846840400292132,0,0,0
X601288.CH.EQUITY,0.0964888016916103,0.0341686169575476,0,0,0,0.0734395323128166,0,0,0,0,0.0719373499880154,0,0,0,0,0,0,0,0.0981350612523272,3.46944695195361e-18,0,0,0.0730614550494456,0,0,0,0,0,0,0.186287734780843,0,0,0.286104036497544,0,0,0,0,0.0197588719745051,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.324974028996205,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.161051982022298,0.273242547264807,0,0.4411556796924,0,0,0,0,0,0,0,0,0,0,0.255945713335187,0.105477324129596,0,0,-0.0850260884564611,0.0238690457368537,0,0,0,0,0,0,0,-0.0618835663655494,0,0,0,0.276706583195712
X601988.CH.EQUITY,0.342399617183187,0,0,0.470599907472836,0,0,0,0,0,0.118000997060022,0,-0.0987684295551457,0,0,0,0,0,0,0,0,0.145441756223775,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0141818230215327,0,0,0,0,0,0,0,0,-0.0261872214991401,0,0,0,0,0
X600036.CH.EQUITY,0,0.337794211598995,0,0,0,0,0,0,0,0,0,0.203832957643594,0,0,0.198605166620291,0,0,0,0,0,0,0,0,0,-0.0900064255787127,0,0,0,0,0.0427986560603387,0.107701051040379,0,0,0,0,0,0,0,0,0,0,0,0.284486501110422,0,-0.0207828666034674,0,0.0818091126376584,0
X1299.HK.EQUITY,0,0.257130462695522,0,0,0,0,0,0,0,-0.0936304448489726,0,0,0,-0.0901597123118711,0,0.284040761373403,0.358735118951165,0,0.154913417060362,0.11386150817288,-0.0267546849363316,0,0,0,0,-0.0340623507659199,0,0,-0.232618574255691,0,0,0,0,0,0.0490340845029987,0,0,0,0,0,0,0,0,0,0.0446668250474792,0,0,0
X601628.CH.EQUITY,0,0.0710952517645398,0,0,0.0966748495088705,0,0,0.0218327363029139,0,0.0346010485589304,0,0,0,0,0.227284554323146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229004484809477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665759513821013,0,0,0
X601166.CH.EQUITY,0,0,0.148728066593743,0,0,0.210381153908713,0,0,0.178603117866058,0,0,0,0,0,0.174046919971418,0,0,0,0,0,0,0,0,0.254115244514682,0.0645577008349245,0,0,0,0,0.0550267313580203,-0.0493544582206598,0,0,0,0,0,0,0,-0.0253777210567446,0,0,0,0,0,0,0,0.0422320516136532,0.0734992044759714
X601328.CH.EQUITY,0,0,0.0933312729264921,0.103502640253746,0,0.230808538728854,0,0,0,0,0,0,0,0,0,0,0,0.062916281975965,0,0,0.202043589385112,0.0670134365968616,0.0267052652674649,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0113490210705166,0.11929948501479,0,0.100385595850561,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.096865377889199,0.0462167833575772,0,0,0,0,0.106655859783925,0,0,0,0,0,0,0,0.0508356031517266,0,0,0,0,0,0.220858351890459,0,0,0.0620084066640065,0,0,0,0,0.223816444733627,0,0.023333495588582,0,0,0,0,0.155237213069402,0,0,0.0364263383068661,0,0,0,0,0,0.0635269194468505,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0313060620335051,0.0481733777299166,0,0,0,0,0,0,0,0.131406270629949,0,0,0,0.0736782831792629,0,0,0,0,0,0,0,0,0,0,0.106717730192911,0,0,0.104767406937927,0.164195315197508,0,0,0,0.145068963482528,0,0.188866701012283,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0205094699062253,0,0,0,0,0,0,0,0,0,0,0.3343419754544,0,0,0,0,0,-0.0574969264761642,-0.103966478318297,0,0,-0.149309956956513,0.186385374625748,0,-0.0767320719170365,0,0,0.423280761810555,0,0,0,0,0,-0.0575513534387491,0,0,0,0.112037909309802,0,0,0,0,0.0360124353262786,0,0,0,0.0241177089992897
X601601.CH.EQUITY,-0.0237458420197154,-8.67361737988404e-19,0,0,0,-0.16237449266215,0,0,0.296794531563464,0,0,0,0,0.370517064645182,0,0,0,0,0,0,0,0,0.140232978816622,0.131897531253676,0.0693677191972997,0,0,0,0,0,-0.0676174861212588,0,0,0,-0.00897409512942793,0,-0.023252437624134,0,0.220276963293547,0,0,0,-0.211895529992886,0,-0.0419560911005789,0,0,0
