,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X601077.CH.Equity,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.177430744035305,0,0,0,0,0,0,0,0,0,0.505242049170703,0,0,-0.00216991632466838,0.0941818951658359,0,0,0,0,0,0,0,0,0,0,0.0418213435820996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535984796370165,0,0,0.0594425620012199,0,0,0.0851117944728966,0
X601318.CH.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.101517608302742,0,0,0,0,0,0,0,0,0,0,0,0,0.0818176574434721,0.477451373388035,0,0,0.384406956661003,-0.0722695744704901,0,0,0.103267380580231,0,0,0,0,0,-0.196385733506225,0.18185024751399,0,0,0,0,0,0.131206874912351,0,0,0
X601939.CH.EQUITY,0.470163712295616,0,0,0,0,0.054580980772475,0,-0.107961516747727,0,0,0,0,0,0.0829053207671641,0,0,0,0,0,0.143901363938632,0,0.261760907116594,0,0,0,0,0,0,0.0347110897760028,0,0.339022128344516,0,0,0,0,0,0,0,0,0,-0.0540420287332705,-0.0251743347719651,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.247684567271093,0,0.166972548193015,0,0,0.299815811387364,0,0,4.33680868994202e-19,0,0.028436465633893,0,0,0,0,0.0411061626544227,0,0,0.0254226326183862,0,0,-0.0651298736812088,0.0226556228041572,0,0,0,-0.116255359041923,0,0,0,0.207182268858614,8.67361737988404e-19,0,0,0,0,0.13288957646781,0,0,0,0,0,0,0,0,0,0,-0.0638055933727376,-0.00580434762155212,0
X5.HK.EQUITY,0,0,0.0183710570085565,0.182214983742464,0,0.233187748914974,0,-0.348872923602452,0,0,0,0,0,0,0,0,0,0,0.366513518838732,0,0,0,0.438743214210845,0,0,0.0552000823166717,0,0,0,0,0,0,0,0,0,0,0.2081174779391,-0.0985788904449019,0,0,0,0,-0.0415042072620718,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.190717883850115,0.176851381577444,0.3068398397644,0.0505064868689607,0,0,0,0,0.00388310958673736,0,0,0.0461339677637044,0,0,0,0,0,0,0,0,0.0994130097093505,0.0738382130502767,0,0,0,0,0.0421969833311067,0,0,0.119462975667615,0,0,0,0,0,0,0,0,0,0,0,0,0.158484038885806,-0.0123549426094569,0,0,0.0946676918818227,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0843231743949511,0.231874870865494,0.247306049912373,0,0,0,0,0,0,0,0,0,0,0,0,0.0551331616453751,0,0.124275170624962,0,0,0.230980953059274,0,0,0,0,0,0,0,0,0,-0.00222014729227571,0,0.0398435830641946,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0286232798837103,0,0,0,0,0,0,0,0.0254877587411376,0,0,0,0,0.430944652270339,0,0,0.102133663900963,-2.16840434497101e-19,0,0.167356549530247,1.38777878078145e-17,0,-0.0759398192618325,0.11432802874782,0,0,0,0,0,0.119061378187217,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.080737658669539,0,0.048035593806721,0,0,0
X601628.CH.EQUITY,0.0468495173983516,0.385921684189293,0,0,0,0,0,0.0703396569896766,0,0,0,0,0,-0.060741212396983,0,0.0236919766494994,0,0,-0.190003961502082,0,0,0,0,0,0,0,0,0,0,0,-0.0236903163306705,0.204095246379112,0,0,0,0,0,0,0,0,-0.100637513454509,0,0.00566089298706827,0,0,0,0.100886452357594,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296782766907919,0,0,0,-0.111351453003172,0,0,0.176611014163313,0,-0.0699115508364246,0,0,0,0,6.93889390390723e-18,0,-0.0661725898102617,0,-0.625954229819622,0,0,0.526708315275,0,0,0.320093156536442,0,0,0.0757053791930793,0,0
X601166.CH.EQUITY,0,0,0.0593384901692985,0,0,0,0.434343846212072,0,0,0,0,0,0,0,0,0,0,-0.0185130967362543,0,0,0,0,0,0.000163527938855177,0,0,0,0,0,0,0,0,0,0.0811600962451723,0,0,0,0,0,0,0,0,0,0,0,0.449886225025907,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.120075984796689,0.110739637850407,0,0,0,0,0,0.530972212761245,0,0,0,0,0,0,0.145438610631929,0,-0.0173991355082677,0,0.0486565281698891,0,0,0,0,0,0,0.0771000426376002,-0.0444675239857339,0,0,0,0,0,0,0,0,-0.037774919512448,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0121008667683437,0,0,0,0,0.116765054069477,1.73472347597681e-18,0,0,0,0.481897692943639,0,0.175547484386376,0,-0.0703734049178266,0,0,-0.0541851651056847,0,0.0287333594344844,0,0,0.00608376377464499,0.0630789848829742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145892740976833,0,0,0,0,0,0.0248536103687394,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.136034938698221,0,0,0,0,0,0,0,0,0.180736501083476,0,0,0,0,0,0,0,0,0.207988866296243,0,0.250853375972384,0,0,0,0,-0.132748879614862,0,0.182518753483978,0,0,0,0,0,0,0,0,0,0,0,0.401356436851657,-0.193999390189897,0,0.0902884711412097,0
X601601.CH.EQUITY,0,0,0,0.0181058504736071,0,0,0,0.325055892221901,0.161339877153939,0,0.0607950347874808,0,0,0,0,0,0,0,0,0,0.0627850281947747,0.176237736183894,0,0,0,0,0,0,0,0.0398067845376423,0.154752582722683,0,0,0,0,0.0174515459983303,0,0,0,0,0,-0.00757261572246591,0,0,0.0720735614101051,0,0.075139424622996,0,0,0
X388.HK.EQUITY,0,0,0.114986360074921,0.164697683052229,0,0,0,0.222001181557727,0,0,0,0,0,0,0.0811407115473844,0,0,0,0,0,0,0,0.275436047297617,0,0,0,-0.0367993194237261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025494502703137,0,0,0,0,0.0192796830907157,0,0
X601319.CH.EQUITY,0,0,0.0119514902330063,0,0,0,0,0,0,0,0,0,0,0.27801270268386,0,-0.0560240603939791,0,0,0,0,0,0,0,-0.0505305363520343,0,0.0274171497691791,-0.211334406702906,0,-0.0433412240655853,0.446136106252466,0,0,0,0,0,0,0,0,0,0.198671977556698,0,0,0,0,0.159566686441034,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223802849372913,0,0,0,0,0,0,0.0442242583283126,0,0.241896321358809,0,0.0157675377933004,0,0.0248555232393001,0,0,0,0,0,0,0.172241474099919,0,0,0,0,0,0,0,0,0,0,0.152665297197766
X11.HK.EQUITY,0,0,0,0,0.0958560308805239,0,0,0,0,0,0,0,0,0,0,0.127897803769078,0,0,0,0,0,0,0.599624267861971,-0.0682506349310159,0,0.298616333244017,0,0,0,0,-0.0864801147731397,0,0,0,0,0,0,0,0,0,0.121327751060149,0,0,0,0,0,0,0,0,0
