,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601696.CH.Equity,X601236.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.188221707957468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575762447121056,0,0.0644727120239266,0,-0.279794723753449,0.0146003678049369,0,0,-0.171671781711443,0,0,0,0,0,0,0,0.0191321728011832,0,0.175275113065349,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.212453913760281,0,0,0,-0.0681802588324913,0,0,0,0.111034802330833,0,0,0,0,0,0,0,0,0,0,0,0.138493749133238,0,0,0,0.254972148489079,0,0.163121703918908,0,0,0,0,0,0,0,0.0204141749549517,0,0,0,0,0,0,0,0,0.0185382824637161,0
X601939.CH.EQUITY,0,0,0,0.674800415927208,0,0,-1.35525271560688e-20,0,0.0449860632445276,0,0,0,-0.0115046102613203,0,0,0,0,0,0,0,0,0.0571351641281927,0.0164401306413987,0,0,0,0,0,0,0,0,0,0,0,0,0.0527798595996511,0,0,0,0,0,0,0,0.0386210809370495,0,0,0.202184202643065,-0.0117242320335065,0,0
X601288.CH.EQUITY,0.0318246095696122,0,0.797574932383365,0,-0.0672718656951395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494367092222721,0,0,0.0194074805080553,0,0.0037676512743543,0,0,0.064320631695737,0,0,-0.0290130821467827,0.053981257172279,0,0,0.0091545745086659,0,0,0,0.0301778465367253,0,0,0,0,0,0.0967295316748079,0,-0.14272435714305,0
X601628.CH.EQUITY,0.0196055324711509,0,0,0,0,0,0,0,0,0.227060138257016,-0.0223335873347136,0.24496438382357,0,0,0,0,0,0,0.0907426982911381,0,0,-0.140344432013855,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.490764610449631,0,0,0,0,0.259267765868702,0,0,0,0,0,0,0,0,0,0,0,0.0701725829623194,0
X600036.CH.EQUITY,0,0,0.0347622110138792,0.341436542717287,0,0,0,0,0.0848267573619461,-0.00786579293937887,0,0,0,0,0,0.119210472008236,0.0969107903129754,0,0,0,0,0.0584416099258691,0.0804083028048039,0,0,0.0677596592401119,0,0,0,0,0,0,0,0,0,0,0,0,0.00345552963817591,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.065737375449986,0,0,0,0,0,0,0,0,0.0672369551708704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333836923070633,0,0,0,0,0.961290086827779,0.0330329602166108,-0.0113236007705912,0,0,0,0,0,0,-0.0647596464179457,0
X1299.HK.EQUITY,0,0,0,0,0,0.179865622842172,0,0,0.0528156185848599,0,0,0,0,0,0.0379635535364914,0,0,0,0,0,-0.192619026928363,0,0.0950917566736004,0.195214876378019,0,0.254291496137638,0,0,0,0.0587680070501979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641933085357303,-0.0955495018952234,0,0,0.255514141126997,0.177331277187069,0
X5.HK.EQUITY,0,0,0,0,-0.0085138102362992,0.0578508774455472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243766032246688,0,0.497086121384607,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0484272482004781,0,0,0,-0.0304256800768372,0,0.0837298988412734,0,0,0,0,0,0,-0.0753466486508891,-0.150050391686572,0,0,-0.181044582880477
X388.HK.EQUITY,0,0,0,0,0.341309136774527,0,0,0.34300614035684,0.181463350842653,0,0,0,0,0,0,-0.203181758618058,0,0,0,0,0,0,0.181904933492066,0,0.150537681916097,0.199771325730497,-0.114118422843968,0,0,0,0,0,0,0,0,0,0,0,-0.29065188354348,0,0,0,0,0.0890298972079955,0,-0.280961374365386,0,0,0,0
X601658.CH.Equity,0,0,0,0.217005031556301,0,0,0,0,0,0,0,0,0,0,0,0,0.212859959257059,0.214027215544481,0.0013016519242297,0,0,0,0,0,0,0.0104199159629313,0,0,0,0,0,0,0,0,0,0,-0.0173371034763121,0,0,0,0,0,0,0,0.0257306350947343,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.123437419859578,0,0,-0.0357822038678811,-0.0856291021602819,0.0741098159471788,0,0,0.272599208635432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110423058750954,0,0,0.194926274456313,0.129243302810659,0.0666771334766538,0,0.0760442112108128,0,0,0,0.045209642140442,0.033072684844816,0,0,0,0,0,0,0,0.162297266958084
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0242727296658543,0,0.415925081304119,0,0,0,0,0,0,-0.05562002386717,0,0,0,0,0,0,0,0,0,0,0.238197892123262,0,0,0.145366812296755,0,0.0380628237748961,0,0,0,-0.0124576729975647,0,0,0,0.0776172848125341,0,0,0,0,0,0,0.085489832169401
X601166.CH.EQUITY,0,0,0,0.0229856956025236,0,0.171750189737313,0.228641418094614,0,0,0,0.0536787253584832,0,0,0,0,0.0533358463141093,0,0,0,0.0687232657107898,0,0,0,0,0,0.00326626214563851,0,0,0,0,0,6.47010484185962e-05,0,0,0,0,-0.0152979748694398,0,0,0.374142204214803,0.0451056981380531,0,0,0,0,0,0,0,0.0446005886638498,0
X601328.CH.EQUITY,0,0,0,0.0463220426129922,0,0.112397841619896,0.020590530394443,0,0,0,0,0,0,0,0,0.029007074080004,0,0,0,0.373959598009528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251561347634009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0.0968929931732014,0,0,0,0,0,0,0,0,0.0457766924906841,0,0,0,0,0,0.424509535454434,0.144565729102443,0,0,0,0,0,0,0,0,0,0.117947129726199,0,0,0,0,0.0217120205380244,0,0,0,0,0.295943137553543,0.120463299704811,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.270976760997563,0,0,0,0,0,0.0863549576434077,0,0,0,0.0444062697922803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15880115174991,0,0.136894040763263,0,0,0,0,0.0215971365446645,0,0,0,0,0.00080560870787464,0.114353803592261,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.155113976151728,0,0,0,-0.103041755307796,0,0,0,0,0,0,0,0,0.102722095028119,0,0.220521207665672,0,0,0.0345988290063846,-0.0255262151270971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355384581804085,0,0,0,0,0,0,-0.0567150503984587,0.101317235087308,0,0,-0.0443715289589101,0
