,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X000069.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY
X601166.CH.EQUITY,0.12788075259434,0.0485432582420538,0.195048761390206,0,0,0,0.114772685144031,0,0.0734826357778289,0,0,0,0.139445413876379,0,0,0.0306260015904033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15336110722593,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.285289049079236,0,0,0,0,0,-0.00556185142487787,0.132846631245737,0.310805431064999,0.389453568624699,0,0,0,0,0,-0.34279916832234,0,0,0,0.105763816295992,0,0,0,0.149231696524584,0,0,-0.00430871589012184,0,0,0,0,0,0.0715650677459613,0,0,0,0,0,0,0.0467557960053131,0
X600000.CH.EQUITY,0,0,0,0,0.0788416469468629,0,0.222598431124537,0,0,0,0.18192787338692,0.0209031212696231,0,0,0.108657757626216,0,0,0.0401290327431626,0,0.0272554230095247,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0739989270746036,0,0,0,0.0833243393151435,0,0,0,0,0.0367980255042857,0,0,1.73472347597681e-18,0,0.0400169569440918,0,0,0,0.00732547311471136
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.38276288063843,0,0,0,0,0,0,0,0,0,0,0,0,0.267020905729117,0,0,0,0.569441814648288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107459080215464,0.190714228011577,0.0711752479559832,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.103000850808101,0,0,0.134977183226776,0,0,0,0.294614544322379,0,0,0,0,0.0523172256638583,0.136838276231027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104224240398782,0,0.0501868652859567,0,0,0,0.116739333349183,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0735591938957701,0.256855686281169,0,3.46944695195361e-18,0,0,0.0540620529648615,0,0,0,0,0,0,0,0,0,0,0.00929186924732094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121408012704759,0,0,0,0,0,0,0,0,0,0,0.136789778576228,0,0
X267.HK.EQUITY,0,0,0,0,0.831601135084977,0,0,-0.132400113215225,0,0,0,0.135282685442989,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13602491086263,0,0,0,0,0,0,0,0,0,-0.0578865082390237,0.106894897311569,0,-0.243148680526861,0,0,0,0,0.272545661004858,0,0,0.0715460084796907,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.156094251450545,0,0,0,0.194374434166681,0.0812097203583089,-0.0389286576229947,0.082838698053085,0.135400178051337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183401689150058,0,0,0,0,0,0,0,0,0.0759743491057826,0,0,0,0,0,0,0,0.11088692764124
X601998.CH.EQUITY,0,0,0,0.0431887458940123,0,0.091255510778074,0,0,0,0.294164936898495,0,0,0,0,0,0,0,0,0,0.188514614134076,0,0,0,0,0,0,0,0,0,0,0,0.128528169499916,0,0,0,0,0,0,0.0698829357644503,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.118755581528842,0,0,0,0.00362851186515391,0.249675904301189,0,0.0120639718980955,0,0,0,0,0,0,0,0,0,0.00025857024940161,0,0,0.0656581377967711,0,-0.0397692040669243,0.101063566964446,0,0,0.290607199721917,0,0.0644715828644608,0,0,0,0,0.0994529893683081,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00308578555697798,0,0,0,0,0.0587641977417005,0,0,0,0,0,0,0.130166345963806,0.0622047441724198,0,0.370907788616816,0,0,0,0,0,0.124361008158489,0,0.0605467221860741,0,0,0,0,0,0.162530323257942,0,0,0,-1.38777878078145e-17,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.145605891991533,0,0,0,0,0,0,0.114568336592583,0,0,0,0.0156018210911628,0,0,0,0,0,0.197179988427205,0,0,0,0,0,0.0380724241592139,0,0.243129758704405,0,0,0,0,0,0,0,0,0,0.0207526427476829,0,0.0478116460727428,0,-8.67361737988404e-19
X601818.CH.EQUITY,0,0,0,0,0,0,0.203655528576808,0,0,0.344070418476403,0,0,0,0,0,0,0,-0.0124963621610097,0,0.165826091764706,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0.00270926345462978,0,0,0,0,0,0,0,0.0275131917286231,0,0,0,0,0.150786879639305,0,0
X601211.CH.EQUITY,0,0,0,0,0.0185636025962678,0,0,0,0,0,0,0,0,0,0,0.0968908516112511,0,0,0,0,0,0,0,0,0,0,0,0.22981876141828,0,0,0,0.0513594522478715,0.151805129930675,0.00932469693906626,0.349839387583325,0,0,0.103834047461015,0,0,0,0.0582933813912088,0,0,0,0,0,0.0519069665160844
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0536501510069957,0,0,-0.0779779502984622,0,0,0.387377461182857,0.0981931623272369,0,0.0608025012933838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892177311083548,0,0,0,0.100951530939193,0,0,1.73472347597681e-18,-0.269858625236351,0.196350960043434,0,0,0,0,-0.0533989728933594,-0.0774885052117609,0.0949155247990757
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.123971757837774,0.188531941200718,0,0,0,0,0,0,0,0,0,0.0569622513546804,0,0,0.361771336991816,0,0,0,0,0,0,0,0,0.0600699026604818,0,0,0,0,0,0,0,0,0,0.232442081746855,0,0.0730545101945345,0,0,0.0406342966422556,0,0
X601688.CH.EQUITY,0,0,0,0.0320513750451669,0,0,0,0,0,0,0,0.0748666491568125,0,0,0,0,0,0,0,0,0.539388397810858,0,0,0,0,0.0841019609324194,0,0.0300319389243997,0,0,0,0,0.0703438321124803,0,0.0978365869664173,0,0,0,0,0,0.0459324180380407,0,0.0243961387830741,0,0,0.000407015991126341,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172193687674291,0,0,0.0401603004483956,0,0,0,0,0,0,0,0,0.102886656992696,0,0.14572980117241,0,0.18619827195297,0.0659076705438448,0,0,0,0,0,0,0.0589746112568289,0.0426055190652672,0,0
X601169.CH.EQUITY,0,0,0,0.000311357630861457,0,3.46944695195361e-18,0.0377928842361783,0.131980742296653,0.048800612839976,0.13681888245284,0,0,0,0,0,0,0,0,0.16308032665024,0,0,0,0,0,0,0.0704044647086915,0,0,0,0,0,0,0,0,0,0,0.0352524576781568,0,0,0,0.073398684754125,0.122263460703497,0,0,0.127517214771796,0,0,0
X601229.CH.EQUITY,0.188418167489991,0.00270970030712265,0,0,0,0.105354252999763,0,0,0,0.0743326707354387,0,0,0.0266921768837461,0,0,0,0,0,0,0,0,0,0.198685371641666,0.239692787850656,0,0,0,0,0,0,0,0.0609598263251829,0,0,0,0,0,0,0.0645677300495011,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,-0.397158169501488,0,0.324006552676516,0.00665959807647806,0,0,0,0,0,0.293192233362677,-0.0701564751918644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45079624651753,0,0,0.0461800091147472,0.198922366003737,0.050077165819101,0,0,0,0,-0.137194383674283,0,0.184435857841577
X600015.CH.EQUITY,0,0,0,0,0,0.0882313294054553,0.224834232132432,0,0,0.00924283024374416,0,0,0,0,0.0281679050840334,0,0,0,0.369025154912212,0,0.0806243436566431,0,0,0,0.31424556370403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538948681360539,0,0,0,0,0,0,0,-0.0657333397887154
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0615846850574131,0.0170236022233876,0,0,0,0,0,0,0,0,0,0,0,0.247282636329544,0.00707517652697691,0,0.25126014910303,0,0,0,0,0,0,0,0,0,0.365937120540764,0,-0.0123474941310726,0,0,0,0.106946874112812,0,0.0910853526565124,0,-0.0855139736564631,0
X002142.CH.EQUITY,0,0,0.110648730293707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516788904082251,0,0,0,0.115908295441952,0,0.0937128896041068,0,0,0,0.0464870701752586,0,0,0.20295502152942,0,0,0,0,0,0,0,0,0.338240517354035,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181175677369541,0,0,0.361414592734557,0,0,0.235229938280723,0,0,0,0.111601121064968,0,0,0,0,0,0,0,0,0.23543176255276,0,0,0,0,0,0,0,0.0511211371643016,0,-0.0158922867880744,0
X2881.TT.EQUITY,0,0,-0.0428003939188188,0,0,0,0,-0.0629158377491316,0,0,0,0,0,0.0636506248255591,0,-0.0891149743601245,0.0560510243995152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596586208668476,0,0,0,0,0,0,0.0305627879756659,0,0,0,0,0,-0.00533537496714981,0,0,0.20431751730145,0.068742600598815
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0.115504620199076,0,0,0,0,0,0,0.161599004362739,0.117211667829414,0,0,0,0.480182254946126,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0231003961426647,0,0,0.0109654612798543,0,0,0,0,0,0.213564252879278,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687546096410328,0,0,0.0497424770006872,0,0,0,0,0,0,0.228164164738791,0,0,0,0.240749945139085,0,0,0,0,0,0,0,-0.0322754939050362,0,0,0,0,0,0,0.0892277977712412,0.041632982566348,0.25551022159912,0,-0.0115650136561118,0
X2891.TT.EQUITY,0,0,-0.121895238135687,0,0.143187071704328,0,0.097340363168739,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.12316268463246,0,0,0,0,0,0,0,0,0,0,0,0.211689537503603,0,0.126279725587796,0,0,0,-0.336484829787245,0.157477181990751,0,0,0,0,0,0,0.00287806405859947,0,0.136939285998342,0,0.0301633431969601,0.228412317533909
X2886.TT.EQUITY,0,0,0,-0.2375791982536,0,0,0,0,0,-0.0233534286107735,0,0.236556558822303,0,0,0,0,-6.93889390390723e-18,0.213277682206383,0,0,0,0,-0.0191627328829253,0,0,0,0,0,0,0,0.225156409725919,0,0,0,0,6.93889390390723e-18,0,0.0373333729341156,0,0,-0.21772018253172,0,0,0,0,0,0,0.301396185663934
X300059.CH.EQUITY,0,0,0,0,-0.00942800701030911,0,0,0,0,0,0,0.179817388436619,0,0,0,0,0,0.159542737088582,0,0,0.550694890114575,0,0,0,0,0.0207929234945269,0,-0.0591838651858544,0,0,0,0,0,0,0,0,0,0,-0.116435798207391,0,0,0,0.209792807356836,-0.0203225759776805,0,0,-0.117435250818663,-0.0600490579761093
X600919.CH.EQUITY,0,0,0,0,0,0.233746187131063,0,0,0.039915289737831,0,0,-0.0336827786801998,0,0.102568703198756,0,0,0,0.0783972152505709,0,0,0,0,0.0695487322294602,0.355456058482808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115706458850115,0,0,0,6.93889390390723e-18,0.105586683162678,3.46944695195361e-18,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294097934887948,0.0105994329069001,0,0,0,0,0,0,0,0,0.0433225854202629,0,0,0,0.188472133356683,0,0,0,0,0.270968896529354,0,0,0,-8.67361737988404e-19,0,0,0,0.155197729475918,0,0,0,0.0975392333020887,0.0950847445293602,0,-0.0738074218456914
X601009.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0.162071629874742,0,0,0,0.483354652316156,0,0,0,0,0,0.191633533790131,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12066359195691,0.0386087537910992,0,0,0,0,0,0,0,0,0,0,0,0,0.111252329396435,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0286318033704782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323072109305928,0,0,-2.77555756156289e-17,0.0733942863856115,0,0,0,0,0,0,0.218166753164177,0,0.110521562205958,0,0,-0.0704078565453898,0.0599546557782152,0,0.205706044038199,0.0700446128094748,0,0,0,0
X000069.CH.EQUITY,0,0,0,0,0,0.321345873782431,0.118856725076355,0,0,0,0,-0.161173727378974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320106930331013,0,0,0,0,0,0.291975839231436,0,0,0.228385011783622,0,0,0,0,0.0244833756835672
X2884.TT.EQUITY,0,0,0,0,0,0,0,0.109027653146005,0,0,0,0,0,0,0.196261260350982,0,-0.0336607114635168,0.0926283065435264,0,0,0,0,0,0,0.0959085146856109,0,0.109694057175183,0,0,0,0,0,0,0,0,0.210945880062568,0,0,0,0,0,0,-0.059107897725306,0,-0.0564361698741238,0,0,0.455727788327484
X2892.TT.EQUITY,0,0,0.0674085071440874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146602371215196,0,0,0,0,0,0.168306635312082,0,0,0.237739503805064,0,0,0,0,0,0,0,0,0,0.0666743034594507,0,0.026638358346872,0,0
