,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X600926.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X601901.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.302107293289256,0.000839949171132903,0,0.0929435568507487,-0.0268785143698328,0.329722162054664,0,0,0,0,0,0,0,0,0,0,-0.0572189889407097,0,0,-0.000701337782067381,0.169319036443524,0,-0.00541042615236325,0,0.12690360955874,0,0.0573440278056726,0,0,0,0,0,0,0,0,0,0,0,-0.0319736136062453,0,0.00733584421115902,0,0,0,0,0.0422599806961346,0,0
X601318.CH.EQUITY,0,0,0.0786690506962446,0,0,0,0,0,0.205327534245305,0,0.0334383930568116,0,0.1063589788425,-1.73472347597681e-18,0,0,0,0,0,0.0957646906297749,0,0,0,0,0,0.11420364551604,0.139084300345196,0,0,0,0,0,0,0,0,0,-0.118195198340046,0,0,0,0,0.0977264102361848,0,0,0.0728502780732228,0,0,0,0.180086170895262,0
X601939.CH.EQUITY,0.578932073992758,0,0,0,0,0,0,0,0.24464395498958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249490064524773,0,0,0,0,0,0,0,-0.076390065135106,0,0,0,0,0,0.106060818831004,0,0,0,0,0,0.0836701974754918,0.0542140151799915,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.154869293280413,0,0,0,0,-0.0899907622932552,0,0,0.070032257014463,0,0,0,0,0.110880413136685,0,0,0,0,0.0672816407921022,0,0,0.00896940507105497,0.00151833516101719,0,0,0.0796432547269438,0,0,0,0,0,0,0,0,0,0.389140670247623,-0.0713314403267981,0,0.144261151144123,0,0.103450020158093,0,0,0.0479660017727976,0,0
X1299.HK.EQUITY,0,0,-0.025217260529821,0.139802543408053,0,-0.042254133605498,0,0,0,0.295251470260177,-0.0855668330064958,-0.0152236692271715,-0.0280620594465738,0,0,0,0,0,0,0,0,0.245757561661993,0,0.130388194139411,0.069763709486907,-0.283349746078227,0,0,0,0.0912683365878072,0,0,0,0.0729535029379764,0,0,0,0,0,0,-0.0270106775668942,0,-0.0473599006948606,0.349323228266995,0,0,0,0.012746106462389,0,0
X601288.CH.EQUITY,0,0,0.156842645938079,0,0,0,0.0227835662488106,0.452374751909508,0,0,0,0.0457231192768778,0,0,0,0,0,0,0,0,0,0.0794314892736393,0,0,0,0.142332146056776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662944166256198,0,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0587665636109023,0,0,0,0,0,0.116180499306458,0,0,0,0,0,0.169730760299244,0,0,0.0294171313830672,0,-0.0612447600806114,0,0,0,0,0,0,0,0,0.529397596882686,-0.0718918299969244,0,0,0.0312527703765979,0,0,0,0,0,0,0,0,0,0,0,0.119159329357448,0,0,0,0.0193368284079299
X601988.CH.EQUITY,0,0,0,0,0,0.418226763464539,0,0,0,-0.0142293481441001,0,3.46944695195361e-18,-0.0962451043115675,-0.04465049669509,0,0,0.315688501243288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230099658333527,0.0631947250095626,0,0,0,0,0,0.0620047669176311,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.338037144184476,0.188280407144628,0,0,0,0,0,0,-0.0775851213119593,0,0,0,0,0,0,0,0,0,0,0,0.340411843819464,0,0,0.155877847449932,0,0,0,0,-0.140699185656804,0,0,0,0,-0.0266095673524008,0,0,0,0.0189165513702389,-0.103962785287448,0,-0.0338401766902803,-0.0130144665552101,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0.0779008911782862,0,0,-0.121241885080391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0997425811229022,-0.197870779230051,0,0.202684790825851,0,0,0,0,0,0.374714267950417,0,0,0,0,0.000741230259526639,0,0,0,-0.285794272293727,-0.00511340308617431,0,0.16264530014434,0,0
