,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.202136877729093,0,0,0,0,0.196662366346786,0,0.0404598921842701,0,0,-0.0447562169996445,0,0,0,0,0,0.031316743993148,0,0,0.189090111549863,0,0.135355340826048,0,0,0,-0.11456819621614,0,-0.21828894054274,0,0,0,0,0,0,0,0,0.17356201431163,0.100359179903139,0,0.0719902132742148,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0854207650371394,0,0,0.357053119923949,0,0,0,0,0,0,0.0498387423951885,0,0,0.138613416794271,0,0,0,0.00590919071980554,0,-0.103192536020583,0,-0.109428384813362,0.252640122030772,0,0,0,0,0,0,0,-0.0407328391164483,0,0,0,0,0,0,0.273799508894126,0,0,-0.0851975746740675,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.146428741996989,0,0,0,0.229071905672162,0.0215928267857099,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0184017694373792,0,0,0,0,0,0,0,0,0,0,0,0,0.199593420532299,0,0,0,0,0,0,0,0,0,0,0.103716744149852,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.402511151141804,0,0,0.134749322057208,0,0,0,0,0,0.331046039653983,0,0.180267074017988,0.00259308936546299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303868507253099,0,0,-0.0665209509419907,0,0,0,0,0,0,-0.104183589256799,-0.0433190900110721,0,0,0,0,0,0,0,0,0,0.071149088609564,0
X601988.CH.EQUITY,0,0.423034750379627,0,0.0569865805517714,0,0,0,0,0,0.388580650439761,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.0217070773986082,0,0.224050453527834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157103299003776,0,0,0,0,0,0,0.170208566202615,0,0,0,0
X600036.CH.EQUITY,0,0.158752823900995,0,0,0,0,0,0,0.114408950236229,0,0,0,0.0437913437540332,0,0,0.207884224648607,0,0,0,0.154519811509041,0,0,0,0,0,0.39085402991854,0,0,0,0,-0.00280065851003383,0,0,0,0,0,0.0529824666747005,0,0,0,0,0,0,0,0,0,0,0.0453930067037914,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.168771220867206,0,0,0.309793829601019,0,0,0,0,0.143261026014678,0,0,0.446310419094863,0,0,0,0,0,0,0,0,0,-0.0561971178299496,0,0,0,0,0.0563158091583049,0,-0.0672460805597216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.387330981195898,0.0078815398228393,0.609116264792666,0,0.0204833033616787,0.672999429916885,0,0,0,0,0,0,0,0,0,0,-0.113859055647961,0,0,0.233209787206694,0,0,0,0,0.0246441133246637,-0.1449161730126,0,0,0.0475975438777573,0,0,0
X601628.CH.EQUITY,0,0,0.030241592089915,0,0,0.134259617690302,0,0,0,0,0,-0.149177823306663,0,0,0,0,0,0,0.372333391725838,0.13052777772342,0,0,3.46944695195361e-18,0,0,0.0644156272834345,0,0.0860040130236972,0,0,0,0.0164831786675311,0,0,0,0,0.0935836449118915,0.184380382984167,0,0,0,0,0,-0.0827700698267882,0.0859344325338411,-0.0524240293924769,0,0,0,0
X601658.CH.Equity,0,0,0,0.122304711060133,0,0,0,0,0,0,0,0,0,0,0,0,0.342852526977593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678950137014235,0,0.285385978849283,0,0.00712704967649582,0,0
X601328.CH.EQUITY,0.362856517317948,0,0,0.209510792177694,0,0,0,0,0,0,0,0,0,0,0.147885910052034,0,0,0.0502223281835064,0,0,0,0,0,0,0.136021562334011,0,0,0.00297746892067394,0,0,0,0,0,0,0,0,0,0,0,0.0529738589302126,0,0,0,0,0.0432208511884677,0,0,0,0,0
X388.HK.EQUITY,0,0,0.383160516211309,0,0,0,0.113592536598167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19
X601166.CH.EQUITY,0,0.00153997363174025,0,0,0,0.415000458963852,0,0,0,0.0456347962710408,0,0,0,0.027700563775699,0,0,0,0,0,0,0,0,0,0,0.297942208661638,0,0,0,0,0,0,0,0,0.0250647008305257,0,0,0,0,0,0.029209718384202,0,0,0,0,0,0,0,0,0,0.12738643077875
X600000.CH.EQUITY,0,0,0.0257498191899161,0.177936216113252,0.0164115249835093,0,0,0,0.0476667908337237,0,0,0.0667702442867336,0.223522482167015,0,0,0.0264364687469711,0,0.136010771713378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586958428880982,0.115054189741,0,0,0,0,0,0,0.0246451320679143,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0737999713345178,0,0,0,0,0,0,0.0692149394403142,0,0,0.261883040941199,0,0,0,0.03757971192693,0.165774930670627,0.213830792402549,0.0931246067625567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109168416098437,0,0,0,0
X000001.CH.EQUITY,0,0,0.472400871128435,0,0,0.0294393251840072,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608515348275138,0.0118226719104068,0,0,0.104993387410779,0,0,0.248500889908377,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211779871197302,0.0402548767884181,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.101450166712203,0,0,0,0,0,0,0,0,0,0,0.150042965180996,0,0,0,0.136452882859347,0,0,0,0.25249637223497,0,0,0.0348456914521391,0,0,0,0,0,0,0,0.0716335618175313,0,0,0,0,0.185766605447157,0.0215495106435799,-0.014619165220525,0,0,0,0
X600016.CH.EQUITY,0.190742764801081,0,0,0.293613731427592,0.0726255026913883,0.0336709454153679,0,0,0,0,0.122832522448677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621914158396018,0,0,0,0,0,0.167209170157775,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.27913804342257,0,0.0993801475999972,0,-0.0480512331226089,0.15562126553128,0,0,0,0,0,-0.0200913179772784,0,0,0.358463324370048,0,0,0,0,0,0,0,0,0,0,0,0.217300968682117,0,0,0,0,0,0.084473125819551,0.0935985938414793,0,0,-1.73472347597681e-18,-0.0137943101342718,0,0,0,0,0,0
