,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X601901.CH.EQUITY
X601601.CH.EQUITY,0.08099043933627,0.138542098295112,0,0,0,0,0.083415833095522,0,0,0,0,0,0,0,0,0,0,0.0510256414986042,0,0,0,0,0,-0.102355458063231,0,0,0.299201471567745,0,0.145057770852386,0,0,0,0,0,0,0,0.0331790153494441,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,-0.0988810973878166,0.247236380099739,-0.2469773986196,0,0,0,0,-0.0429939862561925,-0.0674107265421859,0,0.0978703229865314,0,0,0,0.330523714211565,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0308213591924826,0.0973045013315524,0,0.356554632560044,0,0,0,0,0.070653783766281,0,0.359337468445748,0,0,-0.166817215335091,-0.408456121617545
X267.HK.EQUITY,0,0,0,0,0.434347712868661,-0.490879139727606,-0.114425670675154,0,0,0,0,0,0,0,0,0,0,0.012004601143562,0,0,0,0,0,0.0466707726172264,0,0,0,0.125041756826226,0,0,0,0,-0.380127370266157,0,0,0,0,0,0.0755341855557725,0,0,0,0,0.245235301927997,0.467246493703887,0,0,0.124893315784923
X388.HK.EQUITY,0,-3.46944695195361e-18,0,0,0.0396906640052873,0,0,0,0,0,0,-0.0484067869555373,0.213098563823646,0.0643773685940331,0.362279409277561,0.277285939010723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115012279477914,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0471216862599698,0,0,0,0,0,0.118289502442417,0.138736942952016,0,0.207724872149668,0,0.116879805743294,0,0,0,0,0,0,0.0199203189630052,0.0182824097485675,0,0,0,0,0.0653898147706758,0,0.116585784754059,0.197854672959308,0.0241813356829308,0,0,0,0,0,0,0.0190511809891984,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.115909679039894,0,0,0,0,0,0.527971046268863,0,0,0,0.0151615235364482,0,0,0,0,0,0,0,0,0,-0.0165318124156996,0,0,0,0,0,0,0.128580376480411,0,0,0,0,0,0,0.0426202734619596,0,0,0,0,0.0749810552992844,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059364619768267,0,0,0,0,0,0,0.0440189489784395,0.443356319860077,0.0866212169201149,0,0,0.0126287238007302,0,0,0,0,0.155524526520578,0.0535358522918766,0,0,0,0,0,0.13293985117514,0,0,0,0.0384398851480553,0,0,0
X000001.CH.EQUITY,0,0.160009071218785,0,0,0,0.0976094116751046,0,0,0.0976582775124221,0,0,0,0,0,0.0319263532319359,0,0,0.0179134459458774,0.0501756544905468,0,0,0,0,0,0,0,0,0,0,0,0.110840911026007,0.196475187073183,0,0,0,0,0.084034483854405,0,0,0,0,0,0,0.0495967205374024,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.126250413287821,0,0,0.379064903563709,0,0,0,-0.0137209072579988,0,0,0,1.73472347597681e-18,0.355504253744542,0,0,0,0,-0.029901111377278,0,0,0,0,0,0,0,0.103996596228223,0,0,0,0,0,0,0,0,0,0,0.0928849603260932,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.408538171064308,0,0,0,0,0.0392601390430273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899720918496303,0,0,0,0,0,0,-0.128384590018948,0,0,0.214561166680793,-0.0768130745637516,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0.0178893949224858,-0.00871881449690736,0,0,0,0,0,0,-0.0279496333774026,0,0,0.0163534218826763,0,0,0,0,0,0.306884779021291,0,0,0,0,0,0.116279077529256,0,0,0,0,0.0318000567657548,0.0185912756533794,0.156182303114409,0,0,0.115036667813924,0,0,0,0,0,0.0372103758948964,0,0,0.17760175734773,0.0041222111617695,0.102341128380105
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.11068159389982,0,0.0309539491305886,0,0.00631794509564021,0,0,0.0966332412325283,0.353002814576183,0,0,0.146641872830678,0,0.0115891107656496,0.139783075731822,0,0,0.132942475589704,0,0
X601336.CH.EQUITY,0,0.0661153511959046,0,0,0,0,0,0.0137467221330764,0,0,0,0.0484138866634883,0,0,0,0,0,0.245743381849157,0,0,0,0.368404771111199,0,0,0,0,0,0,0,0,0,0.0643060936524212,0,0.101502825360226,0,0,0,0,0.0891801190313793,0,0.150173329260925,0,0.0393312214440219,0,0,0,-0.0963825797775952,0
X601229.CH.EQUITY,0.0905437988475634,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.288240140294218,0,0.0336679403422099,0,0.0569075955844371,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0283160188172159,0.429740527981923,0,0,0,0,0,0.0762185462877844,0,0.0819310854568719,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893584405353465,0,0,0,0,0,0.196890222683459,0,0,0,0,0.00804636996438666,0,0,0,0,0,0,0,0.0805133403537634,0,0.06990159770392,0.206509646132677,0,0,0,0,0,0,0,0,0.201661074200929,0,0
X601169.CH.EQUITY,0,0,0,0.253883903526505,0,0,0.194274297988275,0,0.0823453055440686,0.00140617825420477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30558954543003,0,0,0.161045993134621,0,0,0,0,0,0,0.0409246548670815,0,0,0,0,0,0,-0.00678553044882785,0,0,0
X600015.CH.EQUITY,0,0,0.453246547804184,0,0,0,0.280991353635193,0,0,0.0107828456096064,0,0,-0.152433707580807,0,0,0,0,0,0,0.348110620051491,0,0,0,0.22949492900085,6.93889390390723e-18,8.67361737988404e-19,0,0,0,0,0,0,0,0.0279958571950448,0,0,0,0,0,0,0,0,0,0,0,0,-0.133099442851656,0
X002142.CH.EQUITY,0,0,0,0,0,0.0533276824155815,0,0.136149095681348,0.0533326252596272,0,0,0.213450109839588,0,0,0,0,0,0,0,0,0,0.121147231413412,0,0,0.0711536028072796,0,0.140040262321036,0,0,0,0,0,0,0,0,0,0,0,0,0.10808112148217,0,-3.46944695195361e-18,0,0.124753821886686,0,0.107599010245988,-0.10641804197003,0
X2882.TT.EQUITY,0.315685903416234,0,0,0,0,0,0,-0.133840204478152,0,0,0,0,0,0,0,0,-0.246353096616709,-6.93889390390723e-18,0,0,0,-0.241594082819669,0,0,0,0,0,0,0,0.156082277528984,0,0,0,0,0.818366643506997,0,0,0,-0.0590995315140516,0,0,-0.00610097676467812,0,0,0,0,0.193476352689784,0
X000166.CH.EQUITY,0,-0.0774161095741424,0,0,0,0,0,0,0,0,-0.0322740093456293,0,0,0.050461801862312,0,0,0,-0.0593812330385857,0,0,0.0332639213226843,0,0,0.103759820735915,0.184621342486096,0,0,0,0,0,0,0,0,0,0,0.129230165631214,0,0,0,0.463534525531827,0,0,0.0277620489302587,-0.00943902726827123,0,0.113621619829898,0,0.124279719160746
X2881.TT.EQUITY,0,0,0,0,0.143411601226796,-0.21357280182836,0,0,0,0,0,0,0,0,0,0,-0.0253060940451511,0,0,0,0,0,0,0.0607847910001949,0,0,0,0,0,0,0,0,0.844323390333524,0,0,0,0,0,0.0609187945622395,0,0,0.0357848975302792,0,0,0,0,0.0431314024898864,0
X002736.CH.EQUITY,0,-0.0585788248812683,0,0,0,0,0,0,0,0,0,0.0642679198293201,0,0,0,0,0.0456057618352667,0,0,0,0,0,0,0,0,0.173292781030039,0,0,0.215235900687625,0,0,0,0,0,0,0,0,0,0,0,0.00460468666473898,0,0.0893888104330485,0.0680913907848804,0,0.198432809707678,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104074779717287,0,0,0,0,0.412399933702805,0,0,0,0,0.258462451219317,0,0,0.0860827950134807,0,0,0,0,0.0864750070318323,0,0,0,0,0,0.13355714965817,0,0,0,0,0,0.00890716471462797,0,0
X2886.TT.EQUITY,0,0,0,-0.4654325128837,0,0,0,-0.00689556358359967,0,0,0,0,0.149544076932163,0.329425598286677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21165446659643,0,0,0,0,0,0,0,-0.246535357342975,0.190774694113097,0,0.109240474227053,0,0,0.199378574512667,0
X2891.TT.EQUITY,0,-0.153779028232912,0,0,0,0.0260596117562952,0,0,0,0,0,0,0.216447179024304,0,-0.0736033267227146,-0.101128697204643,0.37751745373515,0,0,0,0,0,0.110459301330098,0,0,0,0,0,0,0,0,0,0,0,0.254875904829336,0,-0.116199510462749,0.0180180147043404,0,0,0,0,0,-0.111487212037689,0.0769263158687973,0,0.0913065263473176,0
X000776.CH.EQUITY,-0.031000326294527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28314029984207,0,0,0,0.0738825255611306,0.163759181181716,0.114357951088257,0,0,0,0,0,0.0355210492992567,0.124938870465973,0,0,0.217784980577366,0,0.0197256744360405,0,0,0,0,0.133302905276856,0,0,0,0
X300059.CH.EQUITY,0,-0.00777454094325152,0,0,0,0,0,0,0,0,0,0.0211389995092743,0,0,0,0,0,0.0398165787209286,0,0,0.386746459412276,0,0,0,0.246318269044189,0,0.11387537546877,-0.197476315840653,-0.195153289628641,0,0,0,0,0,0,0,0,0,-0.167582846378237,0,0,0,0.36940576030618,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,-0.0401999412298061,0,0,0,0,0,0,0,0,-0.172434279154999,0,0,0,0.190449796965488,0,0,0,0,0.321566329504196,-0.0297859332880414,0,0.278502555110206,0,0,0,0,0,0,-0.101923166587861,0,0,0,0.11379188128738,0,0,0,0,0,0,0.367425524413492,0.148601231789483,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145139687329026,0,0,0,0,0,0,0.036039621445606,0,0,0,0,0.177498635731727,0,0,0,0,0.14633842465266,0,0.319432936040531
X601009.CH.EQUITY,0,0,0,0,0,0,0.139277819296538,-0.0679851917005538,0,0,0.261009285458182,0,0,0,0,0.202440385792737,0.170599175449543,0,0,0,0,0.112970717210516,0,-0.0147994921885436,0,0,0,0,0,0,0,0.0940789809250726,0,0,0,0,0,0,-0.0466856584531677,0,-0.0305900535222881,0.31469035485651,-0.0643100705659356,0,-0.0314791997365617,0,0,0
X2884.TT.EQUITY,-0.0154935332655882,0,0,0,-0.00288595633125517,0,0,0,0,-0.0706307094003906,0,0,0,0,-0.0246953851080308,0,0,0,0,0,0,0,0,0.0994286088300939,0.132475052599282,0,0,0,0,0,0,0.0516016989701434,0.0797977916301618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291730350968351,0
X600958.CH.EQUITY,0,0,0,0,0,0.00125919357278494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22129490257541,0,0,0,0.204945861065743,0.0174429105593755,0,0,0,-1.73472347597681e-18,0,0,0,0.331073683403822,0.046825059431616,0.097864657886753,0.0793398071662692,0,0,0,0,0,0.030729897094811,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0.242210635210563,0,0,0,0,0,-0.105320785489143,0.164425140456971,1.73472347597681e-18,0,0,0,-0.250864181425724,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.127633574707195,0,0,0.118345190328648,0,0,0.14237418468432,0,0,0,0,0,0,0.467313162283997,0,0,0
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517737310544013,-0.0417584785327477,-0.0124980179015569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107531969401272,0,0,0,0,-0.0422873014626693,0,0.190240368843515,0,0.0237518820871417,0,0,0.657638281288545,-0.101136817986666,0
