,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X601696.CH.Equity,X601236.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.103399034504199,0,0,0,0,0,0,0,0,0,0.410532693466726,0,0,-0.15044855821904,0,0,0,0.239001776687457,0,-0.196114032654475,0,0,0,0,0,0,0,-0.464090337999555,0,0,0,0,0,0.16033653965888,0,0.0178144125358622,0.0796658023328163,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.103883789636055,0.0673615023919039,0.0894595723614297,0,0,0,0,0,0,0,0,0,0,0.00494987150615723,0.360124920618899,0,0,0,0,0,0,0.180921659099825,0,0,0,0,0,0.229004569386581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761844590329137,0,0,0
X601939.CH.EQUITY,0.175721656281874,0,0,0.330508386782827,0,0,0.049390495025568,0,0,0,0,0,0.280097789413301,0.082259940504745,0,0,0,0,0,0,0,0,-0.046293990619223,0,0.0031787812278747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113543709055749,0,0.103553189135247,0,0,-0.100292291772374,0,0.02716800267345,0,0
X601288.CH.EQUITY,0,0,0.269240515270498,0,-0.018058297649515,0.290162920730258,0.0544569631591609,0,0,0,0,0,0,0.455646579951787,0,0.0181474908249465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357382396845144,-0.0578670643776509,0,0,0,-0.0667555074509139,0,0,0,0,0,0.0156836701636714,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.320057770541687,0,0,0,0,0.254984942698502,0.0370359637898754,0,0,-0.161385256411401,0,0,0,0,0,0,0,0,0,0,0.0182255376263369,0.0722358181204176,0,0,0,0,0,0.0680195195883686,0,0,0,0,0.113157309662826,0,-0.0538964661813607,0,0.132281383124963,0.0245042080861666,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0116923612471894,0,0
X601988.CH.EQUITY,0,0,0.0968152298938176,0.201983672251159,0,0,0,0,0,0.305554504814526,0,0,0.229786004589346,0,0.15853208679442,0,-6.93889390390723e-18,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377278740597648,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.329284951719165,0.0865039380407391,0,0,0,0.0789296245764889,0.0274238488166745,0,-0.0203709659978825,0,0,0,0,0,0,0,0.0382720301792053,0,0,0,0.0343931860316726,-0.0107400447499641,0,0,0,0.422822917952741,0,0,0,0,0,-0.00614004654491523,0,0,0,0,0,0,0,0,0,0,-0.0939754818415249,0,0,0,0,0
X1299.HK.EQUITY,0,0.179193267142454,0,0,0.077511286294347,0,0,0,0,-0.103351244881037,0.109653395329671,0,0,0,0,0,0,0.162864804234696,0,0,0,0.179442607341113,0.322922796743252,0,0,0,0,0,0,0,0,0,0,0,-0.0833720257607894,0,0,0.0282621413726318,0,0,0,0,0.261676850435802,0.0429878286974545,0,0,0.0352082889353778,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630390070963421,-0.520441435472143,0,0,0.633510732815552,0,0,0,0,0,0,0,0,0.112862752041988,0,0,0,0,0,0,0,0.163935913507571,0,-0.175050591915138,0.119291234845018,0,0.0939762641039203,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158454688577145,0.136625448299899,0,0.286401512076523,0,0,0,0,0,0,0,0,0,0,0,0.0297099703831013,0,-0.0582343272948534,0,0,0,0.0152153708426418,0,0,0,0,-0.0176722263679542,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.29030250521048,0,0,0,0,0,0,0,0,0,0,0.0534219378320218,0,0,0,0,0,0,0,0,0,0.232004358679314,0.0230562289118232,0.0224570363867029,0.169629232472158,0,0,0.0867090455721363,0.0526493642224695,0,0,0,0,-0.137214394188482,0,0,0,0,0,0,0,0,0,0.106522155549083,0,-0.131661119934053,-0.158541688822543,-0.0901390568724616,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.010874330560538,0,0,0,0,0,0,0.285217454996684,0,0,0,0,0,0,-0.0159591263511162,0,0.0406672469670496,0,0,0.346429993588309,0,0.0659850958760165,0,0,0.101517063370203,0,0,0,0,0,0,0,0.0436461102476099,0,0,0,0,0,0,0,0,0,0.00640475060586542
X601166.CH.EQUITY,0,0,0,0.110928971221671,0,0.06440707355166,0,0,0,0.00762335638979452,0,0,0,0,0,0.522872400055194,0,0.0842046197648187,0,0,0.0763992712116995,-0.00768932433918639,0,0,0,0,0,0,0,0,0,0.0550265754096694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978094068280143,0
X601328.CH.EQUITY,0.291666991909029,0,0.0829663903931263,0.330905392069423,0,0,0,0.00943851401885174,0,0,0,0.0874547109507547,0,0,0,0.0129089914689902,0,0,0,0.0417546251372915,0.0431104608530087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.134808903300178,0,0,0,0,0,0,0.553972281806069,0,0,0,0,0,0,-0.0359374381712515,0,0,0.0849206068225684,0,0,0,0,-1.38777878078145e-17,-0.0445518293575726,0.206762036627422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292573685584965,0,0,0.0347232705879335,0.122700912538445,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0433351912160717,0.0184194632361116,0.0504232282425125,0,0,0,0.600727595357508,0,0,0,0,0,0,0.0887120283309365,0,0,0,0,0,0,0,0,0,0.00389054304785192,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601319.CH.EQUITY,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.157770118704298,-0.0236230730838907,0,0,0,0,0.365429534903377,0,0,0,0,0,0.0974540067110831,0,0.196901161385087,0.122285014605238,0.103489910378622,-0.0662954675328156,0,0,0,0,-0.0103987182950074,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.407314672940449,0,0,0,0.133483885872184,0.0132431018705659,3.46944695195361e-18,0.0221609240897023,0,0,0,0,0,0,0,0,0,0.0883574190715143,0,0.197182965887864,0,0,0,0,0,0,0.0609573786959674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526661498140127,0,-0.0264249576101543,0,0
X601601.CH.EQUITY,0,0.854083225421357,0,0,0,0,0,0,0,0,0.0581706351531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838320357613666,0,-0.0932476015645478,0,0.215222623927971,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0328019690318042,0,0
X600016.CH.EQUITY,0,0,0,0.321905869667224,0,0.0987023129335941,0,3.46944695195361e-18,0,0,0.0462361829539116,0,0,0.286408075260679,0,0,0,0,0,0,0,0,0,0,0,0.0169819904743041,0,0,0,0,0,0,0,0,0,0,0,0.0242513329336536,0,0,0.183346137805202,0,0,0,0,0,0,0,0,0.0376190019476245
X601998.CH.EQUITY,0.206453677525519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656756614501945,0,0,-0.0841252206278904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837921246929563,0,-0.0452317792229251,0,0,0.210617827738793,0.492634365310661,0,0,0,0,0,0.0546848389953513,0.130026182539818,0
X11.HK.EQUITY,-0.101514180748347,0,0,0,0,0,0,0.168969062785976,0.335730804367334,0,-0.115656478152599,0,0,0,0.0295896118307789,-0.0551542292030472,0,0,0.035419299329295,0,0,0,0.261904493859932,0,0,0,0,0.0613220368580701,0,0,0,0.0670024181995418,0,0,0,0,0,0,0,0,0,0,0.0396951584585011,0,0,0,0.0749066167174497,0,0,0
X2388.HK.EQUITY,0,0,0,0,-0.146870969322242,0,0.0770045731346825,0.426687908574211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375874148143689,0,0,0,0.0646632181448335,0,0.0554138213508189,0,0,0.0251366488315686,0,0,0.103411862723246,0.0093039035919804,0,0,0,0,-0.0582684873580259,0,0,0,0,0,-0.0654971744667025,0,0.204088331908111,0,0
