,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY
X601398.CH.EQUITY,0,0,0.103281461752178,0.0311992122472231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50414346542349,0,-0.148950149587791,0,0,0,0.191468158645772,0,0,0,0,0,-0.288169658655277,0,0,0,0,0,0,0.0809588376770776,0,0,0,-0.175645219633863,0,0,0,0.0714984448110149,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.210308211753693,0,0,0,0,0,0,0,0.019124659571566,0,0,0,0.243614696153177,0,0,0,0,0,0.0919518757236787,0,0,0,0,0.332603062663502,0,0,0,0,0,0,0,0,0,0,0.173940226686506,0,0,0,0,0.0130587789502677,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.691652006956065,0.00334627539614407,0,0.0680903537215853,0,0,0,0,0,0,0,0,0.017662767334315,0,0,0,0,0,0,0,0,0,0,0.0371230427057315,0,0,0.0273329801170357,0,0,0,0,0,0.0360105242616412,0,0,0.0313029480412778,0,0,0,0,-3.46944695195361e-18,0,0,0.137638048273756,0,0,0
X601288.CH.EQUITY,0.125012387957835,0,0.747316234595951,0,0.00322190983195122,-0.0454867107304681,0,0,0,0,0,0,0,0,0,0,0.0451505188792062,0,0,0,0,0,0,0.069952575348536,0,0.0163037536122362,0,0,0,0,-1.73472347597681e-18,0.0346688318446629,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084368452079333,0.134690537692244,0,0,0
X601988.CH.EQUITY,0,0,0,0.0387286138693149,0,0,0,0,0,0,0,0,0.142337469965476,0,0,0,0,0,0,0,0.0363263616101006,0,0,0,-0.0367576282480752,0,0,0,0,0,0,0,0,0,0,0.0598836225300351,0,0,-0.164843550963727,0,0.885409540086279,0.00441382027403907,-0.0874878680254172,0,0,0,0,0,0,0
X601628.CH.EQUITY,-8.67361737988404e-19,0,6.93889390390723e-18,0,0,0,0,0.0333023246442013,0,0,-0.0532173036990689,0.667054208731811,0,0,0.0771597800207412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245810872423162,0,0,-0.152151484782965,0,0.0898468421008043,0,0,0,0.0954320289619192,0,0,0,0,0,0.0685756796007607,0.088246721444418,0,-0.070711071420276,0,0
X600036.CH.EQUITY,0,0.0103113380208415,0.405283693659272,0,0,0,0,0,0.0133133842866272,0,0,0,0,0,0,0.124904517223004,0,0,0,0,0,0,0,0.195592369869454,0,0,0.15582474157768,0,0,0,0,0,0,0,0,0.0159619704967087,0,0,0,0.00689238497797278,0,0,0,0,0,0,-0.00693242309894121,0,0,0
X1299.HK.EQUITY,0,0.321650107668906,0,0,0,0.0387113296977587,0,0,0.185462941026134,0.272927061141902,-0.0269199763289902,0,0,0,0,0,0,0,0,0,-0.115818513577086,0.0407277037102956,0,0.325719212636038,0,0,0,0,0,0,-0.157900086138321,0,0,0,0,-0.0305734964248185,0,0,0.0218750975266424,0.235367287619922,0,0,0,0,0,0.255782938418976,0,0,0,-0.0373210283398533
X5.HK.EQUITY,0,0.340927401319148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131313666891885,0,0,0,0.530235387052709,0,0.119572174657958,0.00830143049080987,0,0,0,0,0,0,0,0,0,-0.169716751475592,0.248407814729153,0,0,0,-1.73472347597681e-18,0,0,0,0,0.185338039491321,0,-0.153482491489401,0,-0.253670214887301,0
X388.HK.EQUITY,0,0,0,0,0,0.30299782007516,0,0,0.29505052291513,0,0,0,0,0,0,0,0,-0.200860325817483,0,0,0,0,0,0,0.184027516709681,0,0,0,0,0.0923593809948144,0,0,0,0,0.171248674017713,0,0,0,0,-0.246057066337392,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.215905403058089,0,0,0,0,0,0,0,0,0,0,0,0,0.235376422727862,0.203766277251568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545915551874591,0,0,0,-0.00544920238882155,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.182624195719217,0,0,0,0.0242847786904953,0,0,0,0.0110843255566914,0.145433825582906,0,0,0,0,0,0,0,0.0224303073563537,0,0,0,0,0.39083156152158,0,0,0,0,-0.0667431329110984,0,0.0328393652313344,0.115270037148742,0.0326600911813082,0,0,0,0,0.170675103621791,0,0,-0.0119380986304485,0,0,-0.000643313460402578,0,0
X601166.CH.EQUITY,0,0.00599235188530247,0,0,0.571725591694945,0,0,0,0,0.0108268164035612,0.0362769428991536,0,0,0,0,0.052900193445518,0,0.154572106254572,0,0.0628995216295486,0,0,0,0,0.0713995767530906,0,0,0,0,0,0,0,0,0,-0.0349458386217162,0,0,0,0,0,-3.46944695195361e-18,0.0594711161351312,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0577118166149252,0.0236585829290678,0,0.100393801555744,0,0,0,0,0,0,0,0,0,0,0,0,0.331249113201314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272347341789962,0.0153671758395211,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.394641369898543,0,0,0,0,0,0,0,0,0,0,0.0826451302232481,0,0,0,0,0.181594928884795,0,0,0,0.186500057125625,0,0.0790772433508665,0.0264560936212307,0,0,0,0,0,0,0,0,0,0,0.0155657679810048,0,0,0,0.0367121807633963
X600000.CH.EQUITY,0,0,0,0,0,0,0.110177291294972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438692620222445,0,0,0,0,0,0,0,0,0.0360710863758741,0,0,0,0,0,0,0,0,0.139221096935315,0.0275034220140241,0,0,0.401151309753055,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.119877967024312,0,0,0,0,-0.0116668107111973,-0.0306912953778537,0,0,0,0,0,0,0,0,0.186312952951594,0,0.0548257765672158,-0.0334654430468269,0,0,0,0,0,0,0,0,0.235859890998698,0,0,0,0,0,0,0.384026525563295,0,0,0,0,0,0,0,-0.0771404188816713,0,0,0.0141880908433599,0
X000001.CH.EQUITY,0,0.101477193069298,0,0,0,0,0.00823712291176096,0,0,0,0,0,0.145590580632682,0,0,0.160038323851033,0,0,0.109787285223997,0,0,0.104127423546767,0,0,0,0,0.117138930742659,0,0,0.115298460036307,0,0,0,0.0035407628331467,0,0,0,0,0.0128920188393236,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.577323673382924,3.46944695195361e-18,0,0,-1.0842021724855e-19,0,0,0,0.205008313045377,0,0,0,0,0,0,0,0,0,0,0,0.215656628523587,0,0,0,0,0,0,0,0.288106269058566,0,0,0,0.191631452991374,-0.144563910239421,0,0,0,-0.0158698230593984,0,0,0,0,0,0,0,0,0,0,-0.0742470160793996
X600016.CH.EQUITY,0,0,0,0.0575132922568048,0,0,0,0,-0.0184687859582848,0,0,0,0.0275664126111328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228474033513566,0,0,0,0,0,0,-0.061984651515387,0,0,0,0.0337963054249883,-0.167756197133818,0,0,0,0,0,0.439060044759415,0,0,-0.0644093781578756,0,0
X601998.CH.EQUITY,0.201338188075206,0,0,0,-4.33680868994202e-19,0,-0.0349509662039618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00731639034399573,0,0,0,0,0,0,0,0,0,0,0.273472867933285,0,0,0.523871091573537,0,0.148743696212166,-0.086558655661123,-0.0756697497366645,0,0,0,0,0
X11.HK.EQUITY,-0.12071822408583,0,0,0,0,0,0,0.20637807585662,0.320487577959858,-0.166413739154997,0,0,0,0,0,-0.0954833152584747,0,0,0,0,0,0,0,0.259978045148496,0,0,0.15386377864567,0,0,0.0397276546097838,0,0.0640935505522395,0,0,-0.0203697809352343,0,0,0,0.0265149140336115,0,0,0,0,0,0,0.0799055882688643,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.186387461119421,0,0.115417544468508,0,0,0.118892343592537,0,0,0,0,0,0,0,0,0,0,0,0,0.195252632407183,0,0,0,0,0,0,0,0,0,0.0469320614477991,0.141229782762438,0,0,0,0,0,0,0.0544784490581149,0,0,0,0
X2388.HK.EQUITY,0.0555708377015099,0,0,0,0,-0.0990342640371828,0.0327376118916586,0.46315827495024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408903798015037,0,0,0.111152358156628,0,0.0703952642637237,0,0,0,1.73472347597681e-18,0.213641087273765,0,0,0,0.0612035966262603,0,0,0,0,0,-1.38777878078145e-17,0,-0.170769597605374,-0.00439762079340527,0,0.042483453235618,0,-0.252040741951162,0.123722852933271
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0528050027341447,0.148233726628935,0.14690863730375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114848542002239,0,0,0,0,0,0,0,0,0.0665715755527063,0,0,0,0.315195597067408,0,0,0,0,0,0,0.039078133956255,0,0.023967301736005,0,0.0759259256782975
X601818.CH.EQUITY,0,0,0,0.199694447108012,0.00407476385869574,0,0,0,0,0,0,0,0,0.0180409872923052,0,0.0563846994040386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201034220844196,0,0,0.144545156205287
X002142.CH.EQUITY,0,0,0,0,0,0,0.568909466715435,3.46944695195361e-18,0,0.0350173367162251,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.22445083525549,0,0,0,0,-0.0910129576652481,0,0,0,0,0,-0.227739378971129,0,0,0,0,0,0,0,0.261790227160714,0,0,0,0,0.294657225071946,0,0,0,0,0.107560017335463,0
