,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.165124024670307,0,0.0945641339588884,0,0,0,0,0,0,0,0,0.452140867411823,0,-0.0811721068954518,0,0,0,0,0.149101504792109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912601227436002,0.0462591508489546,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0256515609583857,0,0,0.100590951371857,0,0.188195792786436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191096665175402,0,0,-0.236788442420859,0.329482346089749,0,0,0,0,0,0,0,0,0.220464512286787,-0.08070661683947,0,0,0.0428985787321116,0,0,0,0,0,0
X601939.CH.EQUITY,0.187555558390998,-0.0073982520939604,0,0.314992275156923,0,0.0778696357687663,0,-0.0727576215585088,0,0,0,0,0,0.106982174509256,0,-0.0234723184676543,0,0,0.0680050062781771,0,0,0,-0.0682325334107301,0,0,0,0,0,0,0.468658924136438,0,0,0.0163943906487128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.387234352700786,0,0.234777520664666,0,0,0.076181605838538,0,0,0,-0.0148772515178592,0,0,0,0,0,0,0,0,0,0,0,0,0.0234980953891901,0,0,0,-0.0232069877349811,0,0,0.10640427157386,0,0,0,0,0,0,0,0,0.179845584168441,0,0,0,0,0,0,0.0851942797486556,0,-0.0398739340223825,0,0
X5.HK.EQUITY,0,-0.090137864120102,0,0.292882794365045,0,0,0,-0.270851236760362,0,0,0,0,0.0964071151446507,0,0,0,0,0.603080636003387,0,0,0,0,0.262474037244839,0,0,0,0,0,0,0,0,0,0,0,0,0.214055537082129,0,-0.0806805192779987,0,0,0,0,0,0,0,0.0188195207739716,0,0,0,0
X601988.CH.EQUITY,-1.73472347597681e-18,0,0.0784351527064289,0.352776945249253,0.0305804308770846,0,0,0,0.103453101163908,0,0.13094956276078,0.0689205239468209,0,0,0,0,0,0,0,0.144928820782059,0,0.205513103261245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00370495283565818,-0.000885301272565874,0,0,0,0,0,0,0,0,0,-0.262838909392614,0
X600036.CH.EQUITY,0,0.023290589955258,0,0,0,0,0,0.229538264009623,0,0,0.074181924649471,0.0909733511672644,0.152114734706378,0.182387455905061,0,0,0,0.041099058384392,0,0,0.167539198577294,0,0,0,0,0,0.0499469716797429,0,0,0,0,0.0791746673257547,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142341484095684,0,0,-0.0293292662497697,0
X1299.HK.EQUITY,0,0,0,0,0,-0.00939387451104214,0.128931333814457,0,0,0,0.13514810207792,0,0,-0.200517952102144,0,0,0.375804993309595,0.257389532988792,0,0.100787136054349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00926097238570033,0,0,0.0095810678581663,0,0,-0.0306878026456927,0.0923777019405728,0,0,0,0
X601628.CH.EQUITY,0,0.328683620954961,0,0,0,-0.0759986341649093,0,0,0,0,0.0373814731565173,0,0,0,0,0,0.0226494136030906,-0.076611962241831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102275568089158,0,-0.0564090217043716,0,0,0,0,0,-0.0929372296302571,0,0,0,0,0,0.189551044915218,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0212733939812089,0,0,0,0,0,0,0,0,0,0,-0.0321454687170286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26770115856809,0,0,0,0,0,-0.164751133930345,0
