,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.0874658146265006,0.197934908813963,0,0,0,0,0,0.0340334859243841,0,-0.0871746670191072,0.026290610139385,0.0719263951825792,0.0617631386111274,0,0.15488682948768,0,0,0,0,0,0.216331861502024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900697721632914,-0.0358384001953413,0,0,0.00393032558518163,0,0,0
X601939.CH.EQUITY,0.14426240805651,0,0,0.0705089635031465,0,0,0.0824735690796654,0,0.00908206512746319,0.134999173109882,0,0,0,0.278949024264235,0.0803660993503909,0,0,0,0,0,0,0,0.0107895474455129,0.104783608018434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315077616651253,0,0.059230024419896,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.22168512754358,0.305877560930089,0,0.0628262510306756,0,0,0,0,0,0,0.0164970905789055,0,0,0,0,0,-0.0684844619488019,0,0,0,0,0,0,0,-0.0254375329914443,0,0,0,0,0.157371102735075,0,0,0,0.211444166912301,0,0,-0.158516708240515,0,0,0.0655522293787297,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.240333768974472,0,0,0.316422188814112,0.02693659163602,0,0,0,0,0,0,0.118389736270126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450374055593731,0,3.46944695195361e-18,0,0,0,0,0,-0.00710625776281513,0,0,0,0.331097210167097,0,0,0,0.0397976423990012,0,0,0
X5.HK.EQUITY,0,-0.246061736378093,0,0,0,0,0,0,0,0.145646397296747,0,0,0,0,0,0,0,0.278570223514003,0.0815977510262442,0,0,0.228357008234368,0,0,0,0.132846039821361,0,0,0,0.2948227414606,0,0,0,0,0,0,0,-0.0858322559508347,0,0,0,0,0,0.0240699450072746,-0.278844054979732,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.132552558358235,0,0.296671495363716,0,-0.224274291059433,0,0,0,0.0249719697161916,-0.0599674726912131,0,0.182574813988853,0,0,0.0365811922368631,0,0,0,0,0,0,0,0,-0.0985492335117796,0,0,0,0,0,0,0,0,0,0.105504906174441
X601328.CH.EQUITY,0.109322023168072,0.0497465866750709,0,0,0,0.0134491290999667,0,0,0,0,0,0.0305999384429728,0,0.285484543532547,0,0.2386103986128,0,0,0.0637025068930029,0.00645965867748738,0,0,0,0,0,-0.0102443472499731,0,0,0,0,0,0,0,0,0.171021123485746,0,0,0,0,-0.102983838885337,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.00628081471428624,0.175380980300681,0.0255504428109891,0,0,0,0.0375451528295936,-0.10678875453859,0,0,0,0,0.0975146189678088,0,0,0,0,0,0,0,0,0,0,0.487172341047282,0,1.73472347597681e-18,0,0,0,0,0,0,0.0184986445501847,-0.0349882614246285,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0183512302600558,0,0,0,0,0.0185524847289208,0,0,0,0,0.00386516294596353,0,0,0,0.171272212461163,0.255803053999091,0,0,0,0,0,0,0,0.0321821098105758,0,0,0.435827877649305,0,-0.0325935828511605,0,0,0,0,0,0,0,-0.100618425447393,0,-0.0226483076584786,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.102301250105589,0.0510652706558222,0,0,0.154204405124861,0,0,0.261760727305703,0,0.095584188040368,0,0,0.0371590206519676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949958999384705,0.158678992083343,0,0,-0.0280553315504077,0,0,0,0,0.0298460559641183,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0.646052192651356,0,-0.157012446072706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783828576034194,-0.193106887226654,0,0,0.0740289483557019,-0.157952225864042,0,0,0,0,0,0.0544197140236467,0,0,0,0,0.0469499828459814,0,0,0,0,0,0.0820656690826248,-0.147263406794394,0,0,0,0.0324240007666394,0,0,0.0379894279995,0
X600000.CH.EQUITY,0.162223743804819,0,0,0,0,0,0,0,0,0,-0.0597497799158593,0,0.113778747250594,0,0,0,0,0,0,0,0.00267493900805077,0.450026468372903,0,0,0,0,0,0,0.0906025368576592,-0.0486980582985612,-0.0953047818004112,0,0.232861786984995,0,0,0,0,0,0,-0.272328428101183,0,0,0,0,0,0,0,0,0,0.0978184638803623
X601998.CH.EQUITY,0.0471010188115801,0,0,0.0541872295373854,0,0.149357327472792,0,0,0,0,0,0,0,0,0.266042345665335,0,0,0,0,0,-0.0328168148017196,0,0,0,0,0,0,0,0,0,0,0,0.183839093102413,0,0,0,0,0,0,0.184780715182554,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.102414039591811,0,0.136372246809065,0,0,0,0,0,0,1.38777878078145e-17,0,0.118375417062338,0.0166840925237965,0,0,0,0,-1.73472347597681e-18,0,0,0,0.284631461576755,0,0,0,0,0,0,0,0,0,0,0.0321305191318204,0,0.320021890353886,0,0,0,0,0,0,0.00666781426968367,0,-0.100609532919068,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.195361184786404,0,0,0,0,0,0,0,0,0,0.0708943279551302,0,0.134340775971502,0,0,0,0,0.335906536829177,0.0245126130641386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,-0.0394898872951234,0.0669955277706608,0,0.199105442587519,0,0,0.116066518475272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158465333587497,0,0,0.050934534620345,0,0,0,0,0.0354714351881558,0.125298927950721,0.124915593414777,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,-0.217237639297668,0,0,0.0891818846122757,0,0.0267440882047997,0.268292320026185,0.0514335020746544,0,0,0,0,0.0492638470921583,0,0,0.116784794217261,0,0,0.19937499780854,0,0,0,0,0,0.156250095076382,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678651356221018,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.095075158098157,0,0,0.0261998044281369,0,0,0,0,0,0,0.100849061439394,0,0,0,0,0,0,0.0468271346695134,0,0,0,0,0,0.581005501421455,0,0,0,0,0,0,0,0,0,0.0712401162237038,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0483232799591498,0.0761410112193956,0,0,0.0461185754468825,0,0,0,0,0,0,0,0,0,0.0537361081994943,0.423724383976157,0,0,0.0248348887686907,0,0.00202218690161424,0,0,0,0,0,0,0,0,0.0571441423979439,0,0,0,0,0,0,0,0.0944497104633148,0,0,0,0,0.215032325044622,0,0,0,0,0
