,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X2388.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X000069.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0.699069140300743,0,0,0,0,0,0,0,0.0258440317765327,0,0.0779534345777052,0,0,0,0.00621988482601493,0.0157076731837822,0,0,0,0,0,0,0,0,0,0,0,0.0712146439696004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.186717255583643,0,0.0493969337300125,0.360381044910603,0,0.0532591027020069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157841519934397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114013421046262,0,0
X601318.CH.EQUITY,0,0.0854464488579705,0,0,0,0,0,0,0,0.0415479153762749,0,0,0,0,0,0,0.240273799549318,0,0,0,0,0.0205881534324841,0.163335580210604,0,0,0,0,0,0.121721550115712,0.0130086295516963,0.0608299258540809,0,0.14405965780613,0,0.0104887227692406,0.0611611495814127,0,0,0,0,0,0,0,0,0,0,0.0608142947541827,8.67361737988404e-19
X601288.CH.EQUITY,0.00395260608347303,0.353599577111139,0,0,0,0,0,0,0,0.224581260045714,0,0,0,0,0,0,0,0,0,0,0,0.19081407406589,0,0,0,0,0,0,0,0,0,0,0.0953745744582211,0,0,0,0,0,0,0,0,0,-0.0163203255558531,0,0,0,0.0346879969270613,0
X5.HK.EQUITY,0,0,0,0,0,0.557052989821302,0,0,0,0,0.440153509103388,0,0,0.383344257852486,0,-0.359645832024477,-0.125784122941325,0.18107410114599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942310501656695,0,-0.710025486334976,0,0.0813286187444046,0.108100981829268
X601988.CH.EQUITY,0,0.0947598912892114,0,0,0,0,0,0,0,0,0,0,0.139093941183072,0,0,0,0.224193475350612,0,0,0.440762076577722,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00419646283826491,0,0.0237132891976105,0,0,0.088617115528384,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.200934584560171,0,0,0,0,0.0809798988128054,0,3.46944695195361e-18,0,0.0308369779166197,0,0.35766347714236,0,-0.0638625141390779,0,0,0,0,0,0,0,0,-0.145819107933873,0,0,0,0,0,0,0,-0.0547941380199077,0,0,0,0,0,0,0,0,0.0938869956574784,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0306112075682516,0,-0.140168809583052,0,0,0,0,0,0,-0.0499469741193057,0,0,0,0,0,0,0,0,0,0.841603559198899,0.0238762549231362,0,0,0,0,0,0,0,0.0360623969663723,0.140663579909231,0,0,0,0,0,0,0,0.0196443280128496,0,0,0,0,0,0,0,0.0789887707058956
X601628.CH.EQUITY,0,0,0.145943507064962,0.038525184015815,0,0,0,0,0,0,0,0,0,0,0.0626892223506389,0,0.0682865590283428,-0.0559773833678562,0,0,0,0.0998933655709706,0,0,0.296884785716275,0,0,0.103503928885404,0,0,0,0.0972390295622894,0.0719845899813198,0,0,0,0,0.0058745045511993,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.12747223274547,0.0214137803183565,0,0,0,0,0.131001331615381,0,0,0.0119097612295979,0.0025458596666132,0.127171438123151,0,-0.0299935571118427,0,0,0,0.296678372048431,0,0,0,0,0,0.00829485534869901,0,0,0.0447608309059235,0.233002682120435,0,0.0318635388165724,0,0,0,0.0181794681554337,0,0,0,0,0,0,0,0,0,0,0,0,0.0174116061506988
X601166.CH.EQUITY,0.112645728433412,0.18653726199667,0.0385148537815215,0,0,0,0,0.134938160614697,0.102060856572184,0.0515794947150564,0,0,0.124732044602809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010411402096521,0,0.144105867864909,-0.0200753970651883,0
X11.HK.EQUITY,0,0,0,0,0,0,0.2521252717617,0,0,0,0,0,0,0.274548019805231,1.73472347597681e-18,0,0.356979581502964,0.423543042417593,0,0,0,0,-0.331054999679415,0,0,0.0633424904607786,0,0,0,0,0.14231298717923,0,-0.0243206330802567,0,0,0,0,0,0.0937967428544379,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.088945542309742,0,0.21501960754893,0.0960800936548716,0.0685771229890975,0.0544456769267052,0,0,0,0,0,0,0.103946419279617,0,0.0452055827564006,0,0,0,0,0,0,0,0,0.192671559752654,0,0.00760860917599994,0,0.0209215140233885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235712736335009
X2388.HK.EQUITY,0,0,0,0,0.0880291749557148,0,0.0829710738624228,0,0,0,0,0.0280479402867584,-0.0192043880812261,0,0,0,0,0.0458366422181799,0,0,0,0,0,0,0,0.0654234838694044,0.0506018851312809,0,0,0,0,0,0,0,0,0,0,0,0,0.0678733580324391,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,-0.0365986481513337,0,0,0,-0.352089231410772,0,0,0,0,0,0,0,0,-0.0908860832029547,0,0,0,0,0.329360615000147,0,0,0,0,0,0.549123659948854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356007511229604,0,0.0757050796480971,0.250693492376235,0,0,0.0704319268838546,0.0591551070654082
X388.HK.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0.0408609189664543,0,0.0913497585767297,0,0,0.158848443448922,0,0,8.67361737988404e-19,0,0.135069646474441,0.0300280619387789,0,0.245968552639945,0,0,0,0,1.38777878078145e-17,0,-0.0984829229305967,0,0,0,0,0,0,0,0,0.0440157217715205,0,0,0,0,0,0.148522168646616,0,0,0,0.0456411615552281,0,0
X601601.CH.EQUITY,0.0770145905606781,0,0.115703110754703,0,0,0,0,0.149658516205571,0,0,0,0,0,0,0,0.0698741099106081,0,0,0,0,0,0.0485461856434274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164670478917748,0,0,0,0,0,0,0,0,0,0.00448881841963412,0,0.145451573499262
X267.HK.EQUITY,0,0,-3.46944695195361e-18,0,0.692409806382433,0,-0.218557453696479,0,0,-0.0443763089136709,0,0.11384501032965,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.222895447807971,0,0,0,0,0,0,0,-0.181239991955587,0,0,0.325134885130407,0,-0.0571617750381324,0,0,-0.2981748843608,0.203063246418182,0,0,0.253701909120566,0
X601998.CH.EQUITY,0,0,0,0,0,0.151615067677557,0,0,0,0.290320946045143,0,0,0,0,0,0,0,0,0,0.171223264312372,0,0,0,0,0,0,0,0,0,0,0,0.0720800258441989,0,0,0,0,0,1.38777878078145e-17,0,0.0263441760167894,0.0318102761413952,0,0,0,0,0,0,0
