,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X600000.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.31168510038285,0,0,0,0,0,0,0.041824470569226,0,0,0,0,0.202984411783952,0,0,0,0,0,0,0,0,0,0.196026491134749,0,0,0,0.0684564320809908,0,0,0,0,0,0.145483683309449,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.221389390347958,0,0,0.00397780389297181,0.466350844893718,0,0,0,0,0,0,0,0,0.0376124940154835,0,0,0,0,0.031739546636479,0,0,0,0,0.00473607450619896,0,0,0,0,0,0,0,0.00881239679583833,0,0,0,0,0,0,0,0,0,0.00683198243868844,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0320460569827566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804043754528807,0,0,0,0.0123351697206881,0.0141875120048619,0,0.322677669244956,0,0,0,0,0,0.14027809255799,0,0,0.352621411052987,0,0,0.0190697915704107,0,0.0763600104047116,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.322426288656557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.181839611565672,0,0,0,0.051997506599807,0.0318953670260204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.260132448926899,0.116888572242136,0,0,0,0
X601601.CH.EQUITY,0.0087975933005802,0,0.172921764889696,0.0852265943449678,0,0.0992635707344312,0.0344578077335704,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,1.73472347597681e-18,0.353690396408111,0,0,0,0,0,0,0,0,0,0,0,0.0806520431286386,-1.38777878078145e-17,0,0,0,0.0344182746741868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.043827377612139,0,0.109245797792763,0.0461255388255852,0,0,0,0,0,0.256297375971527,0,0.0742696597679066,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144309435786609,0,0.2207528236315,0,0,0.047227620825966,0,0,0,0,0.0435868728073371,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.21562707822556,0,0,0,0,0,0.142116971217829,0,0,0,0,0,0,0.0172883246505953,0,0,0,0.222733574197018,0,0,0,0,0,0,0,0,0.00585108728433856,0,0,0,0,0,0.304725755860335,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.105782366111511,0.335741997752119,0,0.129993817613453,0,0,0,0,0,0,0.19244375470831,0,0,0,0,0.49701869269974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18293784878599,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.0951824795033473,0.278791852127565,-0.0766609598649723,0.101344472620316,0,0,0,0,0.0807187697077734,0,0,0,0,0,0,0,0,0,0,0.558119453644113,3.46944695195361e-18,0,0,0,0.0120445041861352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389889254866517,0,0.00701252112000903,0
X2388.HK.EQUITY,0,0,0,0,0,-0.127874575787756,0,0,0.0187540628105187,0,0,0,0,0.348607659510626,0,0,0,0,0,0.319090069437666,-0.00652138786259046,0,0,0,0,0,0.118819174788009,0,0,0,0,0,0,0.0681121777196146,0,0.118671126267133,0.0486069850087642,0.0188900077267301,0,0,0.0718994881903488,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.259810698773365,0,0,0,0,0,0.027901047843007,0,0,0.160810016444951,0,0.0914754818330108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611760625221022,0,0,0,0,0.431472208338356,0,0,0,0,0,0,0,0.0325653651406074,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.119490999394813,0,-0.181840092293445,0,0,0,0.348832324347817,0,0,0,0,0,0.113519466160562,0.043051953961088,0,0,0,0,0,0,0,0.0708482721844544,0,0,0,0,0,0,0,0.247723464042349,0,0,0,0,0,0,0,0,0,0.140678835715227,0,0,0
X601818.CH.EQUITY,0,0.0655809396185887,0,0,0.0621995343201144,0,0,0,0,0,3.46944695195361e-18,0.372773218666248,0,0,0.0099681675153921,0,0,0,0,-0.0219789042077308,0.0146261617808322,0,0.333557577293472,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0734915623690468,0,0,0,0,0,0,0,0,0.0187678507299689,0.0570319338861657,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521510856996645,0.0871244832250811,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.201249523435061,0,0.0878317522418885,0,0.103841698080078,0.101893382991984,0,0,0,0,0,0.287458011459383,0,0.0258122670167396,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.174955055700434,0.406300463406228,0,0,0,0,0,0.271268449413751,0,0,0,0,0,0,0,0.123009004926211,0,0,0,0,0,-0.0834991168026938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774385557680303,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,-0.0356353755587581,-0.0603005390545053,0,-0.0152226528290541,0,0,0,0,0.201640287309376,0,0,0,0,0.0469883515986756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198369148146438,0.079481292963204,-0.0234993598243779,0.243420731039106,0,0,0.413402656457938,0,0,0.101686578066498,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0.0339961835320266,0,0.0357179761690116,0,0,0,0,0,0,0,0,0.10367048887385,0,0.0288477006739352,0,0,0,0,0.450982503153139,0,0,0,0.0309021650717724,0,0,0,0,0,0,0.245687926545503,0,0.0437408482148692,0.150564754318273,0,0,0,0,0,0,0,0,0,-0.130841449360408
X2882.TT.EQUITY,0,0,0,0,0,-0.0092293453239063,-0.0332950514514485,0,0,0,0.0685829066074583,0,0,0,0,0,0,0,0.215530951048561,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.527466113419634,0,0,0,0,0,0,0,0,0,0,0,0,0.168691623188992,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.156652197458742,0,0,0,0,0,0,0,0.356166452005541,0,0,0,0,0,0,0,0,0,0,0.0213638001767082,0,0,0,0,0,0,0,0.153319872482058,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.402423333459975,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.0480205111312622,0,0,0,0,0,0.0287707925731449,0,0,0,0.179857594785029,0.346094020527342,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0115308080777637,0,0.0492380973222865,0,0,0,0,0,0.0418750723115636,0,0,0,0,0,0,0.186438356274116,6.93889390390723e-18,0.0974807812140696,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180773821335075,0,0,0,0.0312282300775565,0,0.00490626990430973,0,0,0.0781525228616792,0,0,0,0,0,0,0,0,0,0.0254609875730051,0,0,0,0,0,0.616908339057672,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148707119038159,0,0,0,0,0,0,0,0,0,0,0.299922477140566,0,0,0.0892689005224498,0,0,0,0,0,0,0,0.317217551286939,0,0,0,0,0,0,0.0452150615148047,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.000788088831839254,0,0,0.0791463008844412,0,0,0,0,0,0,0.0340691865253842,0,0,0,0,0,0,0,0,0,0,0,0.00366914477363922,0,0,0,0,0,0.160105395596007,0,0,0,0,0.531176076535602,0,0,0,0,0.146208094798017,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.109125154899561,0,0,0,0,0,0,-0.115426297615163,0,0.0313053736446067,0.11565630383615,0,0,0,0,0,0,0,0,0,0,0,0,0.29224506804542,0,0,0,0,0,0,0,0,0.386465811776244,0,0,0,0,0,0,0,0,0,0.0509842806477878,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0927145508671838,0,0.289624958786845,0,0,0,0,0,0,0,0,0,0,0.231296095710012,0,0,0,0,0.0283275113574519,0,0,0.270826634659534,0,0,0,0,0,0,0,0,0,0.0609565799472169,0,0,0.0600532814258213,0,0,0
X600015.CH.EQUITY,0,0.13987517229947,0,0,0,0,0,-0.0872139958961675,0,0.0107148171924141,0,0.38759926428737,0,0.127060996295527,0,0,0,0,0,0,0,0.113981495134413,0,0,0.040396393240889,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.244721355608589,-0.0470264561435632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,-0.0722764616000554,0,0,0,0.0588659063944592,0,0,0,0,0,0,0,0,-0.134206201867044,0,0,0,0,0.091848144279962,0,5.42101086242752e-20,0,0,0.109832140167849,0,0,0.00931429913073339,0,0,0,0,0,0.272451099677497,0,0,0,0,0,0,-0.0374834009464487,0,0,0.509924424005062,0.00125899584846904,0,0.0807223424542378,6.68910693258749e-05
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223389668520585,0,0,0,0,0,0,0,0.0111632011835429,0.00568749084362744,0,0.0895193892257383,0,0.0277624458750081,0.373884343754718,0.014497921693986,0,0,0.0450231000931289,0,0,0,0.134288817292174,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.0133837297264979,0,0,0,0,-0.0888050203604521,0,0.0326275136643493,-0.231590548414989,0,0,-0.0159584989330542,0.0765355594862387,0,0,0,0,0,0,0,0,0,0,-0.0124359783906968,0,0,0.101399581117161,0,0.346857229818351,0.0278616764945235,0,0,0,0,0,0,0,0,0,0.414708245325272,0.212736673373597
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0691911178633733,0,-0.111196326697029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50114360466281,0,0,0,0.142426906035501,0.137579559148995,0,0,0.0263477729731512,0,0,0.18570519937048,0,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.238989546502682,0,0,0,0,0.149376474776335,0.239227814795885,0,0,0,0.36074076093434,0,0,0,0,0,0.00995625437003959,0,0,0,0,0,0,0,0,0,-0.00433326523014697,0,0,0,0,0,0,0,0,0,0,-0.0222578679916691
X601881.CH.EQUITY,0,-0.124009641905459,0,0,0,0,0,0,0,0,0,0,0,0,0.231392658530884,0,0,0,0,0,0.236079854520056,0,0,0,0,0,0,0,0.137150496415726,0,0.211863071183928,0,0,0.0977088464860409,0,0,0.0976106996780534,0,0,0,0,0,0,0,0,0,0.0891665179498399,0,0.0639299914481474,0
X601009.CH.EQUITY,0,0,0,0.00347358749656169,0,0,0,0,0.0572614597319281,0,0,0,0.0479541969763029,0,0,0.192802310621281,0,0.143862519935542,0,0,0,0,0.106982270939261,0,0.0620832368701594,0,0,0,0,0,0,0,0.0184127445954711,0.0925658732738752,0,0,0,0,0,0,0,0,0.20286319467354,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.181384868316999,0,0.00262425001921128,0,0,0,0,0,0.25451069898623,0,0,0,-0.120253797334284,0.0783144395473436,0,0,0,0,0,0.264638408888745,0,0,0,0,0,0,0,0,0,0,0,0.0811415301142532,0,0,0,0,0,0,0,0.0286800909114019,0,0.394814675082327,0.249218556495405
X601236.CH.EQUITY,0,0,0,-0.115031625890948,0,0,0,0,0.0611511865218775,0,0,0,0,0,0,0,0,0,0,0,0,-0.164324313099937,0,0,0,0.0628285539811101,0.0145798948941584,0,0,0,0.699630781344687,0,0,0,0,0,0,0,0,0,-0.0658712678120476,0.116204956058871,0,0.0210970351831217,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.0379243352417858,0,0,0,0,0,0.0912645163558198,0,0.000699924686600698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158048686207687,0,0,0,0,0,3.46944695195361e-18,0.170843397867243,0,0,0,0,0,0,0,0.163444812192491,0,0.177881412131815,0,0,0,0,0
X2892.TT.EQUITY,-0.0515891887020282,0,0,0,-0.0261958643485897,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0600050305179875,0.015330747610225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858443605339131,0,0.354582566451999,0,0,0.058583710273628,0,0.389579656288061,0,0,0,0.261131449164887
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188706283173052,0,-0.0288253096527073,0.0195900699444578,0,0.0862044691715526,0,0.0229770838283886,0,0,0,0,0,0,0,0,0,0,0,0.00365072376552743,-0.0370341778139558,0,0.132541591541718,0,0.47022510502145,0,0,0,0,0.279109591489476,0,0,0.0573347981017484,0
