,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X600919.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X601077.CH.Equity,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.170105196307825,0,0.103610344853512,0,0,0,0,0,0,0,6.93889390390723e-18,0.483812502736751,0,-0.150168395921866,0,0,0,0,0.128773035901677,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954254658325148,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.162414095494915,0,0.0607371400968088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184896108139332,0.0566519881268032,0,0,0,-0.244460070155423,0,0.431953690857667,0.0126221154490611,0,0,0,0,0.25455955774388,0,0,0,-0.0961110185022249,-0.0540783420611007,0,0,0,0,-0.0460685141791869,0,0
X601939.CH.EQUITY,0.306116931616033,-0.00593078538933493,0,0.192534682186176,0,0.148641569056655,0,-0.0882760581410004,0,0,0,0,0,0.0225097557765144,0,0,0,-0.0197664676891879,0.017379047620807,0,0,0,0,0,0,0,0,0,0,0.424303690912373,-0.116406754158725,0,0.0919588702825346,0,0,0,0,0,0,0,0,0,-0.0603138528423609,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.474466054925987,0,0.206023800778839,0,0,0.0759043084722057,0,0,0.00020144376915469,0,0,0,0,0,-0.045444725693088,0.0428485414346361,0,0,0,-0.0177498840010342,0,0,0,0,-0.125777907270921,0,0,0,0,0.0259412223640573,0,0,0.166188320245693,0,0,0,0,0,0.016228715946717,0,0.188758441658988,0,0,0,0,0,0,0,-0.058942949525429,0
X5.HK.EQUITY,0,-0.0883784469088258,0,0.286562987179822,0,0,0,-0.260971410599319,0,0,0,0,0.0870429694464677,0,0,0,0.660649120063789,0,0,0,0,0.277805414793986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213796962543694,0,0,-0.080444522061745,-0.0126527148842211,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0866862857548049,0.258042252721405,0,0,0,0,0.0271715492923098,0,0.138443135584217,0,0,0,0,0,0,0,0,0.150448883306126,0.43501048263031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00950169977484722,0,0,0,0,0,-0.0226312716783886,0,0,-0.253400200546592,0,0
X600036.CH.EQUITY,0,0.0727598071489095,0,0,0.0567296650443581,0,0,0.268267076669697,0,0,0.0560949459130504,0.0416620026936007,0.192072106969444,0.197220896769282,0,0,0.00197313602477051,0,0,0,0,0,0.120527487386162,0,0.0726756134623297,0,0,0,0,0,0.0373662422923268,0,0,0,0,0,0.0106059921144767,0,0,0,0,0,0,0,0,-0.111225909494244,0,-0.0653245249480804,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.130761042306773,0,0,0,0.123609701080351,0,0,-0.195499503559511,0,0.377613779318372,0.279896009810774,0,0,0.0918562864025566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286014498444847,0,0,0,-0.0416929920253169,0.00560339326632939,0.0879005536371575,0,0,0,0
X601628.CH.EQUITY,0.119448457187198,0.40420220538177,0,0.0105253511788496,0,0,0,0,0,0,0.0137052816529478,0,0,-0.0606478301759264,0,0,-0.151676775383492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160355202008818,0,0,0,-0.140982535508728,0,0,-0.154683164986747,0,0,0,0,0,0,0,0.115760635037538,0,-0.0100801776068077,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0635146262808601,0,0,0,0.43504277331001,0,0,0,0,0,0,0,0.235072925587315,0,0,0,0.0310397971092735,0,0,0,0,0.048361225199504,0,0,0,0,0,0,0,0,0,0.157065265279477,0,0,0,0,0,0,0,0,0,0,0.0701167815528161,0,0.0284693065069846,0,0,0
X601328.CH.EQUITY,0,0,0,0.00108821361064858,0,0,0,0,0,0,0,0,0.358370086764072,0,0,0,0,0,0.178374370785691,-0.0625760564526099,0.0543962003332491,0.22573432609508,0,0,0,0,0,0,0,0.0573276343931118,0,0,0.175366567786362,0,0,0,0,0,0,0,0,0.0150830918517838,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.000589424685748164,0,0,0,0,0.145259161096735,0,0,0,0,0.434130133434401,0,0.0826512843770369,-0.0564025791570422,-0.0110485729724679,0,0,0,0,0.00225498876055833,0,0,0.178163583865489,0,0,0,0,0,0,0,0,0,0,0,0.027519665721634,0.051602162480591,0.1968629743703,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.313525459741498,-0.220087035959293,0,0,0,0,0,0,0.121993486535066,0,0,0,0.179510834485689,0,0,0,0,0,0,0,0,0,0.15738258014466,-0.140420795562413,-4.33680868994202e-19,0,0,0,0,-0.209705936341108,0.0635331668695244,0,0,0,0.382965800486396,0,0,0.0353670455963581,0,0,0,0,0,-0.00373459531881825,0.030695345872445,0,0.164176852787846,0
X601601.CH.EQUITY,-0.0778043186420568,0,0,0,-0.166086776311139,0,0,0,0.348211716025672,0,0.329353088811851,0,0,0,0,0.131911677881803,0,0,0,0.329955407962211,0,0,0,0,0,0.0487413026840135,0.0124072047364011,0.111802544990097,0,0.135422057875676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769717513839594,0,0,0,0
X388.HK.EQUITY,0,-0.0733377027841075,0,0,0,0,0.00919014625493651,0.533654639293134,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42839199116456,0,0,0,0,0,0.0768420786455849,0,0.143019143621484,0,0,0.0828590621873855,0,0,0,0.539191239457747,0,0,0,-0.168653406895065,0,0
X11.HK.EQUITY,0,0,-0.0602144269784126,0,0.255897507153069,-0.0786236729812329,0,0.237239286714439,0,0,0,0,0,0,0,0,0,-0.0466681304039735,0,0,0,0.403262660730675,0.167079305183464,0,0,0.0194941759311269,0,0,0,-0.0571981882403337,-0.151225998235958,0,0,0,0,0,0,0.125738212543571,-0.155765393846083,0,0,0,0,0,0.0821534651223741,0,0,0.0462750397135265,-0.0147483339190119,0
X601319.CH.EQUITY,0,0,0.0514182821487463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100493034847141,0,0,0,0,-0.0591024255720547,0,0,0,0,0,0,0,0,0,0,0,0,0.0711752609296077,0,0,0,0.129125235583753,0,0.183150198722602,0.25859326523571,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0245116359426209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432962661772684,0,0,0,0,0,-0.225301417824169,0,0,0.0308128621415569,0,0.00881991891014688,0,0.297842918556717,0,0.0198741514818104,0,0,0,0,0,0,0.0617448034206094,0,0,0,0,0,0,0
