,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X600918.CH.Equity,X601881.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY,X600919.CH.EQUITY
X388.HK.EQUITY,0,0,0.225577628198989,0,0,0,0.211851061987624,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0619884521959768,0,0.0657956567094006,0,0.0729850319147256,0,0,0,0,0,0,0,0,0,-0.0418443125641107,0,0,0,0,0,0,0,0,0,0,0,0.023489611175261,0,-0.104947617893825,-0.0854336511548665,0,0
X601328.CH.EQUITY,0.363522383633438,0.0290572763164017,0,0.188787932076293,0,0,0,0,0,0,0,0,0,0,0,0.0612409150760764,0,0,0.114799458036522,0,0,0,0.0937265184895808,-0.0411412687741609,0,0,0,0,0,0,0,0,0,0,0,0,0.0610127813925089,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.101326381725941,0
X601166.CH.EQUITY,0,0.11666373363187,0,0.104604796124402,0,0.320321287197415,0,0,0,0.0397529433277023,0,0.00981420191895019,0,0.00024586903611086,0,0,0.0217806794134557,0,0.0386912976385378,0,0,0,0,0,0.155736139256362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186426676957211,0,0,0,0,0,0,0,0.0563089215676947,0
X600000.CH.EQUITY,0,0,0.00227479699576858,0.263352137434997,0.0640601226177404,0.110540206035613,0,0,0.0754004673738974,0,0,0.100307326262783,0.16204843311145,0,0,0,0,0,0,0,0,0,0,0,0.107346964472264,0,-0.00438451086809483,0,0,0,0,0,0,0,0,0,0.0174023555482508,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0075624233945163,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.220282811137447,0.0244525850197403,0,0,0,0.0898028458600628,0,0,0,0,0,0.268294034178053,0.0933444939065652,0.25350776966895,0,0,0,0.0186289381724063,0.0126911800297339,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.128359196694401,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.147325404449951,0.00410068288066378,0,0,0,0,0,0.44742887487224,0,0,0,0,0,0,0.0683259831431636,0,0,0.0445539120225615,0,0,0,0.137422969021501,0,0,0,-0.0548948152079301,0,0,0,0,0,0.228671607915347,1.73472347597681e-18,0,0.088018548225935,0.0272369161773319,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.310400231173784,0,0,0.0660588469082843,0,0,0.0982970931731331,0,0,0,0,0,0,0,0,0,0,0.0903931888708806,0,0,0.190393181345901,0,0,0.0923399331666061,0,0,0,0.0198580994548659,0,0,0,0,0,0,0,0,0,0.0802199652859181,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173175949644418,0,0,0,0.0580281404757839,0,0,0.126644579741137,0,0.139722214477615,0,0,0,0.219349838390643,0,0.272169640648164,0,0,0,0,0,0,0,0,0,0.106023736658787,0,0,0,0.0428616154341586,0
X600016.CH.EQUITY,0.237627343059173,0,0,0.241999762532669,0.181588882845578,0,0,0,0,0,0,0.0841716576099259,0,0,0,0,0,0,0,0,0,0,0.0483026614478398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124740645643501,0,0,0,0,0,0,0,0,0.033853549063497,0,0,0,0
X601601.CH.EQUITY,0,0,0.63691979927318,0,0,0,0,0,0,0,0.0652495937338179,0,0,0,0,0,0.137638288745585,0,0,0,0,0.1303835586916,0,0,0,0,0,0,0,0.311167466990949,0,0,-0.223172335172425,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.111392391792939,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,-0.0273836997785405,0,0,0.21408433202143,0,0,0,0.125854712445127,0,0,0,0,0,0.0795131044720266,0,0,0,0,0.523542442088185,0,0,-0.0532110757165196,0.0113194600439514,0,0,0,0,0,0.102484977256233,0,0.0336708840498794,-0.0393942513954614,0,0,0,0,0,0.0811998005732042,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.0485483950102781,0,9.15738438745442e-05,0.182010603652135,0.307866979008117,0,-0.0423484289426846,0,0,0,0,0.0945161912041845,0,0,0,0,0.310657900775647,0,0,0,0,0,0,0,0,0,0,0,0,0.0863633251656412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.261656329495024,0,0,0.107528970778052,0,0,0,0.0542259066147863,0,0,0.110398962871172,0,0.0735972005929627,0,0,0,0,0,0,0,0,0,0,0.148198390421163,0.0603505890675819,0,0,0.00650078273792843,0,0,0,0,0,0,0,0.177049950341146,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.239556084886248,-0.176898957795538,0.12470117681361,0,-0.0250165205226219,0,0,0,0,0,0,0.0920357312418185,0,0,0,0,0,0,0,0,0.233598459473628,0.0780502719098134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375132936555117
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.182207132175069,0.115419892899425,0,0,0,0,0,-0.0351133157487045,0,0,0,0,0,0,0,-0.0631714221016099,0,0,-0.133067061169513,0,-0.116825841143309,0,0,0,0.0245155276022403,0,0,0,0,0.029320711798189,0,0,0,0,-0.0938889848471001,0.124102536870086,0,0.177722085388892,0.153055865979318,0.674733722072656
X002142.CH.EQUITY,0,0,0,0,0,0.775294227927551,0,0,0,0,0.290002496228069,-0.251142631834333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219896589832168,0.0104585922210307,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641552547360946,0,0,0
X601688.CH.EQUITY,0,0,0,0,-0.0187830662611445,0,0,0.148543841093433,0,0,0,0,0,0,0.236367929576243,0,-0.0663736141413171,0,0,0,0,0,-0.00190468556409941,0,0,0,0,0,0,-0.010015655007939,0,0.500940082053141,0.0983401142690489,0,0,-0.00333738947479142,0,0,0.202284740687907,-0.0374068895191141,0,0,0,0,0.02097986227401,0,0,0,0,0
X300059.CH.EQUITY,-0.0576000268001263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258567743897115,0,0,0,0,0,0,0,0,0,0.104725074454396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248403265452909,0,-0.0847848935222021,0,0,0.197217754509619,0,-0.041660485437479,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00896023451970955,0,0,0,0.279571181115363,0,0,0,0.00556619154604846,0,0,0,0,0.245924391135644,0,0,0.19189472283915,0,0,0,0,0,0.172126856727768,0,0,0,0,0,0,0,0,0.22730077272356,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0.0780366063898576,0,0,0,0,0,0,0,0,0,0,0.28380668097056,0,0,0,-0.203974207342746,0,-0.209705387313324,0,0,0,0,0,0,0,-0.0343260023238276,0,0.51255041211992,0,0,0,0.292135285000907,0,0,0,0,0,0,0,0,0.159559241424837,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0350091703869007,0,0,0,0,0,0,0,0,0,-0.123437669420116,-1.38777878078145e-17,0,0.0514151759955954,0,0,0,0,0,0,0,0,0.0721906461118974,0,0,0,0,0,-0.214326479847509,0.274916926514405,0,0,0,0,0,0,0.380669016363848,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0.00738343817175923,0,0,-0.155852553288607,0,0,0,0,0.0122050037966353,0,0,0,0,0,0.148763958194317,-8.67361737988404e-19,0,0,0,0.350659914460742,0,0.0428126115946709,0,0,0,-0.0536921935531581,0,0,0,0,0,0.339557396081205,0,0,0,0.0648082796789726,0.26058323547583,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.0234022965750794,-0.141869856539992,0,0,0,0,0,0,0,0,0,0.210676367085751,0,0,0,0.133023524917865,-0.161984106717195,0,0.401951885155796,0.238705448401057,0,0,0,0,-0.133064812654048,0,0,0.0591493966246252,0,0,0,0,0,0,0,0,-0.0862505878852292,0,0,0.121349166201811,0,0.0673823569153358,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.0506289635230186,0,0,0,0,0,0,0.00641012228779225,0,0,0.329538892813958,0,0,0.252969479434994,0,0.0702161794864379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826934195417126,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.061748310161994,0,0.0912562047140423,0,0,0,0,0,0,0,0,0.0625359655391461,0,0,0,0,0.142708986876692,-0.0219426339774878,0,0,0,0,0,0,0,0,0,0,0,0.180785838436046,0,0,0.42453753230675,0,-0.0384217276951296
X2881.TT.EQUITY,0,0,0.00543805295874132,0,0,0,0.178841571177977,0,0,0,0,-0.0895623792865086,0,-0.0476719796789742,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.589249227882364,0,0,0,-0.038114184808049,0,0,0,0.289493958964031,0,0.0235946335932997,0,0,-0.0780740038438306,0,0,0,0,-0.0875527464904127,0.0781202178411769,0
X601169.CH.EQUITY,0.0356910533030528,0.0327236914173507,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.195018543134212,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0635202083080455,0,0,0.0405480403033305,0,0,0,-0.0873850780571432,0,0,0,0,0,0,0,0.268907941082405,6.93889390390723e-18,0,0,0.129668399438163,0,0,0,0,0.420241649533196
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0.0801608058076787,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.016293413678996,0,0,0,-0.014260115976185,0,0,0.261381224922887,0,0,0,0,0.194745885100583,0,0,0,0,0.198694155439756,0,0,0.252445454575842,0
X000776.CH.EQUITY,0,0,0,0,0,0,0.0662422902338114,0,0,0.00835749677223726,0,0,0,0,0.158579707599517,0,0,0,0,0,0,0,0,0,0,0,0.224016680131434,0.00175346685823279,0,0,0.0271792984266188,0.226637568646088,0,0,0.165193636988047,0,0,0,0,0,0,0.124322196937805,0,0,0,0,0.034843666957002,0.0269962288110945,0,0
X2891.TT.EQUITY,0.121313307211002,0,0,0,0,0,0,0.0865472085387359,0,0,0,0,0,0,0,0,0.0368528231604252,0.0169707335404791,-0.00834313933551578,0,0.183924829977013,0,0,0,0.0792060202215558,0,0,-0.015919408712071,0,0.123147746627402,0,0,-0.0286192258607734,0,0,0,0,0,0,0,0.0132816266702178,0,0,0,0,0,-0.013106363425657,-0.121053490534346,0.460762157258487,0
X600015.CH.EQUITY,0,0,0,0.131936395896357,0,0,0,0,0,0,0.0743294085567035,0,0,0,0,-0.167328931127748,0,0,0,0,0,0,0,0.0361287602238422,0,0.0191445760370079,0,0,0,0,0,0,0,0.203013311261575,0,0,0.469566985826832,0,0,0.0135283057569334,0,-0.434916007173905,0,-0.00531641044783618,0,0,0.323023693084738,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0.0883898975253128,0,0,0,0,0,0,0.080374846208941,0,0,0,0,0,0.033220992313425,0,0.0393012648419288,0,0,0.0138069283994876,0,0.212314585773438,0,0,0.206043430635718,0,0,0,0,0,0,0.158653043947045,0,0,0,0,0,0,0,0,0.194836360553915,0,-0.144056482573546
X600918.CH.Equity,0,0.0426953981715783,0,0,0,0,0,0.0993505430681394,0,0,0,0,0,0,0.0739087262647162,0,0,0,0,0,0,0,-0.229686087068587,0,0,0,0,0,0,0,-0.146061893928992,0.0643863023698197,0,0,0,0,0,0,0,-0.0166046120108255,0,0,0,0,0,0,0,0.0155569330587628,0,0.0496557540790861
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157362312462118,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.253769884449774,0,0,0.0858570573366903,0,0,0,0,0.064232032120859,0,0.0831826685025877,0,0,0.173667376830251,-0.00121781403433926,0,0,0,0,0,0,0
X601916.CH.Equity,0.250750854749842,0,0,0,0.474079466092077,0,0,0,-0.394104692526595,0.010909376767066,0,0,0,0,0,0,0,0,0,0,0.13308430864133,0,-0.0364359367443849,0,-0.127679717748467,0,0.015699503411039,0,0,0,0,0,0,0,0.22114744751775,0,0,0,0,0,0,0.291818262630584,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0.0427652746650394,0,0,0.0787315537937729,0,0,0,-0.0526996116991739,0,0,0,0,0,0.00279971862054626,0,0,0,0,0.056022977957111,0,0,0,0.0590897945864523,0,0,0,-0.136428718738445,0,0.258976661209535,0,0,0,-0.0335399171068537,0,0,0.0311100269155747,0,0,0.139061737786683,0,0,0,0.0523555914804492,0,0,0.0251503719113509,0.547861370635416,-0.0406431615547148
X601009.CH.EQUITY,0,0,0,0,0,0,0.0260281864587607,0,0,0.0660360112301269,-0.0465349869940927,0,0,0,0,-0.0429307658351778,0,0,0,0,0,0,-0.00952611944089501,-0.0909825542755826,0,0,0,0,0,0,0,0,0.139368989996028,0,-0.0186331210705873,0,0,0,0,0,0.779484959506187,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0.0371305620890905,0,0,0,0,0,0,0,0,-0.128770893847457,0,0,0,0,0,0,0.00127013962657899,0,0,-8.67361737988404e-19,0,-0.00724330309122199,0,0.32690335619525,0,0,-0.00414389099474422,0,0,0,0,0,0,0,0,0,0,0.42378970345006,0.0855506981190652,0,0,0,0,0,0,0.0566911699959913
X2892.TT.EQUITY,0,0,0,0,-0.0409474679526171,0,0,0,0,0,0.0100980918791866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221921787255319,0,0,0,0,0,0,0.0545933271264926,0,0.0321104541816606,0.0481129062035789,0,0.119768273396395,0,0.422479836858383,0,0,-0.0584862281600964,0.019279139683446,-0.0250212097659631,0.456285191718783,0,0,0,0
X600919.CH.EQUITY,0,0,-0.0972963895427884,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.110562208270263,0,0,0.0813831294582218,0,0,0.0796274450238245,0.0504953667388167,0,0,0.602923902204741,0,0,0,0,0,-0.16335050653535,0,0,0,0,0,0,0,0,0,0.0411161748575769,0,0.122337510146532,0,0.133138948795668,0,0,0.291178496744207,0,0
