,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2887.TT.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.482360697453606,0.502629520328712,0,0,0,0,0,0,0.0554908993585441,0,0.111258146603602,0,0,0.0329979656821487,0,0,0,0,0,0.0278321362365802,0,0,0,0,-0.0640916410245905,0,0,0.0656368010666885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0808572979002701
X601288.CH.EQUITY,0,0,0.697115476000695,0.212779826581676,0,0,0.112013888094413,0,-0.100245068867013,0,0,0,0,-0.0576693276322168,0,0,0,0,0,0,0.143191892542935,0,-0.158993140852309,0,0,0,0,0,0,0,0.033161220441439,0,-0.0369526078777788,0,0,0,0,0,0,0,0,0,0,-0.0120559282275798,0,0,0,0.0446877693707984,0.0552613941017374,0
X601939.CH.EQUITY,0.141349994612002,0.318171848285871,0,0.167847080264713,-0.0689511436615237,0.0900715198628734,0,0,0,0,0,0,0,0.0492864942887694,0.148083327084141,0,0,0.0786930321453838,0,0,-0.0605945377166677,0,-0.0217907368071551,0,0,0,0,0,0,0,0,0,0,0,0,0.149946432982394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.527202391348002,0.0280501737848441,0,0,0,0,0,0,0.238320057967088,0.105547901840528,0,0,0,0,0,0,0,0,0,0.0757812041526539,0,-0.297229262151452,0,0,0,0,0.124743299726467,0,0,0.147910099480561,0,0,0,-0.175416981717605,0.119448220284774,0,0,0,0,0,0,0,0,0,0.110623040370173,0,0,-0.08452985749294,0
X5.HK.EQUITY,0,0,0,0,0,0.044325085943138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273936610092061,0,0,0,0,0.0208698399372826,0.0866414316430537,0,0.0747313343823654,0,0,0,0,0,0.443685493089784,0,0,0,0,0,0,0.27561701719897,0,0,-0.0616159356971947,-0.138137592156014,0,0
X601658.CH.Equity,0,0,0.0636135094883108,0,0,0,0.208469272305016,0,0,0,0,0.0614792044388834,0,0,0,0,0.290572756987155,0,0,0.0572888526468262,0,0,0,0.058509135095664,0,0,0,0,0,0.00788473627985309,0,0,0.0812258555228251,0,0,5.76980201352495e-05,0,0,0,0,0,0,0,0,0,0,0,0.0443039356904932,0,0
X601328.CH.EQUITY,0,0.263285425826877,0,0,0,0,0,0,0,0.034470823830305,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00775094681035627,0.245177035486269,0,0,0.134565273793621,0,0,0,0,0.218966424204598,0,0,0,0,0,0,0.0395004186200713,0,0,0,0,0,0,-0.218516526049144,0.141506879716834,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235348284798269,0.326367947946572,0,0,0,0,0,0.061429366121092,0,0,0.0847627069697893,0,0,0.140305734897942,0,0,0.117387300043117,0.19975326630677,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0134686100144941,0,0,0,0,0.027033024563407
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0342385291504056,0,0,0.0370988932015615,0,0.0675684038830192,0,0.385967544754202,0,0,0,0.19907833921813,0,0.029461173219757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425873102715688,0,-3.46944695195361e-18,0,0,0,0
X267.HK.EQUITY,3.46944695195361e-18,0,0,0,0.0709778135857016,0.115374224788629,0.0122829856874155,0,0,0,0,0.0328581061960872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187648025199751,0,0,0,0,0.115643705462158,0.0847145570766806,-0.192746703237376,0.0612505643042906,0.167839587878156,0,0,0,0,0.0663769039330397,0,0,0.246536047074087,0,0,0
X601166.CH.EQUITY,0,0,0,0.140493421298206,0,0,0.128410115865624,0,0.110646439831977,0,0,0,0,0,0,0,0.202345746578546,0,0,0,0,0,0,0,0,0,0,0.0290942748120915,0,0,0,0,0.0703723899150386,0.119167712208746,0,0,0,0,0,0.040254224180698,0,0,0,0.066110063566304,0,0,0,-4.33680868994202e-19,0,0
X601998.CH.EQUITY,0.0168646584312108,0,0.0333052005731898,0.0266398883452085,0,0,0,0,0,0,0.198543113432692,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.124606112982474,0.346450182287299,0,0,0,0.154207689585585,0,0.0376109114952136,0,0,0,0,0.106874651183724,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124625135903505
X600000.CH.EQUITY,0,0,0.0926322852734247,0.00301874015120003,0,0,0,0,0,0,0,0,0,0,0.11134377998317,0,0,0,0,0.171697876641008,0,0.513950465335819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471977125299251,-0.14857442109274,0,0,0,0.0536110337757122,0,0,0.0639582392862715,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194160600030995,0,0,0,0,0,0,0.248500034092209,0,0,0,0,0,0,0,0,0,0,0.0785823824049822,0.361203875312243,0,0,0,0,0,0,0.026818319026096,0,0,0.0464722635838522,0.0500012495336147,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.00171184250246952,0,0,0,0,0,0.0991170945884983,0.46543885480065,0,0,0,0,0.0849820186149942,0,0,0,0,0,0,0,0,0,0,0,0,0.259380961960494,0,0,0,0,0,0,0,0.0760015739591996,0.0079876244571131,-1.73472347597681e-18,0,0,0.0236171213753541,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.0397264816550048,0.091119530017401,0,0,0,0,0,0,0,0,0,0,0,0,0.324954565127864,0,0,0,0,0.191011788185385,0,0.175525881240382,0,0,0,0,0,0,0.379308315808739,0,0,0,0,0,0.151240138007104,0,0,0,0,0.0211496592147312,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.0185369792216363,0.181319061813079,0,0,0.254894172925885,0,0.0955437775263757,0,0,0,0,0,0,0,0,0,0,0,0.0414897820910676,0,0,0.0357246215842664,0,0,0,0,0,0,0.318115280772289,0,0,0,0,0,0,0,0,0,0,0.0129983950508556,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-0.00645867293404345,0,0,0,-0.0854231935450229,0,0,0.127971379523306,0.0525777034046961,0,0.0740871557790653,0,0,0.223891253582958,0,0,0,0,0,0,0,0,0,0,0,0,0.540362385333313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105506786018549,0,-0.0524424849340211,0,-0.0422209375140734
X601169.CH.EQUITY,0,0,0,0,-0.118563445300051,0,0,0,0,0,0,0,0,0.137326983305669,0.254885521726355,0,0,0.0770836488847416,0,0,0,0.115287105482412,0,0,0,0,0,0,0,0,0,0.292637078140017,0,0,0,0.105220281622172,0,0,0,0,0,0,0,-0.0691818126874885,0,0.0463803427943823,0,0,0,0
X600919.CH.EQUITY,0.0713159154831491,0,0,0,0,0,0.348061300139526,0,0,0,0,0,0.0297879379778418,0,0,0,0,0.0481834988642526,0,0,0,0,0,0,0,0,0,0.0668159110451224,0,0.394692264407273,-0.193029962529381,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0120079496750504,0,0,0
X2388.HK.EQUITY,0.108354277416036,0,0,0,0,0.0606825717678306,0,0,-0.0732937622254381,0.598934983025513,0,0,0,0.240431473621789,0,-0.112448399225182,0,0,0,0,0,0,0,0,0.374799142598219,0,0,0,-0.216243166013757,0,0,0,0,0.249124074332095,0,-0.609668315549162,0,0.0725123877387107,0,0,0,0,0,0,0,0,0,-0.46191575541038,0,0
X601229.CH.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0.0247785310169929,0,0,0,0,0,0.346722798706524,0,0,0,0,0.0825981863417708,0.262415230616955,0,0.0574583064985734,0,0,0,0,0,0.0871673029374194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111420581076905,0,0,0.00507048814385753,0.141201751584397,0,0,0
X1299.HK.EQUITY,0,0,0,-0.172823623932179,0,0,0,0,0,0,0,0,0,0,0,0.072202299666464,0.0419683967217662,0,0,0,-0.00930937888356247,0,0,0,0,0.168298251573771,0.102377143723462,0,0.445273326468896,0,0.0833259543160187,0.184341155543025,0,0,0,0,0,-0.0471067717261771,0,0,0,0,0,-0.242561170246522,0,0.0276506043626047,-0.0611668387721111,0,0,0
X002142.CH.EQUITY,0,0.0202561741530233,0,0,0,0.0741877686632298,0,0,0.304015360848598,0,0,0.0302333308575702,0.0275630890250862,0,0,0.121890641501179,0,0,0,0,-0.123496579411224,0,0,0,0,0,0,0,0,0.181297166952199,0,0,0,0,0,0.116710690448402,0,0,0,0,0,0,0,0.0219576494301985,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,-0.220470782288087,-0.180048020239142,0.159834130604212,0,0,0,0,0,0.314267944512792,0,0,0,-0.106585820274076,0,0,0,0,0.0328341819467483,0.288887332232655,0,0.0209499361464278,0,0,0,0,0,0.285130943993778,0,0,0,0,0,0,0,0,-0.119451450960743,8.67361737988404e-19,0,0,0,0,-0.0932853541003642,0,0.332884295229713,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0.0666210008261515,0,6.93889390390723e-18,0,0,0,-0.0429698522474025,0,0.217192911371516,0,0.0177582610744751,0,0,0,0,0,0,0.0285854954277343,0.0485357484215994,0,0,0,0,0,0,0,0,0.416879179233905,0,0,0,0,0,0,0,0.118052373047185,0,0,-0.0793599615134104,0,0,0,0,0,0.059865181721923
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125329279044158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201761448086971,-0.050016765535735,-0.0200173924346259,0,0,0.446246485090724,0,0,0.161926756985495,0.288159220099143,0,0,0,0,0,-0.070544452665111
X601009.CH.EQUITY,0,0,0,0,0.0618361511308439,0,0,0,0,0,0.465006076356704,0,0,-0.379499672233714,0,0,0,0,0,0.602562779452352,-0.0344374437640105,0,0,0,0,0,-0.216529683971741,0,0,0,0.16514684956116,0.0415748787117824,0,0,0,0,0,0.186842178680674,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,-0.000565058832293603,0,0,0.322004439689882,0,0,0,0.247052345405836,0,0,0,0,0,0,0.289664844380133,0,0.184822851225046,-0.105915877594342,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0280792417631068,0
