,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X601901.CH.EQUITY
X601166.CH.EQUITY,0,0.0746240635114625,0,0,0,0.254756059323097,0,0,0.023640803733914,0,0.0386409171022587,0,0,0,0,0.0125372611509824,0,0.0833046744917916,0,0,0,0,0,0,0.195873119038194,0,0,0,0,0,0,0.00653639165107656,0.0520081712372951,0,0,0.108413057673041,0.118447907175305,0,0,0.0341913287774966,0,0,0,0,0.0154651285474192,0.0141721114261813,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.214373814960446,0,0,0,0,0,0,0.314314996289851,0,0,0,0,0.126120666199891,0,0,0,-8.67361737988404e-19,0,0,0,0.0859196173825259,0,0,0,0.109541625286266,0,-1.73472347597681e-18,0,0,0,0,0,0.12136952225202,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.173032561536096,0,0,0,0.496775757979188,0,0,0,0.0385275172158224,0,0,0,0,0.0210369915199218,0,0,0,0,0,0.0618479212354944,0,0,0,0,0,0,0,0.0170195180211305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00766788645286105
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723511248643556,0,0,0,0.102150674160744,0.305818470182796,0,0,0,0,0,0,0.00257620111697783,0.286667701521857,0,0,0,0.18501095888416,0,0,0,0,0,0,0,0,0,0,0.0479994583499526
X000001.CH.EQUITY,0,0,0.323986389373251,0,0.0144570995602103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18213636170129,0,0,0,0,0.0569211392387775,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.12020198598956,0,0,0.27054618876969,0,0
X601601.CH.EQUITY,0,0,0.0314258463799505,0.0504907284025716,0,0,0,0,0,0,0,0,0,0,0,0.0218648500448288,0,0,0.410038108000977,0,0,0,0,0,0,0.0251778743202157,0,0,0,0,0,0,0.175329868163614,0,0,0,0,0.169433777285718,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.103215550777661,0,0.0617873493167225,0.123319230155434,0,0,0,0,0,0.227664928413505,0,0.0780319114109818,0,0,0,0,0,0,0,0,0,0,0,0.0329434271660369,0,0,0,0,0,0.134811829218961,0,0,0,0,0.241534722822634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.210617309188721,0,0,0,0,0,0.186863564388897,0,0,0,0,0,0,0.0349383495574184,0,0,0.219053086765084,0,0,0.0552235385895222,0,0,0,0,0,0,0,0,0,0,0,0,0.244997661161573,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.245868601375368,0.320151965059489,0,0,0,0,0,0,0,0,0,0,0,0,0.61534352745851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146544963376292,0,0,0,0,0,0,0,0,-0.0639296874113402,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,-0.139614481393536,0,0,0,0,0,0,-3.46944695195361e-18,0.326105102817964,0,0,0,0,0,0.346053885020807,0,0,0,0,0,0,0,0.118752747756052,0,0.0132642290406592,0,0,0,0.0901204004939901,8.67361737988404e-19,0,0.0309748227541226,0.12646546255346,0,0,0,0.073367626776671,0,0,0,0,0,0,0.0246734651179532,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.141232545841642,-0.0882834857112121,0.137286724711033,0,0,0,0,0.145037640836184,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.579654624188997,0,-0.12631969486351,0,0,0,0,0,0,0,0,0,0,0,0,0.0818493337004986,0,0,0,0,0.295814941957185,0,0,0,-0.0768051008068888
X601998.CH.EQUITY,0,0,0,0.0685608738619214,0.143715728382752,0,-0.0520594119592304,0.0124940154532295,0,0,-6.93889390390723e-18,0,0.132503283536458,0,0,0,0,0,0,0,0,0,0,0,0.0790924953787128,0,0,0,0,0.0328432134860427,0,0,0,0,0,0.472541767689718,0,0,0,0,0,0,0,0,0,0,0.106117028667042,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.119051354513688,0,-0.269531784604587,0,0,0,0.311872649138528,0,0,0,0,0,0.157505684140374,0,0.106449293372398,0,0,0,0,0.145076565634304,0,0,0,0,0,0,0,0.140506604361339,0,0,0,0.0131993283636003,0,0,0,0,0,0,0.0552868356385268,0,0,0.128386911280568,0
X601818.CH.EQUITY,0,0,0.0617917489409373,0.0119042798066697,0.0869959274066204,0,0,0,0,0,0.245138648017124,0.288327129188247,0,0,0,0,0,0,0,0,0,0,0.248750789170297,-0.0103431878904492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264279629528576,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160932961414051,0,0.0859353686750799,0.0719907846434267,0,0,0,0,0,0,0,0,0,0,0.211947126379552,0,0.0888909848948585,0.0507570078958424,0,0.110323725274482,0,0,0,0,0.27583337617999,0,0.0363307701341941,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0121492963938278,0,0,0,0.111759883979117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154739911653192,0,0,0,0,0,0.145550550997249,0.157553366689008,0,0,0.234658349424429,0,0,0,0.0298926889576953,-3.46944695195361e-18,0,0,0,0,0.18533039852654,0.00195118141429235
X002142.CH.EQUITY,0,0,0.124604023356013,0,0,0,0,0,0.197745871654245,0.358352594354167,0,0,0,0,0,0.286811033415845,0,0,0,0,0,0,0,0.0822682489656683,0,0,0,0,0,-0.0955892497171829,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14777968696071,0,0,0,-0.0720269790538883
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287904672874855,0.105628169772996,0,0,0,0,0,0,0,0,0,0,0.182250384196993,0,0,0,0,0,0,0,0,0.202268003146134,0,0,0,0.254816373159783,0,0,0,0,0,0,0,0,0,0.262469364659071,0
X2882.TT.EQUITY,0,0,0,0,0,-0.0625559944985835,-0.0230565377701752,0,0,0,0.109657358667959,0,0,0,0,0,0,0,0.189286787830123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.633384804856009,0,0,0,0.156659995259393,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.0297054960945389,0,0,0,0,0.167230437466685,0.247832065116017,0,0,0.0503128446177979,0,0,0,0,0.185559842687632,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.044164477042289,0,0,0,0,-0.150421870552039,0,0,0.163365621487604,0,0,0,0,0.189848694344802,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.0938409226793157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427632989642968,0,0,0,0,0,0,0,0.0349429114920528,0.164681025983085,0,0,0,0,0,0,0,0,0.00216193556779138,0,0.163587524994189,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.0491005401887428,0,0,0,0,0,0.0371454339320454,0,0,0,0.0755506450159478,0.425463222127224,0,0,0,0,0,0,0,0,0,0,0,0.0855339719525294,0,0,0,0,0.0578593581849278,0,-1.73472347597681e-18,0,0,0,0,0.11473991749712,0,0,0.0865190800165662,0,0,0.063214375044297,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169385392013134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044090613102259,0,0,0,0,0.131137147506658,0,0,0,0.0474681049638875,0,0,0,0,0.218442967697774,0,0,0.103835062138292,0,0,0.256284511142703
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0547435464018574,0,0.44401483237395,0,0,0,0,0,0,0,0,0,0,0,0.0790265034945863,0,0,0.0855079780760288,0.0399840098404791,0.0164971292514449,0,0.00358916793797079,0,0,0,0,0,0,0,0,0,0,0,0.0369754993064768,0,0,0.0884227712506324,0.194703123871825
X601169.CH.EQUITY,0,0.0788501281348245,0,0,0,0,0,0,0,0.00216527771616363,0.033078842016995,0,-1.38777878078145e-17,0,0,0.115861015277692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24001218078276,0,0,0,0,0,0.367435424629158,0,0,0,0.157690569255986,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,-0.103467072596636,0,0,0,0,0,0.158133937574383,0,0,0,0,0,0,0.143602869892134,-0.0231162069695997,0,-0.00981549545706943,0.436499106720313,0,0,0,0,-0.275093063367968,0,0,0,0,0,0.44282222790396,0,0,0,0,0,0.135859537226886,0,0,0.0851968152493038,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.157823140976212,0,0,0,0,0,0,-0.130351294096179,0,0,0.170141305161207,0,0,0,0,0,0,0,0,0,0,0,0,0.238837964374579,0,0,0,0,0,0,0,0,0,0.394130301068213,0,0.0285176156015978,0,0,0,-0.00647524442475232,0,0.00888973430383404,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714014450480139,0,0,0.533566654580249,0,0,0,0,0,3.46944695195361e-18,0.0137693826259252,0,0,0,0,0.112582779992583,0,0,0,0,0,0,0.0561786106028757,0.140238606981198,0
X2886.TT.EQUITY,0,0,0,-0.0328396006474315,0,0,0,0.0742501504435577,0,0,0,0,0,0,0,0,-0.0458751546106457,0,0,0,0.13776092542388,0,0,-0.0176313284495642,0,0,0,0,0,0,0,-0.0884613532472669,0,0,0,0,0,0.299952175012498,0,0,0,0,-0.00948369460621734,0,0.557901387819993,0.0362872882126605,0,-0.0314941498992347,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0426076034003433,0,0,0,0,0,0,0,0,0.00650351376738278,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0102549769451888,0,0,0.304872028512325,0,0.111768223477019,0,0,0,0,0,0,0,0,0,0,0,0,0.0294257519113235,0,0,0.160258947806618,0,0.0934059424731786,0.225418408016855
X2891.TT.EQUITY,0,0,0.0332099863249096,0,0.053685379653917,0,0,0,0.0837530165165757,-0.0123782782053176,0,0,-0.576922243418957,0,-0.0711596964925266,0,0.0574964284808985,0,0,0,0.0707128209009871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521325067866123,0.149573140479195,0,0.37809591306182,0,0,0,0,0.172265059533463,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221022685053898,0.137628474396369,0,0,0,0.312733168905524,0,0.192865044195024,0,0,0,0,0,0,0,0,0.235795850688167,0,0.0799772284539606,0,0,0,0,0,0,0,0,0,0,0,0.0775270477438764,0,0
X601881.CH.EQUITY,0,-0.148771986650191,0,0,0,0.0427887679968485,0,0,0,0,0,0,0,0.0202300674354291,0.378597007179033,0,0,0,0,-8.67361737988404e-19,0,0.0834616892585009,0,-0.016109163562562,0,0,0,0,0,0,0,0.112273972820877,0,0,0,0,0,0,0,0.0671524722952027,0,0,0,0,0,0.0890749274285806,0,0,0.436174304880926,0.12195794041812
X2884.TT.EQUITY,0,-0.224526482126307,0,-0.0441221804773721,0,0,0,-0.186197130363076,0,0,0,0,0,0.0290652644721617,0,0.269706395863048,-0.192852189117017,0,0,0,0,0,0,0,-0.0473598872472451,0,0,0.183025019859728,0,0.155905890838431,0,0,0,0,0,0,0.449453367906976,0,0,0.248667291689573,0,0.280843933057241,0,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,-0.18024285838144,0,0,0.0201724774758037,0,0.0637948159704179,0,0,0,0,0,0,0,0,0,0,0,-0.166229025046331,0,0,0.00639152359580153,0,0.158022847845684,0,0,0,-0.0642184299808288,0,0.660277330980744,0,0,0,0,0,0,0,0,0.129411929494064,-6.93889390390723e-18,0,0.00783122792525887,0,0,0,0,0,8.67361737988404e-19
X600919.CH.EQUITY,0,0,0,0,0.0319114450630405,0,0,0,0,0.0429256108557128,0,0,0,0,0,0,0,0.0695179534810513,0,0,0,0,0.215261113500356,0,0,0,0,0,0,0,0,0,0,0.213117329242505,0,0.217252679227935,0,0,0,0,0,0,0,0,0,0,0,0.125430578780772,0,0
X601009.CH.EQUITY,0,0,0.0174422760083098,0.0347024883147771,0,0,0,0,0.0105968578035457,0,0,0,0.0266704409623581,0,0,0.149369563690923,0,0.215342436160618,0,0,0,0,0.0640543303479892,0,0.0721052561520777,0,0,0,0,0,0.0167455508643995,0,0,0.0600974656808391,0,-2.16840434497101e-19,0,0,0,0,0,0,0.242850000142212,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,-0.0943025845653083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047803941538006,-0.0441428219774451,0,0.0115674258415692,0,0,0,0,0,0,0,0,0,0.118234962392719,0.094212320763773,0,0,0,0.354043075566323,0,0,0,0.0230139379610701,0.34951091200034,0,0.0769331481390811,0,0,0,0.0120876559249091
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0501362100569504,0,0,0,0.213266781851156,0,0,0,0,0.137729812971487,-0.0313976346916508,0,0,0,0,0,0,0,0,0.371483771766273,0,0,0,0,0,0.131829882595819,0,0,0,0,0,0,-0.101021791410154,0,0.223549202130149,0,0,0,0,0,0
