,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.122779904954535,0,0.129999840731141,0,0,0,0,0,0,0,-6.93889390390723e-18,0.501680474247229,0,-0.0507972760784138,0,0,0,0,0,0,0,0,0,0,0.0656522776828848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710598939141476,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.157785396223905,0,0.0473187903715334,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0562084828251637,0.183329336043596,0,0,0,-0.240556533937873,0,0.449079447854248,0.0132640308854006,0,0,0,0,0.250482627247829,0,0,0,-0.0964720953589911,-0.0504709886538299,0,0,0,0,0,-0.0463019571006751,0
X601939.CH.EQUITY,0.279646150271239,-0.0130570813668529,0,0.291115471890402,0,0.0866129755480982,0,-0.0768761652482482,0,0,0,0,0,0.0361089631951855,0,0,0,-0.0121501086545304,0,0,0,0,0,0,0,0,0,0,0,0.432494421783743,-0.0747790452637044,0,0.0954998304244122,0,-0.0481744771057382,0,0,0,-0.00774600927714921,0,0.00960830192820686,0,-0.0557881304796062,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.547935256211835,0,0.153786408439187,0,0,0.148514258977472,0,0.063361569401577,0,0,0,0,0,-0.0105919715971121,-0.0159251233928389,0,0,0,0,0,-0.14120022791296,0,0,0,0.011661759905213,0,0.00624482181101889,0,0,1.73472347597681e-18,0.0503770168152593,0,0,0,0,0,0,0,0,0.266177957526135,0,0,0,0,0,0.00759732365424966,0,-0.0818418015982986,-0.0452876440997702,0
X5.HK.EQUITY,0,0,0,0.0802035915263181,0,0,0,-0.335279919714147,0,0,0,0.167672601841665,0,0,0,0,0.727523139272303,0,0,0,0,0.0578353475591774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225281969303707,0.0286779787818631,0,0,0,-0.0109235072619766,0,0,0,0,0,0,0,1.38777878078145e-17,0
X601988.CH.EQUITY,0,0,0.0863813537818765,0.257368977658157,0,0,0,0,0.0269721496347145,0,0.134744069910644,0,0,0,0,0,0,0,0.442709713555208,0,0.149397999430288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00978974136156475,0,0,0,0,-0.0234568503438368,0,0,0,0,-0.254424832456426,0
X600036.CH.EQUITY,0,0.0616592677783556,0,0,0.0346832107019738,0,0,0.262211383634293,0,0,0.0590311197924667,0.078031538952695,0.176300893872812,0.188115431505896,0,0,0,0,0,0,0,0,0.0896698765222851,0,0,0.0598841940240942,0,0,0.013252024803138,0,0.0620804836125735,0,0,0,0,0,0.0250608091612353,0,0,0,0,0,0,0,0,-0.108735828353133,0,0,-0.0726313840050604,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.204525922236708,0,0,0,0.0587176342184105,0,-0.0535903577562365,-0.199988092943383,0,0.374274840391466,0.293482365319348,0,0,0,0.0822321052869835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131066542777066,0,0,0.059822596934708,-0.0178130455312385,0.109417959014819,0,0,0,0
X601628.CH.EQUITY,0.0725530395256395,0.425508690040161,0,0,0,0,0,0,0,0,0.0227981833408736,0,0,-0.0784704763355527,0,0,-0.157251396249931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150855089611411,0,0,0,-0.128551708480107,0,0,-0.149830649661253,0,0,0,0,-0.0641045144078823,0,0,0.144476665699082,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0147084289643481,0,0,0,0,0,0,0,0,-0.0137302821292047,0,0,0.0145115254243472,0,-0.00791252967731629,0.0406136710346862,0,0,0,-0.0176404018176702,0,0,0,0,0.00863433082866156,0.0115721108523524,0,0,0,0.0109306207157868,0.0131346513411893,0,0,0,0,0,0,0,0,0.00786678639818699,0,0,0,0
X601166.CH.EQUITY,0,0,0.0936461684216275,0,0,0,0.348891347847849,0,0,0,0,0,0,0,0.156572916545995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678963419176528,0.117285516920014,0,0,0,0,0,0,0,0,0,0.0888284929632041,0,0,0.150594052226572,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00730167449163918,0,0.345798287428143,0,0,0,0,0,0.0814453021636851,0.180923001543348,-0.0513295097029502,0.199064874849633,0,0,0,0,0,0,0,0,0,0,0.162350495879365,0,0,0,0,0,0,0,0,0.0422751902101024,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.000599848106010618,0,0,0,1.0842021724855e-19,0.145979057522366,0,0,0,0,0.437166720984415,0,0.0832465037132365,-0.0557339246537084,-0.01105021710423,0,0,0.0023155381051305,0,0,0,0,0.174000094343076,0,0,0,0,0,0,0,0,0,0,0,0.0276530329093469,0.0519454411491349,0.198589670492414,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.00803813828965104,-0.0701185080553183,0,0,0,0,0,0,0.182343339479442,0,0,0,0,0,0,0,0,0,0.0514161845813464,0,0,0,-0.108042135040998,0.198105700436725,0,0,0,0.19872900899655,0,0,0.0429027793021687,0,0,0,0.507234580511413,0,0,0,0,0,0,0,0,0,0,0.126444930151742,0,-0.209300781982917
X601601.CH.EQUITY,-0.0833915699874681,0,0,0,-0.15492532335068,0,0,0,0.352547672145256,0,0.31560726100413,0,0,0,0,0.131014049335588,0,0,0,0,0.320838019210862,0,0,0,0.0400417257909938,0,0,0.13214362468332,0,0.127862514133631,0,0,0,0,0,0,0,0,0,0,0.0259598810957217,0,0,0.0191794901184956,0,-0.0847298906066899,0,0,0,0
X388.HK.EQUITY,0,-0.0848235019238858,-1.73472347597681e-18,0,0,0,0,0.545153400560618,0,0,0,-4.33680868994202e-19,0,0,0.0203412455329507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.442295824927446,0,0,0,0,0,0.146233575517337,0,0.104636088200195,0,0,0,0.0780686274932849,0,0,0,0.493727550226221,0,0,0,-0.188455381250204,0
X11.HK.EQUITY,0,0,-0.0108330156354486,0,0.223971893202941,0,0,0.204614826532144,0,0,0,0,0,0,0,0,0,-0.0609008523205899,0,0,0,0.527135843662402,0.251264636420176,0,0,0,0,0,0,-0.124824255577046,-0.231537002208208,0,0,0,0,0,0,0.0616372532871843,-0.110916001621349,0,0,0,0,0.0299440106449106,0,0,0,0,0.0147980660173514,0
X601319.CH.EQUITY,0,0,0.0608018347592253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122774515533923,0,0,0,0,-0.102012776828468,0,0,0,0,0,0,0.0586794400861677,0,0,0,0,0.0644007963664607,0,0,0,0.152599055275172,0,0.235511288886075,0.205597226865848,0,0,0,0,0
