,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,-0.322679839090637,0,-0.213611901838467,0,0,0,0,0,0,0,0.810788637992926,0,0,0,0,0,0,0.0292234130608129,0,-0.213373420143563,0,0,0,0,0,0,0,0,0.745328262638086,0,0.0324107847530686,0,0,-0.232652166414975,0,0,0,0,0,0,-0.111338868701952,0,0,0,-0.0406871010320643,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.127695459590563,0,0.0798291227636702,0.035366812686734,0,0,0,0.100223370266826,-0.0989475077474587,0,0,0,0,0,0,0.114516833811558,0,0,0,0,0,0.343683109726769,0,0,0,0.0517755305771369,0.0154013559595349,0,0,0,0,0,0,0.0239166162571956,0,0,0.0369535932195173,0.0715132262649658,0,0,-0.0137229528419628,0
X601939.CH.EQUITY,0.232850421627131,0,0,0,0.0495854947966726,0.127018144490679,0,0,0,0,0,0,0,-0.0408973842393157,0,0,0,0,0,0,0,0,0,0,0,-0.255629151442619,0,0,0.343473288369555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275468223082036,0.199139560308321,0,-0.038775218906992,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.0921403107343239,0.0573036624692078,0,0.642585899935047,0.141772955835725,0,0,-0.443299007455267,0,0,0,0,0,0,0,0,-0.76638781374913,0,0,0,0,0,0,0.340864102958014,0,0,0,0.0615735205112571,0.39393224295794,0,0,0,0,-0.147810588591108,0,0,0,0,0,0,-0.199724858847329
X5.HK.EQUITY,0,-0.0321572585652132,0,0,0,-0.00849383476037511,0,0,0,0,0,0,0,0,0,0.064906755043003,0,0,0,0,0.439861540606403,0,0,0,0,0,0,0,-0.00776048357582139,0,0,0.11202779595511,0,0,0,0,0,-0.0983778319265165,0,0,0,0.258522190427846,0,0,0,0.0881273533208792,0.0918266813648683,0.081642890692555
X601988.CH.EQUITY,0.207916259793038,0,0.014148345207795,0.666154936360854,0.109533311813149,0,0,0,0,0,0.13386592277279,0,0,0,0.179701671773417,0,0,0,0,0.0287669275996121,0,0,0,0,0,0,0,0,0.0951566510037761,0,0,0,0,0,0,0,0,0.0356158047401022,0,0.0158091846154747,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.162693509271572,0,0,0,0,0,0,0,0.134474518956554,0.0884825886204005,0,0.249470312184869,0.0594614483847017,0,0,0,0.0817743730041255,0,0,0,0,0.1396230843164,0,0,0,0,0.0723636641571538,0,0,0,0,0,0,0,0,0,-0.100611860676378,0,0,-0.0666654789081758,0,0.303871224448664,0,-0.0535960691126391,0.0489516886027013,0.244807142590305,0
X1299.HK.EQUITY,0.11367700985192,0.0830240908212961,0,0,0.145116641863659,0,0,0,0.114440970858356,0,0,0,0,0,-1.73472347597681e-18,0.198940775307889,0,0.218551002664915,0.0429572981199997,0,0,0,0,0,0,0,0,0,0,-0.146207372642456,0,0,0,0,0,0,0.0370417332859472,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.021573092418021,0.0557570386435091,0,0,0,0,0,0,0.0277245522684994,0,0,0.387170544888088,0,0,0,0,0.0358733509480072,0,0,0,0,0,0,0,0.0620562317813543,0.0978869141427152,0,0,0,0,0,0,0,0,0.112500087802022,0,0.0904057413193534,0,0,0,0,0,0,0.0150784705440515,0,0
X601328.CH.EQUITY,0,0.175042434318695,0.0135660658814589,0,0,0,0.278009862047659,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.239725206486304,0,0.0287586447994969,0,0,0,0,0,0,0,0,0,0,0,0,0.234947764667632,0,0,0,0,0,0,-0.337275304536947,-0.148839244885082,0,0,0,0.358345728565763,-0.108062084214113,0
