,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0.390616492089698,0,0,0,0,0,0,0.210670888403825,0.0711884968839968,0,0.160118980164179,0,0.0757402367244416,0,0,0,0,0,0,0,0,-0.0062012997762925,0,0,0,0.0738677012280637,0,0,-0.0168249025078426,0,0,0,0,0,0,0,0,0,0,0,0,0.0562647589235812,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0545912723420266,0.0384032598328447,0.108491897427122,0,0,0,0,0.382204833789546,0.0851933956440182,0,0,0,0,0,0.103490967006836,0,0,0,0,0,0.0657071924293818,0,0,0.0798631511465875,0,0,0.0515989723962527,0,0,0,0,0.0832045214611497,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.207168318049904,0,0,0.52463205166095,0,0.0271864330918465,0,0,0,-1.73472347597681e-18,0.0892846602383486,0,0,0,0,0,0,0,0,0,0,0,0.0344633540345887,0,0,0,0,0,0,0.0461550092207247,-1.73472347597681e-18,0,0,0,0,0.00581045553949969,0,0,0,0,0,0,0,0.048235956930253,0,0,0.0340241699447314,0
X601288.CH.EQUITY,0,0.0255457399431241,0.364556751090606,0,-0.00664929726870728,0,0,0,0,0.113049709159428,0,0,0,0,0,0,0,0,0,0,0,0.201316599056085,0.167134480177105,0,0,0,0,0,0.0201577562253411,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325652861941013,0,0,0,0,0.0313526753180179
X5.HK.EQUITY,0,0,0,0,0,0,0,0.128926895876772,0,0,0,0,0.0628806343291385,0,0,0.162668124476377,0.183497439019579,0.0263461749657723,0,0,0,0,0,0.212245829386796,0,0,0,0.00032194446486618,0,0,0,0,0,0,-0.145122873163912,0.111822521209274,0,-0.0214501487537602,0,0.49682065315554,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.164479417520286,0.0461290299093849,0.0637390931063703,0,0.0130480393954426,0,0,0,0.145422502366327,0,0,0,0.105560827462537,0.147264426880954,0,0,0,0,0.391436983568666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310410224364203,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0636231850552341,0,0,0,0,0,0,0.00329195721986714,-0.0257896656806083,0,0,-0.0228707207909705,0,0,0,0,0,0.777115585307211,0.0810224218048337,0,-2.16840434497101e-19,0,0,0,0,0,0,0.150235252881549,0,0.0411235598397037,0,0,0,0,0,0,0,0,0,0,0,0,0.0661052057747444,0
X1299.HK.EQUITY,0,0.102942755229087,0,0,0.174626196495405,0,0,0,0,0.0948511672030408,0.219029209014483,0,0.229597076890365,0,-0.0530973916161115,0,0.282326456062778,0,0,0,0,0,0,-3.46944695195361e-18,-0.0132480018526498,0,0,0,0,0,0.276874841222685,0,0,-0.134787055351984,0,0,0,0.0729516455796969,0,0,0,0,0,-0.489623939943327,0,-0.22497294476746,0,0
X601628.CH.EQUITY,0,0.153140893816332,0,0,0,0.000496542932282382,0.00552791530846993,0,0,0,0,0,0,0,0.0795967026785231,0,0,0,0,0,0,0.17157398220516,0,0,0.37503971960005,6.93889390390723e-18,0,0,0.21114030082614,0,0,0.011305337632181,0,0.0313910787029424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.020492851275725,0.172828554192051,0,0,0,0.11594547558379,0,0,0,0,0,0,0.233391189935813,0,0,0,0,0,0.235652678616425,0,0,0.0658943804776206,0,0,0,0,0.200767147153457,0,0,0,0,0,0,0,0.0213268431802779,0,0,0,0.0180042290165428,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.285691395161358,0,0,0,0.17892212712674,0,0,0.03414508228396,0,-0.0467637905394001,0,0.200545495729006,0,0,-0.0167772161857289,0,0,0,0,0.0617138838418044,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.150489777207079,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.229423988979339,0,0,0,0,0,0.0703044614680768,0,0,0,0,0,0,0.297731554744124,0,0,0.426933637272542,0,0,0.104662293842168,0,0,0,0,-0.345393289686233,0,-0.133283260761489,0,0,0,0,0,0,0,0,0,0.304659090645521,0,0,0.141879695299188,0
X11.HK.EQUITY,0,0,0,0,0.0734001418998738,0,0,0,0,-0.251224405802005,0,-0.127094861218019,0,0,0.0774400652081337,0.103300925773575,0.196083055945821,0.671379590468441,0,0,0,0,0,0.0978857115320562,0,0,0,0,0,0,0,0,0.191286995354504,0,0.0113304261010845,0,0,-0.153587761597682,0,0,0,0,0,0,0,0,0,0.24044930255035
X600000.CH.EQUITY,0,0,0,0,0.019449547097026,0,0.169212617492072,0.14339905876132,0,-1.38777878078145e-17,0.148313119944486,0,0,0,0,0,0.000348131068925043,0,0,0,0,0,0,0,0,0,0,0.14677975329519,0,0,0,0,0,0,0,0,0,0.0241739111843339,0,0,0,0,0,0,0,0,0.124411093438919,0
X601601.CH.EQUITY,0,0.117247119261606,4.33680868994202e-19,0,0,0,0.217651011379155,0,0,0,0,0,0,0,0,0,0.0100429822646333,0,0,0,0,0,0,-0.016601614331833,0.176050597260622,0,0,0,0,0.0967730754941519,6.93889390390723e-18,0,0,0,0,0,0.0593124401141548,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.273005584707085,-0.371648926318152,0,-2.77555756156289e-17,0,0,-0.115622637612751,0,0.136779242103574,-0.0274667948874692,0,0,0.349948473639003,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.058866311089002,0.445004011499317,-8.67361737988404e-19,0,0,0,0.115170454235218,0,0.330756951956261,0,0,-0.143150609134172,-0.448486289145743
X388.HK.EQUITY,0,0.00875051224391229,0,0,0.148152788932814,0,0,0.199810001952346,0.119357805481078,0,0,-0.161310480250649,1.73472347597681e-18,0.18147896798727,0.203032888404003,0.190149667738292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149557237738498,0.0842484709857532,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.517738114836735,-0.189015179274682,-0.195403237888184,-0.212636377985872,0,0,0,0,0,0,0,0,0.087653084582784,0,0,0,0,0,0,0.142012998971376,0,0,0,0,0,0,0,0,0,-0.371560884943661,0,0,0,0,0,0.0430874633527342,0,0,-0.123425323547663,0.296595037899736,0,0.372638137709644,0,0
