,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X600918.CH.Equity,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0.290191480593427,0,0.246382919971814,0,0,0,0,0.0729520410650337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409795195223544,0.162669926440463,0,0.113990452545548,-0.33195317272967,-0.129305146278686,0,0,0,0,0.0666783935774497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759751040713971,0,0
X601939.CH.EQUITY,0.0688368942687324,0,0,0.310676675114055,0,0,0,0,0,0,0.0812792654105536,0,0,0.170161324205932,0,0,0,0,0,0,-0.101698035064795,-0.0974589106041495,0.24787414621483,0,0,0,0,0,0,0,0,-0.0426789688150521,0,0,0,0,0,0.160879130490672,0.0508792684818235,0,-0.0487932273716972,0,-0.0102192276426315,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.116183381274203,0,0,0,0.285806265574214,0,0,0,0,0,0,0,0.00732288003742428,0,0,0,0,0,0,0,0.0108681141805488,0,0,0,0,0,0,0,0,0,0.299147120709889,0,0,0,0,0,0,0,0,0,0,0,0.0808329036774039,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.508694252018387,0.0727847230705637,0,0.246631944958592,0,0,0,0,0,0.102983383976246,0,0,-1.73472347597681e-18,0,0,0,0.0181568916853372,0,0,0,0,0,0,0,-0.0264733824829995,0,0,0,0,0,0,0,0,0,0,0,-0.00873461342673926,-3.46944695195361e-18,-0.0687377795569873,0,0,0,0.0061662066855701,0,0,0,0,0.063376745455753,0
X601988.CH.EQUITY,0,0.196774862269261,0,0.186698606370179,0,0,0,0,0,0.398098360357511,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.179443124446802,0.279076330222432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138956422075864,0,0,0,0,0,0,0,0,0.19467660822922,0
X600036.CH.EQUITY,0,0.133242271723044,0,0,0,0,0,0,0.123644078673274,0,0,-0.0384673888668193,0.178029716866424,0,0,0.179345673193152,0,0,0,0,0.0788278004230026,0,0,0,0,-0.00779804763408492,0.35699601523986,0,0,0,-6.93889390390723e-18,-0.0322757348447125,0,0.0460272883894456,0,-0.0418763202126298,0.00774539058336906,0,0,0,0,0,0,0,0,0,0.125453340139626,0,-4.33680868994202e-19,0
X1299.HK.EQUITY,0,0,0.0172812098961028,0,0,0,0,0.18454565362643,0,0,0.342819132776368,3.46944695195361e-18,0,0.0640679772359998,0,0,0,0,0.330475688689551,0.0112639834292752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416466585708934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0240107846941467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.462836822099789,0.659387460904312,0.0199422782092824,0,0,0.648347292233558,0,0,0,0,0,0,0,0,0,0,0,-0.0940156434353704,0,0.236387344780311,0,0,0,0,0.0681086328014768,-0.130835543482066,0,0,0,0.0825428890506947,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.143362290320032,0,0,0,0,0,-0.137956909485773,0,0,0,0,0,0,0.396402288641219,0,0.137143487981664,0,0,0,0,0,0.0320333775847345,0.0589038306771223,0,0,0.0267679915051891,0,0,0,0,0,0.083245590638313,0.208412097617997,0,0,0,0,0,-0.0323524748570098,0.0562400580188104,-0.0392565059931703,0,0,0,0
X601658.CH.Equity,0,0,0,0.126340049510542,0,0,0,0,0,0,0,0,0,0,0,0,0.355947671838573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420444182213808,0,0,0,0,0,0,0.0276421353668125,0,0.227774303386934,0.037930033393306,0,0,0
