,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601696.CH.Equity,X600919.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.208758628352424,0,0.504718393480496,0,0,0.0425570932643178,0,-0.0722331599626892,0,0,0,0,0,0,0,0.0224843609078058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187960036363167,0,0,0,0,0,0.175509150267712,0,-0.0249887505176235,0.0582765349286577,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0246395100201307,0,0,0,0.137536975248067,0.0506761406879827,0,0,0,0.496134241058013,0,0,0,0,0,0,0.0296889048204862,0,0,0,0.0404090019516024,0,0.0962680176811076,0,0,0,0,0,0,0,0,0,0,0,0,0.157357956519825,0,0,0,0,0
X601939.CH.EQUITY,0.0517708311692496,0,0,0,0.295476701479158,0,0,0,0,0,0,0,0,0.18719021259809,-0.146371610310466,0.148888818855987,0,0,0,0,0,8.67361737988404e-19,6.93889390390723e-18,0,0,0,0,0,0.12424485939937,0,0,0,0.13826931407743,0,0,0,0,0,0,0,0,0,0.120570638456617,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0511801043839677,0,0,0.175468116203883,0,0,0,0.168306952673676,0,0,0,0.0241145043149941,0,0,-0.0260010368837573,0,0,0,0.210791278806123,0,0.231397834298031,0,0,0,0,0.181515575366537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.409141428264393,0.127634881358916,0,-0.036093755790641,0,0,0,-0.058270721138655,0,0.0210877160564664,0,0,0,0.0779134526847894,0,0.132267355313639,0,0,0,0,0,0,0,0,0,0,-0.0334447374997585,0,0,0,0,-0.0442228293426807,0,0,0,0,0,0,0,0,0.26427961541208,0.0968770225473516,-0.00845836150127897,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.246128663796334,0.0927471942591501,0,0.0377231325504905,0,0,0,0,0,0,0,0,0.235224108439538,0,0,0,0.0237281684548938,0,0,0,0,0.0781535884415193,0,0,0.0755438763045297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137019676735213,-3.46944695195361e-18,0,0,0.129322878129426,0
X601988.CH.EQUITY,0,0,0,0,0,0.0791857427339447,0,0,0,0.0150308921058676,0,0,0,0,0,0,0,0,-0.0357563414407087,0,0,0,0.0035157986006275,0,0,0.0525491077897648,-0.0253107904464825,0,0,-0.187648482682506,0,0,0,0,0,0,-0.0479898963223518,-0.0161246241242933,0.940721226075863,0,0,0.0437107474297173,0,0,0,-0.0709790722664606,0.173871311175254,0,0,0
X1299.HK.EQUITY,0,0,-0.153418302360825,0,0,0,0,0,-8.67361737988404e-19,0.275797542087523,0.0113350669964417,0,0,0,0.0891100750556313,0,0,0,-0.0356211633359322,0,0,0,0.0592700271769894,0.389523288190775,0,0,0,0,0,0,0,0.201144697320361,0,0,-0.0314752952511125,0.207062416559165,0,0.076237833419439,0,0,0,0.087294455048636,0,0,0,-0.113314791252639,-0.145279921812325,0,0,0
X5.HK.EQUITY,0,0.113734996772789,0,0,0,0,0,0,0,0,0,-0.209923136765639,0,0,0,0,0,0,0,0,0,0,0,0.0200228215382219,0,0.329109157807159,0,0,0,-0.113406828806005,0,0.228325217220416,0,0,0.0283719929559866,0.237726965903992,0,-0.019218729433198,0,0.131730005677816,-0.00380660066063343,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0810478895415787,0,0.294303552089399,0.0428010345992912,0,0,0,0,0,0,0,0,0,0,0,0,-0.333081149247431,0,4.33680868994202e-19,0,0,0.048080515615945,0,0,0.218177427043816,0,0,0,0,0,0.380489091316156,0.250183291513697,0,0,0,0,1.73472347597681e-18,0,-0.0115000541778081,0,0,0.118222817054254,0,0,0,0,0,-0.347571682832477,0
X601658.CH.Equity,0.126095509804766,0.1221033035145,0.147774642519025,0,0,0,0,0,-0.124148104595564,-0.0285450547548797,0,0,0,0.0276685206249258,-0.0396847027984433,0.234028256422959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0885499082192598,0,0.140206087980419,0,0,0.0905504145677893,0,0,0,0,0.148274666366145,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.0392892107202274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224183495555503,0,0,0,0,0,0,0,0,0.012753022783831,0,0,0,0.0542071380071987,0.00790526124988131,0,0,0.463756688460616,0,0,0.0760335735972093,0,0,0,0,0,0,0.0354290999839769,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0539648970650106,0,0.078969265166813,0,0,0,0,0.499218994503782,0,0,0,0.0798984133654889,0.0906267586607261,0,0,0,0,0,0,0,0,0,0,0,0,0.110278280261815,0,0,0,0,0.135922329705402,0,0,8.67361737988404e-19,0,0.0113880187360252,0,0,0,0,0,0.120635834944476,0.0872044163855893
X000001.CH.EQUITY,0,0,0.20574127842722,0,0.00670288102552629,0.26386566479986,0,-0.0525059251744121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130834642519215,0,0.538447382157206,0.0305993593967744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179888301547943,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0.0108133254352438,0,0.0428037407130897,0,0,0.474522900182444,0,0,0,-0.0869773095058599,0,-0.00182266820933361,0,0,0,0,0,0,0,0.0678395075006633,0,0,0.280353798503035,0,0,0.104298833912283,0,-0.0197245607978772,0.000697192982107937,0,0,0,0,0,0,0,0.0870445300655215,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00157500518931927,0,0.0944373300917845,0,0,0,0,0.0300697939963676,0.062080207365605,0,0,0,0,0,0.149487008460911,0.219071516384008,0,0,0.250221231576987,0,0,0,0,0,0,0.0566516043951184,0,0,0.0126037105391605,0.0308029381991342,0.0737390346754595,0,0,0,0,0,0.0372382610193652,0,0.0907978756569632,0,0,0,0,0.00292536610868003,0,0,0,0
X601601.CH.EQUITY,0.0155756783192677,0.190410486911641,0,0.515123319014321,0,0,0,-0.0730249069133476,0,0,0,0,0,0,0,0,0,0,0.0785999572358026,0,0,0,0.00494411954121113,0,0.0126581828277205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528778650084427,0,0.0542314582029955,0.114347226084633,0,0.232004533623806,0
X600000.CH.EQUITY,0,0,0,0,0,0.344544560484725,0,0,0,-0.158430119748521,0.226511696216828,0,0,0,0,0.558740776489083,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390233833217711,0,0,0,0,0,0,0,0,0,0,0.0595138700514774,0,0,0,0,0,0,-0.0557549282516521,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835282764151739,0,0.0254348750362854,0,0,0,0,0,0,0,0,0,0,0.0291985558501333,0,0,0,0,0,0,0,0.231833057975359,0,0,0.0134516248290165,0,0,0,0,0.0556018798517239,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0352899665435862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504071113819952,0,0,0,-0.0234620673236555,0,0,0,0,0,0.210748605113957,0,0,0,0,0,0,0,0,-0.0373594799617434,0.0754679411496861,0,0.0840940291682529
X600016.CH.EQUITY,0.0620141560418953,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0226327385427072,0,0,0,0,0.103034264172975,0.0309415503940769,0,0,0.255911158196503,0.0613373749385881,0,0,0,0,0,0.268738051840635,0,0,0.125001275940014,0,0,0.0507842067835735,0,0.115898264218321,0,0,0,0,0,0,0,0,0,0,0,0,-0.202183796525489
X601998.CH.EQUITY,0,0,0,0,0,0,0.0542554881093698,0,0,-0.0874191454020736,0.0410844837560346,0.265505957238028,0,0,0,0,0,0.0349261828385099,0,0,0,0,0,0,0,0,0,0,0.0796397951540957,0,0,0,0,0.0437431301144056,0.0796540941489165,0,0.136072174248804,0,0.387504447291372,0,0,0,0,0.0244728622317588,0,-0.0153668402678192,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.860031813597592,0,-0.204540168777385,0,0,0,0,0,0,0,0,0,0.0804843368775666,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173572921053545,0.232110775858453,-0.145731785633386,0.0472803274992618,0,-0.0520956309402711,0,0,0,0,0,0.0077222097548829,0.0165446222815043,0,0.033730338349281,0,0,0,0
X2388.HK.EQUITY,0,0,0.074353823036922,0,0,0,0,0,0.24948856375182,0.158081481367912,0,0,-0.140925480151618,0,0,0,0,0,0,0,0,0,0,0,0.343846006339855,0,-0.0384067065725241,0,-0.382557015978449,0,0,0.215811051082047,0,0,0,0,0,0,0,0.129476858930143,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0542017092623166,0.0589257458526294,0,0,0.0732737331054026,0,0,0,0,0,0.139505673428154,0.272677961781586,0,0,0,0,0.0875187664006534,0,0.115390213426764,0,0,0,0,0.0206137745576917,0,0,0,0,0,0,0,0,0,0,0.0113880194882204,0.00484652695455594,0,0,0,0,0,0,0.0266740307538757,0,0,0,0,0,0.0227189008858429,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.325284254558555,-8.67361737988404e-19,-0.263997061354615,0,0,0.219685571066919,0.133900039145182,0,0,-0.0171599136958651,-0.0902285495125477,0,0,0,0,0.453199623860874,0,0,0,0,-0.0861991932441285,0.093845445406562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135702094013051,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0.147253559512358,0,0,0,0,-0.0918189596778841,-0.137366484891773,0,0,0,0,0.0792903414682614,0,0,0.0752293682006083,-0.303248987965641,0,0,0,-0.209907918944414,0,0,0,0,0,0,0.209843647162482,0,0,0,0,0,0,0,0,0,0,0,-0.0484930293710992,0.51813092681258,0,0,0.0364140447289345,0.176848799549982,0,0,0
X601688.CH.EQUITY,0.0193069036173983,0,0,0.0976005196019224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242687645985001,0,0,0,0,0,0,0,0,0,0.306460179590643,0,0,0,0.138972079375548,0,0,0.126047231525625,0,0,0.0382668732402754,0,0,0,0.0480412314448085,0,0,0,0.160328722751533,0.0104512325709605,0
X601336.CH.EQUITY,0,0,0.0470527256792917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204709989835231,0,0.325734243812896,0.139064904113689,0,0,0,0,0,0,0,0,0,0.242481260609672,0,0.150090975827311,0.00782942968835866,0.0563906607941101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233654267507943,0
X600837.CH.EQUITY,0,0.0494614970971753,0,0.0679501833492894,0,0,0,0,0,0,0,0,0.113558396357724,0,0.056471587405246,0,0.0548938075161462,0,0,0.0367786740583192,0,0,0,-0.0642249094382465,0,0,-2.16840434497101e-19,0.3872417225656,0,0,0,0,0,0,0,0,0,0.0443652892997714,0,0,0,0,0,0,0,0,0,0,0,0.0936544472911491
X601211.CH.EQUITY,0.140165149847439,0,0,0.178906074007717,0,0,-1.0842021724855e-19,0,0,0,0.0440354014790181,0,0,0,0,0,0,0,0,0.063090314929476,0,0,0,0,0,-0.151805935717323,0,0,0,0,0,0,0.0930057601795072,0,0,0,0,0,0,0,0.262486390432963,0,0.140734439555527,0,0,0,0,0.00430804037110724,0,0
X267.HK.EQUITY,0,0,0,0,0,0.289110968843288,0,0,0.149811939292939,0.104475511491938,0,0,0,0,0,0.025942828323997,-8.67361737988404e-19,0,0,0,0.0839298269699359,0,0,0.16323605919006,0,0,0,0,0.11328483064781,0,0,0,0,0,0,0,-0.246605358029986,0,0,0,0,0,-0.129458158912983,0,0.106602402083464,0.0979565132970489,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0336986531103374,0,0.00687068505439234,0,0,0,0.150772386482837,0,0,0,0,0,0,0.033703587707741,0.0945632110567637,0,0,0,0.0713894663346198,0,0,0,0,0,0,0.249777781199419,0,0,0,0,0.028502433194834,0,0,0,0,0,0,0.0705036976566415,0,0.133538185940101,0,0.0830160666217329
X000166.CH.EQUITY,0,0,0,0,0,0,0,0.135146681635791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152156371111682,0,0,0,0,0.0459331553641445,0,0,0,0.13639500201802,0,0,0,0.106541595712253,0.0781162888033022,0,0,0,0,0,0.313541194014753,0,0.108172837793011
X601229.CH.EQUITY,0,0,-0.221594569742857,0,0,0.225339195045606,0,0,0,0,0,0,0,0,0,0,0,0,0.207190126734857,0,0,0,0,0,0.302237316922949,0,0,0,0.0631530489532136,0,0,0,0,0.0857155780789874,0,-0.0599229581484759,0,0.0546240302984399,0,0,0,0,0,0,0.0963106384887713,0,0,0,0.263402085961397,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.338184526703055,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.051713430728023,0,0,0,0,-0.15359708329932,0,0,0,-0.00224342234739385,0,0,0,0,0,0.0946041126547892,0,0.38387007026704,0,0,0,0,0,0.463068223698223,-0.0414789666528236,0,0,0
X000776.CH.EQUITY,0,0,0,0.0259701982303167,0.0819584017685274,0,0,0,0,0,0.327192105926798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.208825014813752,0,0,0,0.183276861350728,0,0,0.134203511696458,0,0,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0.042849142050717,0,0,0,0,0,0,0,0,0.24708967313407,0,0,0,0,0,0,0,0,0,-0.0393680800948691,0,0,0,0,0,0,0.203429543301466,0,0,0,0.00544511967254218,0,0,0,0,0,0,0,0,0.399165335477898,0,0,0,0,0,0,0.225311892802588
X601169.CH.EQUITY,0,0,0,0,0,0.000924126751207486,0.670660416103321,0,-0.126855402763402,0,0,0.0605155369476028,0,0,0,0,0,0,0,0,0,0.170626344775288,0,0,0,-0.0138766670928077,0,0,0,0,0,0,0.105699671165194,0,0,0,0,0,0,-0.033639547651932,0.0410066403106776,0,0,0,0,0,0,0,0.0941923482883713,0
X2881.TT.EQUITY,0,0,0,0,0,0,-0.214778819807158,0.116925257574884,0,0,0,0,0,0,0,0,0,0.0138947769906145,-0.144595386508839,0,0,0,0,0,0,0.0306033843020342,0.0670323656055298,0,0,0,0,0,0,0.0402764305477872,0,0.157401884457901,0,0,0,0,0,0.0370188669697039,0,0,0.164797002575216,0.510320327914132,0,0,0,0.0280991716958107
