,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.21999803833697,0,0,0.168334709552383,0,0,0,0,0.467787378469619,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.176078686396272,-0.139776962024225,0,0,0,0,0,0,0,0,0,-0.101087585632571,0,-0.17636299774279,-0.0834258847085527,0,0,0,0,0,0,0.0491446153964077,0,0,-0.0279226513359931
X601318.CH.EQUITY,0,0,0,0,0,0,0.0637645288248108,0,0,0,0,0,0,0.131135402492382,0.255931891499502,-0.0184441570491827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40898113882145,0,0,0,0,0,0,0,0,0.0356324350558537,0,0,0,0.0591909438391943,0.0364442115887899,0,0,0,0
X601939.CH.EQUITY,0.188477479447441,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291696618804921,-0.283826098401705,0,0.13200870259894,0,-0.0683509069025213,0,0,0,-3.46944695195361e-18,0,0.0336346078130956,0,0,0,0.0699453472600094,0.291416176731002,0,0.170601034415989,0,0.118329293289435,0,0
X601288.CH.EQUITY,0,0,0,0,0.055843675566532,0.278047363164259,0,0,0.0849541959147062,0,0,0,0.179043269799731,0,0,0,0,0.0577492053236682,0,0.0538216173351157,0,0,0.262789857469592,0,0,0,0,0,0,0.0544392831792999,0,0,0,0,0,0,0,0.00911261433183566,0,0,0,0,0,0,0,0,0.00751598912270707,0.0631297722882565
X5.HK.EQUITY,0,-0.207550881362317,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.155778505095174,0,0.407279871226456,0,0.333181116890986,0,0,0,-0.0257632219103457,-0.124639383902294,0,0,0,0,0.311357993158664,0,0,0,-0.082639971120747,0.0939951656288056,0,0,0,0,0,0,0,0,0,0,0,0.256965878801811
X601988.CH.EQUITY,0.326667527476595,0,0,0.468856228077512,0,0,0,0,0,0.118674062664423,0,-0.0997476049869452,0,0,0,0,0,0,0,0.145299214257938,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0143859732620861,0,0,0,0,0,0,0,0,-0.0263316573447298,0,0,0,0,0
X600036.CH.EQUITY,0,0.293555533672265,0,0,0,0,0,0,0,0,0,0.16319806576716,0,0,0.237823392329026,0,0,0,0,0,0,0,0,0,-0.101959466927579,0.0290209308192825,0,0,0,0.0371898789989879,0.113141844336417,0,0,0,0,0,0,0,0,0,0,0,0.302228090629324,0,0,0,0.0766162251053221,0
X1299.HK.EQUITY,0,0.247951273246264,0.0166186765968942,0,0,0,0,0,0,-0.0605450534410495,0,0,0,-0.200874147559028,0,0.302874487127491,0.333500848034288,0.198920781429553,0,8.67361737988404e-19,0.032770707472269,0,0,-0.0782951538389026,0,0.0949483975794172,0,0,-0.192851514359515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012402021127234,0,0,0
X601628.CH.EQUITY,0,0.128921547739785,0.00493154742418512,0,0.0448121805797117,0,0,0.0220382165663786,0,0.0874770290886974,0,0,0,0,0.261039700192104,0,0,0.0540707112743837,0,0,0,0,0,0,0,0,0,0.108661703460578,0,0.0924621626970722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439794986761497,0,0,0
X601166.CH.EQUITY,0,0,0,0.178826631298989,0,0.281046839327644,0,0,0.110839915529119,0,0,0,0,0,0.215013674424528,0,0,0,0,0,0,0,0,0,0.0231785775247697,0.160225089043381,0,0,0,0.212973365681832,-0.0788412566821343,0,0,0,0,0,0,0,0,-0.118360607504028,0,0,0,0,0,0,0.0306958588723154,0.0943368779447417
X601328.CH.EQUITY,0.085747381343914,0,0,0.089216531644617,0.0668421404031945,0.248545264108781,0,0,0,0,0,0,0.0257339866937687,0,0.0084839223975604,0,0.0244818148651444,0,0,0.181193507675506,0,0.0723754535227161,0.0681492573164615,0,0,0,0,0,0.0388458023549065,0,0,0,0,0.0970736858841104,0,0.097387747988386,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0124939243475009,0,0,0,0,0.119820419242045,0,0,0,0,0,0,0,0.136561481603818,0,0,0.00066990047389308,0,0.358277645535833,0,0,0,0,0,0.0781700725648841,0,0,0.0924873324246457,0,0.0168603849066075,0,0,0,0,0.0798065785540303,0,0,0,0,0,0,-2.16840434497101e-19,0,0.108260692678764,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.136587658377047,0,-1.73472347597681e-18,0,0,-0.0519391082462671,0,0,0,0,0.0730732681693417,0.105314024673436,0,0,0,0,0.138242100347954,-0.0241784635233728,0,0,0,0,0,0,0,0,0,0,0,0,0.0794962774954114,0.356835955421451,0.0359576725468737,0.179491306640345,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.169517159229287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708103579402762,0,0,0,0,0.0801384594109259,0,0,0.292331898911541,0,0,0,0,0,0,0,0,0,0.117385925173472,0.0852541966839439,0,0.0592894850107737,0,0,4.33680868994202e-19,0,0,0
X601601.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,-0.144836181608358,0,-0.0764307152810181,0.406895936280184,0,0,0.135366244135088,0,0.384353996040303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769764599001816,0,0,0,0,0,-0.00121558009297741,0,0.206562226097827,0,0,0,-0.241872484513436,0,-0.00597370826135111,0,0,0
X11.HK.EQUITY,0.274006322574452,0,0,0,0,0,0,0.220647254731898,0,0,0,0,0,0,0,0,0,0,0,0,0.353063853389056,0,-0.19897632917001,0.175453779821479,-0.1512112595027,0,0,0,0,0,-0.0201413151336274,0,0,0,0,0,0,0,-0.064216785496498,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.00286735974814348,0.469480777693016,0,0,0.191158927723098,0,0,0,0.124697293350274,0,0,0,0,0,0,0,0,0,-0.0229770452890602,0,0,-0.464102143745973,0,0,-0.169963015823549,0,0,0,0,0.457043050587374,0,0,0.0554505536972765,0,0.0473786431247017,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.200771771728697,-8.67361737988404e-19,0,0,0,0,0,0,0,0.105833827331315,0.264028049297917,0,0.0106661557903958,0,0,0,0,0,0,-0.023872341252455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257928303595123,0.121494013003199,-0.0357286693338296,0,0,0.175489059218232,0
