,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X601696.CH.Equity
X601658.CH.Equity,0,0,0,0.222154175205931,0,0,0,0,0,0,0,0,0,0,0,0,0.213458405066844,0.19382350770894,0.00189885394267222,0,0,0,0,0,0.0174656840191706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352129130067606,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0766084294665005,0,0,0,-0.0854099720107489,0.0813270147034039,0,0,0.258530569561836,0,0,0,0,0,0,0,0,0,-0.0338324510507075,0.0250684072038788,0,0,0,0,0.118745605188657,0,0,0,0.100407954199915,0.094710030986156,0,0.0507115989386119,0.18027487949601,0,0,0.0430480840340017,0,0,0.00283525599061389,0,0,0,0,0,0.164498207683891,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.00758947965246333,0,0,0.530999187677498,0,0,0,0,0,0,0,0,0,0,0,0.199440161268587,0,0,0,0,0,0.115213771046299,0,0,0,0.0527009367293394,0,0.0222594867765758,-4.33680868994202e-19,0.0429335707082711,0,0,0,0,0.0519797642788598,0,0,0,0,0,0.100875282456129,0
X601166.CH.EQUITY,0,0,0,0,0,0.176672130587756,0.235679949529746,0,0,0,0.0531128898499545,0,0,0,0,0.0292950983824718,0,0,0,0.069030268137854,0,0,0,0,0.0149438330746301,0,0.0536152418765165,0,0,0.00293988766472272,0,0.00960111035631197,0,0,0,-0.018332725368696,0,0,0.373431520854458,0,0.0312664770446359,0,0,0,0,0,0,0,0,0.032141327743684
X601328.CH.EQUITY,0,0,-6.93889390390723e-18,0.0463267445552007,0,0.112893352981726,0.0204761277458383,0,0,0,0,0,0,0,0,0.0289239238125812,0,0,0,0.373608844555728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242400036501914,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.133277291731466,0,0,0,0,0,0,0,0,0.0550461134256052,0,0,0,0,0,0.448388499115347,0,0,0,0,0,0,0,0,0,0,0.0723056781751822,0,0,0,0,-3.46944695195361e-18,0,0,0.0397658090243468,0,0.213872926942268,0.25777764117419,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.17477649707222,0,0,0,0.00667173358740335,0,0,0,0,0,0,0,0.134656534181363,0,0.146746593384272,0,0,0.0671684012509136,0,0,0.083109520479752,0,0,0,0.136625808546947,0,0,0,0,0,0,0,0.0161903129516778,0,-0.0103202005460457,0,0,0,0.0836070888949725,0,0,0,0,0,0,0.118445072505803,0,0,0
X601319.CH.EQUITY,0,0.164701073577275,0,0.0426724610065708,0,0,0,0,0,-0.0347036040760336,0,0,0,0,0,0,0,0,0.205131728681051,0,0,-0.0433433278765308,0,0,0,0,0,0.0230733907029416,0,0,0,0,0.218837322045333,0,0,0,0,0.345833844806023,0,0,0,0.0473808434065381,0,0,0,0,0,0,0,-0.179416738456782
X601601.CH.EQUITY,0,0.31104974966534,0,-2.77555756156289e-17,0.0116310119268089,0,0,0,0,0,0,0.0242466155543003,0,0,0,0,0.328362058322071,0.102335953397148,0,0,0,0.0291641780418063,0,0,0,0,0,0,0,0,0,0,0,0.364446355380639,0,-0.143619924428317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.10141370411089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256577400807352,0.0581823456533691,0,0,0.0850530099601546,0,0,0,-0.231411003157187,0,0,0,0,0,0,0,0,-0.0862844110574244,-0.000828726994974564,0.660533182770022,0,0,-0.116266276418806,0,0
X601998.CH.EQUITY,0.211934180252216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000512728067738427,0,0,0,0.27355270743659,0.509306038511104,0,-0.0900892614715444,0.00887973595201383,0.00851274006335062,-0.0619416042262034,0,0,0.112239508674602,0,0.0651161093422878,0
X11.HK.EQUITY,-0.0972571128923381,0,0,0,0,0,0,0.082559930450898,0.326180666244158,-0.136654638548436,0,0,0,0,0,-0.0335916203722606,0,0,0,0,0,0,0.36818229032602,0,0,0.0588627384143241,0,0,0.0374345991979462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113244834809934,0,0,0,0,0,0,0.187508872686696
X2388.HK.EQUITY,0,0,0,0,1.73472347597681e-18,0,0,0.442586320565486,0,0,0,-0.214156032972262,0,0,0,0,0,0,0,0.0464100528346658,0,0.42909402878544,0,0,0.178913195482101,0,-0.0442846689342986,0,0,0,0,0,0.292356830782555,0,0,0.0660571208852642,0,0,0,0,0,0,0,-0.23814251600068,-0.0945394616613309,0,0,0,0.0997182615828186,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.132166574643196,0,0.126919168742275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345764327084282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609643023339903,0,0,0,0,0,0.0347880019956623
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.234248888731149,0,0,0,0,0,0,0,0,0,0,0,0,0.243939846693516,0,0,0.167424911359816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911436470440372,0,0,0.0175607401633823,0.340964740222345,0
X002142.CH.EQUITY,0,0.029410427261242,0,0,0,0.268814185573496,0,0,0,0.0888394890889561,0,0,0,0,0,0,0.126337741723566,0,0,0.190421467958545,0,0,0,0,-0.217022101330948,0,0,0,0,0.0217421031495102,0,0.0701195179444686,-0.107142468955154,0,0,0,0,0,0,0,0,0,0.437334235741361,0.10308122193188,0,0,0,0,0,0.0711541938558864
X601818.CH.EQUITY,0,0.0348370305250882,0,0.192424120798694,0,0,0.0224431204710455,0,0,0,0,0,0,0,0.0220112495877221,0.0774154638735571,0,0,0,0,0,0,0,0,0.0353833773238203,0,0,0,0,0,0,0,0.0894160684430277,0,0,0.013605347105545,0,0,0,0,0,0,0,0,0,0.130188612354366,0,0,0.0969136504366935,0
X601688.CH.EQUITY,0.00421540331594396,0,0,0,0.000749176431511809,0,0,0,0,0.0856140579964823,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215415516634518,0,0.504856280902339,0,0,0,0.00397241720543181,0.0612352699979783,0,0.187916505873913,0,0,0,0,0.0614118697048797,0,0,0,0,0,0,0.0313553957087593
X600837.CH.EQUITY,0,0,0,0,0.00296622075398757,0,0,0,0,-0.0130069666773906,0,0.205187566323474,0,0,0,0,0,0,0,0,0,0.124411996261753,0,0.0426936326804554,0,0,0,0.330555170510739,0,0,0,-3.46944695195361e-18,0.0106802353046853,0,0,0.0261801833939228,0,0.0573464963900562,0,0,0.183352002984591,0,0,0,-0.0103035761234937,0,0,0.00400343322619193,0.0795646907871932,0.00827276986140146
X600999.CH.EQUITY,0,0,0,0,-0.145295932663795,0,0,0,-0.0991274566207609,0,0,0,0.000637166944192649,0,0,0,0,0,-0.197807049736441,0.113857794691072,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058215252846601,0.175557914121094,-0.0148071387523187,0,0,0,0,0.00345366363135086,0,0,0.176760123137049,0,0,0,0.528722490304176,0.258148698136952,0.0576618500700131
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0213612194555125,0,0,0,0,0,0,0,0.168606713043355,0,0,0,-0.113789473968016,0,0,0,0,0,0.382099097071868,0,0,0,0,0,0,0,0,0.0648122912923539,0,0,0,0.042861373153529,0,0,0,0,0,0,0,0.148194994800153,0.0504030119938143
X601336.CH.EQUITY,0,0.104962593250346,0,0,0.141832405719561,0,0,0,0.00580328755147443,0,0,0,0,0,0,0,0,0,0.0536106812091458,0,0,0,2.16840434497101e-19,0,0.0466749945082271,0,0,0.060759860382426,0,0,0,0,0,0,0,0.0520211873542984,0,0.176804621964943,0,0,0,0,0,0.092921150846077,0,0,0,0,0,0.0489148699950588
X000166.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0421466951748265,0,0,0,0,0,0,0,0,0,0.220985359499103,0.299908808137823,0,0.00429897749071856,0,0,0,0,0.0610030920709896,0,0,0,0,0.00617980895669515,0,0,0.0653455382855576,0,0.12128274778385,0,0,0.0995623326565939,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.178625247682766,0.186651264316905,0,0,0,0.342385807687812,0,0,0,0,0,0.159017693905005,0,0,0,0,0,0,0,-0.0242606780817875,0,0,0,0,0,0,0,-0.237832852374315,0,0,-0.0464558012844816,0,0.798446719999836,0,0,0,0,0,-0.035607884438357,0,0,0,8.67361737988404e-19
X601229.CH.EQUITY,0.415860379653247,0,0.329475434040207,0,0,0,0,0,0.235389835246214,0,0,0,0,0,0,0.15336956466719,0,0,0,0,0,0,0,0,-0.169592405213817,0,0,0.0210728143518893,0,0,0,0.144325322755963,0,0,0,0.0423198079520388,0,0,0,0,0,0,0,0.0101583002284929,0,-0.443986308956411,0,-0.0469219725621278,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,-0.0434909048699301,0,0.0816291324983355,0,0,0,0,0,0,0,0,0,0,-0.0368170996108466,0,0,-0.197044684124018,0.0702363496308905,0.237991033173379,0.0295187755726173,0,0,0.062515800476699,0,0,0,0,0,0.169630220927728,0,0.0747167666795596,0,0,0.097376233724306,0.0549190701419345,0,0,0,0,0,0.0376778709823708
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0595567824631285,0.0580460988943618,0,0.329322729437478,0,0,0.165149899984886,0,0,0,0,0,0,0,0,0.145641410052522,0,0,0,0,0,0,0.0519443504710064,0,0,0,0,0,0,0,0.118689106087541,0,0.0976941812788329,0,0,0,0,0,0,0,0.054588140547385,0.0296212465140412
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459528535909661,0,0.169594491231001,0,0,0,0,0,-0.0295044441116165,0,0.111562966480887,0.051439681552718,0.0276061070652567,0.165998006237926,0,0.00431292854882853,0,0.0905121038975973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234713981667905,4.33680868994202e-19
X601169.CH.EQUITY,0,0,0,0,-0.0155196881092674,0,0.793803820235915,0.0373485035191534,0,0,0,0,0,0,0,0,0,0,0,0,0.0786659088714241,0,0,0,0.0291817306535019,-0.0592096848555179,0,0,0.047666812614503,-0.086746019258642,0,0,0,0,0,0,0.052040766604832,0.031949209302521,0,0,0,0,-0.0556062390470541,0,-0.021613172357891,0,0,0.0307520146098544,0.0158102179296487,0
X2881.TT.EQUITY,0,-0.0737129283318881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793863199117035,0,-0.159146145575378,0,0,0,0,8.67361737988404e-19,0,0.736474426295897,0,0,0,0,0,0,0,0,0,0.0948369672246341,0.156470181960323,0,0,-0.0496038657906084,0.151260477703767,0
X601881.CH.EQUITY,0,0,0,0,0,0,0.0711707693972163,0,0,0,0,0.0755610746234542,0,0.0861756296282871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178348528993499,0,0,0,0.0590727818991926,0.451503791717844,0,0,0,0,0,0,0,0,0,0,0,0,0.0156868322070735,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-0.0151162977967906,0,0,0,0,0,0,-0.0445610973146338,0,0.0376606214431486,0,0,0.176063169756952,0,0,0,-0.0173110068790965,-0.055550891197481,0,0,0,0,0,0,0,0,0,0,0,0,0.0868037962484829,0,0,0,0,0,0,0,0,0.00869035919301107,0,0.69776033358052,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149978187297965,0,0,0,0.297241966631024,0,0,0,0,0,0,0,0,0,0.153803769575031,0,0,0,0.1667887809013,-0.185421997645695,0,0,0,0.104897686178373,0,0.0258784108773845,0,0,0
X601788.CH.EQUITY,0,-0.158087812928105,0,0,0,0,0,0,0.162828050797596,0.0273982272727433,0,0,-0.112087828316969,0,0,0,0,0,0,0,0,0,0,0.146253398503921,-0.169946857623059,-0.0817641888074155,0,0,0,0.0276544930074055,0,0,0,0,0,0.0713589461145709,0,0.617770723350924,0,0.0634184201090846,0,0,0,0,0,0.14502102668842,0,0,0,0.242714175745086
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191360935347028,0,-0.241317922818289,0,0,0,0.799562647173438,0,0.161882764219713,0,-0.00373785878684408,0,0,0,0,0,0,0,0,0,0,-0.0246738119456356,0,-0.152303372491405,0,0,0.457622524388938,0,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0.588572120399291,0,0,0,0,-0.0933272888697143,0,0.199565002294317,0,0,0,0,0,0.119773144367458,0.13047338448011,0,0,0,0,0,0,-0.145501946676425,0,0,0,0,0,0,0,0.0770928906844378,-0.026617389805523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.103205677510142,0,0,0,0,0,0.0553772007225189,0,-0.158515793721761,0.0206695830796848,0,0,0,0,0,0.0203674842458376,0,0,0,0,0.0200381425985464,0,-0.0029976111325274,-0.106575526008381,0,0,0,0,0,0,0,-0.0314809233773977,0,0,0,0,0,0,0,0,0.911184979744169,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,1.0842021724855e-19,0,0,0,0,0,-0.0101004539020584,0.130316912411505,0,0,0,0,-0.0507515130442658,0,0,0,0,-0.00789486248805154,-0.0507880795608152,0,0,-0.0671603708851676,0,0,0.502559065502765,0,0.00423400657465888,0,0,1.04244332663463,-0.38580727366588,0,-0.17189840569186,0,0,0,0,0,0,0,0,0,0,-0.26814185700776,0,0.0530019991805706,0,0,0,0.0980610428205985
X601236.CH.EQUITY,-0.0723782115154508,0,0,0,0,0,0,0,0,0,0,0,0.315534275386982,0,0,0,0,0,0,0,0,0,0.0346070379373425,0.0313167979114294,0.0922282434044793,0,0.0492472947290014,0.279750673151551,0,-0.0857986188054148,0,0,0.123398124117231,0,0,0,0,0,0.127024237934029,0,0,0,0,0,0,0,0,0,0,0.127381407820707
X601696.CH.Equity,0,0,0,0,0,-0.0478233293588739,0,0,0,-0.0490135161809515,0,0,0,0,0,0,0,0,0,0.0797687132245553,0,0,0,0.108869314460937,0,0,0,0,0,0.0867809571696855,0,0,0,0,0,0.187876008710667,0,0.114191306757959,0.149209382346414,0,0,0,0,0.0548069797145284,0,0,0,0.0650001500750101,0.144242761562209,0
